Ticker,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,^N225,^N225,^N225,^N225,^N225,^IBEX,^IBEX,^IBEX,^IBEX,^IBEX,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-26,5593.93994140625,5675.9599609375,5574.4599609375,5668.93017578125,140930900.0,3748.030029296875,3807.47998046875,3741.360107421875,3807.0400390625,141543200.0,22185.0,22425.0,22048.0,22408.0,707740100.0,10506.150390625,10566.490234375,10324.98046875,10325.2802734375,175400000.0,11158.788280607987,11385.488241799334,11140.3888855472,11347.2880859375,217400.0,5260.2998046875,5276.89990234375,5215.7001953125,5276.89990234375,1015919800.0
2010-01-27,5643.52001953125,5673.72998046875,5589.009765625,5643.2001953125,143566600.0,3769.659912109375,3793.6298828125,3737.2900390625,3759.800048828125,136321600.0,22182.0,22284.0,21902.0,21998.0,737770600.0,10344.0703125,10373.8203125,10252.080078125,10252.080078125,139500000.0,11199.489104786477,11203.889491130642,10997.689496415951,11042.189453125,328400.0,5276.89990234375,5276.89990234375,5192.60009765625,5217.5,1271716800.0
2010-01-28,5687.10009765625,5718.81005859375,5540.330078125,5540.330078125,185119100.0,3812.18994140625,3812.18994140625,3688.7900390625,3688.7900390625,168079800.0,22280.0,22288.0,21594.0,21603.0,911811600.0,10309.73046875,10462.7001953125,10296.98046875,10414.2900390625,168000000.0,11154.889325456088,11200.488889598288,10829.2890625,10829.2890625,287000.0,5217.5,5280.39990234375,5145.7001953125,5145.7001953125,1294378400.0
2010-01-29,5566.02978515625,5657.8701171875,5556.18994140625,5608.7900390625,206927000.0,3712.02001953125,3768.389892578125,3696.0,3739.4599609375,149875800.0,21634.0,22043.0,21478.0,21896.0,876712200.0,10308.0498046875,10324.3701171875,10198.0400390625,10198.0400390625,156800000.0,10903.989300692347,11045.288966732553,10821.189577250314,10947.689453125,222400.0,5145.7001953125,5230.2001953125,5145.7001953125,5188.5,1281845800.0
2010-02-01,5587.5,5674.2099609375,5567.72021484375,5654.47998046875,130680700.0,3713.169921875,3774.360107421875,3702.010009765625,3762.010009765625,119833200.0,21689.0,22076.0,21651.0,22012.0,674853000.0,10212.3603515625,10224.830078125,10129.91015625,10205.01953125,161900000.0,10852.38978795131,11033.689415510931,10839.389800652165,10995.189453125,202800.0,5188.5,5250.10009765625,5163.60009765625,5247.39990234375,934766100.0
2010-02-02,5664.25,5723.2001953125,5624.60986328125,5709.66015625,137793900.0,3766.830078125,3819.070068359375,3737.719970703125,3812.1298828125,134752600.0,22081.0,22414.0,21899.0,22414.0,1035691700.0,10310.98046875,10396.48046875,10287.740234375,10371.08984375,142000000.0,11022.388796521287,11158.38865346732,10945.488486785302,11140.888671875,208600.0,5247.39990234375,5289.10009765625,5208.2001953125,5283.2998046875,1105691000.0
2010-02-03,5715.16015625,5733.7099609375,5656.89990234375,5672.08984375,133970300.0,3819.77001953125,3831.3798828125,3784.320068359375,3793.469970703125,124554600.0,22472.0,22503.0,22129.0,22169.0,846480900.0,10428.1201171875,10436.51953125,10356.0302734375,10404.330078125,154300000.0,11189.58857003288,11201.58855819402,10867.789082823954,10888.3896484375,269200.0,5283.2998046875,5305.39990234375,5237.7001953125,5253.2001953125,1140388100.0
2010-02-04,5671.169921875,5696.93994140625,5522.56982421875,5533.240234375,170297100.0,3792.419921875,3806.2099609375,3685.570068359375,3689.25,175687000.0,22183.0,22266.0,21383.0,21405.0,995129000.0,10434.51953125,10438.41015625,10279.5703125,10355.98046875,164500000.0,10882.288390595824,10920.088155636335,10220.689475151219,10241.689453125,503400.0,5253.2001953125,5262.2001953125,5123.89990234375,5139.2998046875,1725801600.0
2010-02-05,5515.68994140625,5527.0,5433.02001953125,5434.33984375,234113800.0,3665.909912109375,3673.7099609375,3563.760009765625,3563.760009765625,263299600.0,21271.0,21322.0,20758.0,20816.0,1466460100.0,10162.33984375,10166.2998046875,10036.330078125,10057.08984375,172000000.0,10123.290019730945,10277.490065996964,9916.590024210258,10103.2900390625,537800.0,5139.2998046875,5139.2998046875,5033.7998046875,5060.89990234375,1930760100.0
2010-02-08,5476.47021484375,5505.06005859375,5434.39990234375,5484.85009765625,137808300.0,3595.3798828125,3616.669921875,3545.909912109375,3607.27001953125,169862000.0,20930.0,21039.0,20466.0,20938.0,1060741300.0,10007.4697265625,10063.5302734375,9942.0498046875,9951.8203125,137400000.0,10132.08894528362,10259.189397447044,9970.889896196697,10206.2890625,310600.0,5060.89990234375,5118.10009765625,5033.0,5092.2998046875,1326821100.0
2010-02-09,5485.31005859375,5537.97021484375,5461.509765625,5498.259765625,130402000.0,3598.659912109375,3633.590087890625,3583.5400390625,3612.760009765625,147671300.0,20858.0,21096.0,20733.0,20819.0,920644800.0,9876.6103515625,9956.7900390625,9867.3896484375,9932.900390625,135000000.0,10160.78918230662,10339.189386426922,10084.889847591465,10275.3896484375,279600.0,5092.2998046875,5132.89990234375,5084.7998046875,5111.7998046875,1284674100.0
2010-02-10,5533.7099609375,5592.27001953125,5505.3701171875,5536.3701171875,132047100.0,3638.389892578125,3673.6298828125,3617.719970703125,3635.610107421875,187758600.0,21096.0,21405.0,21070.0,21242.0,919967400.0,10024.259765625,10049.8701171875,9963.990234375,9963.990234375,127000000.0,10383.088941062917,10543.08877666789,10358.889747176861,10454.9892578125,306800.0,5111.7998046875,5181.2001953125,5105.2998046875,5132.0,1191910000.0
2010-02-11,5562.830078125,5580.77001953125,5454.06982421875,5503.93017578125,122397400.0,3659.949951171875,3675.639892578125,3581.860107421875,3616.75,261448600.0,21386.0,21477.0,20888.0,21076.0,945460700.0,,,,,,10554.488972794788,10557.389360389498,10162.689577454663,10281.689453125,263000.0,5132.0,5201.7998046875,5114.5,5161.5,1565807200.0
2010-02-12,5550.4501953125,5565.43017578125,5460.0498046875,5500.39013671875,114810000.0,3647.27001953125,3661.0400390625,3579.39990234375,3599.070068359375,186454000.0,21286.0,21345.0,20907.0,21036.0,802255500.0,10085.349609375,10099.4599609375,10014.5,10092.1904296875,136000000.0,10393.889470887634,10409.788868246354,10149.189532654938,10224.8896484375,183600.0,5161.5,5207.7001953125,5117.39990234375,5142.5,1285903300.0
2010-02-15,5525.740234375,5547.14013671875,5502.490234375,5511.10009765625,61554900.0,3621.409912109375,3641.97998046875,3599.6298828125,3609.219970703125,109986800.0,21157.0,21310.0,21056.0,21122.0,450491400.0,10097.8203125,10119.4697265625,10012.5302734375,10013.2998046875,97300000.0,10298.489252698553,10386.788965238205,10240.289118122573,10293.5888671875,110000.0,5142.5,5194.2998046875,5142.5,5167.5,591532800.0
2010-02-16,5573.06982421875,5592.1201171875,5498.06982421875,5592.1201171875,106068700.0,3641.419921875,3669.0400390625,3602.31005859375,3669.0400390625,147701400.0,21324.0,21354.0,20994.0,21289.0,620164500.0,10044.5302734375,10062.26953125,10019.4296875,10034.25,87000000.0,10397.889644303465,10430.48921998648,10230.389817416188,10393.8896484375,151800.0,5167.5,5248.10009765625,5167.5,5244.10009765625,1098282000.0
2010-02-17,5640.169921875,5682.35986328125,5634.97998046875,5648.33984375,122735600.0,3707.179931640625,3748.659912109375,3700.18994140625,3725.2099609375,149233400.0,21528.0,21799.0,21508.0,21651.0,708591600.0,10161.7197265625,10306.830078125,10150.240234375,10306.830078125,127100000.0,10470.889676779394,10551.489203684718,10426.48933158496,10498.5888671875,198800.0,5244.10009765625,5304.5,5244.10009765625,5276.60009765625,1205018000.0
2010-02-18,5645.6298828125,5691.60009765625,5626.080078125,5680.41015625,125325700.0,3719.06005859375,3752.050048828125,3711.31005859375,3747.830078125,132533000.0,21619.0,21749.0,21541.0,21686.0,724855600.0,10324.98046875,10340.3798828125,10285.0498046875,10335.6904296875,111800000.0,10466.689562332802,10574.189453125,10417.889807220366,10574.189453125,197400.0,5276.60009765625,5326.39990234375,5261.7001953125,5325.10009765625,966085200.0
2010-02-19,5627.259765625,5729.580078125,5626.56982421875,5722.0498046875,121594600.0,3711.860107421875,3772.669921875,3707.18994140625,3769.5400390625,137178400.0,21428.0,21774.0,21398.0,21772.0,705955900.0,10334.400390625,10354.419921875,10123.580078125,10123.580078125,129500000.0,10472.389853990411,10676.689453125,10403.989532185347,10676.689453125,244800.0,5325.10009765625,5366.10009765625,5281.39990234375,5358.2001953125,1469031000.0
2010-02-22,5741.0,5743.89013671875,5683.60986328125,5688.43994140625,94749200.0,3780.679931640625,3781.97998046875,3752.8798828125,3756.699951171875,147653400.0,21886.0,21896.0,21699.0,21705.0,528030600.0,10302.0703125,10449.75,10298.150390625,10400.4697265625,115400000.0,10752.489072856431,10773.588660789119,10541.088897065416,10570.4892578125,150200.0,5358.2001953125,5387.0,5348.2001953125,5352.10009765625,961342400.0
2010-02-23,5715.6298828125,5732.14013671875,5584.47021484375,5604.06982421875,138143800.0,3780.340087890625,3791.56005859375,3696.489990234375,3707.06005859375,149071400.0,21789.0,21866.0,21174.0,21224.0,757719000.0,10327.6396484375,10375.5498046875,10280.330078125,10352.099609375,121500000.0,10597.588570637328,10638.588527930653,10267.489305102737,10312.8896484375,212000.0,5352.10009765625,5395.5,5302.0,5315.10009765625,1063966500.0
2010-02-24,5622.31005859375,5639.7099609375,5572.25,5615.509765625,130761600.0,3713.43994140625,3727.81005859375,3683.81005859375,3715.679931640625,128846800.0,21281.0,21420.0,21021.0,21346.0,816113700.0,10205.150390625,10243.2001953125,10129.650390625,10198.830078125,125200000.0,10304.689400010995,10333.788978900968,10089.38982087361,10253.9892578125,221800.0,5315.10009765625,5357.89990234375,5298.2001953125,5342.89990234375,953221200.0
2010-02-25,5562.7001953125,5655.75,5518.27001953125,5532.330078125,150089500.0,3694.56005859375,3724.68994140625,3633.81005859375,3640.77001953125,171807600.0,21159.0,21348.0,20781.0,20843.0,848811200.0,10256.099609375,10267.4296875,10087.2099609375,10101.9599609375,128200000.0,10195.588793566447,10312.389450910552,10047.189536930651,10126.189453125,219800.0,5342.89990234375,5370.39990234375,5259.7001953125,5278.2001953125,1951587200.0
2010-02-26,5588.990234375,5605.10009765625,5530.18994140625,5598.4599609375,114404300.0,3680.610107421875,3710.31005859375,3648.340087890625,3708.800048828125,151634000.0,21054.0,21103.0,20807.0,21068.0,798789800.0,10107.080078125,10171.2197265625,10085.1298828125,10126.0302734375,113200000.0,10243.389742203173,10345.18944106573,10118.38987214564,10333.5888671875,230200.0,5278.2001953125,5367.7998046875,5278.2001953125,5354.5,1700847600.0
2010-03-01,5652.85009765625,5717.72021484375,5641.18017578125,5713.509765625,98501000.0,3739.56005859375,3771.81005859375,3724.840087890625,3769.5400390625,145259800.0,21273.0,21343.0,21007.0,21321.0,619104400.0,10128.73046875,10215.150390625,10116.8603515625,10172.0595703125,108400000.0,10434.68945333109,10504.88957637614,10287.589018825996,10434.8896484375,164800.0,5354.5,5420.7998046875,5354.5,5405.89990234375,1423330600.0
2010-03-02,5728.27978515625,5780.14013671875,5709.740234375,5776.56005859375,116696700.0,3770.639892578125,3811.919921875,3763.159912109375,3811.919921875,120318200.0,21320.0,21511.0,21238.0,21431.0,580940800.0,10199.1904296875,10238.9599609375,10150.2998046875,10221.83984375,104000000.0,10441.7891438719,10532.889636797987,10339.289248521827,10521.4892578125,176200.0,5405.89990234375,5485.0,5403.7001953125,5484.10009765625,1218498700.0
2010-03-03,5759.22021484375,5828.7998046875,5750.2998046875,5817.8798828125,104617500.0,3799.330078125,3849.72998046875,3787.9599609375,3842.52001953125,123313800.0,21359.0,21784.0,21280.0,21745.0,729600300.0,10193.9501953125,10274.08984375,10186.6796875,10253.1396484375,120600000.0,10485.089047894766,10679.48924270323,10411.789317041037,10664.4892578125,194800.0,5484.10009765625,5541.7998046875,5465.2998046875,5533.2001953125,1108893100.0
2010-03-04,5773.85986328125,5823.10986328125,5767.64990234375,5795.31982421875,103410600.0,3813.39990234375,3850.72998046875,3809.719970703125,3828.409912109375,148795800.0,21571.0,21957.0,21571.0,21845.0,782542800.0,10255.6904296875,10263.48046875,10134.3701171875,10145.7197265625,126300000.0,10595.589016844337,10814.588797907769,10577.089035338977,10745.2890625,231200.0,5533.2001953125,5544.2001953125,5501.10009765625,5527.2001953125,1075263000.0
2010-03-05,5816.18994140625,5880.25,5808.35986328125,5877.35986328125,111636900.0,3845.989990234375,3910.419921875,3838.340087890625,3910.419921875,153790200.0,21963.0,22288.0,21840.0,22278.0,767912100.0,10254.6103515625,10376.41015625,10254.6103515625,10368.9599609375,129900000.0,10780.089100849134,11032.789049827497,10718.589160799818,11019.7890625,217400.0,5527.2001953125,5605.39990234375,5527.2001953125,5599.7998046875,1001732100.0
2010-03-08,5891.740234375,5894.18994140625,5865.43994140625,5875.91015625,87016800.0,3924.219970703125,3924.219970703125,3901.969970703125,3903.5400390625,112178600.0,22421.0,22457.0,22329.0,22398.0,452393900.0,10538.1201171875,10586.9697265625,10514.2802734375,10585.919921875,140500000.0,11103.088843140114,11123.789018380456,11031.68949831079,11078.2890625,170600.0,5599.7998046875,5621.2001953125,5579.2001953125,5606.7001953125,837350700.0
2010-03-09,5872.56982421875,5900.16015625,5838.169921875,5885.89013671875,97415100.0,3907.72998046875,3919.52001953125,3876.090087890625,3910.010009765625,125235600.0,22401.0,22435.0,22187.0,22356.0,533804800.0,10567.3203125,10593.26953125,10542.8095703125,10567.650390625,110100000.0,11101.088771216024,11108.58876389367,10911.088956715685,11002.7890625,170600.0,5606.7001953125,5618.39990234375,5563.10009765625,5602.2998046875,993738400.0
2010-03-10,5882.759765625,5951.93017578125,5874.75,5936.72021484375,98407000.0,3908.389892578125,3950.639892578125,3902.110107421875,3943.550048828125,123160400.0,22358.0,22651.0,22272.0,22639.0,550154600.0,10555.849609375,10588.6904296875,10547.33984375,10563.919921875,104800000.0,11018.288194157796,11120.98828125,10976.788237888408,11120.98828125,166400.0,5602.2998046875,5645.2998046875,5585.39990234375,5640.60009765625,997893900.0
2010-03-11,5913.169921875,5954.5498046875,5906.83984375,5928.6298828125,92700100.0,3921.260009765625,3946.14990234375,3909.949951171875,3928.949951171875,112501200.0,22534.0,22686.0,22454.0,22541.0,537755300.0,10627.990234375,10664.9501953125,10588.8603515625,10664.9501953125,123800000.0,11076.189423170696,11127.989177480375,10988.289118033088,11045.3896484375,156000.0,5640.60009765625,5642.89990234375,5594.7001953125,5617.2998046875,889812900.0
2010-03-12,5944.56982421875,5989.8798828125,5934.14990234375,5945.10986328125,119231100.0,3933.969970703125,3956.419921875,3919.070068359375,3927.39990234375,114568600.0,22584.0,22760.0,22520.0,22565.0,585028800.0,10777.490234375,10777.490234375,10699.2998046875,10751.259765625,206600000.0,11078.889646594549,11181.288961352751,11049.389675202885,11076.9892578125,148400.0,5617.2998046875,5646.7001953125,5612.39990234375,5625.7001953125,1292880400.0
2010-03-15,5933.6298828125,5953.18994140625,5898.22021484375,5903.56005859375,85800100.0,3921.0,3925.860107421875,3889.1298828125,3890.909912109375,94752800.0,22524.0,22579.0,22370.0,22373.0,449811000.0,10802.1103515625,10808.83984375,10708.9697265625,10751.98046875,130700000.0,11069.889538542673,11078.28894437103,10932.189478220896,10957.7890625,145600.0,5625.7001953125,5627.0,5588.2001953125,5593.89990234375,818311200.0
2010-03-16,5935.18994140625,5991.10986328125,5930.33984375,5970.990234375,96262600.0,3914.389892578125,3951.469970703125,3910.81005859375,3938.949951171875,108838800.0,22417.0,22679.0,22416.0,22620.0,587376400.0,10718.6298828125,10776.51953125,10716.2001953125,10721.7099609375,106600000.0,11028.588897007405,11061.789060071686,10921.089001424969,11059.2890625,167000.0,5593.89990234375,5637.7001953125,5593.89990234375,5620.39990234375,878179400.0
2010-03-17,5999.31005859375,6035.9501953125,5991.2099609375,6024.27978515625,117454400.0,3954.300048828125,3967.510009765625,3943.169921875,3957.889892578125,124548900.0,22853.0,22934.0,22761.0,22903.0,792253400.0,10789.240234375,10864.2998046875,10761.8896484375,10846.98046875,137700000.0,11127.988321967594,11189.98825690307,11090.388752050669,11166.7880859375,172200.0,5620.39990234375,5657.7998046875,5620.39990234375,5644.60009765625,930653500.0
2010-03-18,6005.2900390625,6039.39013671875,5995.68017578125,6012.31005859375,100887700.0,3936.93994140625,3964.780029296875,3923.260009765625,3938.179931640625,125638800.0,22810.0,22955.0,22727.0,22785.0,666138700.0,10841.7099609375,10845.73046875,10731.66015625,10744.0302734375,130200000.0,11119.588822467163,11156.38956801744,11021.289113138397,11073.4892578125,177400.0,5644.60009765625,5661.0,5619.2001953125,5642.60009765625,919829700.0
2010-03-19,6031.72998046875,6041.9501953125,5956.64990234375,5982.43017578125,242229400.0,3953.43994140625,3963.530029296875,3906.110107421875,3925.43994140625,184326800.0,22914.0,23058.0,22591.0,22687.0,1115349200.0,10785.8798828125,10826.759765625,10775.5703125,10824.7197265625,116300000.0,11132.389510039924,11141.389501243506,10929.588927003344,10990.7890625,277800.0,5642.60009765625,5691.2001953125,5633.5,5650.10009765625,2488301900.0
2010-03-22,5960.85009765625,5987.5,5910.85009765625,5987.5,104197500.0,3908.550048828125,3928.0,3868.02001953125,3928.0,119579800.0,22568.0,22664.0,22374.0,22623.0,613617300.0,,,,,,10959.588770565058,10960.389551023103,10694.189618976912,10861.8896484375,212800.0,5650.10009765625,5650.10009765625,5583.5,5644.5,886165700.0
2010-03-23,5987.08984375,6030.93994140625,5981.35009765625,6017.27001953125,106650100.0,3927.6201171875,3962.199951171875,3926.8701171875,3952.550048828125,111188200.0,22688.0,22821.0,22572.0,22766.0,734787800.0,10793.0498046875,10817.7802734375,10766.650390625,10774.150390625,112500000.0,10884.489366932416,11013.88963114618,10864.789190865036,10996.189453125,215000.0,5644.5,5695.89990234375,5644.5,5673.60009765625,969327600.0
2010-03-24,6038.0,6044.64013671875,5964.759765625,6039.0,134221200.0,3960.27001953125,3966.9599609375,3907.85009765625,3949.81005859375,132041600.0,22832.0,22874.0,22504.0,22799.0,729624700.0,10829.3603515625,10880.6201171875,10769.1796875,10815.0302734375,125500000.0,11026.989098947784,11041.088694384216,10747.489375255402,10866.2890625,217800.0,5673.60009765625,5698.89990234375,5636.0,5677.89990234375,1118840000.0
2010-03-25,6043.83984375,6139.5,6038.0498046875,6132.9501953125,137339700.0,3951.7099609375,4008.699951171875,3950.949951171875,4000.47998046875,137603800.0,22794.0,23080.0,22768.0,23034.0,613940300.0,10857.8095703125,10872.4501953125,10808.7099609375,10828.849609375,123600000.0,10908.488474495567,11092.788084458933,10825.888952392159,11091.388671875,189800.0,5677.89990234375,5737.10009765625,5673.10009765625,5727.7001953125,1098678300.0
2010-03-26,6125.8701171875,6135.9501953125,6105.669921875,6120.0498046875,107632900.0,3990.989990234375,4002.919921875,3979.8701171875,3988.929931640625,105178200.0,22998.0,23121.0,22943.0,23064.0,798743600.0,10895.2900390625,11001.58984375,10889.330078125,10996.3701171875,142200000.0,11054.088883682445,11123.989206483731,11003.989322918642,11071.0888671875,150000.0,5727.7001953125,5727.7001953125,5695.5,5703.0,1031531100.0
2010-03-29,6150.169921875,6172.85009765625,6128.2099609375,6156.85009765625,94108000.0,4002.1298828125,4017.639892578125,3971.1201171875,4000.659912109375,99561400.0,23136.0,23188.0,22974.0,23105.0,557523400.0,10909.98046875,10990.75,10901.2001953125,10986.4697265625,144700000.0,11108.188458388775,11166.388592206951,11012.988363664796,11090.98828125,134400.0,5703.0,5733.10009765625,5684.60009765625,5710.7001953125,1015977100.0
2010-03-30,6187.64013671875,6203.5,6135.509765625,6142.4501953125,113421500.0,4018.199951171875,4028.639892578125,3978.8701171875,3987.409912109375,117886800.0,23207.0,23247.0,22983.0,23003.0,541652600.0,11022.2001953125,11108.8203125,11003.349609375,11097.1396484375,153500000.0,11133.588717609227,11156.989085342118,10967.989270236834,10980.689453125,131800.0,5710.7001953125,5742.7998046875,5662.7998046875,5672.2998046875,930757400.0
