Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,AMZN,AMZN,AMZN,AMZN,AMZN,NVDA,NVDA,NVDA,NVDA,NVDA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,TSLA,TSLA,TSLA,TSLA,TSLA,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,151.04085568319198,152.89580725081044,150.612792169904,152.79116821289062,22622100,93.75,94.90049743652344,93.2074966430664,94.90049743652344,80580000,5.942536874632946,5.971409320831299,5.892009975100074,5.971409320831299,237536000,66.9586787875548,67.9652328491211,66.86333571006601,67.9652328491211,27278000,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,142981500,205.483255773762,208.5046232125284,205.0062009498093,208.49468994140625,12077100,71.54588979671196,72.59889150198023,71.29230380764884,72.53851318359375,135480400
2020-01-03,150.60327537647208,152.15381709483418,150.35593883957563,150.88864135742188,21116200,93.2249984741211,94.30999755859375,93.2249984741211,93.74849700927734,75288000,5.851687596513701,5.919638038662146,5.826797295101701,5.875831127166748,205384000,66.9383158243975,68.21699501628234,66.90454453964605,67.60968017578125,23408000,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,266677500,205.94043338794853,209.1108755558181,205.6820166991645,207.3914794921875,11188400,71.76566667933918,72.59405542623057,71.60868452797844,71.83329010009766,146322800
2020-01-06,149.4236443274812,151.34519001394506,148.8814201698209,151.27859497070312,20813700,93.0,95.18450164794922,93.0,95.14399719238281,81236000,5.782493763678408,5.905700039221264,5.756359156713934,5.900473117828369,262636000,67.11856919518195,69.4370812039188,67.08729078696965,69.41175842285156,46768000,29.364667892456055,30.104000091552734,29.333332061767578,30.1026668548584,151995000,205.43356400520057,211.47631419268347,205.2546741289233,211.29742431640625,17058900,70.95420295942078,72.44433607127044,70.70302703365871,72.40569305419922,118387200
2020-01-07,151.55448674061407,151.88741845287856,149.65197004750095,149.8992919921875,21634100,95.2249984741211,95.69450378417969,94.60199737548828,95.34300231933594,80898000,5.928846998848965,6.017705121705725,5.883795786713457,5.971907138824463,314856000,69.54335656021222,69.69431580950295,69.10140504019108,69.2776870727539,34330000,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,268231500,211.51608830719624,213.26529956890323,210.45263677120408,211.75460815429688,14912400,72.41533721540509,72.67134068922641,71.84536944211234,72.06514739990234,108872000
2020-01-08,151.18346324120319,152.96232599817733,150.25123424177713,152.28692626953125,27746500,94.9020004272461,95.55000305175781,94.3219985961914,94.59850311279297,70160000,5.967676522424236,6.024426358974859,5.927603460274644,5.9831085205078125,277108000,69.26328874755316,70.10895763815583,69.15454170506581,69.77079010009766,35314000,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,467164500,211.69496771917474,214.91512198342505,211.3073578215122,213.9013671875,13475000,71.76810120120939,73.52631792855652,71.76810120120939,73.22442626953125,132079200
2020-01-09,153.95169949292853,154.31318243193238,153.18118229351953,154.18951416015625,21385000,95.49449920654297,95.89099884033203,94.79000091552734,95.05249786376953,63346000,6.069477985719002,6.121249669973034,5.995056308289606,6.048819065093994,255112000,70.60949659555637,70.94468628827275,70.0275120595761,70.50323486328125,33200000,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,426606000,216.20712545293262,217.0419902974229,214.95485093414487,216.9624786376953,12642800,74.20254195863613,74.97296995476395,73.95137344000949,74.7797622680664,170108400
2020-01-10,154.88393213806228,155.26442977184115,153.32385410042767,153.47605895996094,20725900,95.26850128173828,95.34700012207031,94.0,94.15799713134766,57074000,6.156095965769185,6.186461959258033,6.066989057902304,6.081176280975342,316296000,70.98391037357645,71.255535446664,70.49379108581715,70.95858001708984,26258000,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,194392500,217.85698324760483,218.53282485012502,216.08789032041105,216.72396850585938,12119400,75.01402769601006,75.51396196419593,74.44647000292952,74.94881439208984,140644800
2020-01-13,153.87554020246824,155.34999349749867,153.39991104375198,155.3214569091797,21626500,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140625,55616000,6.1643093449606505,6.296973919615413,6.141658878781784,6.271834850311279,319840000,71.27093190331932,71.5802987088555,70.78032005165358,71.50830078125,30730000,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000,218.25452497385686,220.6099992184627,217.86691509606982,220.5503692626953,14463400,75.2651887494365,76.5766038580251,75.14684225138329,76.55003356933594,121532000
