Ticker,^N225,^N225,^N225,^N225,^N225,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^IBEX,^IBEX,^IBEX,^IBEX,^IBEX,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI,FTSEMIB.MI
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,23850.119140625,23869.380859375,23755.3203125,23827.1796875,48700000.0,13512.83984375,13604.849609375,13510.7900390625,13576.6796875,87986400.0,6019.60009765625,6064.5498046875,6016.77001953125,6024.259765625,82330600.0,7507.7001953125,7642.2001953125,7507.60009765625,7586.0,605760000.0,9576.7998046875,9639.900390625,9552.5,9562.0,154731100.0,23848.0,24083.0,23848.0,23969.0,368587000.0
2020-01-27,23427.900390625,23463.890625,23317.3203125,23343.509765625,62400000.0,13374.990234375,13399.419921875,13195.2802734375,13204.76953125,101409200.0,5924.06005859375,5942.830078125,5851.0,5863.02001953125,104036300.0,7586.0,7586.0,7392.7998046875,7412.10009765625,679457100.0,9447.099609375,9482.7998046875,9357.7998046875,9366.2998046875,164515500.0,23713.0,23978.0,23384.0,23416.0,506925600.0
2020-01-28,23126.9296875,23243.359375,23115.150390625,23215.7109375,64400000.0,13274.009765625,13327.1201171875,13163.3603515625,13323.6904296875,91825300.0,5886.81005859375,5933.72021484375,5857.22998046875,5925.81982421875,84491600.0,7412.10009765625,7491.39990234375,7410.39990234375,7480.7001953125,535852000.0,9401.7998046875,9488.0,9363.7998046875,9484.2001953125,154919400.0,23545.0,24028.0,23429.0,24028.0,428294600.0
2020-01-29,23309.3203125,23392.609375,23214.279296875,23379.400390625,54900000.0,13316.419921875,13371.2998046875,13296.0302734375,13345.0,67876800.0,5921.97021484375,5969.72998046875,5916.22998046875,5954.89013671875,74107000.0,7480.7001953125,7514.7001953125,7462.2001953125,7483.60009765625,525036700.0,9532.7001953125,9574.2998046875,9510.7001953125,9546.7001953125,187145800.0,24053.0,24198.0,23969.0,24165.0,356515300.0
2020-01-30,23284.580078125,23318.5703125,22892.94921875,22977.75,69600000.0,13186.490234375,13262.1796875,13118.9697265625,13157.1201171875,100706100.0,5886.02001953125,5904.080078125,5846.4501953125,5871.77001953125,89992200.0,7483.60009765625,7483.60009765625,7357.60009765625,7382.0,685501900.0,9460.7998046875,9528.400390625,9439.2998046875,9477.900390625,164094200.0,23892.0,23983.0,23688.0,23781.0,454729400.0
2020-01-31,23148.919921875,23421.58984375,23139.98046875,23205.1796875,75400000.0,13196.7998046875,13208.4697265625,12973.7001953125,12981.9697265625,106903800.0,5891.7099609375,5894.68994140625,5799.0400390625,5806.33984375,101862600.0,7382.0,7398.2998046875,7275.0,7286.0,714049600.0,9519.2998046875,9545.099609375,9365.099609375,9367.900390625,303553700.0,23863.0,23873.0,23208.0,23237.0,557656600.0
2020-02-03,22874.26953125,23023.73046875,22775.919921875,22971.939453125,72500000.0,13033.169921875,13077.5703125,12987.5302734375,13045.1904296875,81389100.0,5822.0400390625,5857.39990234375,5804.14013671875,5832.509765625,75677800.0,7286.0,7360.0,7285.2001953125,7326.2998046875,645846700.0,9404.400390625,9431.599609375,9361.5,9404.7001953125,168665700.0,23297.0,23466.0,23219.0,23460.0,363184200.0
2020-02-04,22881.130859375,23118.130859375,22854.44921875,23084.58984375,67900000.0,13135.6103515625,13282.6298828125,13131.0703125,13281.740234375,80887400.0,5863.35986328125,5935.0498046875,5862.81982421875,5935.0498046875,85595000.0,7326.2998046875,7442.10009765625,7326.2998046875,7439.7998046875,696703600.0,9465.900390625,9577.2998046875,9462.400390625,9562.900390625,174133900.0,23573.0,23901.0,23542.0,23845.0,479889400.0
2020-02-05,23351.470703125,23414.689453125,23241.640625,23319.560546875,70300000.0,13224.26953125,13488.580078125,13223.1396484375,13478.330078125,108453900.0,5919.06005859375,6004.330078125,5912.490234375,5985.39990234375,107839000.0,7439.7998046875,7512.39990234375,7408.5,7482.5,818911400.0,9553.400390625,9721.900390625,9540.2001953125,9717.7998046875,221922900.0,23816.0,24270.0,23746.0,24237.0,564241000.0
2020-02-06,23641.099609375,23995.369140625,23625.130859375,23873.58984375,95100000.0,13570.330078125,13606.9697265625,13533.66015625,13574.8203125,114567900.0,6045.0400390625,6050.93994140625,6008.5498046875,6038.18017578125,106153100.0,7482.5,7533.60009765625,7482.5,7504.7998046875,673947900.0,9767.099609375,9816.2001953125,9757.0,9811.2998046875,248416700.0,24348.0,24514.0,24338.0,24490.0,531888100.0
2020-02-07,23899.009765625,23943.44921875,23759.419921875,23827.98046875,65400000.0,13530.76953125,13551.0302734375,13463.98046875,13513.8095703125,87036900.0,6027.5400390625,6044.97021484375,5999.9501953125,6029.75,82348500.0,7504.7998046875,7506.2998046875,7441.10009765625,7466.7001953125,705974200.0,9789.2998046875,9816.2001953125,9761.7998046875,9811.0,179586900.0,24465.0,24523.0,24372.0,24478.0,411437000.0
2020-02-10,23631.7890625,23788.25,23621.720703125,23685.98046875,56500000.0,13476.0,13501.740234375,13445.41015625,13494.0302734375,60456500.0,6008.47998046875,6018.31005859375,5993.91015625,6015.669921875,65703100.0,7466.7001953125,7466.7001953125,7427.89990234375,7446.89990234375,612817500.0,9790.599609375,9820.400390625,9773.5,9816.0,132132500.0,24437.0,24585.0,24389.0,24508.0,297204400.0
2020-02-11,,,,,,13604.740234375,13668.4296875,13557.9599609375,13627.83984375,104753500.0,6047.9599609375,6060.97021484375,6032.7900390625,6054.759765625,81568400.0,7446.89990234375,7529.5,7446.89990234375,7499.39990234375,700689800.0,9863.400390625,9884.0,9817.7998046875,9882.599609375,167628300.0,24617.0,24763.0,24534.0,24689.0,405685400.0
2020-02-12,23741.2109375,23869.73046875,23693.720703125,23861.2109375,74600000.0,13671.150390625,13758.7001953125,13658.150390625,13749.7802734375,86733300.0,6064.25,6104.72998046875,6062.97021484375,6104.72998046875,92681200.0,7499.39990234375,7547.7001953125,7499.0,7534.39990234375,573044200.0,9897.900390625,9946.599609375,9888.599609375,9940.400390625,199830200.0,24738.0,24902.0,24735.0,24861.0,462480100.0
2020-02-13,23849.759765625,23908.849609375,23784.310546875,23827.73046875,64500000.0,13695.9296875,13745.4296875,13576.9599609375,13745.4296875,92087000.0,6076.919921875,6098.259765625,6028.27978515625,6093.14013671875,92665700.0,7534.39990234375,7534.39990234375,7406.89990234375,7452.0,823565400.0,9893.900390625,9910.099609375,9794.2998046875,9909.7998046875,161753500.0,24769.0,24892.0,24588.0,24892.0,526068000.0
2020-02-14,23714.51953125,23738.419921875,23603.48046875,23687.58984375,69100000.0,13756.4697265625,13788.509765625,13728.1201171875,13744.2099609375,66314900.0,6096.06982421875,6096.06982421875,6067.14013671875,6069.35009765625,77985500.0,7452.0,7472.89990234375,7403.7001953125,7409.10009765625,629855000.0,9910.900390625,9969.7001953125,9905.2001953125,9956.7998046875,127061800.0,24942.0,24983.0,24832.0,24867.0,341383900.0
2020-02-17,23489.779296875,23561.98046875,23335.990234375,23523.240234375,54000000.0,13770.669921875,13795.240234375,13754.0400390625,13783.8896484375,57400100.0,6079.52978515625,6088.60009765625,6064.919921875,6085.9501953125,58001900.0,7409.10009765625,7450.0,7409.10009765625,7433.2998046875,394565700.0,9979.2001953125,10022.2001953125,9955.2001953125,10022.2001953125,105784200.0,24962.0,25121.0,24903.0,25121.0,0.0
2020-02-18,23398.5703125,23402.009765625,23133.599609375,23193.80078125,59500000.0,13668.9404296875,13731.3896484375,13660.4501953125,13681.1904296875,82088700.0,6042.3798828125,6079.5,6039.93994140625,6056.81982421875,89930300.0,7433.2998046875,7433.2998046875,7353.39990234375,7382.0,786827200.0,9977.400390625,10041.5,9967.7998046875,10005.7998046875,184042000.0,24986.0,25389.0,24970.0,25224.0,737036300.0
2020-02-19,23329.330078125,23468.560546875,23234.9609375,23400.69921875,61600000.0,13751.0498046875,13789.0,13710.7802734375,13789.0,90192900.0,6086.10986328125,6111.41015625,6072.66015625,6111.240234375,80156900.0,7382.0,7462.0,7382.0,7457.0,602975900.0,10042.0,10100.2001953125,10020.7001953125,10083.599609375,151866100.0,25353.0,25483.0,25272.0,25478.0,464703000.0
2020-02-20,23666.580078125,23806.560546875,23426.419921875,23479.150390625,63300000.0,13774.4404296875,13788.41015625,13664.0,13664.0,86435200.0,6105.169921875,6110.9501953125,6062.2998046875,6062.2998046875,91055800.0,7457.0,7480.5,7436.60009765625,7436.60009765625,780481500.0,10048.7001953125,10050.2998046875,9931.0,9931.0,178849000.0,25415.0,25420.0,25080.0,25080.0,445153900.0
2020-02-21,23427.76953125,23588.55078125,23378.330078125,23386.740234375,62100000.0,13609.9404296875,13689.23046875,13500.5,13579.330078125,108765400.0,6035.02978515625,6067.2900390625,5995.14013671875,6029.72021484375,97327600.0,7436.60009765625,7436.7001953125,7370.60009765625,7403.89990234375,872594700.0,9893.0,9946.400390625,9843.5,9886.2001953125,194954500.0,24979.0,25130.0,24670.0,24773.0,638705500.0
2020-02-24,,,,,,13231.3798828125,13236.580078125,12982.1396484375,13035.240234375,165148900.0,5875.85986328125,5884.85986328125,5765.169921875,5791.8701171875,175269600.0,7403.89990234375,7403.89990234375,7114.5,7156.7998046875,1081479400.0,9649.7998046875,9676.7998046875,9459.599609375,9483.5,256063800.0,23919.0,24005.0,23255.0,23427.0,977128300.0
2020-02-25,22949.369140625,22950.23046875,22335.2109375,22605.41015625,105800000.0,13132.0400390625,13132.0400390625,12778.66015625,12790.490234375,129552500.0,5825.3701171875,5828.4599609375,5670.7099609375,5679.68017578125,143623800.0,7156.7998046875,7198.2001953125,7004.89990234375,7017.89990234375,976469000.0,9507.0,9518.900390625,9248.0,9250.7998046875,263346200.0,23586.0,23630.0,23046.0,23090.0,664950800.0
2020-02-26,22374.140625,22456.55078125,22127.419921875,22426.189453125,99300000.0,12682.16015625,12849.169921875,12368.0498046875,12774.8798828125,163618900.0,5646.14013671875,5707.31005859375,5526.14013671875,5684.5498046875,161976300.0,7017.89990234375,7044.7001953125,6871.89990234375,7042.5,982409600.0,9213.0,9362.7998046875,9030.7001953125,9316.7998046875,299256300.0,22961.0,23600.0,22638.0,23423.0,737757000.0
2020-02-27,22255.830078125,22272.259765625,21844.2890625,21948.23046875,106200000.0,12526.599609375,12593.6201171875,12211.6298828125,12367.4599609375,191240900.0,5571.72021484375,5613.72021484375,5421.31005859375,5495.60009765625,216328100.0,7042.5,7042.5,6730.0,6796.39990234375,1224827000.0,9182.2001953125,9204.400390625,8877.400390625,8985.900390625,341792600.0,22969.0,23078.0,22480.0,22799.0,781145900.0
2020-02-28,21518.009765625,21528.130859375,20916.400390625,21142.9609375,148500000.0,11891.8701171875,12008.58984375,11724.1201171875,11890.349609375,274623700.0,5310.81982421875,5376.0498046875,5229.56005859375,5309.89990234375,268468000.0,6796.39990234375,6796.39990234375,6460.10009765625,6580.60009765625,1979835300.0,8748.099609375,8818.599609375,8582.7001953125,8723.2001953125,497983900.0,22059.0,22335.0,21698.0,21984.0,1052025600.0
2020-03-02,20849.7890625,21593.109375,20834.2890625,21344.080078125,123700000.0,12030.26953125,12121.599609375,11624.6298828125,11857.8701171875,207214100.0,5416.02001953125,5430.0498046875,5197.56982421875,5333.52001953125,201844000.0,6580.60009765625,6775.2001953125,6496.0,6654.89990234375,1770844200.0,8910.2001953125,8913.5,8541.099609375,8741.5,355485000.0,22333.0,22361.0,21119.0,21655.0,924414500.0
2020-03-03,21651.990234375,21719.779296875,21082.73046875,21082.73046875,105300000.0,12013.0595703125,12272.990234375,11906.8203125,11985.3896484375,195936600.0,5408.14990234375,5509.27978515625,5371.66015625,5393.169921875,186265500.0,6654.89990234375,6846.2998046875,6654.89990234375,6718.2001953125,1277190200.0,8860.2001953125,9014.2998046875,8776.400390625,8811.599609375,351219900.0,22116.0,22340.0,21651.0,21748.0,799970700.0
2020-03-04,20897.19921875,21245.9296875,20862.05078125,21100.060546875,94600000.0,11992.58984375,12199.8203125,11929.240234375,12127.6904296875,147845700.0,5400.43017578125,5493.25,5357.35009765625,5464.89013671875,152463500.0,6718.2001953125,6856.2998046875,6700.2001953125,6815.60009765625,1115783100.0,8827.7998046875,8963.7001953125,8745.900390625,8910.0,321258300.0,21740.0,22204.0,21500.0,21946.0,724365300.0
2020-03-05,21399.869140625,21399.869140625,21220.759765625,21329.119140625,85700000.0,12191.41015625,12207.76953125,11844.8798828125,11944.7197265625,148086000.0,5490.52001953125,5494.16015625,5329.240234375,5361.10009765625,155475900.0,6815.60009765625,6834.10009765625,6662.60009765625,6705.39990234375,1146893100.0,8960.7998046875,8962.5,8639.900390625,8683.0,342803500.0,22012.0,22035.0,21362.0,21555.0,772854700.0
2020-03-06,21009.80078125,21061.19921875,20613.91015625,20749.75,111700000.0,11694.5595703125,11769.849609375,11447.2001953125,11541.8701171875,195038500.0,5253.81982421875,5284.080078125,5117.56982421875,5139.10986328125,198425500.0,6705.39990234375,6705.39990234375,6431.39990234375,6462.60009765625,1377953500.0,8532.599609375,8542.0,8310.400390625,8375.599609375,345901100.0,20987.0,21151.0,20624.0,20800.0,864917500.0
2020-03-09,20343.310546875,20347.189453125,19472.259765625,19698.759765625,170300000.0,10690.080078125,10995.2197265625,10556.6396484375,10625.01953125,305324300.0,4845.27001953125,4863.33984375,4691.2001953125,4707.91015625,329160800.0,6462.60009765625,6462.60009765625,5891.60009765625,5965.7998046875,2098798700.0,7884.0,8022.89990234375,7621.39990234375,7708.7001953125,598769200.0,20781.0,20781.0,18346.0,18476.0,1272046600.0
2020-03-10,19474.890625,19970.349609375,18891.76953125,19867.119140625,164700000.0,10724.98046875,11032.2900390625,10423.900390625,10475.490234375,267400800.0,4770.6201171875,4924.83984375,4615.16015625,4636.60986328125,280309600.0,5965.7998046875,6231.10009765625,5927.89990234375,5960.2001953125,1729622400.0,7815.60009765625,8007.7001953125,7440.60009765625,7461.5,506034000.0,18654.0,19175.0,17772.0,17870.0,1096966400.0
2020-03-11,19758.259765625,19974.830078125,19392.25,19416.060546875,129200000.0,10601.849609375,10761.4296875,10390.509765625,10438.6796875,216708900.0,4716.22021484375,4766.0,4603.0498046875,4610.25,206895800.0,5960.2001953125,6088.5,5860.7998046875,5876.5,1507518600.0,7589.2998046875,7717.10009765625,7364.60009765625,7436.39990234375,369150100.0,18172.0,18410.0,17675.0,17929.0,916163300.0
2020-03-12,19064.509765625,19142.1796875,18339.26953125,18559.630859375,164600000.0,9863.990234375,9932.5595703125,9139.1201171875,9161.1298828125,390477000.0,4374.669921875,4404.259765625,4025.889892578125,4044.260009765625,371403200.0,5876.5,5876.5,5237.5,5237.5,2209275500.0,7040.7998046875,7077.7001953125,6347.0,6390.89990234375,723609100.0,17654.0,17660.0,14894.0,14894.0,1535614400.0
2020-03-13,18183.470703125,18184.4609375,16690.599609375,17431.05078125,233400000.0,9480.7802734375,9985.740234375,9064.6796875,9232.080078125,325900900.0,4234.3701171875,4438.509765625,4055.18994140625,4118.35986328125,326461800.0,5237.5,5696.5,5237.5,5366.10009765625,1935105000.0,6763.7001953125,7140.5,6468.2998046875,6629.60009765625,473165800.0,15108.0,17545.0,15107.0,15954.0,1267823900.0
2020-03-16,17586.080078125,17785.759765625,16914.44921875,17002.0390625,158100000.0,8728.48046875,8967.1103515625,8255.650390625,8742.25,302202400.0,3886.820068359375,3962.010009765625,3632.06005859375,3881.4599609375,311603900.0,5366.10009765625,5366.10009765625,4898.7998046875,5151.10009765625,2111567500.0,6331.0,6362.5,5814.5,6107.2001953125,583614700.0,15697.0,15699.0,14153.0,14980.0,1218842000.0
2020-03-17,16726.94921875,17557.0390625,16378.9404296875,17011.529296875,198800000.0,9141.169921875,9145.9296875,8423.5595703125,8939.099609375,220092600.0,4041.330078125,4042.4599609375,3759.0,3991.780029296875,225787000.0,5151.10009765625,5309.0,4978.7998046875,5294.89990234375,1941164900.0,6444.5,6557.2998046875,6083.0,6498.5,388451800.0,15420.0,15810.0,14696.0,15315.0,1041111800.0
2020-03-18,17154.080078125,17396.83984375,16698.4609375,16726.55078125,177200000.0,8613.349609375,8670.41015625,8400.1796875,8441.7099609375,207558900.0,3905.530029296875,3908.719970703125,3726.449951171875,3754.840087890625,214274700.0,5294.89990234375,5294.89990234375,5006.2001953125,5080.60009765625,1837075100.0,6370.5,6524.2001953125,6174.10009765625,6274.7998046875,398609500.0,14986.0,15438.0,14792.0,15120.0,796190300.0
2020-03-19,16995.76953125,17160.970703125,16358.1904296875,16552.830078125,198900000.0,8495.9404296875,8668.48046875,8257.5302734375,8610.4296875,205539300.0,3833.989990234375,3909.14990234375,3691.080078125,3855.5,199534100.0,5080.60009765625,5181.0,4942.39990234375,5151.60009765625,1963412200.0,6368.2001953125,6506.39990234375,6228.2998046875,6395.7998046875,346225500.0,15417.0,15844.0,15038.0,15467.0,1016984600.0
2020-03-20,,,,,,9080.490234375,9201.0703125,8838.2998046875,8928.9501953125,286466000.0,4066.7900390625,4109.10986328125,3984.300048828125,4048.800048828125,271872900.0,5151.60009765625,5419.2998046875,5151.60009765625,5190.7998046875,2585565700.0,6645.39990234375,6769.89990234375,6371.10009765625,6443.2998046875,486796200.0,15773.0,16180.0,15617.0,15732.0,1222210600.0
2020-03-23,16570.5703125,17049.029296875,16480.94921875,16887.779296875,170300000.0,8536.330078125,9071.1396484375,8480.2802734375,8741.150390625,197208600.0,3869.010009765625,4097.81982421875,3851.169921875,3914.31005859375,195845200.0,5190.7998046875,5194.7998046875,4922.7998046875,4993.89990234375,1629604900.0,6223.7001953125,6472.0,6148.0,6230.2001953125,282033200.0,15318.0,15789.0,15092.0,15560.0,768024600.0
2020-03-24,17206.880859375,18100.390625,17197.140625,18092.349609375,147300000.0,9242.0595703125,9700.5703125,9102.169921875,9700.5703125,203840700.0,4087.610107421875,4242.7001953125,4038.06005859375,4242.7001953125,185439800.0,4993.89990234375,5446.0,4993.89990234375,5446.0,1582421000.0,6433.2998046875,6717.2998046875,6403.60009765625,6717.2998046875,301211900.0,15978.0,16949.0,15970.0,16949.0,847366000.0
2020-03-25,18446.80078125,19564.380859375,18446.80078125,19546.630859375,147700000.0,9987.3701171875,10137.6201171875,9460.91015625,9874.259765625,204692500.0,4339.7099609375,4453.009765625,4221.31982421875,4432.2998046875,176942500.0,5446.0,5741.39990234375,5400.5,5688.2001953125,1860995600.0,6985.89990234375,7058.10009765625,6625.7998046875,6942.39990234375,322631900.0,17247.0,17830.0,16582.0,17244.0,906278800.0
2020-03-26,19234.76953125,19240.2890625,18512.810546875,18664.599609375,128100000.0,9621.240234375,10000.9599609375,9526.169921875,10000.9599609375,160450300.0,4332.7900390625,4543.580078125,4296.06005859375,4543.580078125,150657300.0,5688.2001953125,5815.7001953125,5503.39990234375,5815.7001953125,1536739000.0,6789.0,7033.2001953125,6759.10009765625,7033.2001953125,248806600.0,16877.0,17369.0,16835.0,17369.0,712229600.0
2020-03-27,19021.970703125,19389.4296875,18832.2109375,19389.4296875,148900000.0,9793.5,9886.1796875,9541.830078125,9632.51953125,156138300.0,4433.9501953125,4471.3701171875,4288.66015625,4351.490234375,144021100.0,5815.7001953125,5815.7001953125,5407.10009765625,5510.2998046875,1457210400.0,6916.7001953125,6936.7001953125,6661.89990234375,6777.89990234375,225316500.0,17039.0,17283.0,16667.0,16823.0,590902100.0
2020-03-30,18884.0703125,19084.970703125,18578.19921875,19084.970703125,121000000.0,9725.8798828125,9817.509765625,9453.7900390625,9815.9697265625,131120200.0,4362.08984375,4379.14990234375,4216.41015625,4378.509765625,119404100.0,5510.2998046875,5567.2001953125,5351.7998046875,5563.7001953125,1136875400.0,6748.60009765625,6789.10009765625,6507.0,6659.89990234375,232005200.0,16856.0,16925.0,16313.0,16872.0,551307000.0
2020-03-31,19181.900390625,19336.189453125,18834.16015625,18917.009765625,122200000.0,9970.7900390625,10096.419921875,9703.8798828125,9935.83984375,151505700.0,4437.77978515625,4468.52001953125,4309.72021484375,4396.1201171875,151397700.0,5563.7001953125,5702.7001953125,5545.89990234375,5672.0,1602112800.0,6746.7998046875,6802.0,6624.7001953125,6785.39990234375,258181200.0,17097.0,17292.0,16695.0,17051.0,698055400.0
