Ticker,META,META,META,META,META,WMT,WMT,WMT,WMT,WMT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,V,V,V,V,V,NFLX,NFLX,NFLX,NFLX,NFLX,NVDA,NVDA,NVDA,NVDA,NVDA,AMZN,AMZN,AMZN,AMZN,AMZN,MSFT,MSFT,MSFT,MSFT,MSFT,TSLA,TSLA,TSLA,TSLA,TSLA,AAPL,AAPL,AAPL,AAPL,AAPL,PFE,PFE,PFE,PFE,PFE,RACE,RACE,RACE,RACE,RACE
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,205.483255773762,208.5046232125284,205.0062009498093,208.49468994140625,12077100,36.48354885356357,36.79970358156585,36.43443761002502,36.50810623168945,20294700,66.9586787875548,67.9652328491211,66.86333571006601,67.9652328491211,27278000,181.15421333243916,183.2053768560564,180.88583789012395,183.1862030029297,8733000,32.61000061035156,32.99800109863281,32.47800064086914,32.98099899291992,44858000,5.942538298227734,5.971410751342773,5.8920113865906325,5.971410751342773,237536000,93.75,94.90049743652344,93.2074966430664,94.90049743652344,80580000,150.75863421764512,152.61011978828174,150.33137054564196,152.50567626953125,22622100,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,142981500,71.47660718407792,72.5285891982157,71.22326675908423,72.46826934814453,135480400,28.069691062816887,28.105401201542595,27.769708667055916,27.95541000366211,16514072,160.37866475187647,162.03381384712537,159.9754397036685,161.7803497314453,195800
2020-01-03,205.9404182359199,209.1108601705248,205.68200156614884,207.39146423339844,11188400,36.30244972776273,36.46206389854065,36.09372782777696,36.18581008911133,16197600,66.93832337803212,68.21700271420914,66.90455208946976,67.60968780517578,23408000,180.58875164639954,183.03289929705883,180.11908719870348,181.72935485839844,4899700,32.678001403808594,32.986000061035156,32.553001403808594,32.59000015258789,38069000,5.851688546269411,5.919638999446525,5.8267982408176024,5.8758320808410645,205384000,93.2249984741211,94.30999755859375,93.2249984741211,93.74849700927734,75288000,150.32190239946755,151.86954723170166,150.07502796286428,150.6067352294922,21116200,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,266677500,71.69617497011174,72.52376157647284,71.5393448267866,71.76373291015625,146322800,27.655423042285666,28.026828487360333,27.619710041420067,27.8054141998291,14922848,160.1002271324107,161.0506955273434,159.6278861934946,160.07142639160156,134600
2020-01-06,205.43356400520057,211.47631419268347,205.2546741289233,211.29742431640625,17058900,36.035405740811896,36.24720126175951,35.842030887125524,36.112144470214844,19336500,67.11857657252054,69.43708883609668,67.08729816087028,69.4117660522461,46768000,180.19571608635576,181.35549282185895,179.39058980116366,181.33631896972656,10109500,32.3120002746582,33.63600158691406,32.119998931884766,33.58300018310547,56631000,5.782493763678408,5.905700039221264,5.756359156713934,5.900473117828369,262636000,93.0,95.18450164794922,93.0,95.14399719238281,81236000,149.1445015835941,151.0624575735421,148.6032903709724,150.99598693847656,20813700,29.364667892456055,30.104000091552734,29.333332061767578,30.1026668548584,151995000,70.88545699351877,72.3741463481867,70.63452442658405,72.33554077148438,118387200,27.72685549966489,27.85542062298467,27.641148289196067,27.769710540771484,15771951,158.18012746157066,159.64902409906836,158.18012746157066,159.2266082763672,169900
2020-01-07,211.51607306559464,213.26528420125555,210.45262160623358,211.7545928955078,14912400,35.99242707624366,36.07223238719096,35.6670656113384,35.777565002441406,20540700,69.54335656021222,69.69431580950295,69.10140504019108,69.2776870727539,34330000,181.71968878785154,182.20852689997938,180.77079527675608,180.8570556640625,4392300,33.64699935913086,33.66999816894531,33.029998779296875,33.07500076293945,47032000,5.928848892444756,6.017707043681632,5.883797665920484,5.971909046173096,314856000,95.2249984741211,95.69450378417969,94.60199737548828,95.34300231933594,80898000,151.27139620215743,151.6037060270749,149.37243324398585,149.61929321289062,21634100,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,268231500,72.34518136276596,72.60093682086747,71.7757657732598,71.99533081054688,108872000,27.941124458481756,27.94826648584612,27.62685802398572,27.676855087280273,20108107,159.3513931274228,159.48580147994554,158.5833391204022,158.6217498779297,309300
2020-01-08,211.69498282056892,214.91513731453097,211.30737289525598,213.90138244628906,13475000,35.697763800265975,35.82975046775441,35.50745907631182,35.65479278564453,17627400,69.26328117365361,70.10894997178289,69.15453414305767,69.77078247070312,35314000,181.62389933087653,184.50894299253702,180.9625402600914,183.95301818847656,5712000,33.14899826049805,34.27000045776367,33.10499954223633,33.92599868774414,71045000,5.967676522424236,6.024426358974859,5.927603460274644,5.9831085205078125,277108000,94.9020004272461,95.55000305175781,94.3219985961914,94.59850311279297,70160000,150.9010700366723,152.67661008398238,149.97058233307885,152.00247192382812,27746500,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,467164500,71.69858889981313,73.4551026743299,71.69858889981313,73.15350341796875,132079200,27.68399923634023,28.01254975074503,27.676857208428505,27.898271560668945,16403507,160.3690625191172,162.22199340729864,160.09065044235007,161.8091583251953,261400
2020-01-09,216.20714065859832,217.04200556180393,214.95486605173915,216.96249389648438,12642800,35.651722073203835,36.02619480568382,35.6302348098993,36.02312469482422,16691100,70.60949659555637,70.94468628827275,70.0275120595761,70.50323486328125,33200000,184.9882069497645,185.8700142641182,184.52813674779043,185.2278289794922,6748000,34.20000076293945,34.34199905395508,33.46099853515625,33.566001892089844,47093000,6.069477985719002,6.121249669973034,5.995056308289606,6.048819065093994,255112000,95.49449920654297,95.89099884033203,94.79000091552734,95.05249786376953,63346000,153.66402741514324,154.02483489198275,152.89494999382345,153.90139770507812,21385000,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,426606000,74.13069030790666,74.90037228480348,73.87976500025633,74.70735168457031,170108400,28.048263076461946,28.048263076461946,27.705428502390603,27.776851654052734,21971895,163.94048082339114,164.1709013973857,162.2507738956619,163.1244354248047,283500
2020-01-10,217.8569679090441,218.5328094639806,216.08787510640607,216.7239532470703,12119400,35.986301268606425,36.016995358059816,35.59954801352435,35.72232437133789,18164400,70.98392563781249,71.25555076930975,70.49380624465894,70.9585952758789,26258000,185.46743094742533,186.49302014389966,185.09362120649945,185.72622680664062,6586400,33.7130012512207,33.849998474121094,32.72700119018555,32.904998779296875,47183000,6.156095483057426,6.186461474165216,6.066988582177594,6.081175804138184,316296000,95.26850128173828,95.34700012207031,94.0,94.15799713134766,57074000,154.59454321052573,154.97432991321804,153.03738006085885,153.18930053710938,20725900,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,194392500,74.94138611501243,75.4408362602049,74.37437802964394,74.87623596191406,140644800,27.841133117978927,28.305390788817284,27.833991089899854,28.20539665222168,21557357,167.45432001111053,167.5503322473046,163.52766273098592,164.46852111816406,602200
2020-01-13,218.25455517375877,220.61002974429184,217.86694524233812,220.55039978027344,14463400,35.72232956994301,35.77451093469297,35.41231851880579,35.5688591003418,18337800,71.27093190331932,71.5802987088555,70.78032005165358,71.50830078125,30730000,186.36839712530698,187.4802466441937,186.21503554504014,187.22145080566406,11290500,33.18000030517578,34.084999084472656,33.1510009765625,33.891998291015625,62900000,6.1643098136228245,6.296974398363853,6.14165934572188,6.2718353271484375,319840000,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140625,55616000,153.58806511756865,155.0597637929525,153.11332454408566,155.03128051757812,21626500,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000,75.19231323252647,76.50245856347271,75.07408132346671,76.47591400146484,121532000,28.29824366506708,28.405379810449723,28.005403336091163,28.148252487182617,15392405,165.81264075508926,167.32952880859375,165.2846026861289,167.32952880859375,375600
2020-01-14,220.25222929606133,221.01751586756043,217.29049155644887,217.7178497314453,13288900,35.443009512624585,35.67014859793825,35.33864679225298,35.66093826293945,19757400,71.50680981258097,71.63740929797085,70.89949492783481,71.03953552246094,26076000,188.57296500239977,188.7742393248742,187.03937810325556,187.91160583496094,6236500,34.439998626708984,34.53799819946289,33.551998138427734,33.86899948120117,71994000,6.229023873013879,6.254412184065293,6.141659275586218,6.15485143661499,359088000,94.29399871826172,94.35549926757812,92.92749786376953,93.47200012207031,68818000,155.13576394480137,155.33516141166606,153.55013175988464,153.93942260742188,23477400,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,434943000,76.41317742986432,76.62308929816353,75.32018220682278,75.44322967529297,161954400,28.162541869540032,28.626799544623875,28.069692631918727,28.619657516479492,20919160,166.7342746139141,167.1230992721599,164.36291590963873,164.69894409179688,483700
2020-01-15,219.25834388845988,220.3217802131543,218.791222321025,219.79502868652344,10036500,35.185166631028935,35.56577961824864,35.151402434069404,35.384681701660156,22362600,71.1602052622877,71.54554802109986,71.09267026131843,71.46708679199219,21550000,188.82213582872828,191.84136717584317,188.17037100949523,191.5059051513672,10831100,33.86800003051758,34.31700134277344,33.65999984741211,33.90700149536133,51580000,6.16754476983772,6.189945996094547,6.086402634683979,6.112288475036621,263104000,93.61250305175781,93.94300079345703,92.75450134277344,93.10099792480469,57932000,154.40466357354921,155.65798599963676,154.35720109299407,154.93637084960938,21417900,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000,75.24298130114484,76.12364962606802,74.68803427101611,75.11992645263672,121923600,28.70536792929182,29.191051694419205,28.691081001093693,29.048202514648438,23925800,166.052649384157,166.40306331260683,164.96777254948813,165.6878204345703,983400
2020-01-16,221.20634112983532,221.2659710888437,219.03968990563044,220.41123962402344,10015300,35.45220536251014,35.58419202160134,35.3846769776065,35.574981689453125,16108200,71.77743868365702,72.03814512752133,71.50680619446874,72.0113296508789,26080000,192.65606635777522,193.13531030393884,191.4867099591068,192.60813903808594,9983700,34.349998474121094,34.35599899291992,33.584999084472656,33.86199951171875,50160000,6.16580276377992,6.201893682815855,6.1424060001740175,6.195919990539551,284192000,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,53190000,156.04726580624668,157.84178497982282,155.74342481976777,157.7753143310547,23865400,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500,75.66281115173265,76.17191454820045,75.30089202786714,76.06092071533203,108829200,29.133909500522307,29.14105152799014,28.798214107325755,29.00534439086914,16216422,165.68779502963133,166.48464965820312,163.76286262418347,166.48464965820312,495300
2020-01-17,220.66963453830988,220.9280360746828,219.17882494669027,220.77896118164062,15905900,35.621021198022,35.69775639131727,35.18822697987031,35.28644943237305,30135000,72.6260928863984,73.52042208698715,72.32864488929332,73.46927642822266,52424000,193.3845572440595,196.25044197936685,191.67844956562362,196.2025146484375,12518900,34.099998474121094,34.15700149536133,33.737998962402344,33.96699905395508,60665000,6.215085648688116,6.222552883055302,6.157091505191324,6.204631805419922,253792000,94.29450225830078,94.33200073242188,92.86250305175781,93.23600006103516,79946000,158.96215166642233,159.00962862726476,157.07267873319398,158.6583251953125,34371700,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500,76.30942443229468,76.90538477645106,76.00300228022495,76.9029769897461,137816400,28.976769210664738,29.148186443299092,28.86963308130035,28.933914184570312,23083970,168.00155432508276,168.39516931365858,166.45585116197293,166.9934844970703,190800
2020-01-21,220.79885707509084,221.00756193875884,217.77747428272215,220.08326721191406,14275800,35.17288356335682,35.5105219613384,35.151396301936565,35.479827880859375,22061100,73.44345017940596,73.9837301623698,73.00696178186003,73.60484313964844,48930000,195.65617116411883,199.73932500946455,195.33986835122087,198.6849822998047,14861700,34.0,34.099998474121094,33.25899887084961,33.81100082397461,143503000,6.168042628062491,6.2048803152981495,6.137178632668914,6.171278476715088,217916000,93.25,94.7135009765625,93.0,94.5999984741211,74156000,158.25953798746136,159.69326403956893,158.02216765967506,158.08863830566406,29517200,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500,76.53142801579997,76.97296616185518,76.24430488618641,76.3818359375,110843200,28.841071927325704,29.041060202702106,28.705367648851958,28.812503814697266,23115696,165.46701091991756,167.33913250333546,164.82375524694226,167.1951141357422,362800
2020-01-22,220.94791386504602,221.3852204306161,219.9242258435066,219.9639892578125,12212800,35.36626187200513,35.76836209397289,35.353984941143096,35.636375427246094,14778300,73.97627967986148,74.51505937450915,73.6252007502099,73.6852798461914,28458000,198.8958588080441,201.40710755562515,198.68499025766627,199.26966857910156,8065000,33.255001068115234,33.630001068115234,32.36000061035156,32.599998474121094,217300000,6.216578763004167,6.311908122294993,6.197662150369321,6.225290298461914,239240000,94.80449676513672,95.125,94.16699981689453,94.37300109863281,64326000,158.94314034249766,159.02860465770164,157.31003158873907,157.3290252685547,24138800,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,470535000,76.8667843985574,77.20698922015548,76.56036222573736,76.65446472167969,101832400,28.798215367532514,28.862496489300003,28.54823003649874,28.705366134643555,18097812,168.01116239681457,168.2799790846966,165.68780979474218,166.20623779296875,276500
2020-01-23,219.39749884236366,220.13297043615665,217.92657082007847,218.41355895996094,11195000,35.67013931224618,35.70083339549137,35.31101362047967,35.547359466552734,12915300,73.86802372289836,74.16348648276097,73.50899638662688,73.72599792480469,26650000,199.26963331998928,199.74887728143742,196.77757349567798,197.94692993164062,8520800,32.604000091552734,34.987998962402344,32.500999450683594,34.959999084472656,182003000,6.265364395269904,6.302201612851046,6.1765062509303945,6.293738842010498,244516000,94.25550079345703,94.4990005493164,93.63800048828125,94.22899627685547,49692000,157.7943071736997,158.37349137414458,156.92078607413185,158.2975311279297,19680800,37.616668701171875,38.79999923706055,37.040000915527344,38.14666748046875,294765000,76.70755279875391,77.10324719984139,76.15984382890906,77.02362823486328,104472000,28.7053680822278,29.162480865138683,28.66251304089381,29.076770782470703,27148510,165.09260776110176,165.98546022707617,163.91171852302674,165.380615234375,268500
2020-01-24,219.4471834827665,220.42117487434803,214.78591621796195,216.60470581054688,11905800,35.60569241777028,35.61489924060213,35.03784115805826,35.105369567871094,13150200,74.12972773072896,74.19825534143845,72.6578767961083,72.80635833740234,29786000,198.80957516860556,199.35592033768913,195.73283694127642,196.4900360107422,7812900,34.84600067138672,35.98500061035156,34.5880012512207,35.316001892089844,179397000,6.409229613498436,6.4590102275781955,6.1802396432691555,6.234500408172607,373512000,94.56849670410156,94.74949645996094,92.37200164794922,93.08200073242188,75324000,159.0476126259956,159.06660630924776,156.14220206963714,156.702392578125,24918100,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,215304000,77.26971830945405,78.01285552986269,76.61102297800898,76.8016357421875,146537600,29.241052374984132,29.262478462310877,28.312536899420202,28.441099166870117,34143698,166.83989809420436,167.0655136895464,164.99657722242372,165.59181213378906,196800
2020-01-27,211.79433780258327,214.73619332662793,211.19800794931302,213.55348205566406,13810700,34.74314713249012,35.67626019758349,34.586606674828325,35.56269073486328,21055200,71.08671972598552,71.33699250078811,70.48883829793303,71.09615325927734,34132000,191.69759681451504,194.88936355652064,190.83496347899612,193.31744384765625,7198900,34.595001220703125,35.189998626708984,34.10200119018555,34.28799819946289,77095000,5.92984403404607,6.029654028501746,5.7802538998042525,5.978629112243652,470536000,91.0,92.05000305175781,90.76699829101562,91.41699981689453,70570000,153.00888401508118,155.12623744531845,152.1068798055021,154.08180236816406,32078100,36.132667541503906,37.62933349609375,35.95199966430664,37.201332092285156,204121500,74.81109052667422,75.22367624090043,73.56126499598109,74.54327392578125,161940000,28.148254402050778,28.87678138891048,28.033976222101018,28.683935165405273,31964026,160.7146643783339,161.9339494311985,159.97062083884748,161.33871459960938,453900
2020-01-28,214.81571251777567,217.3997884188327,212.2117700754649,216.45559692382812,13413800,35.5995400975443,35.881930575521295,35.59033327784088,35.78984832763672,15810600,71.59321023544943,72.24173713836646,71.02810757836856,72.02821350097656,29724000,193.98841031802726,195.37821516907601,193.40373197891967,194.4293212890625,7215700,34.5880012512207,35.2400016784668,34.27799987792969,34.85200119018555,68216000,6.044587078302899,6.2043822657718435,5.991321857565568,6.172025203704834,310976000,92.0250015258789,92.90550231933594,91.5009994506836,92.6624984741211,56160000,155.50606002902032,157.386029114127,154.83193635911937,157.1011962890625,24899900,37.89933395385742,38.45399856567383,37.2053337097168,37.793331146240234,176827500,75.42395006721497,76.82336779320974,75.32502461892797,76.65206146240234,162234000,28.083978101898914,28.205398329954132,27.105465633719856,27.241172790527344,70202408,162.7404180740747,165.1981938376098,162.68281658693306,164.4109344482422,241100
2020-01-29,220.08324810348307,222.82633223062922,217.1115622584338,221.86227416992188,33181300,35.777570259897175,35.94946134928302,35.57191848754883,35.57191848754883,11326500,72.42348475495831,72.70554357944198,71.77446531610946,72.33609008789062,21566000,195.81911450245428,197.37186048682702,194.1034126767934,196.35586547851562,7041700,34.900001525878906,34.939998626708984,33.85499954223633,34.316001892089844,76435000,6.157588979316764,6.193679896862206,6.071717453105673,6.111542224884033,258848000,93.19999694824219,93.73750305175781,92.7509994506836,92.9000015258789,41760000,159.3609184283851,160.2249497828365,157.31953967817702,159.55081176757812,34754500,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,267022500,78.28312873867233,79.10347748237757,77.54239898201223,78.25658416748047,216229200,27.226886636289237,27.412587978319824,26.819768068970742,26.84119415283203,34165726,165.23659210115264,166.2542574523608,164.42053195756992,165.75502014160156,283100
2020-01-30,205.26459671516952,210.13456852078346,203.49550392600858,208.2462158203125,48775500,35.48597294069483,35.82668149572376,35.40002739600715,35.78371047973633,13744500,71.41245274451937,72.2640770892506,71.25851569994795,72.21442413330078,27110000,195.53157681012976,199.84477335741204,194.87981190760598,199.5668182373047,8571900,34.11000061035156,34.81999969482422,33.92499923706055,34.77399826049805,53281000,6.013722922529771,6.131702738993476,5.9587158710105355,6.118261814117432,290504000,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203125,126548000,165.2572062683325,165.2572062683325,162.16188827448875,164.05136108398438,51597500,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,435085500,77.33969324731856,78.19623208684209,76.90780110255082,78.14315032958984,126743200,26.76904050695419,26.819548294764246,26.473208763912574,26.747392654418945,32316589,163.6716843945077,165.66861900128978,163.2492539479599,165.59181213378906,337300
2020-01-31,207.15296976241714,207.41138648270285,199.82812962755827,200.6729278564453,31359900,35.54428569017992,35.68548267380207,34.96109114323785,35.142189025878906,23327400,72.8902603105145,72.98014026995669,70.86423327330586,71.14827728271484,43822000,193.125782414266,195.5124085451282,190.0298551626165,190.71038818359375,16699600,34.73899841308594,34.73899841308594,34.097999572753906,34.50899887084961,52300000,6.072463457102733,6.084410839653183,5.842976010022981,5.884791374206543,370420000,102.57350158691406,102.78600311279297,100.1135025024414,100.43599700927734,311346000,163.51014040876393,163.6905296410646,161.0130005742657,161.63015747070312,36142700,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,235789500,77.43379716634335,77.85603612229534,74.38402933624978,74.67839050292969,199588400,26.65360070885404,27.02158236940076,26.624737866278732,26.87006187438965,33894005,162.6444065196037,163.61406565189455,161.828346456704,162.07797241210938,597500
