Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,NVDA,NVDA,NVDA,NVDA,NVDA,AAPL,AAPL,AAPL,AAPL,AAPL,TSLA,TSLA,TSLA,TSLA,TSLA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,155.42610412162335,155.6258747654675,153.83750438933242,154.22752380371094,23477400,94.29399871826172,94.35549926757812,92.92749786376953,93.47200012207031,68818000,220.25221385964988,221.01750037751376,217.29047632761126,217.71783447265625,13288900,6.229023390430331,6.254411699514828,6.141658799771101,6.154850959777832,359088000,76.48726853727727,76.69738393857047,75.39321353332888,75.5163803100586,161954400,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,434943000,71.50680213300282,71.63740160436679,70.89948731348015,71.0395278930664,26076000
2020-01-15,154.69366166701423,155.94932992763327,154.6461103512771,155.2263641357422,21417900,93.61250305175781,93.94300079345703,92.75450134277344,93.10099792480469,57932000,219.25834388845988,220.3217802131543,218.791222321025,219.79502868652344,10036500,6.16754428868986,6.1899455131991035,6.086402159866249,6.112287998199463,263104000,75.31591552157606,76.19743749233605,74.76043057245047,75.19274139404297,121923600,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000,71.1602052622877,71.54554802109986,71.09267026131843,71.46708679199219,21550000
2020-01-16,156.33933481414817,158.13721273567788,156.03492513756743,158.07061767578125,23865400,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,53190000,221.20634112983532,221.2659710888437,219.03968990563044,220.41123962402344,10015300,6.16580228926058,6.201893205518962,6.142405527455289,6.195919513702393,284192000,75.73614811924845,76.24574496948411,75.3738782015038,76.1346435546875,108829200,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500,71.77744628827148,72.03815275975688,71.50681377041046,72.01133728027344,26080000
2020-01-17,159.25965632618494,159.30722214224815,157.36664716124207,158.95526123046875,34371700,94.29450225830078,94.33200073242188,92.86250305175781,93.23600006103516,79946000,220.66963453830988,220.9280360746828,219.17882494669027,220.77896118164062,15905900,6.215085171047561,6.222552404840877,6.157091032007724,6.204631328582764,253792000,76.3833883085302,76.97992629479913,76.07666915290817,76.9775161743164,137816400,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500,72.626085344564,73.52041445228143,72.32863737834732,73.46926879882812,52424000
2020-01-21,158.5557410268633,159.99215048130927,158.31792643003993,158.384521484375,29517200,93.25,94.7135009765625,93.0,94.5999984741211,74156000,220.79885707509084,221.00756193875884,217.77747428272215,220.08326721191406,14275800,6.168042628062491,6.2048803152981495,6.137178632668914,6.171278476715088,217916000,76.60559336877427,77.04755940221253,76.31819199284013,76.45585632324219,110843200,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500,73.44344256674036,73.98372249370233,73.00695421443795,73.6048355102539,48930000
2020-01-22,159.2406717505281,159.32629604947206,157.60450592147876,157.62353515625,24138800,94.80449676513672,95.125,94.16699981689453,94.37300109863281,64326000,220.94791386504602,221.3852204306161,219.9242258435066,219.9639892578125,12212800,6.216579239174049,6.311908605766797,6.197662625090252,6.225290775299072,239240000,76.94130052804331,77.28183515069573,76.63458130371416,76.72877502441406,101832400,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,470535000,73.97627202033674,74.51505165919902,73.62519312703597,73.68527221679688,28458000
2020-01-23,158.0896452143955,158.66991345348552,157.21448917618713,158.59381103515625,19680800,94.25550079345703,94.4990005493164,93.63800048828125,94.22899627685547,49692000,219.39748351483465,220.1329550572462,217.9265555953113,218.41354370117188,11195000,6.265363445895095,6.302200657894387,6.1765053150200355,6.293737888336182,244516000,76.78190767247501,77.17798563171488,76.23366779231166,77.0982894897461,104472000,37.616668701171875,38.79999923706055,37.040000915527344,38.14666748046875,294765000,73.86803136699017,74.16349415742818,73.50900399356541,73.72600555419922,26650000
2020-01-24,159.3452757118844,159.36430494246906,156.43442757958437,156.99566650390625,24918100,94.56849670410156,94.74949645996094,92.37200164794922,93.08200073242188,75324000,219.4471834827665,220.42117487434803,214.78591621796195,216.60470581054688,11905800,6.409227652694114,6.459008251544268,6.180237752520761,6.234498500823975,373512000,77.34464270460084,78.08850050621476,76.68530867082355,76.87610626220703,146537600,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,215304000,74.12972773072896,74.19825534143845,72.6578767961083,72.80635833740234,29786000
2020-01-27,153.2952972785901,155.41661412644106,152.39160463130347,154.37022399902344,32078100,91.0,92.05000305175781,90.76699829101562,91.41699981689453,70570000,211.7943226694883,214.73617798333197,211.1979928588269,213.553466796875,13810700,5.92984450699228,6.029654509408495,5.780254360819612,5.9786295890808105,470536000,74.8836004716033,75.29658608064733,73.63256355928529,74.61552429199219,161940000,36.132667541503906,37.62933349609375,35.95199966430664,37.201332092285156,204121500,71.08671972598552,71.33699250078811,70.48883829793303,71.09615325927734,34132000
2020-01-28,155.79711137360556,157.68059908383785,155.12172598695543,157.39523315429688,24899900,92.0250015258789,92.90550231933594,91.5009994506836,92.6624984741211,56160000,214.81571251777567,217.3997884188327,212.2117700754649,216.45559692382812,13413800,6.044587078302899,6.2043822657718435,5.991321857565568,6.172025203704834,310976000,75.49704725649863,76.89782122944564,75.39802593452413,76.72634887695312,162234000,37.89933395385742,38.45399856567383,37.2053337097168,37.793331146240234,176827500,71.59321023544943,72.24173713836646,71.02810757836856,72.02821350097656,29724000
2020-01-29,159.65922324879887,160.5248719679126,157.61402327863624,159.84947204589844,34754500,93.19999694824219,93.73750305175781,92.7509994506836,92.9000015258789,41760000,220.08324810348307,222.82633223062922,217.1115622584338,221.86227416992188,33181300,6.157588498886928,6.19367941361647,6.071716979375738,6.111541748046875,258848000,78.35897537992071,79.18011893979981,77.61752794800897,78.33240509033203,216229200,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,267022500,72.42348475495831,72.70554357944198,71.77446531610946,72.33609008789062,21566000
2020-01-30,165.56656195685642,165.56656195685642,162.4654496363941,164.35845947265625,51597500,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203125,126548000,205.26459671516952,210.13456852078346,203.49550392600858,208.2462158203125,48775500,6.013722922529771,6.131702738993476,5.9587158710105355,6.118261814117432,290504000,77.4146817332591,78.27205107194843,76.98237082631806,78.21891784667969,126743200,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,435085500,71.41246028918627,72.26408472389092,71.25852322835154,72.21443176269531,27110000
2020-01-31,163.81621076924645,163.99693766743874,161.3143966039244,161.93270874023438,36142700,102.57350158691406,102.78600311279297,100.1135025024414,100.43599700927734,311346000,207.15296976241714,207.41138648270285,199.82812962755827,200.6729278564453,31359900,6.072463949146722,6.084411332665252,5.842976483471893,5.884791851043701,370420000,77.50883201590912,77.93148012958939,74.45610890170556,74.7507553100586,199588400,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,235789500,72.89026812670592,72.98014809578615,70.8642408722417,71.14828491210938,43822000
2020-02-03,162.1229799419625,165.9946090221985,162.094443348034,165.88046264648438,30107000,100.52999877929688,102.42500305175781,100.01249694824219,100.20999908447266,117834000,202.19354476411328,203.88312599164132,201.25930162886954,202.93894958496094,15495600,5.866621532412214,6.001277639266256,5.860399075803358,5.981863498687744,255564000,73.49249228699044,75.71200004458515,72.99014787932889,74.54549407958984,173788400,44.91266632080078,52.409332275390625,44.90133285522461,52.0,705975000,72.58188991973289,73.80595319465691,72.33161718194921,73.6222152709961,71636000
2020-02-04,168.50589158926363,171.83529557816806,167.71634547294607,171.34063720703125,36433300,101.49400329589844,102.98999786376953,100.76850128173828,102.4834976196289,105786000,205.35404859424295,209.30967432653713,203.94275065657752,208.5443878173828,19628900,6.1237388918550035,6.170283655700181,6.073709513593315,6.15111780166626,271544000,76.15153374175752,77.1972901245958,75.74579329608108,77.0064926147461,136616400,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000,72.2263518292056,72.86444505255666,70.61446801787635,71.77545928955078,95880000
2020-02-05,175.06004874241722,175.22176089771304,169.71398220069602,171.13134765625,39186300,103.5510025024414,103.5510025024414,101.5999984741211,101.99349975585938,87524000,211.20796698578138,211.42662028096842,207.43126133865994,208.8226776123047,12538200,6.2720831832232005,6.2822882593568,6.158085988326266,6.24146842956543,208220000,78.1343951037058,78.43387666484607,77.03068471315635,77.63446807861328,118826800,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000,72.6792121800727,72.72738001725605,70.99433806026747,71.8072280883789,36376000
2020-02-06,172.14924495581388,174.8603373773768,171.2835962721511,174.67959594726562,27751400,102.0510025024414,102.81500244140625,101.23999786376953,102.5114974975586,63660000,209.1804746105374,209.89606446274115,208.05739314368702,209.5581512451172,10567500,6.275817310153531,6.328335285186768,6.194675177734428,6.328335285186768,218284000,77.90492749554984,78.54493610664728,77.34703250149894,78.54251861572266,105425600,46.66133117675781,53.05533218383789,45.79999923706055,49.930667877197266,598212000,72.10171450437299,73.57058761328271,72.02723126598686,73.29299926757812,37822000
2020-02-07,173.93759285700128,176.5820898746418,173.58561740181293,174.92689514160156,33529100,102.09950256347656,104.92649841308594,101.90499877929688,103.96399688720703,101906000,209.01149178795814,211.51605595655428,208.6437484710888,211.029052734375,12242500,6.28826248219082,6.310414943243129,6.236739566476,6.262127876281738,189752000,78.04141124169928,78.29076000098544,76.98349458931148,77.47492980957031,117684000,48.70333480834961,51.31666564941406,48.66666793823242,49.871334075927734,255952500,72.866929041931,73.75380988182637,72.76860814708976,73.44891357421875,28360000
2020-02-10,174.63200347097373,179.63561698994738,174.3180864847477,179.50244140625,35844300,104.25050354003906,106.77999877929688,104.24800109863281,106.69550323486328,101124000,210.22403504746697,212.49006442343884,209.3693036045794,211.7545928955078,11856400,6.284778426217299,6.546125458004338,6.279800269961156,6.545379161834717,529608000,76.05871954270658,77.8428955078125,75.97883426440146,77.8428955078125,109348800,53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,370338000,73.35555980846348,74.92721651036499,73.25475361833762,74.91629028320312,38302000
2020-02-11,181.35741036743522,181.404976191026,174.55591853044396,175.45010375976562,53159900,107.54499816894531,109.29750061035156,106.80000305175781,107.54000091552734,114920000,208.90219741858414,209.56809060157755,205.2447363827584,205.9205780029297,25030800,6.653649923086055,6.782581102189646,6.5916731737198795,6.667837142944336,638556000,78.33918290445037,78.41180589004748,77.15537652396827,77.37325286865234,94323200,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,175462500,75.14522478192224,75.97004143070387,74.75690417090024,74.98582458496094,34852000
2020-02-12,176.53452983335058,176.79137365715482,172.98634018174704,175.70693969726562,47062900,108.16000366210938,109.01249694824219,107.7645034790039,108.0,66686000,206.57651472318028,209.92586197119536,206.12925972880177,209.4686737060547,13813700,6.720604204444762,6.790048184949101,6.681775449948367,6.783576488494873,374644000,77.82354276759801,79.21554005883662,77.82354276759801,79.21070098876953,113730400,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,180337500,75.27382928475085,75.49430874131542,74.91679471215745,75.41138458251953,31042000
2020-02-13,174.1563788696869,177.15283683880781,173.95660823138869,174.75567626953125,35295800,107.24949645996094,108.51399993896484,107.0999984741211,107.49349975585938,60636000,208.23629076931672,213.016817830153,207.89836239843402,211.8341064453125,15396600,6.725582715312186,6.806973607493274,6.698203336082663,6.73976993560791,528016000,78.48200469564426,78.97343988034811,78.27865296968668,78.64662170410156,94747600,49.45600128173828,54.53333282470703,49.0,53.599998474121094,394339500,74.98284287407141,75.77488079404449,74.68489477219461,75.15118408203125,22914000
2020-02-14,174.31813184926966,176.3728538310786,173.74737090486036,176.31578063964844,23149500,107.78399658203125,107.9520034790039,106.29450225830078,106.74349975585938,52124000,212.6888469347772,213.6131416537945,211.34711216135827,212.86773681640625,10741700,7.1499612483061235,7.341864732956123,7.118599722338029,7.212933540344238,1041924000,78.61513401549396,78.91532617084395,78.15759456792722,78.66597747802734,80113600,52.4813346862793,54.198001861572266,52.366668701171875,53.33533477783203,235405500,75.20779068392721,75.48190111121941,74.76186114868284,75.41635131835938,23198000
2020-02-18,176.56306158845797,178.55118804130632,176.45842259014753,178.10409545898438,27792200,106.2509994506836,108.30349731445312,106.20549774169922,107.78350067138672,58912000,212.24161526351887,216.64446606041392,212.09252519110228,216.465576171875,15609200,7.109638988755365,7.400108152666693,7.090224846302637,7.381689071655273,620164000,76.34437253292894,77.40713550005586,76.16280771158402,77.22557067871094,152531200,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,245725500,75.19834857469563,76.00379033131755,75.03298520442388,75.45159912109375,25642000
2020-02-19,179.38228218118198,179.4967403235362,177.8656535761982,178.63827514648438,29997500,108.38999938964844,109.25499725341797,108.05599975585938,108.51100158691406,51224000,216.65439197011833,216.98237189697062,214.78590578028076,216.15745544433594,12135100,7.504149689811862,7.850621473241464,7.504149689811862,7.832949161529541,694332000,77.46766524775612,78.57400211516978,77.46766524775612,78.3440170288086,93984000,61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,381345000,75.83695529661215,76.01274483431854,75.52808853258085,75.72125244140625,22746000
2020-02-20,178.32353498355386,178.60969494915213,172.74348115053945,175.9102783203125,36862400,108.65350341796875,108.8395004272461,106.37249755859375,107.65499877929688,62626000,215.1933901294506,217.42960442021877,211.64525617542168,213.26527404785156,13109200,7.78491062439982,7.873270750699054,7.37621335116715,7.683607578277588,810052000,78.1043410564765,78.59335295390206,77.0343158542038,77.54027557373047,100566000,60.79666519165039,60.79999923706055,57.3293342590332,59.96066665649414,264523500,75.43025453422534,75.83049394244608,74.69780323296706,75.32994842529297,25962000
2020-02-21,174.71789239781745,175.0326667876502,169.07106369542777,170.34922790527344,48572600,107.10749816894531,107.22750091552734,104.4000015258789,104.79850006103516,92926000,212.17201122071887,212.92736443295075,207.55050767506424,208.89222717285156,14092300,7.571352905668588,7.596491975227707,7.234588215082686,7.319463729858398,768180000,77.13357171386221,77.57659398679,75.16783122272501,75.78514862060547,129554000,60.46533203125,60.87066650390625,58.6966667175293,60.06666564941406,214722000,74.71369096599916,75.03001360117807,73.41812977284052,73.66492462158203,42520000
2020-02-24,160.02853428667305,166.49568121094842,155.69801694393684,163.0045623779297,68311100,100.15899658203125,101.96499633789062,99.39849853515625,100.4645004272461,130940000,200.56360393393078,202.40226015519937,196.95583956036972,199.49021911621094,23080100,6.7250845370441645,7.015802435651572,6.670575020069589,6.801995277404785,856916000,71.96264068087156,73.63787524765361,70.01868623749388,72.18535614013672,222195200,55.93333435058594,57.56666564941406,54.813331604003906,55.58599853515625,227883000,70.6651214576265,71.32705999683778,69.85769434365108,70.5067138671875,49560000
2020-02-25,166.16186037714314,166.77232817902157,159.91409509802313,160.31472778320312,68073300,101.32099914550781,101.7300033569336,97.9209976196289,98.63700103759766,124382000,201.01084318514052,202.25318461397327,194.74943935076328,195.56442260742188,21433500,6.877164335215975,6.939141090526179,6.420678006754452,6.522479057312012,1055496000,72.85592387195561,73.23841723217687,69.26820072326095,69.74026489257812,230673600,56.599998474121094,57.106666564941406,52.46666717529297,53.32733154296875,259357500,71.0598926260904,71.35038478690109,68.54821669209058,68.84119415283203,51580000
2020-02-26,161.87901364573722,165.26519300844907,160.44822871342618,162.31777954101562,56206100,98.51399993896484,100.7334976196289,98.02249908447266,98.97949981689453,104492000,195.9818269830241,199.97720084600968,194.29224584981696,195.99176025390625,16524500,6.522728008722888,6.856008081626583,6.521234941797233,6.661864280700684,747732000,69.36504286107494,72.11272604677254,69.35778056176747,70.84661102294922,198054800,52.16666793823242,54.22066879272461,51.740665435791016,51.91999816894531,211282500,69.2712367377249,70.19933727503818,68.35604763848735,69.04727935791016,49776000
2020-02-27,155.78391129170845,159.3227121355239,150.69030453462327,150.88107299804688,93174900,96.71900177001953,98.75,94.13800048828125,94.21499633789062,162880000,190.64472673957056,194.67984870582703,188.33893409296772,188.58740234375,21682600,6.348308192543808,6.649660066939226,6.198628624382359,6.291026592254639,906416000,68.0505119290574,69.23673421957639,66.07992440892687,66.21549224853516,320605600,48.66666793823242,49.31800079345703,44.599998474121094,45.266666412353516,364158000,67.49150271843352,68.00098920954161,65.26187799484646,65.29713439941406,62290000
2020-02-28,145.37728717616818,156.15586961350579,144.98620247898583,154.5343017578125,97012700,90.73149871826172,94.48799896240234,90.55650329589844,94.1875,189620000,181.5805973357135,191.55909092791123,180.70599939237212,191.29074096679688,32568900,6.038489872052209,6.785642779729529,6.021803597722082,6.726119518280029,1133252000,62.27917132496963,67.3992989911438,62.0637108077199,66.1767578125,426510000,41.97999954223633,46.03466796875,40.768001556396484,44.53266525268555,363343500,63.279054704787185,66.66271477222554,62.97614362297551,66.50381469726562,80198000
2020-03-02,157.68202121865457,164.94087002052518,154.82045161825403,164.81686401367188,71030800,95.32450103759766,97.72550201416016,93.5,97.69750213623047,135234000,192.8411669735219,195.3656127551384,187.69291237992067,195.2364044189453,24949000,6.896221855785766,6.913406434424971,6.500230754612157,6.88451623916626,890744000,68.33616370279057,72.97454103190371,67.23225006740749,72.33785247802734,341397200,47.41733169555664,49.5793342590332,45.77799987792969,49.574668884277344,302925000,67.10665938377004,68.89829543416829,65.80612769225289,68.84119415283203,55430000
2020-03-03,165.78026522929747,166.92489013643683,154.7727528948139,156.91893005371094,71677000,98.76850128173828,99.81649780273438,94.40450286865234,95.44950103759766,150690000,195.0177789559788,196.03153375418208,182.84283360204574,184.75106811523438,27984100,6.940303539820824,7.000075715741793,6.536591844407765,6.622016429901123,652792000,73.51437694838485,73.59426220602887,69.18828697406445,70.04043579101562,319475600,53.66666793823242,53.798667907714844,47.740665435791016,49.70066833496094,386760000,69.40530636805653,69.92720421557465,66.00674195489913,66.42784118652344,56602000
2020-03-04,160.71526451160685,162.8232789319974,157.9776868411922,162.68020629882812,49814400,97.32849884033203,98.9000015258789,96.0999984741211,98.79149627685547,95458000,188.01097060333953,190.654676662241,185.24800462654167,190.58509826660156,23062500,6.729358180346112,7.095214067663513,6.654642594815356,7.085750102996826,597408000,71.76412641873794,73.44904647858813,70.96282065269989,73.28926849365234,219178400,50.930667877197266,51.10133361816406,48.31533432006836,49.96666717529297,225735000,67.48256183891996,68.6654055008889,66.39208344077265,68.6068115234375,47598000
2020-03-05,158.38791341590039,162.9854953002358,158.04452440985344,158.59776306152344,47817300,96.6500015258789,98.03600311279297,95.5,96.20149993896484,94964000,185.63559756096393,187.83206356173335,182.76330520014145,184.03546142578125,19333400,6.886258174225634,7.0531223176529245,6.761732708235922,6.8063130378723145,540328000,71.54138326049582,72.51699133415363,70.54641152199336,70.9119644165039,187572800,48.2513313293457,49.71666717529297,47.871334075927734,48.30266571044922,162790500,66.81665653912074,67.21789611582923,64.63619971791267,65.28770446777344,54380000
2020-03-06,155.10662852311938,155.5835568422293,148.8016355622982,154.1146240234375,72821100,93.75,95.54350280761719,93.4749984741211,95.05449676513672,105472000,177.23736953837502,182.6539742217178,175.1800451997745,179.98045349121094,24559600,6.6267471500481925,6.684278139559817,6.425513856360072,6.62575101852417,515412000,68.26838538116881,70.403589845972,68.08198145661343,69.97025299072266,226176800,46.0,47.133331298828125,45.61800003051758,46.89866638183594,189943500,63.06254774883927,64.69130946412695,62.42991012561368,64.34321594238281,64640000
2020-03-09,144.0323156687163,150.47084633602645,143.07845927355925,143.6698455810547,70419300,88.69300079345703,93.13849639892578,88.06449890136719,90.03050231933594,156264000,168.56089545817426,173.92780450241403,164.17791114504118,168.4615020751953,29949000,5.974732222369242,6.460381763975549,5.931895713663488,6.112706661224365,614160000,63.850297174318,67.32181576257562,63.66873234822989,64.43614959716797,286744800,40.35933303833008,44.20000076293945,40.33333206176758,40.53333282470703,256105500,59.8353131816508,62.20745260056038,59.49168255231933,60.373104095458984,69252000
2020-03-10,150.86197447696378,153.59953846338823,145.53945250980186,153.49461364746094,65354400,93.54399871826172,94.7135009765625,90.90850067138672,94.59100341796875,142666000,173.59979880288097,177.19761428693064,168.46147710282534,177.09823608398438,24517800,6.389152345105764,6.502221584320068,6.126404014866195,6.502221584320068,580648000,67.09184552066098,69.34324665860709,65.21082898559138,69.07695007324219,285290000,43.96200180053711,44.53333282470703,40.53333282470703,43.02199935913086,233916000,62.289888932686104,63.355537217052266,60.30954404996873,63.32176971435547,54872000
2020-03-11,149.87949860861463,150.4231893253635,144.1754254179257,146.54100036621094,56371600,92.89250183105469,93.56600189208984,90.07499694824219,91.04299926757812,112496000,172.9438510827828,174.80240407511363,166.63276605493814,169.19696044921875,20373900,6.362255932629581,6.390647822883888,6.041229343978403,6.138359069824219,499964000,67.15236648355659,68.0795543718944,65.81362127140751,66.67787170410156,255598800,42.68000030517578,43.571998596191406,40.866668701171875,42.28200149536133,199837500,61.98597644813612,62.41600911448038,59.149040628206436,60.130271911621094,54732000
2020-03-12,138.59538160235746,146.38838910499453,132.18546340559118,132.643310546875,93226400,86.0989990234375,88.25,83.75,83.83049774169922,226924000,158.56250342422624,165.57926005980926,153.3943664766908,153.52357482910156,43266300,5.615102216149234,5.88059050685789,5.374519113739485,5.387220859527588,816540000,61.95961666217629,65.36335211068649,60.037449346112034,60.0931282043457,418474000,38.72600173950195,39.633331298828125,36.41666793823242,37.369998931884766,283636500,55.746513797893854,59.03036438398447,55.04385958424716,55.19680404663086,94326000
2020-03-13,140.6938411385518,154.43891751850273,134.23622821911493,151.50103759765625,92727400,87.75,89.31549835205078,84.03099822998047,89.25,176194000,162.5280661958913,169.7435794142417,156.6344060152215,169.23670959472656,35028600,5.74062440609125,6.002626025956078,5.46940821237534,5.998143196105957,634836000,64.12628289000264,67.76484191547881,61.235766409905956,67.29277038574219,370732000,39.66666793823242,40.50466537475586,33.46666717529297,36.44133377075195,339604500,58.34707877771663,60.304082214221474,55.233550734826174,60.29762649536133,79400000
2020-03-16,133.53989826347046,142.4584615765155,128.77061618263224,129.17123413085938,87905900,82.07550048828125,87.97250366210938,81.30149841308594,84.4574966430664,178346000,151.38675406380028,158.15502727812273,142.22324309904866,145.1154022216797,39120400,5.290091825274877,5.63104297256949,4.831589056647844,4.891361236572266,726972000,58.57280498743029,62.71974259577945,58.10073723617544,58.63574981689453,322423600,31.299999237060547,32.9913330078125,29.47800064086914,29.67133331298828,307342500,54.107313960757686,56.88118149675051,52.988531177685545,53.28250503540039,96520000
