Ticker,MNST,MNST,MNST,MNST,MNST,CLX,CLX,CLX,CLX,CLX,KVUE,KVUE,KVUE,KVUE,KVUE,CHD,CHD,CHD,CHD,CHD,DG,DG,DG,DG,DG,BG,BG,BG,BG,BG,KMB,KMB,KMB,KMB,KMB,ADM,ADM,ADM,ADM,ADM,GIS,GIS,GIS,GIS,GIS,PG,PG,PG,PG,PG,CL,CL,CL,CL,CL,KDP,KDP,KDP,KDP,KDP,TSN,TSN,TSN,TSN,TSN,MKC,MKC,MKC,MKC,MKC,WMT,WMT,WMT,WMT,WMT,KR,KR,KR,KR,KR,MDLZ,MDLZ,MDLZ,MDLZ,MDLZ,STZ,STZ,STZ,STZ,STZ,DLTR,DLTR,DLTR,DLTR,DLTR,KO,KO,KO,KO,KO,MO,MO,MO,MO,MO,EL,EL,EL,EL,EL,SYY,SYY,SYY,SYY,SYY,HSY,HSY,HSY,HSY,HSY,KHC,KHC,KHC,KHC,KHC,PEP,PEP,PEP,PEP,PEP,PM,PM,PM,PM,PM,K,K,K,K,K,COST,COST,COST,COST,COST,TGT,TGT,TGT,TGT,TGT
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,31.979999542236328,32.0099983215332,31.655000686645508,31.850000381469727,3566000,128.1040274381735,128.1290826234898,126.57559741265321,127.4609146118164,1292500,,,,,,65.55501546116012,65.86239363651164,64.88438185996488,65.22901153564453,1424300,144.38947488060913,144.5458682977608,142.81633201313596,144.0122833251953,1918500,48.48595349843023,48.711976116757995,47.79951585463053,48.184593200683594,574600,112.45478761570811,112.59393481190153,110.49869674450275,111.16983032226562,1421300,39.18679929580092,39.24570125005944,38.606192942431576,38.79972839355469,3081000,43.605519663988446,43.743741896901916,42.312721201587586,42.38589859008789,4422100,107.21188582479435,107.40995083397414,105.86851008070671,106.27324676513672,8130800,59.77310893771283,59.859943278762685,58.948235693980244,59.147945404052734,3441800,25.15704791019178,25.16575598365693,24.89581234981799,25.026430130004883,1924300,76.94355487901349,77.39129301406845,75.85377387064275,76.0058364868164,2672200,75.80184911258262,76.33891675663435,74.90674547796144,74.97835540771484,1561200,36.48353360503841,36.79968820090187,36.43442238202621,36.50809097290039,20294700,25.549575376050242,25.66398885446113,24.95990203652785,25.223934173583984,6224900,47.902135164284964,48.15443229422931,47.07563563981211,47.26703643798828,7272900,172.05054152923256,172.07771058850548,169.05276888746226,170.53807067871094,1060500,94.69000244140625,94.69000244140625,93.30000305175781,93.77999877929688,2191500,46.34285711830793,46.43500720139852,45.873730875147274,46.066410064697266,11867700,31.672145628300612,31.76680333505687,30.952754760138586,31.078964233398438,8717200,190.91379843408447,192.13393797325008,190.23903198828495,190.6549835205078,1138700,72.85652318030449,72.91648008760468,71.93147468693198,72.513916015625,2121900,127.92869274236989,128.43265849791007,124.72243585013419,125.08738708496094,821500,24.266054313179225,24.363747726699312,23.672365722900203,23.75503158569336,6008700,115.10340499595249,115.40615430208499,113.64853244556113,114.22039794921875,3784100,63.570316282956014,64.06097416504022,63.012747156291056,63.332420349121094,5107200,53.19715226410979,53.289497098374795,51.85048646432128,52.05056381225586,2874968,268.84715121243227,269.32255611669706,266.0495193237868,266.49749755859375,2103600,109.83224258383149,109.96873384042857,106.8633397052964,107.55437469482422,5149800
2020-01-03,31.559999465942383,31.80500030517578,31.434999465942383,31.639999389648438,3482200,127.42750431154896,128.5216231522926,126.31667776684716,127.71147155761719,809800,,,,,,64.82847959736631,65.59226314120538,64.77259524983097,65.45254516601562,1224200,142.8715516517101,143.84671902432655,142.2827705566785,142.954345703125,1715300,48.01716939846565,48.536182533444695,47.966941084748804,48.5026969909668,782400,110.474128693393,111.93915788744584,110.17948685744305,111.13706970214844,1352900,38.61460069015693,38.86703805996561,38.471554024234294,38.72399139404297,2259500,42.46720896662685,42.70300313833182,42.13384596932766,42.231414794921875,4718900,105.19682511309847,106.37658225478292,104.93848058442234,105.55850219726562,7970500,58.90481890962313,59.45184611389085,58.76589588718685,59.06111145019531,3473800,24.869688321983503,25.13963361880776,24.817441541683248,25.087385177612305,1129000,76.16634570288176,77.34904773005977,75.95514799156531,76.52115631103516,2506100,75.0410039027539,76.50002020371394,74.79932895354013,76.17330932617188,1469800,36.30245355475611,36.46206774236051,36.09373163276694,36.185813903808594,16197600,25.065511090189098,25.364748370116686,24.99510241718703,25.259136199951172,5442000,46.97993858928364,47.47583767555683,46.94513783826531,47.18873977661133,6791700,169.6867467844541,171.9962136969948,168.70861913374998,171.6520538330078,1311500,93.01000213623047,93.58000183105469,92.5,93.02999877929688,2102600,45.50512963691971,46.06640591258128,45.31245366039732,45.815086364746094,11354500,31.02848687511203,31.52070369739343,31.02217748320601,31.318769454956055,7850700,189.055845582764,190.9230221245435,188.31636846780995,189.21298217773438,1076200,72.1199244695027,72.565324353267,71.88866392068181,72.24840545654297,1759900,125.0960543756785,126.76434772364749,124.9135787830242,126.21693420410156,770900,23.672365613581057,23.78509087744602,23.461944069888162,23.476974487304688,5012700,113.91762950750899,115.03610662311515,113.64010828749092,114.06059265136719,4000100,63.21344757080079,63.88996726514181,63.087066640611084,63.21344757080078,3806700,51.95820650253206,52.60460455565197,51.86586481674507,52.327579498291016,1321239,265.181002550807,267.7866481554042,264.52273448123503,266.71697998046875,1926000,106.35144804264662,107.0936687853454,105.72865876136026,106.43675994873047,5018500
2020-01-06,31.4950008392334,31.764999389648438,31.4950008392334,31.690000534057617,4469200,127.84510551476507,128.5717313214692,127.19363251397743,128.0956573486328,869300,,,,,,65.6015811501568,66.05798658085673,65.35940379441024,65.70404052734375,1541900,142.3458495333415,142.63162678083026,140.21633358813423,142.46568298339844,2295600,48.251553575627,48.377122741813906,47.799508409382,48.151100158691406,1388700,111.17800969819135,111.70181609003032,110.7606055774934,111.38262176513672,1181300,38.53045699096377,38.58094254031381,38.134969734839665,38.42106628417969,2831700,42.34524838109375,42.87374902547577,42.26393844234935,42.759918212890625,3884700,105.54988199715264,106.08379092186978,105.38626336845448,105.70488739013672,6674400,59.11320835183228,59.78178900353011,59.052428292587024,59.46920394897461,4607500,24.93064790388636,25.278964267666417,24.93064790388636,25.252840042114258,1783500,76.21704068741774,76.28462551040667,75.62568315412973,76.15790557861328,2262500,76.20016903313036,76.85359768328645,75.91373614668765,76.62982177734375,1326600,36.035405740811896,36.24720126175951,35.842030887125524,36.112144470214844,19336500,25.14472225323951,25.408756048563262,24.951098812942302,25.34714698791504,6929600,47.31923333550289,47.39753335882202,46.84943319558807,47.110435485839844,5906400,171.1539191284801,173.65358310826272,169.83164552767542,172.43997192382812,1615100,91.58999633789062,93.05999755859375,90.87999725341797,93.02999877929688,3431600,45.781584373496095,45.99939104800466,45.67267943841126,45.798336029052734,14698300,31.318765412248567,31.59642435794751,31.19255592520514,31.444974899291992,6532500,188.39034766377515,191.80117564642524,188.05758361414206,191.67176818847656,2428900,72.07708252460452,72.16273431475148,71.52033608643025,72.15416717529297,1916800,126.22563099769195,126.23431526075228,124.81799813532263,125.61740112304688,1032900,23.424369109016165,23.64981963337064,23.22146277706945,23.529579162597656,4714700,113.78306335973735,114.64085499420042,113.69896136006241,114.49787902832031,4085100,63.124258222796115,64.01636650168446,62.72280779573053,63.94945526123047,7041400,52.327578808025066,52.42761745665288,51.98129358300992,52.28140640258789,1409634,265.6381240368373,267.0278165295051,263.87360964916274,266.79010009765625,2655100,105.76278997587283,106.3429200779271,105.12294088576361,105.43006896972656,4226900
2020-01-07,31.934999465942383,32.06999969482422,31.770000457763672,31.844999313354492,6735600,127.94533092730333,128.02884396023205,126.54217688511112,126.550537109375,1198200,,,,,,65.35010709261995,65.54570945783264,64.5490647743091,65.07067108154297,1583800,142.1431238021813,142.66858233671516,140.2532876716475,140.3178253173828,2832000,48.176223796202954,48.393876641877775,47.657210630401686,47.74929428100586,728600,110.8915569095916,111.90642473797523,110.72785727021314,111.28440856933594,1608500,38.34533810372075,38.44631242116691,37.949850813009405,37.95826721191406,2265200,42.524124268899584,42.67861160250605,42.23141469117895,42.46720886230469,4274300,105.81682873612223,106.10100637300242,104.9470824947232,105.0504150390625,7583400,59.44313270511108,59.44313270511108,58.583527458531755,58.652992248535156,4500000,25.13963533623859,25.27025312636007,24.538791508605403,24.55620765686035,1272800,75.70171638575694,76.571850019692,75.02588105800989,75.05122375488281,2088700,76.4104955998216,76.59399342564896,75.26029134561148,75.31399536132812,1432000,35.99243858906292,36.072243925537364,35.667077020084996,35.7775764465332,20540700,25.276738375251398,25.34714705178008,25.012706257937644,25.162324905395508,5882200,47.023424846777864,47.04952706220444,46.6058259065477,46.91032409667969,6716300,171.3350564521089,172.02337615365724,166.01876517546967,166.2814178466797,2301500,92.61000061035156,93.38999938964844,91.7699966430664,91.93000030517578,2969000,45.61403271999781,45.7396892931823,45.36271637796815,45.44648742675781,9973900,31.274589657323954,31.508075622773912,31.123137804960542,31.280899047851562,6423600,190.4238643350449,191.53308703202688,189.65665808151843,190.46084594726562,1180600,72.15418831858136,72.24840727579574,71.43470522874209,71.57174682617188,1701400,125.2959071713524,126.44286638536806,125.10474730234978,125.86070251464844,858800,23.484495336079974,23.510797856185995,22.92838265852718,23.11625862121582,7165700,114.37176724248359,114.43064122329841,112.64777847864515,112.69823455810547,5718100,63.65951574065884,64.55162963472857,63.391882139626496,64.2319564819336,4311600,53.34335488433559,53.866629690183366,52.82008007848781,52.950897216796875,2568780,266.3421106818318,266.6803822662617,264.4770133043669,266.3695373535156,1963400,104.93526656105482,106.15524593671343,104.93526656105482,105.6177749633789,3641600
2020-01-08,31.850000381469727,32.029998779296875,31.684999465942383,31.90999984741211,6053600,126.7677002539974,128.07062095827504,126.07447700867108,126.9263916015625,901200,,,,,,65.08928897482694,65.08928897482694,64.21373665143477,64.48385620117188,1699200,140.12415851379498,140.70494077737183,139.322136581512,139.70932006835938,3208400,47.72417903436725,47.82463566883681,46.99588599792816,47.20516586303711,827500,111.59545317415545,112.99499305542618,111.25169382902082,112.36478424072266,1741300,37.95827054027661,38.059244866576684,37.34400497291756,37.537540435791016,3346400,42.6786108982034,43.14206668806056,42.50786157957946,43.07701873779297,4143400,105.22265792067529,106.29046926722434,105.05903928169728,105.49822235107422,5385100,58.8700841434681,60.47641985046882,58.809304088323074,60.14646530151367,4676100,24.55620640103886,24.67811611079832,24.155643316136704,24.173059463500977,1931800,75.22019357119203,75.92137166816451,74.9160682868484,75.515869140625,2166400,75.75708929993544,75.87792335973626,74.87541177508842,74.91121673583984,1014400,35.69777143885542,35.82975813458629,35.50746667417995,35.65480041503906,17627400,25.267935657782036,25.28553824559166,25.012704849243164,25.012704849243164,7341600,47.006029498055874,47.345328465818625,46.90163058154004,47.02342987060547,5435400,170.9456031247281,175.47396347240303,164.98627924885284,172.34033203125,4577800,91.94999694824219,91.94999694824219,89.79000091552734,89.79000091552734,5911500,45.46324578833065,45.77320252759378,45.362719882883866,45.5302619934082,10676000,31.419733783550136,31.728944511629187,31.287214900087683,31.602737426757812,5987200,191.78265397726372,193.5481522371859,190.41463048416907,192.00450134277344,1614300,71.85441596706863,72.77090426979738,71.62315537293635,72.40259552001953,2945900,126.40809231269931,127.66799988397672,125.8693763221267,126.8946762084961,865200,23.101223957980977,23.251525273883143,22.808137968689287,22.98849868774414,5802900,113.0766867189904,113.83355361472343,112.7487093532171,113.27851104736328,3681400,64.52933350345552,65.68163958665772,64.25426403580643,65.45117950439453,5337600,52.9278185662678,53.258713058195305,52.72004426179981,53.01246643066406,1352870,266.04041528040983,270.14546021513473,265.59243696565244,269.4231872558594,2492800,105.83102635514311,106.85478214338377,105.22529691218408,105.2764892578125,5731600
2020-01-09,32.08000183105469,32.16999816894531,31.860000610351562,32.125,6613000,127.14353960924001,127.7949999552561,126.71758868892043,127.61961364746094,504900,,,,,,64.47453663978845,65.37803820208195,64.39070300811962,64.96820068359375,1364000,139.93981730173198,141.7466739593242,139.92137596986663,140.65887451171875,2832600,47.2051611077293,47.33073029148813,46.21735998845463,46.861942291259766,799600,112.5775612934411,114.24719025827221,112.06193489041365,114.14080047607422,1727500,37.3019185120399,37.3019185120399,36.208018085712766,37.150455474853516,4080200,42.88826116196439,43.21653078420067,42.65026897298476,42.98674392700195,3842000,105.49821385015096,106.67797089305748,105.49821385015096,106.65213775634766,5944000,60.241985394596036,60.72823252188352,59.964132732373194,60.65876770019531,3996100,24.242728006789818,24.434300689480256,24.216603779692917,24.26885223388672,4952100,76.0311856742872,76.39444604142965,75.21173741966982,75.36380004882812,2427600,73.71623962502976,74.16826435972132,72.10505085834274,72.61078643798828,2770800,35.651722073203835,36.02619480568382,35.6302348098993,36.02312469482422,16691100,25.083111943858494,25.2239292801265,24.810278564673613,25.030305862426758,5725300,47.05823079530134,47.310531220060746,46.919031133155066,47.14522933959961,5653900,173.79846774990574,177.47550802686763,172.63015683970067,175.3290557861328,2475500,89.2699966430664,91.16000366210938,89.12000274658203,91.05999755859375,4131400,46.074777854545054,46.40986842629687,45.940742264976436,46.35960388183594,15398000,31.741562904758915,31.975048879893098,31.590113453359407,31.911945343017578,6449500,193.22465781313898,195.9792101553048,191.4406825627703,195.9237518310547,1277100,72.58246207080975,72.91650876210545,72.3255065962521,72.48824310302734,1914800,126.91206002107585,127.90260961289692,126.13005207010758,127.35520935058594,919100,23.048617270738735,23.06364768792451,22.500019943873234,22.980981826782227,8938400,113.77467144178728,113.85036839164611,113.13553972766304,113.35418701171875,3954700,65.69649649319652,65.91952068240904,64.99023904764444,65.62958526611328,6180100,53.343363368289275,53.35875104769762,52.73544061094044,53.20484924316406,1529660,272.9521903461182,276.0698189065537,272.18421563607075,273.74761962890625,3261200,105.36183166503906,106.56475124798851,104.64520370753233,105.36183166503906,5369700
2020-01-10,32.34000015258789,33.095001220703125,32.25,32.66999816894531,8936400,127.52773802478939,128.6886750552654,127.218715563458,128.3462371826172,523600,,,,,,64.94958266552042,65.54570615989454,64.60494588337964,65.2942123413086,1061300,141.20278980695906,142.0785632678423,140.5759251205555,141.24888610839844,2747900,46.80334264228012,47.16330421756813,46.501979165912765,46.59406280517578,673300,114.00164515232457,115.22113747549359,113.47783879987162,114.77098846435547,1270000,37.335581787758265,37.41131332119856,36.85594981260819,36.98217010498047,2311400,43.077020699330426,43.10163982669571,42.82261157098102,42.88005828857422,2274400,106.69519839570984,107.05687545309144,106.17851594659702,106.75547790527344,3927100,60.545887887017756,61.15368847082931,60.31144578716935,60.91056823730469,3724000,24.251434808218175,24.678120529674054,24.251434808218175,24.277557373046875,7271400,76.63945147578089,78.05025110002427,76.07344297195793,77.6531982421875,4461600,72.37807419082232,73.83261747145926,72.37807419082232,73.50142669677734,1100000,35.986301268606425,36.016995358059816,35.59954801352435,35.72232437133789,18164400,24.9951014908539,25.14472012527274,24.845482856435062,24.959897994995117,4549300,47.38883809406473,47.397536622240445,47.10173688253306,47.19743728637695,4639000,173.9706019334925,174.4687245000173,169.90414184373486,170.61056518554688,1881300,91.36000061035156,91.9800033569336,90.63999938964844,91.3499984741211,2682400,46.47689422343303,46.853870395606194,46.45176354384188,46.51877975463867,13040100,32.14542891349129,32.22746543108917,31.684766388472386,31.691078186035156,6049700,196.0808599314241,196.0808599314241,194.3338524498712,195.60943603515625,1212800,72.58245741201648,72.88224204716605,72.55676251969152,72.73663330078125,1593600,127.58110091291925,128.95397001689383,126.94680507814618,128.71067810058594,724100,22.988499215855647,23.20192657332311,22.973468797244223,23.071165084838867,4578200,113.67374806854745,113.88399026283687,113.01779344893765,113.13552856445312,3099500,66.13511942563746,66.16485712069998,64.9233381292382,65.01998138427734,4411000,53.31257901517515,53.50495938725489,53.2356281168657,53.30488204956055,1510703,274.27788204469016,274.5247220941743,271.2242583060446,271.7545166015625,2024200,106.39412755680937,107.23872670501014,105.83106362763647,106.41119384765625,4678000
2020-01-13,32.70000076293945,32.85499954223633,32.33000183105469,32.76499938964844,5419800,128.42975832193616,130.50941518048796,128.07897298126773,130.4593048095703,1064900,,,,,,65.40600163537276,66.33744567550885,65.33148440663689,65.9648666381836,1172700,140.0872943146999,142.73305525771065,139.5986905422345,142.07852172851562,2011800,46.62754734238441,47.20515853075732,46.41826750978247,46.694515228271484,708700,114.80374489625653,115.87591015576128,114.66461018586955,115.3193588256836,1216100,37.057902511606166,37.42814378941852,37.00741375148452,37.377655029296875,3167800,42.978531105595515,43.544795989990234,42.92108439712225,43.544795989990234,3670300,106.78131538755682,107.55634237775165,106.61769675352289,107.53911590576172,8409200,60.919236424528506,61.266547163930014,60.60665145944497,60.9018669128418,4641300,24.234013777347947,24.347215410898002,24.16435085034133,24.207889556884766,3240300,78.10936408722502,79.61309082423149,78.03333600164831,78.95415496826172,3770000,73.53276434845971,74.30255401426504,73.53276434845971,73.98031616210938,1232200,35.7223257387863,35.7745070979399,35.41231472089723,35.56885528564453,18337800,24.942296176679836,25.267935657782036,24.863086210211698,25.012704849243164,3796000,47.29313720792517,47.510636916704236,47.25833645801279,47.49323654174805,7528600,170.36596726798638,172.07768686348163,169.76822040747476,170.6648406982422,1401500,90.76000213623047,91.5199966430664,90.45999908447266,90.7699966430664,3509100,46.51878352297825,47.105190594343796,46.42663342946433,47.021419525146484,14302900,31.646902103692504,32.25901400827265,31.552244407571706,32.031837463378906,7776400,195.60943331813925,197.374931582015,194.527953854519,197.31947326660156,1235500,72.7194929880796,72.82227253962365,71.33191022891047,71.70878601074219,3467300,128.89315224661863,130.34421961587444,128.77150627729227,130.06617736816406,734900,23.228975151865715,23.428123138529923,23.071160090745995,23.416851043701172,4269100,113.23642627131647,114.86790754409957,113.2196161370759,114.81745147705078,5127200,64.98280388225595,65.75596115167873,64.87871912903049,65.28760528564453,5402900,53.41261182841612,53.866632734682895,53.312576290986705,53.643470764160156,1893783,271.4620081853083,274.87217908234453,271.3522735821367,274.1590576171875,1778600,106.29170926918873,106.36849453128796,104.87551358026028,105.67745971679688,3632800
