Ticker,LEN,LEN,LEN,LEN,LEN,DHI,DHI,DHI,DHI,DHI
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
1980-03-17,0.2932754158973694,0.31067301358035726,0.2932754158973694,0.2932754158973694,243310,,,,,
1980-03-18,0.2932752599639748,0.3057020149326172,0.28830442649986415,0.3007314205169678,171452,,,,,
1980-03-19,0.30073159360706886,0.30321689224534054,0.29824602603912354,0.29824602603912354,44124,,,,,
1980-03-20,0.29824602603912354,0.30321689224534054,0.29824602603912354,0.29824602603912354,25213,,,,,
1980-03-21,0.29824602603912354,0.31315832584702596,0.29824602603912354,0.29824602603912354,100854,,,,,
1980-03-24,0.29824611752735863,0.3007316858577624,0.2858193814754486,0.2858193814754486,158845,,,,,
1980-03-25,0.28581951798737343,0.30570243066737607,0.28581951798737343,0.29576095938682556,121025,,,,,
1980-03-26,0.2982460666507604,0.3355270752361414,0.2982460666507604,0.31564393639564514,152541,,,,,
1980-03-27,0.31067293593177164,0.31067293593177164,0.2808483450785539,0.28830450773239136,209272,,,,,
1980-03-28,0.30321704374434216,0.31315848231315613,0.30321704374434216,0.31315848231315613,167670,,,,,
1980-03-31,0.3131583684892445,0.31564393639564514,0.3131583684892445,0.31564393639564514,93290,,,,,
1980-04-01,0.31564393639564514,0.31564393639564514,0.3131583684892445,0.31564393639564514,75640,,,,,
1980-04-02,0.315643808067897,0.32558523898151437,0.315643808067897,0.32309994101524353,98333,,,,,
1980-04-03,0.32309994101524353,0.32309994101524353,0.3181291060341678,0.32309994101524353,20171,,,,,
1980-04-07,0.32309994101524353,0.3280708058773861,0.32309994101524353,0.32309994101524353,107157,,,,,
1980-04-08,0.32309991849078645,0.32807078300639214,0.32309991849078645,0.3255852162837982,94550,,,,,
1980-04-09,0.33055632898314474,0.34795393457455687,0.33055632898314474,0.34298333525657654,86986,,,,,
1980-04-10,0.34795374954036284,0.36286604754275087,0.34795374954036284,0.3529246151447296,162627,,,,,
1980-04-11,0.3529247474599339,0.3529247474599339,0.34546858072280884,0.34546858072280884,27735,,,,,
1980-04-14,0.3429830225869304,0.3429830225869304,0.3355268614773498,0.338012158870697,75640,,,,,
1980-04-15,0.3380122578608987,0.3380122578608987,0.33055612444877625,0.33055612444877625,155063,,,,,
1980-04-16,0.33055614747453266,0.33801228140603173,0.32807084918022156,0.32807084918022156,122285,,,,,
1980-04-17,0.32807073024882905,0.338012158870697,0.32807073024882905,0.338012158870697,92029,,,,,
1980-04-18,0.338012158870697,0.34795361737362485,0.338012158870697,0.338012158870697,56730,,,,,
1980-04-21,0.33801228140603173,0.33801228140603173,0.32807084918022156,0.32807084918022156,41602,,,,,
1980-04-22,0.33055617716254215,0.36286607384681696,0.33055617716254215,0.362866073846817,134892,,,,,
1980-04-23,0.3728078007698059,0.387720100848168,0.3728078007698059,0.3728078007698059,171452,,,,,
1980-04-24,0.37280784807974243,0.38026401400566107,0.37280784807974243,0.380264014005661,64294,,,,,
1980-04-25,0.3728077884606449,0.3728077884606449,0.3653516536081841,0.36783695220947266,64294,,,,,
1980-04-28,0.3678367810217605,0.38274907366771843,0.3678367810217605,0.3703220784664154,122285,,,,,
1980-04-29,0.3728077251461793,0.3852344849718373,0.3728077251461793,0.3777783215045929,112200,,,,,
1980-04-30,0.37777849456537554,0.3802640628128481,0.37032235756353515,0.37529319524765015,80683,,,,,
1980-05-01,0.3752930233253861,0.3802638886134237,0.3752930233253861,0.3777783215045929,73119,,,,,
1980-05-02,0.3777782098488641,0.3802637762230635,0.3703220784664154,0.3703220784664154,78162,,,,,
1980-05-05,0.37032225081076114,0.37777838566322197,0.3628660860772259,0.36783695220947266,139935,,,,,
