Date,Timestamp,Open,High,Low,Close,Volume
20190930,02:00:00,2969.67,2971.17,2968.17,2969.67,1.64594998850953
20190930,03:00:00,2969.87,2975.67,2969.67,2973.67,2.2327899854281
20190930,04:00:00,2973.869,2977.17,2973.17,2975.37,0.998979992378736
20190930,05:00:00,2975.67,2976.17,2974.369,2975.67,0.697299996019865
20190930,06:00:00,2975.67,2975.67,2971.77,2972.17,0.684369995105953
20190930,07:00:00,2972.369,2974.37,2971.669,2972.87,1.10586999219959
20190930,08:00:00,2973.366,2975.87,2970.37,2972.869,1.59282098513359
20190930,09:00:00,2972.869,2974.37,2970.67,2972.87,2.5986579664459
20190930,10:00:00,2972.87,2977.37,2972.17,2974.87,1.81111497052916
20190930,11:00:00,2974.87,2975.67,2971.87,2973.37,1.28195797775697
20190930,12:00:00,2973.67,2974.67,2968.369,2968.87,0.938674984477984
20190930,13:00:00,2969.17,2971.67,2968.47,2970.67,0.910518985001545
20190930,14:00:00,2970.67,2971.97,2963.37,2964.169,1.99761695758934
20190930,15:00:00,2964.37,2975.47,2963.67,2972.97,5.52906985924346
20190930,16:00:00,2972.77,2976.27,2970.369,2973.869,4.73663987703912
20190930,17:00:00,2974.17,2979.87,2971.17,2978.67,3.53117790400574
20190930,18:00:00,2978.869,2983.17,2978.869,2981.87,1.39809395777411
20190930,19:00:00,2982.169,2983.67,2980.67,2981.37,0.787357976092608
20190930,20:00:00,2981.369,2981.87,2978.87,2978.87,1.35746795964951
20190930,21:00:00,2979.17,2980.67,2974.37,2976.069,3.40738389718172
20190930,22:00:00,2976.57,2984.17,2976.27,2983.47,0.874459973842022
20191001,00:00:00,2982.57,2985.369,2981.369,2981.569,0.246867993366322
20191001,01:00:00,2981.869,2983.87,2981.069,2981.569,0.437761994151515
20191001,02:00:00,2981.87,2986.57,2980.57,2986.07,1.30073997889122
20191001,03:00:00,2986.37,2990.57,2986.07,2988.07,1.6678739744093
20191001,04:00:00,2988.369,2988.87,2987.37,2987.57,0.667875988132437
20191001,05:00:00,2987.869,2989.57,2986.87,2989.069,0.540318992112589
20191001,06:00:00,2988.87,2990.07,2987.57,2988.07,0.826934990858717
20191001,07:00:00,2988.069,2989.07,2987.37,2987.87,0.752601994550787
20191001,08:00:00,2988.07,2991.87,2987.37,2990.57,1.22926097471645
20191001,09:00:00,2990.57,2992.57,2986.37,2986.57,1.65968595426966
20191001,10:00:00,2986.869,2990.07,2983.37,2985.87,1.6936889677163
20191001,11:00:00,2986.07,2986.07,2981.57,2984.07,1.90798597182493
20191001,12:00:00,2984.07,2985.87,2981.87,2982.37,1.09203198546311
20191001,13:00:00,2982.57,2984.37,2981.07,2982.87,0.897693987819366
20191001,14:00:00,2982.87,2987.37,2981.87,2985.57,0.884141989168711
20191001,15:00:00,2985.37,2992.469,2984.07,2989.67,2.86603694740188
20191001,16:00:00,2985.67,2985.969,2961.67,2962.17,10.4259197357314
20191001,17:00:00,2962.17,2964.47,2953.67,2955.47,4.79876886383863
20191001,18:00:00,2955.469,2955.47,2946.469,2948.47,4.2183239291262
20191001,19:00:00,2948.469,2948.97,2938.47,2939.97,3.86206494525868
20191001,20:00:00,2940.069,2949.47,2937.67,2946.17,3.05255995518746
20191001,21:00:00,2946.17,2949.67,2938.87,2939.87,4.93449593178593
20191001,22:00:00,2940.07,2942.07,2936.47,2937.47,0.931588985284179
20191002,00:00:00,2942.369,2944.47,2938.87,2943.97,1.14539798075566
20191002,01:00:00,2944.27,2945.27,2942.269,2945.27,0.701151990331709
20191002,02:00:00,2944.97,2948.27,2941.969,2944.27,1.62047397601418
20191002,03:00:00,2944.469,2945.77,2940.97,2941.97,1.99891996977385
20191002,04:00:00,2942.27,2943.27,2939.97,2942.27,0.799015987664461
20191002,05:00:00,2942.47,2944.77,2942.269,2944.27,0.6358369893278
20191002,06:00:00,2944.469,2944.469,2941.969,2942.97,0.390895994845778
20191002,07:00:00,2943.269,2944.97,2941.77,2942.77,0.633706991560757
20191002,08:00:00,2942.97,2943.27,2937.97,2940.47,1.22787798231002
20191002,09:00:00,2940.269,2941.47,2925.27,2927.77,4.22844890613396
20191002,10:00:00,2927.77,2929.27,2921.47,2923.77,2.53501691389067
20191002,11:00:00,2923.769,2925.77,2916.47,2919.97,2.47774694144243
20191002,12:00:00,2920.07,2920.969,2916.97,2917.97,1.21845898426545
20191002,13:00:00,2918.27,2925.27,2918.27,2924.769,1.20753598306328
20191002,14:00:00,2924.769,2926.97,2919.469,2919.77,2.6975379663636
20191002,15:00:00,2919.97,2923.47,2900.869,2905.57,6.67301992099135
20191002,16:00:00,2905.57,2907.87,2887.469,2891.47,8.70057393122954
20191002,17:00:00,2891.469,2895.97,2882.17,2889.47,7.58641581349627
20191002,18:00:00,2889.47,2889.669,2873.67,2876.97,3.94130190147121
20191002,19:00:00,2876.97,2884.97,2874.669,2880.17,4.38372590077779
20191002,20:00:00,2880.17,2892.67,2877.67,2891.97,4.07709590873128
20191002,21:00:00,2892.169,2896.67,2883.97,2888.97,6.93714584485133
20191002,22:00:00,2888.97,2889.97,2879.87,2881.07,1.43861596619536
20191003,00:00:00,2883.969,2887.27,2882.469,2886.27,1.5765859634339
20191003,01:00:00,2886.47,2890.97,2885.47,2885.77,1.48505596647738
20191003,02:00:00,2885.77,2887.97,2881.77,2883.97,2.52670594223309
20191003,03:00:00,2883.97,2889.77,2883.77,2888.47,2.28987794836576
20191003,04:00:00,2888.47,2891.969,2887.07,2888.47,1.75442995853518
20191003,05:00:00,2888.769,2890.97,2887.469,2887.97,1.13763997362548
20191003,06:00:00,2888.27,2888.47,2885.77,2886.77,0.918281978578307
20191003,07:00:00,2886.97,2888.77,2885.969,2887.27,0.979509978154965
20191003,08:00:00,2886.97,2892.27,2881.27,2891.469,2.56407794206461
20191003,09:00:00,2891.469,2894.27,2887.969,2891.27,4.08807991047797
20191003,10:00:00,2890.969,2894.269,2886.77,2890.27,2.59530393870227
20191003,11:00:00,2890.27,2892.77,2887.97,2891.77,1.79806095222011
20191003,12:00:00,2891.769,2892.77,2884.97,2885.47,1.91523395001423
20191003,13:00:00,2885.47,2887.97,2877.97,2880.27,2.16779394201876
20191003,14:00:00,2880.27,2885.77,2879.97,2882.27,2.48765993332199
20191003,15:00:00,2882.469,2891.57,2880.969,2890.37,6.18968983862578
20191003,16:00:00,2889.47,2889.47,2855.07,2881.37,16.5945935741613
20191003,17:00:00,2881.37,2902.07,2878.369,2888.37,11.9200436950778
20191003,18:00:00,2888.669,2903.67,2888.369,2902.67,7.17971781431697
20191003,19:00:00,2902.87,2908.67,2899.369,2907.67,5.08242886827793
20191003,20:00:00,2907.67,2909.87,2904.17,2904.87,3.44731291034259
20191003,21:00:00,2905.169,2911.67,2898.17,2911.17,3.99225089239189
20191003,22:00:00,2911.67,2912.97,2911.069,2912.37,0.705999980738852
20191004,00:00:00,2912.069,2912.57,2909.37,2909.37,0.997925973497331
20191004,01:00:00,2909.37,2910.37,2907.069,2907.37,0.487858986365609
20191004,02:00:00,2907.569,2910.07,2906.37,2908.07,1.33686296385713
20191004,03:00:00,2908.369,2909.57,2905.869,2908.07,1.50366896175547
20191004,04:00:00,2908.37,2910.07,2907.069,2907.37,0.771216979774181
20191004,05:00:00,2907.37,2908.87,2906.57,2908.069,0.682828981371131
20191004,06:00:00,2908.369,2910.87,2908.07,2910.87,0.393597989401314
20191004,07:00:00,2911.07,2918.569,2910.57,2913.07,1.34523496439215
20191004,08:00:00,2913.07,2913.07,2904.87,2907.07,2.71801291633165
20191004,09:00:00,2907.07,2910.37,2903.87,2908.07,4.36845586547861
20191004,10:00:00,2908.369,2910.07,2903.87,2905.37,2.16812493084547
20191004,11:00:00,2905.07,2905.87,2900.07,2900.37,1.62118594814092
20191004,12:00:00,2900.47,2904.37,2898.569,2901.37,1.29621196392691
20191004,13:00:00,2901.37,2904.07,2899.87,2901.869,1.31275797419221
20191004,14:00:00,2902.069,2921.57,2900.069,2919.87,5.32842189576331
20191004,15:00:00,2919.869,2930.47,2917.069,2930.47,7.36883193318499
20191004,16:00:00,2930.47,2934.47,2921.47,2925.97,6.10213594318338
20191004,17:00:00,2926.07,2938.97,2924.169,2936.47,4.75391995565587
20191004,18:00:00,2936.67,2938.67,2934.97,2936.47,1.72888598455029
20191004,19:00:00,2936.769,2940.87,2934.77,2937.77,1.59691998000199
20191004,20:00:00,2937.77,2944.47,2936.47,2942.969,1.70163598257295
20191004,21:00:00,2943.269,2953.47,2942.469,2950.77,3.61219495740079
20191004,22:00:00,2951.27,2952.87,2948.869,2950.369,0.900303989241365
20191007,00:00:00,2931.67,2941.17,2930.97,2940.87,2.24071497211298
20191007,01:00:00,2941.169,2942.87,2939.67,2939.869,0.952130989186116
20191007,02:00:00,2940.169,2942.37,2936.37,2936.87,1.87878597963754
20191007,03:00:00,2936.969,2939.17,2935.37,2938.67,1.42324398411438
20191007,04:00:00,2938.67,2938.67,2936.17,2937.17,0.794349990545015
20191007,05:00:00,2937.37,2938.37,2936.67,2937.869,0.510057994768431
20191007,06:00:00,2937.869,2940.17,2937.17,2939.87,0.597387992806034
20191007,07:00:00,2939.87,2939.87,2938.67,2939.37,0.493179996243271
20191007,08:00:00,2939.37,2941.67,2937.87,2937.87,1.23543398470065
20191007,09:00:00,2938.17,2943.17,2935.67,2938.17,3.14697596654196
20191007,10:00:00,2938.37,2939.17,2935.369,2936.169,2.5766619720016
20191007,11:00:00,2936.169,2938.17,2935.67,2937.37,1.34067598664114
20191007,12:00:00,2937.37,2946.87,2935.87,2946.67,1.73916598146752
20191007,13:00:00,2946.87,2947.17,2943.37,2943.87,1.73655997918831
20191007,14:00:00,2943.87,2946.37,2942.669,2942.87,1.112063989116
20191007,15:00:00,2943.169,2944.47,2934.77,2938.77,4.11795195580362
20191007,16:00:00,2938.97,2948.87,2936.97,2948.17,5.18271994540828
20191007,17:00:00,2948.37,2955.67,2947.67,2955.67,3.77621195915708
20191007,18:00:00,2955.67,2955.67,2948.87,2950.67,2.12316397867107
20191007,19:00:00,2950.67,2959.77,2945.17,2958.87,5.59742194290448
20191007,20:00:00,2959.17,2959.67,2939.669,2944.67,5.07274394823548
20191007,21:00:00,2944.869,2948.87,2937.67,2938.533,6.34071893406201
20191007,22:00:00,2938.57,2938.87,2935.769,2938.07,1.00589399103774
20191008,00:00:00,2935.669,2938.27,2934.57,2937.27,0.682811991755443
20191008,01:00:00,2937.27,2938.77,2936.57,2937.57,0.403339995245915
20191008,02:00:00,2937.57,2943.57,2936.77,2942.77,1.83602597863501
20191008,03:00:00,2943.07,2946.07,2940.77,2945.07,1.51943598101934
20191008,04:00:00,2945.069,2947.77,2944.769,2947.27,1.37615998386173
20191008,05:00:00,2947.57,2950.07,2947.07,2947.27,0.783225992665393
20191008,06:00:00,2947.07,2948.27,2946.769,2948.07,0.322169997503806
20191008,07:00:00,2948.07,2948.07,2944.57,2946.77,0.943099989861366
20191008,08:00:00,2947.07,2950.57,2946.07,2946.27,1.25981798517751
20191008,09:00:00,2946.269,2946.57,2933.77,2934.27,4.35455395137978
