Ticker,GBPAUD=X,GBPAUD=X,GBPAUD=X,GBPAUD=X,GBPAUD=X
Price,Open,High,Low,Close,Volume
Date,,,,,
2020-01-01,1.8919999599456787,1.8919999599456787,1.8774000406265259,1.8941830396652222,0
2020-01-02,1.8876500129699707,1.8908599615097046,1.8794900178909302,1.8876500129699707,0
2020-01-03,1.8819199800491333,1.8862099647521973,1.8786900043487549,1.8825900554656982,0
2020-01-06,1.8827500343322754,1.8997000455856323,1.8803600072860718,1.8833600282669067,0
2020-01-07,1.8984800577163696,1.9154200553894043,1.8978099822998047,1.898460030555725,0
2020-01-08,1.9112299680709839,1.915560007095337,1.905809998512268,1.9112900495529175,0
2020-01-09,1.9060399532318115,1.9090700149536133,1.8972100019454956,1.9063600301742554,0
2020-01-10,1.9067800045013428,1.9071500301361084,1.8900799751281738,1.9070099592208862,0
2020-01-13,1.8906699419021606,1.8906699419021606,1.8775099515914917,1.8902000188827515,0
2020-01-14,1.8827500343322754,1.8860499858856201,1.8769899606704712,1.8824000358581543,0
2020-01-15,1.8887900114059448,1.8906199932098389,1.8840700387954712,1.8882999420166016,0
2020-01-16,1.8876700401306152,1.897029995918274,1.8837000131607056,1.8877099752426147,0
2020-01-17,1.895609974861145,1.9000300168991089,1.8887100219726562,1.895300030708313,0
2020-01-20,1.8895399570465088,1.8961299657821655,1.8851900100708008,1.889989972114563,0
2020-01-21,1.8907699584960938,1.9048099517822266,1.889299988746643,1.891070008277893,0
2020-01-22,1.9054399728775024,1.9220600128173828,1.9049999713897705,1.9052799940109253,0
2020-01-23,1.920799970626831,1.9217100143432617,1.9095699787139893,1.9206700325012207,0
2020-01-24,1.9156899452209473,1.9197399616241455,1.9096100330352783,1.9177000522613525,0
2020-01-27,1.9198800325393677,1.9340800046920776,1.9172999858856201,1.9202300310134888,0
2020-01-28,1.9314600229263306,1.9349499940872192,1.9217300415039062,1.9313100576400757,0
2020-01-29,1.925320029258728,1.9301700592041016,1.920799970626831,1.925379991531372,0
2020-01-30,1.9284600019454956,1.9544600248336792,1.9283599853515625,1.9282000064849854,0
2020-01-31,1.9505499601364136,1.9697599411010742,1.947219967842102,1.9504599571228027,0
2020-02-03,1.9694299697875977,1.970270037651062,1.9423099756240845,1.9691799879074097,0
2020-02-04,1.942430019378662,1.9438999891281128,1.9257800579071045,1.9424699544906616,0
2020-02-05,1.9353899955749512,1.9364399909973145,1.9183900356292725,1.935629963874817,0
2020-02-06,1.924970030784607,1.926859974861145,1.9166200160980225,1.9245799779891968,0
2020-02-07,1.920639991760254,1.9413199424743652,1.920199990272522,1.9205800294876099,0
2020-02-10,1.9323699474334717,1.9370499849319458,1.9219599962234497,1.9318599700927734,0
2020-02-11,1.9308099746704102,1.9320900440216064,1.921180009841919,1.9306000471115112,0
2020-02-12,1.9280999898910522,1.929710030555725,1.9213099479675293,1.9282699823379517,0
2020-02-13,1.9301700592041016,1.9407399892807007,1.9241399765014648,1.9299999475479126,0
2020-02-14,1.9410400390625,1.9427200555801392,1.9350999593734741,1.940850019454956,0
2020-02-17,1.9404100179672241,1.9426900148391724,1.9344199895858765,1.9404200315475464,0
2020-02-18,1.9381400346755981,1.9518100023269653,1.9376790523529053,1.9381300210952759,0
2020-02-19,1.9415899515151978,1.9448299407958984,1.9352200031280518,1.9416999816894531,0
2020-02-20,1.9346699714660645,1.9491499662399292,1.9320900440216064,1.934499979019165,0
2020-02-21,1.947849988937378,1.96219003200531,1.9452400207519531,1.9476699829101562,0
2020-02-24,1.9605599641799927,1.9645500183105469,1.9521600008010864,1.9600600004196167,0
2020-02-25,1.9549100399017334,1.9710099697113037,1.9521000385284424,1.9548300504684448,0
2020-02-26,1.9685399532318115,1.9768999814987183,1.9660700559616089,1.9684699773788452,0
2020-02-27,1.970729947090149,1.9744000434875488,1.9552500247955322,1.9713799953460693,0
2020-02-28,1.9583899974822998,1.9825999736785889,1.9575999975204468,1.95864999294281,0
2020-03-02,1.9652199745178223,1.9719899892807007,1.9439400434494019,1.9652299880981445,0
2020-03-03,1.9501999616622925,1.9609899520874023,1.9301300048828125,1.9498000144958496,0
2020-03-04,1.9464000463485718,1.9464000463485718,1.929069995880127,1.9471999406814575,0
2020-03-05,1.9424200057983398,1.9618899822235107,1.9410799741744995,1.9423600435256958,0
