Date,Ticker,Close
2002-07-30,SPY,59.17775344848633
2002-07-30,TLT,37.05565643310547
2002-07-31,SPY,59.3209342956543
2002-07-31,TLT,37.514766693115234
2002-08-01,SPY,57.772178649902344
2002-08-01,TLT,37.728424072265625
2002-08-02,SPY,56.47718811035156
2002-08-02,TLT,38.114810943603516
2002-08-05,SPY,54.51195526123047
2002-08-05,TLT,38.282989501953125
2002-08-06,SPY,56.34706497192383
2002-08-06,TLT,37.95573043823242
2002-08-07,SPY,57.32966232299805
2002-08-07,TLT,38.04661560058594
2002-08-08,SPY,59.1841926574707
2002-08-08,TLT,38.04661560058594
2002-08-09,SPY,59.4055061340332
2002-08-09,TLT,38.58299255371094
2002-08-12,SPY,58.969486236572266
2002-08-12,TLT,38.819393157958984
2002-08-13,SPY,57.895816802978516
2002-08-13,TLT,39.296661376953125
2002-08-14,SPY,60.01068115234375
2002-08-14,TLT,39.4466438293457
2002-08-15,SPY,60.8436279296875
2002-08-15,TLT,39.1012077331543
2002-08-16,SPY,60.66142654418945
2002-08-16,TLT,38.664825439453125
2002-08-19,SPY,62.08004379272461
2002-08-19,TLT,38.783016204833984
2002-08-20,SPY,61.422760009765625
2002-08-20,TLT,39.21483612060547
2002-08-21,SPY,62.307743072509766
2002-08-21,TLT,39.005741119384766
2002-08-22,SPY,62.91292953491211
2002-08-22,TLT,38.664825439453125
2002-08-23,SPY,61.559417724609375
2002-08-23,TLT,39.04665756225586
2002-08-26,SPY,61.98893737792969
2002-08-26,TLT,39.08302688598633
2002-08-27,SPY,61.27312088012695
2002-08-27,TLT,38.83756637573242
2002-08-28,SPY,59.932586669921875
2002-08-28,TLT,39.03303527832031
2002-08-29,SPY,59.95863342285156
2002-08-29,TLT,39.346675872802734
2002-08-30,SPY,59.72435760498047
2002-08-30,TLT,39.58302307128906
2002-09-03,SPY,57.44680404663086
2002-09-03,TLT,40.191558837890625
2002-09-04,SPY,58.2667121887207
2002-09-04,TLT,40.18245315551758
2002-09-05,SPY,57.772178649902344
2002-09-05,TLT,40.40153503417969
2002-09-06,SPY,58.566070556640625
2002-09-06,TLT,39.92679977416992
2002-09-09,SPY,58.99551010131836
2002-09-09,TLT,39.86747360229492
2002-09-10,SPY,59.67230987548828
2002-09-10,TLT,40.0591926574707
2002-09-11,SPY,59.30137252807617
2002-09-11,TLT,39.849205017089844
2002-09-12,SPY,58.20814895629883
2002-09-12,TLT,40.15959548950195
2002-09-13,SPY,58.35130310058594
2002-09-13,TLT,40.5294075012207
2002-09-16,SPY,58.49445724487305
2002-09-16,TLT,40.597877502441406
2002-09-17,SPY,57.153968811035156
2002-09-17,TLT,40.675506591796875
2002-09-18,SPY,56.581329345703125
2002-09-18,TLT,40.684600830078125
2002-09-19,SPY,55.11715316772461
2002-09-19,TLT,40.9585075378418
2002-09-20,SPY,55.13546371459961
2002-09-20,TLT,40.76677322387695
2002-09-23,SPY,54.68447494506836
2002-09-23,TLT,41.131980895996094
2002-09-24,SPY,53.80202865600586
2002-09-24,TLT,41.396766662597656
2002-09-25,SPY,55.13546371459961
2002-09-25,TLT,40.89461898803711
2002-09-26,SPY,56.0374641418457
2002-09-26,TLT,40.79878234863281
2002-09-27,SPY,54.08963394165039
2002-09-27,TLT,41.10460662841797
2002-09-30,SPY,53.46211624145508
2002-09-30,TLT,41.268985748291016
2002-10-01,SPY,56.03099822998047
2002-10-01,TLT,40.75707244873047
2002-10-02,SPY,54.35108184814453
2002-10-02,TLT,40.99079895019531
2002-10-03,SPY,53.80202865600586
2002-10-03,TLT,40.889976501464844
2002-10-04,SPY,52.815006256103516
2002-10-04,TLT,41.018287658691406
2002-10-07,SPY,51.72340393066406
2002-10-07,TLT,41.087013244628906
2002-10-08,SPY,52.53396987915039
2002-10-08,TLT,41.10074996948242
2002-10-09,SPY,51.05018615722656
2002-10-09,TLT,41.311580657958984
2002-10-10,SPY,52.70388412475586
2002-10-10,TLT,40.9862060546875
2002-10-11,SPY,55.01126480102539
2002-10-11,TLT,40.500431060791016
2002-10-14,SPY,55.318485260009766
2002-10-14,TLT,40.440887451171875
2002-10-15,SPY,57.978851318359375
2002-10-15,TLT,39.48314666748047
2002-10-16,SPY,56.57352828979492
2002-10-16,TLT,39.50143814086914
2002-10-17,SPY,57.69777297973633
2002-10-17,TLT,39.020294189453125
2002-10-18,SPY,57.93965530395508
2002-10-18,TLT,39.12108612060547
2002-10-21,SPY,58.93971252441406
2002-10-21,TLT,38.74075698852539
2002-10-22,SPY,58.514835357666016
2002-10-22,TLT,38.63077926635742
2002-10-23,SPY,58.959327697753906
2002-10-23,TLT,38.644554138183594
2002-10-24,SPY,57.75661849975586
2002-10-24,TLT,38.983665466308594
2002-10-25,SPY,58.959327697753906
2002-10-25,TLT,39.125694274902344
2002-10-28,SPY,58.573692321777344
2002-10-28,TLT,39.070716857910156
2002-10-29,SPY,57.89387512207031
2002-10-29,TLT,39.579368591308594
2002-10-30,SPY,58.45602798461914
2002-10-30,TLT,39.565616607666016
2002-10-31,SPY,57.86117935180664
2002-10-31,TLT,39.74433517456055
2002-11-01,SPY,59.005088806152344
2002-11-01,TLT,39.57817077636719
2002-11-04,SPY,59.56721878051758
2002-11-04,TLT,39.40322494506836
2002-11-05,SPY,60.0378532409668
2002-11-05,TLT,39.251319885253906
2002-11-06,SPY,60.815677642822266
2002-11-06,TLT,39.40786361694336
2002-11-07,SPY,59.32536315917969
2002-11-07,TLT,40.383724212646484
2002-11-08,SPY,58.59980773925781
2002-11-08,TLT,40.710567474365234
2002-11-11,SPY,57.69126892089844
2002-11-11,TLT,40.931514739990234
2002-11-12,SPY,58.14877700805664
2002-11-12,TLT,40.69676208496094
2002-11-13,SPY,58.207618713378906
2002-11-13,TLT,40.78419876098633
2002-11-14,SPY,59.305763244628906
2002-11-14,TLT,39.93721008300781
2002-11-15,SPY,59.74369430541992
2002-11-15,TLT,40.09832000732422
2002-11-18,SPY,59.14234161376953
2002-11-18,TLT,40.277835845947266
2002-11-19,SPY,59.06391906738281
2002-11-19,TLT,40.4251708984375
2002-11-20,SPY,60.377742767333984
2002-11-20,TLT,40.029293060302734
2002-11-21,SPY,61.50201416015625
2002-11-21,TLT,39.64263153076172
2002-11-22,SPY,61.0640869140625
2002-11-22,TLT,39.60577392578125
2002-11-25,SPY,61.10332107543945
2002-11-25,TLT,39.532135009765625
2002-11-26,SPY,59.93980407714844
2002-11-26,TLT,40.029293060302734
2002-11-27,SPY,61.626220703125
2002-11-27,TLT,39.12708282470703
2002-11-29,SPY,61.43012237548828
2002-11-29,TLT,39.380218505859375
2002-12-02,SPY,61.5281867980957
2002-12-02,TLT,39.41675567626953
2002-12-03,SPY,60.70459747314453
2002-12-03,TLT,39.47225570678711
2002-12-04,SPY,60.430049896240234
2002-12-04,TLT,39.67570114135742
2002-12-05,SPY,59.7632942199707
2002-12-05,TLT,39.777435302734375
