Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,KO,PEP,KO,PEP,KO,PEP,KO,PEP,KO,PEP
Date,,,,,,,,,,
2015-02-05,29.743492126464844,70.12364196777344,29.76484336925672,70.57366629595563,29.544203905182226,69.97847568783781,29.750608302375007,70.57366629595563,11078500,4466200
2015-02-06,29.501502990722656,70.19621276855469,29.72213975148593,70.45025648265518,29.408976408594633,69.93490908041201,29.629615884419444,70.17443838416574,12366400,4629200
2015-02-09,29.344919204711914,69.65909576416016,29.501502229648835,70.34138938978884,29.209690138214597,69.38327210899723,29.451680851725534,70.10186006959094,13371100,4217100
2015-02-10,30.17765235900879,71.12528991699219,30.626044750909383,71.20513301805214,30.035304404331484,69.95668329719219,30.540637064127566,70.21073254842163,32184200,6797400
2015-02-11,30.15630531311035,72.87457275390625,30.241715734530406,73.13587644187236,29.679442677960857,72.00355861477333,29.964135937508278,72.62052903997743,20496300,9736400
2015-02-12,30.01394271850586,72.78021240234375,30.362694981917258,72.94715858496374,29.942770117023066,72.13421313252081,30.17764458902557,72.620531731768,13818200,9062300
2015-02-13,29.885847091674805,71.9527587890625,30.05666250420724,72.69312117596516,29.722145141660018,71.81485249168912,29.907198339475855,72.69312117596516,10792100,5643000
2015-02-17,29.757728576660156,71.39386749267578,29.807549955531453,71.64791125567888,29.636731860071638,71.13256375423298,29.757728576660156,71.45919065841713,12804200,5877800
2015-02-18,29.700786590576172,72.09793090820312,29.750607966569124,72.21406281900165,29.515736153325392,71.24869658229606,29.71502165729721,71.30675976882615,9789800,3472500
2015-02-19,29.97125244140625,71.6551513671875,30.063779033039125,72.29389058534656,29.5584435826302,71.51723956075769,29.665205243365197,72.0761412221669,16578300,4186300
2015-02-20,29.871599197387695,71.90193939208984,29.97124193109803,71.90919936595174,29.63672471216116,71.00915642788948,29.92142056424286,71.29223449339081,15982400,3945500
2015-02-23,29.786197662353516,72.18502044677734,30.01395332566187,72.20680036926493,29.67231983069934,71.66967303599235,29.68655489903882,71.97453103570356,11830300,3075700
2015-02-24,29.985475540161133,72.27937316894531,30.12782345929454,72.56245120571705,29.729249828733142,71.96000080428513,29.786187367350063,72.18501013153012,12782700,3389900
2015-02-25,29.92854118347168,72.22130584716797,30.063772955071222,72.45357515200114,29.707904444649294,71.79306156608749,30.013948865755786,72.3519576772452,10323300,3366100
2015-02-26,30.22035789489746,71.90921020507812,30.28441434521416,72.11970517690168,29.871608221554546,71.8438870436872,29.921429603460677,71.96727892925118,14346500,5722000
2015-02-27,30.818220138549805,71.84388732910156,31.07444596430758,72.12696543839684,30.227479675885558,71.8366273541165,30.263065992782597,72.01808796457442,28312800,6461700
2015-03-02,30.747032165527344,71.85838317871094,30.818204763814485,72.07613807010483,30.661624504570657,71.66240820664598,30.818204763814485,71.84386877022858,13514600,3613600
2015-03-03,30.56910514831543,71.42289733886719,30.7185692689269,71.82210735898053,30.49081364273955,71.21966234132027,30.682982961409106,71.72774983518757,10036300,4148100
2015-03-04,30.248830795288086,71.14158630371094,30.590464323168614,71.49963093287549,30.227479548252408,70.96621830215969,30.547759114035323,71.40464109346195,16263000,3884200
2015-03-05,30.17765235900879,71.04656219482422,30.327116489642318,71.48498477465233,30.070890714235457,71.0319449497508,30.291530179738345,71.38998940621177,9223000,3537200
2015-03-06,29.551321029663086,70.27202606201172,30.03530241446485,70.98812071471532,29.416091974962477,70.10396672887767,29.978362150341713,70.87851365080141,18180500,6466100
2015-03-09,29.458791732788086,70.1770248413086,29.572669535438404,70.51314902779637,29.40897036381988,70.1258756297745,29.558434470724492,70.1477959240254,10123300,4810500
2015-03-10,28.960575103759766,69.0005874633789,29.287976159522227,69.85551238901061,28.953458928988407,69.0005874633789,29.252387140482575,69.69475613123112,14599100,5390300
2015-03-11,28.5406494140625,68.41603088378906,28.989044434006598,69.14673720538187,28.526417064912042,68.2845035229085,28.989044434006598,69.02251846867432,18549700,4637300
2015-03-12,29.114774703979492,69.9359130859375,29.114774703979492,69.97245063807644,28.720071623012466,68.56949002871858,28.7774816363359,68.65717680894336,17728700,4455000
2015-03-13,28.641136169433594,68.92021942138672,29.114780508541784,69.84821398868701,28.42584378576463,68.64255302857684,29.0214861385018,69.33672179802493,17438400,4703800
2015-03-16,28.91383171081543,69.74589538574219,28.95688853069182,69.8043532120157,28.698539398662646,69.03711514784511,28.70571462277862,69.09556739927348,15238800,4687400
2015-03-17,29.071725845336914,68.7813949584961,29.22960823089409,69.62901710196694,28.93537461809586,68.73024573086235,29.1865486518535,69.37327096379822,21661800,4507400
2015-03-18,29.136295318603516,69.1540298461914,29.272649196734736,69.45362204472708,28.562181651074415,67.40033396472579,29.050178952871626,68.67906973196283,26247500,7692100
2015-03-19,28.720056533813477,68.75946807861328,29.078877825733798,69.11020958800638,28.676996993250924,68.46718441659355,29.050171465358765,69.0006025178931,16057600,4386400
2015-03-20,29.172183990478516,69.66552734375,29.179359214695342,69.76783134194702,28.7128902504824,68.75945320484954,28.755949808554313,68.83252271083657,31608500,8810400
2015-03-23,29.150646209716797,70.0381851196289,29.38029165866623,70.23547890699203,29.064529850758184,69.66552341282294,29.164999392474847,69.76051878260726,17060500,4739400
2015-03-24,29.043006896972656,70.04550170898438,29.41618150596015,70.99542206579432,29.043006896972656,70.00896416647389,29.358768764151208,70.66660090773875,13485700,7118600
2015-03-25,29.028654098510742,69.60710144042969,29.208064812670152,70.4693353171899,28.877949755638493,69.5851811378181,29.129123660425574,70.46202669137001,22811300,4965600
2015-03-26,28.956878662109375,69.87743377685547,29.10758569308621,70.13318541360493,28.870762314115,69.26364322828725,28.94970344043874,69.59976742033832,17359600,5077700
2015-03-27,28.76312255859375,70.11128234863281,29.050178014288864,70.26473561053332,28.6841814185609,69.54864082943976,29.050178014288864,69.62171036020085,14384400,4245600
2015-03-30,29.071725845336914,70.52777099609375,29.143491810404562,70.64468668229625,28.662669426022106,69.81899055416649,28.78467019784128,70.35240304163678,12561400,5021200
2015-03-31,29.100418090820312,69.8701400756836,29.35159474011725,70.57892052067966,28.956888968020678,69.8701400756836,29.07171171874232,70.30856275114766,16604800,4397600
2015-04-01,29.193706512451172,69.48284149169922,29.287000833994686,69.62167743688482,28.87076673602344,68.81059320683933,29.272647650865704,69.5339962713741,14300700,4241200
2015-04-02,29.193706512451172,69.92127227783203,29.330057645791875,70.09664019036818,29.050177418751097,69.25632701491247,29.22958810147875,69.25632701491247,14343100,3586200
2015-04-06,29.545351028442383,70.49853515625,29.861115593973146,70.94426080008078,29.12911965241074,69.80436093584345,29.258295567838804,69.80436093584345,19843400,4861800
2015-04-07,29.43052864074707,70.3012466430664,29.688880474623517,70.78351543712948,29.40182501066405,70.28663497120671,29.459235008419988,70.6373708443015,9773400,3376600
2015-04-08,29.344419479370117,70.16972351074219,29.487948615381185,70.58622586933272,29.236774680554745,69.92128605028485,29.40900745369557,70.22087272759202,8954700,3879100
2015-04-09,29.45924186706543,70.40355682373047,29.480773016627907,70.60815371299869,29.157833149096096,69.88475597598688,29.279831133724482,70.02359196863908,12710900,3487000
2015-04-10,29.33723258972168,70.29395294189453,29.538171657687542,70.52777876521027,29.315701448447136,70.25742096706708,29.487936890696076,70.35241079143532,8720000,2704900
2015-04-13,29.208065032958984,69.8043441772461,29.401828934223353,70.3523736842273,29.208065032958984,69.76781222168734,29.401828934223353,70.15508551464562,9616300,3772900
2015-04-14,29.071725845336914,70.50585174560547,29.17219819643162,70.73237449727482,28.93537461809586,69.70207590299147,29.129138617391032,69.90667278203719,11209700,4501700
2015-04-15,28.992767333984375,70.60816192626953,29.28700074324239,71.09773948236375,28.935354601646345,70.51317209515906,29.129118466902565,70.68854008138136,11189100,3508700
2015-04-16,29.136295318603516,70.47661590576172,29.322883971544165,70.82004873681208,28.92100303547884,70.30124796591446,28.9999441780622,70.53507374399291,13121000,3699000
2015-04-17,28.921001434326172,70.00896453857422,29.17935325480862,70.23548726861993,28.777472340992617,69.68014895361726,29.04300212181611,70.0308848342585,15330300,4991600
2015-04-20,29.179357528686523,70.51315307617188,29.35159301343194,70.83466560990004,28.999946820138874,70.32316789034648,29.00712204394111,70.33778513725026,13023700,4468600
2015-04-21,29.26547622680664,70.7177505493164,29.416183314525778,71.28770053690504,29.09324346597102,70.54238260886905,29.186535070760993,71.02464583881084,19673100,4184300
2015-04-22,29.645824432373047,71.0831069946289,29.83241035192396,71.34616170499963,29.47358895944223,70.64468433562656,29.82523512861391,71.06118669790578,26887200,5293600
2015-04-23,29.387466430664062,69.95049285888672,29.717581385516777,71.19999953968266,29.365935290068002,69.74589048131674,29.588405492297994,70.63735275734356,17408800,7827700
2015-04-24,29.344419479370117,69.54130554199219,29.509477027626147,69.93588754663801,29.287009467520033,69.05904236398887,29.452067015776063,69.93588754663801,11623300,5381700
2015-04-27,29.301355361938477,69.04442596435547,29.5310008273625,69.61437589754412,29.26547103367419,69.02250567074756,29.423353317749413,69.54130639390252,10044600,5348500
2015-04-28,29.25830841064453,68.99329376220703,29.40183757274275,69.24903987542082,29.136307664704177,68.7010101007425,29.38748438277382,69.22711957640922,12174800,5065900
2015-04-29,29.057361602783203,68.96403503417969,29.24394754824452,69.02980147763913,28.992773633663838,68.14564782558044,29.17935957912515,68.84712496502755,11371400,4963600
2015-04-30,29.107603073120117,69.50476837158203,29.121956262620966,69.6582159883089,28.906661157699165,68.51100759910253,28.99278029470428,68.80329116303979,12700800,6714400
2015-05-01,29.3587589263916,69.82630157470703,29.373112107034263,69.87014774946176,29.064525567190284,69.24173980150196,29.121938289760926,69.53402347552819,10848300,4622300
2015-05-04,29.394657135009766,70.11128234863281,29.49512671874534,70.33049651576394,29.258305948167322,69.60709868398777,29.337247117556938,69.7459291199795,10204800,3729400
2015-05-05,29.24394416809082,69.7239990234375,29.523824422728083,70.2720287894305,29.19370939098106,69.5924716566053,29.523824422728083,70.16242172126248,11721300,3502800
2015-05-06,29.179357528686523,69.76785278320312,29.4879441663957,70.12589737496711,28.98559363494424,69.38057369024474,29.452062572204202,70.08935982332179,11906900,3376400
2015-05-07,29.208065032958984,69.52670288085938,29.35876937696785,69.90666768928546,29.071711137111688,69.38055828158285,29.08606432286352,69.52670288085938,13834700,3157400
2015-05-08,29.409011840820312,70.5497055053711,29.54536303469637,70.5935461056408,29.315717477857234,69.81899910168977,29.42336503032163,70.08205385300285,11144400,5231600
2015-05-11,29.38030242919922,70.40355682373047,29.703242315667755,70.9515865949191,29.337245602730544,70.23549748248034,29.4090088052388,70.34509897684038,10113500,3070300
2015-05-12,29.20088768005371,70.29395294189453,29.394651585357575,70.4254803159376,29.078889705005157,69.41710749817236,29.25830042425796,70.14781389288996,12384500,4229900
2015-05-13,29.45924186706543,70.44742584228516,29.681712161940794,70.84931112657917,29.222421122602455,70.27205224474154,29.243949534574398,70.34512178962692,13183700,3739800
2015-05-14,29.78216552734375,71.60920715332031,29.853928686590887,71.60920715332031,29.609930112525955,70.68851578610649,29.63863647126043,70.76158529068152,9961000,4018500
2015-05-15,29.796527862548828,71.76998901367188,29.91852581827414,71.93074532599749,29.731939904344284,71.42655608731222,29.746293088121945,71.4850139417666,8479000,3809500
2015-05-18,29.653005599975586,71.64575958251953,29.775006321422634,71.85035646778749,29.60277081396519,71.36808760264417,29.775006321422634,71.61653065964597,11511700,3328300
2015-05-19,29.645824432373047,71.57266998291016,29.70323443162334,71.8576449546153,29.516648512072425,71.29500363415399,29.588411695532784,71.56536693480707,9072000,3323900
2015-05-20,29.674524307250977,71.3827133178711,29.846759758381676,71.85036498962008,29.64582068005388,71.37540469257411,29.688877489644337,71.6092305284486,10965200,2789800
2015-05-21,29.58841323852539,71.02465057373047,29.653001202043868,71.4557701923438,29.473590496446995,70.80544202726914,29.609941647168178,71.17079517955138,9270900,3406100
2015-05-22,29.574060440063477,70.33778381347656,29.595591586577765,71.03195250749295,29.452062472706494,70.31586351837969,29.509472475700914,71.03195250749295,11909500,3311100
2015-05-26,29.416179656982422,69.99434661865234,29.552530803822883,70.35239109084448,29.236768956491797,69.78244115454187,29.50947125017272,70.19163483704716,15194300,3806200
2015-05-27,29.509471893310547,70.42546081542969,29.566884632762033,70.57160539881482,29.301357556774146,69.9358890044926,29.3802959671348,70.14048584638596,9863100,4028200
2015-05-28,29.523834228515625,70.92235565185547,29.638657005415606,71.16349008227512,29.33724824264976,70.09665949372247,29.566893796449722,70.54969943194905,9395200,5321700
2015-05-29,29.394657135009766,70.46202087402344,29.552539473789004,71.05389129506374,29.258305948167322,70.10397628628218,29.552539473789004,71.03197099426188,19628600,5731700
2015-06-01,29.38030242919922,70.12590026855469,29.717595503687544,70.57893470850323,29.337245602730544,69.88476579738007,29.68171390243342,70.57893470850323,12684100,4407000
2015-06-02,29.416179656982422,70.18435668945312,29.53817761927283,70.40356527934772,29.193709402841634,69.68747608090513,29.308532141652034,69.87745574384422,11878600,3959800
2015-06-03,29.33006477355957,70.14974212646484,29.574063470869127,70.6650055455209,29.265476802577908,70.03932693210996,29.495122313270382,70.53250843548506,8153800,3248800
2015-06-04,29.129125595092773,69.2958984375,29.409005889755807,70.38532018143627,29.086066035302142,69.28117902645258,29.215241977083608,69.93630232913338,10145800,4793700
2015-06-05,28.77747917175293,68.49354553222656,29.07889061305683,69.17811314274141,28.763128722844062,68.38313031454005,29.050184240058286,69.0971423575014,15975600,4741200
2015-06-08,28.820528030395508,68.33893585205078,28.892291198656313,68.75851464892204,28.72005849979462,68.26532760584412,28.77746848688539,68.67754389330996,14339300,4466600
2015-06-09,28.8492431640625,68.50826263427734,29.007122729755867,68.69228611890965,28.784655197954685,68.25063087898232,28.827712016966412,68.30951974189291,10772700,3411900
2015-06-10,28.94253158569336,68.9646224975586,29.093235896612494,69.25169859938924,28.906647260397666,68.55240619507275,28.935353625598356,68.729072731545,11979900,3892000
2015-06-11,29.0148983001709,69.25904846191406,29.12343394066614,69.4062705606949,28.964249070653384,69.11183197908205,29.022135481631114,69.19280272942432,11944900,3020100
2015-06-12,28.913602828979492,69.0014419555664,29.029372902722276,69.24435429511907,28.82677596371647,68.78061715084198,28.971489245939026,69.16338351526818,15568600,3748500
2015-06-15,28.645872116088867,68.19174194335938,28.84123454484799,68.76589431624778,28.631400518383558,68.11813367277516,28.819528528377543,68.65547910239593,11364800,7203000
2015-06-16,29.000411987304688,68.8615951538086,29.05829560323643,68.97936727215829,28.65309925101689,68.14758308347437,28.674808022143836,68.28743712301765,12517400,2728700
2015-06-17,29.13788604736328,69.22962188720703,29.17406364993007,69.39155780054796,28.949758097737348,68.64074461995882,29.00041005353983,68.87629440366814,13898400,3108900
2015-06-18,29.41284942626953,70.09823608398438,29.477970234068856,70.31169840801599,29.058302192656566,69.28117127147826,29.058302192656566,69.43575034195891,16314600,4035400
2015-06-19,29.231958389282227,69.82588195800781,29.41284921406696,70.15712203377473,29.231958389282227,69.72282924039358,29.369434422455644,69.8406013679733,23550600,5463300
2015-06-22,29.289844512939453,70.37055969238281,29.528621746879193,70.57666503889743,29.275372914502938,69.92890457614443,29.31155053050664,69.92890457614443,8775900,3626700
2015-06-23,29.217491149902344,70.37055969238281,29.318789585262586,70.47361236564012,29.166841932222226,70.03195724940174,29.25366876822024,70.37792220217248,11094900,3679900
2015-06-24,29.080005645751953,70.14238739013672,29.268133634003856,70.49570931209264,29.080005645751953,70.12030547200831,29.21024724987259,70.12030547200831,10385100,4742000
2015-06-25,28.957000732421875,69.80379486083984,29.188540744700962,70.65766097434337,28.957000732421875,69.80379486083984,29.145125957333136,70.4809999880929,10607600,4426400
2015-06-26,28.942533493041992,69.8626708984375,29.195779557036076,70.26015664051764,28.942533493041992,69.80378204185138,29.014888722704566,70.00252491289145,16215600,5119600
2015-06-29,28.50840187072754,68.9646224975586,28.928067248752505,69.75224255416181,28.50840187072754,68.91309616174155,28.797825603116166,69.48724836540283,15500800,3625600
2015-06-30,28.38538932800293,68.70700073242188,28.660344168415172,69.70808886824375,28.30579691944872,68.6481174895711,28.660344168415172,69.56823484852866,14621300,4188500
2015-07-01,28.580753326416016,69.57559204101562,28.653108559881154,69.61239898191137,28.421568500582435,68.8615856848142,28.493926494222805,69.04560915739152,11177400,4808600
2015-07-02,28.573514938354492,69.67865753173828,28.805054965492918,69.91420737626932,28.47221376132844,69.34741187739849,28.6748133552057,69.6344880749222,8975900,3209600
2015-07-06,28.52286148071289,69.48725891113281,28.653103084200826,69.87002523301439,28.378151041437146,69.20018276573407,28.45050626107502,69.222264682157,10252600,4952400
2015-07-07,29.123430252075195,70.95944213867188,29.217494277912444,71.15082809561943,28.508402394300386,69.59030724656604,28.573523218314538,69.76696818285231,20335000,7724800
2015-07-08,28.84123420715332,70.37793731689453,29.108951861129317,70.87111887567974,28.826762609617454,70.3043290510379,28.93529821104894,70.45154558275117,11383700,6055100
2015-07-09,28.88465118408203,69.62712097167969,29.362205703988707,71.65874175676723,28.870182344244384,69.25171711717998,29.275376103909963,71.65137924512482,13392000,9932300
2015-07-10,29.224721908569336,70.33375549316406,29.318785912552915,70.86373824136254,29.05830267701377,69.93626422005325,29.137895083447955,70.23805971766839,13360400,7233600
2015-07-13,29.420087814331055,71.56302642822266,29.499680230177532,71.76176924513982,29.297083360877643,70.78276894676789,29.347732578202617,70.8858216097544,9854200,7263800
2015-07-14,29.78911018371582,71.49681091308594,29.854231013961915,71.75444831563,29.55033564626408,71.20237779466716,29.593750453153447,71.69555944556554,19531000,4479400
2015-07-15,29.760154724121094,70.92264556884766,29.926573926301383,71.65137695149424,29.738445951541394,70.90056365057818,29.77462631911606,71.45263407111817,11252100,5464700
2015-07-16,30.013408660888672,71.32750701904297,30.100235493609834,71.65138454791717,29.919344648671853,71.30542509843238,29.969993864440468,71.46736105489383,10483700,4253000
2015-07-17,29.847000122070312,71.2391586303711,29.897649356008817,71.26860305693191,29.702286842170484,70.70181328949914,29.890414934093133,71.06249768695635,9608300,3573300
2015-07-20,29.94105339050293,71.62926483154297,30.056823420715173,71.75440500889063,29.82528336029069,71.25386114734508,29.919344612217657,71.45996645222588,10024200,3391800
2015-07-21,29.803577423095703,71.34957122802734,30.04235468576898,71.75442505855942,29.73845660238258,71.2833198666903,29.941056244698682,71.75442505855942,13653800,3065400
2015-07-22,29.59375,71.52625274658203,30.093007850791246,71.75444570579408,29.36944430810348,71.25390156035537,29.528629170751067,71.41583752321512,15528600,3371300
2015-07-23,29.550325393676758,71.30540466308594,29.680567008981168,71.67345154365445,29.289842163067934,71.00360352536389,29.658860993155418,71.40109483029185,13522200,2742900
2015-07-24,29.26090431213379,70.7975082397461,29.543096370277137,71.32013421056823,29.239198292344092,70.73125687152752,29.492444390475416,71.1581926615345,10912500,3631700
2015-07-27,29.333255767822266,70.41473388671875,29.362198961201948,70.97416111759411,29.05830095106496,70.17182159081374,29.145127771029166,70.68708499186995,10945700,4783400
2015-07-28,29.340497970581055,70.74598693847656,29.47073961516997,70.83432023041662,29.260905547757208,70.40002189831664,29.41285597322799,70.83432023041662,11021800,4937100
2015-07-29,29.369436264038086,71.05514526367188,29.45626309253017,71.23180623216629,29.297081033657207,70.70182332668305,29.32602146970449,70.79751351462775,8479900,3851100
2015-07-30,29.347732543945312,71.1287612915039,29.485208596499,71.31278479174514,29.22472533046016,70.77543931597357,29.340495364235718,70.79752123745028,9095500,3380700
2015-07-31,29.723983764648438,70.92264556884766,29.825282192094587,71.52624233733336,29.49967813232115,70.81223036154951,29.579270542507448,71.52624233733336,15309500,5049600
2015-08-03,30.056827545166016,71.73233795166016,30.06406196547033,71.75442548286973,29.550332558419605,70.79013879425021,29.557566978723923,70.80486381505659,14672600,3711100
2015-08-04,30.281126022338867,71.99734497070312,30.295597621003818,72.13720461348665,29.912109916995927,71.5336078199302,30.03511436538517,71.62194111262784,17559900,3955000
2015-08-05,30.476486206054688,73.0131607055664,30.54884419401844,73.13093281728464,30.25941776251345,72.0562363240816,30.33177299030219,72.15192651584961,15329200,4320400
2015-08-06,30.331783294677734,72.98371124267578,30.570560595813514,74.05840766179698,30.288371247326463,72.94690430132852,30.389669704714027,73.35912070380502,11378900,6224000
2015-08-07,30.223243713378906,72.94688415527344,30.367956946199982,73.20451582570077,30.049587281958548,72.66717057251651,30.25218691197819,72.88063841828465,10886700,4608300
2015-08-10,30.158119201660156,72.93954467773438,30.382424823059775,73.38856242338514,30.085763974202212,72.79232813841814,30.310066835426834,73.25606529162015,9501900,4753700
2015-08-11,30.013408660888672,72.59359741210938,30.078529475473353,72.68928761710312,29.789103019502488,72.24763230920225,29.955525025799645,72.57887238613992,11254900,3581300
2015-08-12,29.85422134399414,72.41691589355469,29.85422134399414,72.45372283495192,29.55756049344687,71.40110833282989,29.760160099798068,72.16664666309599,9602200,3743300
2015-08-13,29.73845672607422,72.71873474121094,29.941056369233,73.04261793308848,29.67333590509024,72.15930166868213,29.86869836804218,72.43165849966572,10270900,4190600
2015-08-14,29.847000122070312,73.04261016845703,29.847000122070312,73.0720489864509,29.63716600422437,72.65247563064413,29.67334363415527,72.74817144495456,9904800,3375600
2015-08-17,29.919349670410156,73.50635528564453,29.991707676635247,73.67565377912877,29.64439752728195,72.68929040748424,29.687809570841296,72.74081676845145,8272800,3253100
2015-08-18,29.883169174194336,73.4400863647461,30.049588432247685,73.91854852575571,29.803576755087203,73.24134348159329,29.868697574340725,73.24134348159329,11199400,4578500
2015-08-19,29.506912231445312,72.86592102050781,29.83975346681357,73.37382752100757,29.506912231445312,72.60828932313468,29.76739547643999,73.15299714271643,15796500,3903500
2015-08-20,29.340497970581055,72.12247467041016,29.535860437464425,72.57884924280364,29.24643394722782,72.12247467041016,29.318791949874758,72.36538136193082,14218000,3956800
2015-08-21,28.602466583251953,70.84902954101562,29.282618094730843,71.84275506593336,28.587994980861342,70.73861434581363,29.058312397940327,71.54831641737808,28036200,7514400
2015-08-24,27.770360946655273,67.59548950195312,28.17555463864591,67.96353637200717,26.453475927335678,56.29645171448397,27.488171693968933,67.41146606692611,44065300,13366900
2015-08-25,27.4881649017334,65.98344421386719,28.421559254555294,69.29586613470771,27.44475011967276,65.91719847110623,28.313026439665194,69.29586613470771,31363700,8258100
2015-08-26,28.023611068725586,68.08131408691406,28.095969067200954,68.18436676978547,27.415817682409582,66.02025481353604,28.03808266842066,67.51452433112136,23523300,7614100
2015-08-27,28.41433334350586,68.89837646484375,28.49392575435597,69.18545258885123,27.929544459316617,67.61757486419883,28.26238570106937,68.82476821026873,18871600,6690000
2015-08-28,28.544574737548828,68.84687042236328,28.559046335784046,69.07505776360462,28.25514829319473,68.29479992636536,28.298563087900387,68.45674150374366,14503900,6002300
2015-08-31,28.450511932373047,68.40518188476562,28.544575944792676,68.69962046264224,28.262386667709045,68.19171405620378,28.327507482434132,68.41254439359845,12673300,5328000
2015-09-01,28.038074493408203,67.22746276855469,28.2406713097176,67.83842210367307,27.886126881176157,66.89621711671825,27.980188111505743,67.07288371074485,23703200,8367800
2015-09-02,28.14662742614746,67.97888946533203,28.26963192323592,68.3646305521343,27.900615671794235,67.40770311617977,28.240688714446996,67.78601892193089,14054800,5935400
2015-09-03,28.33474349975586,68.3423843383789,28.464985136551235,68.80230474715964,28.103203425491955,68.1569333821871,28.146618224482214,68.24595187858422,13311600,3774100
2015-09-04,27.87166404724121,67.44479370117188,28.067026507312878,67.9047140507047,27.770365607243047,67.23708956251618,27.987434087264184,67.50413935779159,15450500,5653600
2015-09-08,28.14662742614746,68.52041625976562,28.240688714446996,68.54266946733937,27.929556120406847,67.9343906024314,28.124918639467612,68.1940207899811,15273900,3638200
2015-09-09,27.712474822998047,67.37803649902344,28.370917338995223,69.04709494960876,27.640119594496174,67.13323990132102,28.305796529273525,69.01742212023451,13764600,4474400
2015-09-10,27.799299240112305,67.54864501953125,27.965721219559338,68.0233989481843,27.676294810283835,67.08131071275152,27.7197095997276,67.13323674683815,14952500,3928100
2015-09-11,27.8284969329834,67.96406555175781,27.87228507430367,67.97889913743167,27.616844969640983,67.27418779789058,27.740915082166193,67.44479950095203,11802300,4062600
