Ticker,CL=F,CL=F,CL=F,CL=F,CL=F,RB=F,RB=F,RB=F,RB=F,RB=F,HO=F,HO=F,HO=F,HO=F,HO=F,PSX,PSX,PSX,PSX,PSX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,
2015-01-02,53.7599983215332,55.11000061035156,52.029998779296875,52.689998626708984,268708.0,1.4805999994277954,1.507200002670288,1.4286999702453613,1.43340003490448,42774.0,1.8532999753952026,1.8774000406265259,1.7870999574661255,1.795699954032898,46068.0,48.27428189167771,48.840546654388056,47.82935516967455,48.732688903808594,2545200.0
2015-01-05,52.61000061035156,52.72999954223633,49.68000030517578,50.040000915527344,375782.0,1.4402999877929688,1.4404000043869019,1.3615000247955322,1.3813999891281128,46187.0,1.7955000400543213,1.7996000051498413,1.7386000156402588,1.7491999864578247,66059.0,48.024870490092624,48.26081422809692,45.260947109497174,45.786766052246094,5886000.0
2015-01-06,50.0,50.369998931884766,47.54999923706055,47.93000030517578,451642.0,1.375,1.398900032043457,1.3437000513076782,1.3543000221252441,61161.0,1.75,1.7628999948501587,1.7024999856948853,1.726199984550476,73014.0,45.611498775430526,46.35303847894443,44.505924224853516,44.505924224853516,5793500.0
2015-01-07,48.0,49.310001373291016,46.83000183105469,48.650001525878906,460083.0,1.3451000452041626,1.3674999475479126,1.3109999895095825,1.3375999927520752,56396.0,1.7020000219345093,1.725600004196167,1.6714999675750732,1.6999000310897827,75085.0,45.01151036778246,45.76653534568108,44.425022480917015,44.701412200927734,5556700.0
2015-01-08,48.779998779296875,49.650001525878906,47.72999954223633,48.790000915527344,362081.0,1.3345999717712402,1.3529000282287598,1.3127000331878662,1.34089994430542,62629.0,1.6970000267028809,1.719499945640564,1.6765999794006348,1.7109999656677246,67237.0,45.23399533330708,46.447427993436776,44.89693127695875,46.4406852722168,5432700.0
2015-01-09,48.91999816894531,49.61000061035156,47.15999984741211,48.36000061035156,421007.0,1.3413000106811523,1.3602999448776245,1.2935999631881714,1.323199987411499,63319.0,1.708799958229065,1.7346999645233154,1.6753000020980835,1.7029999494552612,70568.0,46.049665632203535,46.177751552402185,44.96431952732718,45.37553787231445,4438000.0
2015-01-12,48.189998626708984,48.189998626708984,45.619998931884766,46.06999969482422,394946.0,1.319200038909912,1.327299952507019,1.267300009727478,1.2745000123977661,54023.0,1.7032999992370605,1.7094999551773071,1.6470999717712402,1.654099941253662,58402.0,44.81603503234633,44.842995628343346,43.029594670995564,43.30598449707031,5232300.0
2015-01-13,45.689998626708984,46.790000915527344,44.20000076293945,45.88999938964844,476541.0,1.274999976158142,1.2841999530792236,1.2265000343322754,1.2684999704360962,57698.0,1.6512999534606934,1.656000018119812,1.6030999422073364,1.6330000162124634,71067.0,43.353155906883835,43.67673950444205,41.37122115850183,41.458858489990234,8886400.0
2015-01-14,46.15999984741211,48.90999984741211,45.0099983215332,48.47999954223633,510252.0,1.263800024986267,1.3595000505447388,1.2436000108718872,1.3507000207901,62563.0,1.6230000257492065,1.6646000146865845,1.5889999866485596,1.6552000045776367,68967.0,40.87911563674961,41.10831922669103,38.647753923078305,40.056678771972656,11611100.0
2015-01-15,48.599998474121094,51.27000045776367,46.06999969482422,46.25,478340.0,1.3545000553131104,1.4148999452590942,1.2920000553131104,1.299399971961975,64790.0,1.6480000019073486,1.7170000076293945,1.6126999855041504,1.6232999563217163,55561.0,40.6094651726698,40.78473729234222,39.557824739853814,39.8342170715332,5531100.0
2015-01-16,46.349998474121094,48.869998931884766,45.95000076293945,48.689998626708984,175626.0,1.295199990272522,1.3633999824523926,1.2857999801635742,1.3588000535964966,51855.0,1.6154999732971191,1.6720000505447388,1.611299991607666,1.6655999422073364,43056.0,39.773550534233195,41.17573795692389,39.773550534233195,41.007205963134766,4978600.0
2015-01-20,48.689998626708984,48.77000045776367,45.88999938964844,46.38999938964844,438892.0,1.3598999977111816,1.3688000440597534,1.309999942779541,1.3128000497817993,39075.0,1.6655999422073364,1.6678999662399292,1.6191999912261963,1.6266000270843506,46058.0,41.6543519276616,42.94867589990184,41.18246201510158,42.888004302978516,7995200.0
2015-01-21,46.689998626708984,48.20000076293945,46.54999923706055,47.779998779296875,340252.0,1.3134000301361084,1.343500018119812,1.298799991607666,1.3255000114440918,36529.0,1.6309000253677368,1.6618000268936157,1.6167999505996704,1.646399974822998,36773.0,43.32620081420558,44.910405601409515,42.94195066241543,44.66097640991211,7109000.0
2015-01-22,47.349998474121094,49.09000015258789,45.869998931884766,46.310001373291016,426829.0,1.3172999620437622,1.3550000190734863,1.3049999475479126,1.3308000564575195,29920.0,1.6376999616622925,1.684000015258789,1.6335999965667725,1.6378999948501587,31993.0,45.05869700225672,45.564292822173535,44.47220914279267,45.37553787231445,5501500.0
2015-01-23,46.630001068115234,47.7599983215332,45.209999084472656,45.59000015258789,374289.0,1.3312000036239624,1.367400050163269,1.3312000036239624,1.3479000329971313,24178.0,1.642699956893921,1.6715999841690063,1.6380000114440918,1.6467000246047974,29672.0,45.48339972836113,46.64290027140402,45.146335856229435,46.19123077392578,4667600.0
2015-01-26,45.20000076293945,46.40999984741211,44.349998474121094,45.150001525878906,310638.0,1.3468999862670898,1.3569999933242798,1.3105000257492065,1.3166999816894531,24672.0,1.645900011062622,1.6857000589370728,1.6299999952316284,1.639799952507019,37690.0,46.272136997952906,46.54178917699489,45.57778610857139,46.110347747802734,4149700.0
2015-01-27,45.130001068115234,46.54999923706055,44.810001373291016,46.22999954223633,313141.0,1.3179999589920044,1.3640999794006348,1.2990000247955322,1.350100040435791,16650.0,1.639799952507019,1.6655000448226929,1.621000051498413,1.6627999544143677,23148.0,45.638463481812046,47.04065095430582,45.51712023624646,46.919307708740234,4407900.0
2015-01-28,45.83000183105469,45.83000183105469,44.08000183105469,44.45000076293945,365440.0,1.364400029182434,1.3799999952316284,1.3410999774932861,1.3450000286102295,25256.0,1.6532000303268433,1.6552000045776367,1.622499942779541,1.6318000555038452,29988.0,47.05412523879367,47.229394773910805,46.056413773661646,46.09012222290039,6039300.0
2015-01-29,44.43000030517578,44.959999084472656,43.58000183105469,44.529998779296875,300732.0,1.350000023841858,1.3650000095367432,1.3265000581741333,1.353700041770935,19502.0,1.6222000122070312,1.6434999704360962,1.6122000217437744,1.618399977684021,28639.0,47.1552429996667,47.65410133238484,46.278879844349426,47.512535095214844,5810100.0
2015-01-30,44.630001068115234,48.349998474121094,44.310001373291016,48.2400016784668,454142.0,1.3600000143051147,1.4474999904632568,1.3359999656677246,1.4151999950408936,58843.0,1.6195000410079956,1.7196999788284302,1.6050000190734863,1.6863000392913818,71418.0,47.00693774829086,48.0450901224343,46.40695922361559,47.40467071533203,5793200.0
2015-02-02,47.59000015258789,50.560001373291016,46.66999816894531,49.56999969482422,511409.0,1.4730000495910645,1.5679999589920044,1.4500999450683594,1.544600009918213,62563.0,1.6907000541687012,1.7769999504089355,1.67330002784729,1.7575000524520874,70834.0,48.072049672441054,49.07650375366211,47.236132677045426,49.07650375366211,4818900.0
2015-02-03,49.790000915527344,54.2400016784668,49.689998626708984,53.04999923706055,644919.0,1.5506999492645264,1.6260000467300415,1.5450999736785889,1.6013000011444092,69820.0,1.7675000429153442,1.8746999502182007,1.7654999494552612,1.846500039100647,69544.0,49.69670547658608,50.51914226907669,49.43379602891283,50.47869110107422,6683000.0
2015-02-04,51.66999816894531,52.560001373291016,47.95000076293945,48.45000076293945,577515.0,1.5755000114440918,1.593500018119812,1.4642000198364258,1.4816999435424805,67624.0,1.829800009727478,1.8522000312805176,1.7484999895095825,1.7666000127792358,68864.0,49.77085760521703,50.6472206750966,49.05627862697346,50.1685905456543,5353000.0
2015-02-05,48.66999816894531,52.099998474121094,47.36000061035156,50.47999954223633,596851.0,1.4979000091552734,1.559999942779541,1.4645999670028687,1.5247999429702759,56980.0,1.7719999551773071,1.8372000455856323,1.7417999505996704,1.805899977684021,64465.0,50.76183843764947,51.15957147309468,50.10793348075578,50.70116424560547,3014400.0
2015-02-06,50.86000061035156,53.15999984741211,50.720001220703125,51.689998626708984,584976.0,1.5369999408721924,1.5841000080108643,1.5245000123977661,1.5591000318527222,69603.0,1.8157000541687012,1.8668999671936035,1.8070000410079956,1.8391000032424927,64500.0,50.77531703823836,51.651685431375995,50.62700806618232,51.3011360168457,3592200.0
2015-02-09,52.0099983215332,53.9900016784668,51.650001525878906,52.86000061035156,536364.0,1.559999942779541,1.6064000129699707,1.5529999732971191,1.5781999826431274,60137.0,1.8384000062942505,1.9019999504089355,1.830399990081787,1.8729000091552734,66505.0,51.41572441798408,51.65167325966543,51.02473420755907,51.1865234375,2783100.0
2015-02-10,52.43000030517578,52.650001525878906,49.86000061035156,50.02000045776367,501701.0,1.5780999660491943,1.5893000364303589,1.5389000177383423,1.552299976348877,56812.0,1.8645000457763672,1.8717000484466553,1.8223999738693237,1.8327000141143799,62948.0,50.694408652391004,51.139335470434304,49.77759443022933,51.01124954223633,3340600.0
