Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,BNB-USD,BTC-USD,DOGE-USD,EQQQ.DE,ETH-USD,IWDE.MI,MC.PA,META,RACE,TSLA,BNB-USD,BTC-USD,DOGE-USD,EQQQ.DE,ETH-USD,IWDE.MI,MC.PA,META,RACE,TSLA,BNB-USD,BTC-USD,DOGE-USD,EQQQ.DE,ETH-USD,IWDE.MI,MC.PA,META,RACE,TSLA,BNB-USD,BTC-USD,DOGE-USD,EQQQ.DE,ETH-USD,IWDE.MI,MC.PA,META,RACE,TSLA,BNB-USD,BTC-USD,DOGE-USD,EQQQ.DE,ETH-USD,IWDE.MI,MC.PA,META,RACE,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-11,14.946328163146973,8037.53759765625,0.0023139999248087406,,142.92710876464844,,,,,,15.250237464904785,8218.359375,0.002372999908402562,,146.4809112548828,,,,,,14.779474258422852,8029.64208984375,0.0022960000205785036,,142.2079620361328,,,,,,15.020984649658203,8162.19091796875,0.0023509999737143517,,143.4091033935547,,,,,,201663503,25521165085,94203409,,9332208590,,,,,
2020-01-12,15.322083473205566,8192.494140625,0.002380999969318509,,145.87393188476562,,,,,,15.472108840942383,8200.0634765625,0.0024129999801516533,,146.14585876464844,,,,,,14.869891166687012,8009.05908203125,0.0023129999171942472,,142.7076416015625,,,,,,14.94620132446289,8033.26171875,0.0023129999171942472,,143.0325469970703,,,,,,231150158,22903438381,79426215,,8528167453,,,,,
2020-01-13,15.227272033691406,8144.1943359375,0.0023580000270158052,193.55966186523438,144.22659301757812,57.849998474121094,390.3490295410156,220.55039978027344,167.3295135498047,34.990665435791016,15.355386734008789,8197.7880859375,0.002406999934464693,193.65728718145445,146.79122924804688,57.869998931884766,391.49240689760916,220.61002974429184,167.3295135498047,35.04199981689453,14.991215705871582,8079.70068359375,0.0023270000237971544,193.26680081210608,142.90713500976562,57.689998626708984,387.55919995672207,217.86694524233812,165.28458761381677,32.79999923706055,15.322260856628418,8189.77197265625,0.002380999969318509,193.26680081210608,146.2201385498047,57.790000915527344,388.33667422761664,218.25455517375877,165.8126256346253,32.900001525878906,211785744,22482910688,83849846,7542.0,8378529470,43434.0,375035.0,14463400.0,375600.0,397764000.0
2020-01-14,16.626121520996094,8827.7646484375,0.002469999948516488,194.3991241455078,165.95535278320312,57.9900016784668,394.2365417480469,217.7178192138672,164.69895935058594,35.861331939697266,16.790660858154297,8879.51171875,0.0025140000507235527,195.1996097642163,167.68154907226562,58.04999923706055,394.51094116815506,221.0174848874671,167.12311475553855,36.49399948120117,15.194400787353516,8140.93310546875,0.0023399998899549246,193.7743610583197,144.06492614746094,57.72999954223633,387.46775287865785,217.2904610987737,164.36293113729593,34.99333190917969,15.215287208557129,8140.93310546875,0.0023580000270158052,194.18436043783126,144.2510528564453,57.93000030517578,391.1265606907047,220.25219842323844,166.73429006126952,36.284000396728516,299316969,44841784107,128635383,10657.0,16712318373,54069.0,513855.0,13288900.0,483700.0,434943000.0
2020-01-15,17.65481185913086,8807.0107421875,0.0023690001107752323,194.16493225097656,166.23068237304688,58.13999938964844,394.64813232421875,219.79501342773438,165.6878204345703,34.56666564941406,18.096269607543945,8890.1171875,0.00254100002348423,194.4773214029797,170.42567443847656,58.13999938964844,396.706211528313,220.32176491779666,166.40306331260683,35.85599899291992,16.39442253112793,8657.1875,0.002363000065088272,193.63779417638958,161.109619140625,57.83000183105469,392.36137765300293,218.79120713192296,164.96777254948813,34.452667236328125,16.603866577148438,8825.34375,0.0024679999332875013,194.2625575848612,165.734619140625,57.900001525878906,395.7000338900809,219.25832866692897,166.052649384157,35.31733322143555,380806616,40102834650,128940321,4664.0,15173694057,23305.0,429805.0,10036500.0,983400.0,260532000.0
2020-01-16,17.076946258544922,8723.7861328125,0.0023449999280273914,194.80918884277344,164.39100646972656,58.22999954223633,395.0598449707031,220.41122436523438,166.4846649169922,34.232666015625,17.66079330444336,8846.4609375,0.0024240000639110804,195.0825218540939,167.0581512451172,58.27000045776367,397.8497032201831,221.2659557708827,166.4846649169922,34.297332763671875,16.439847946166992,8612.095703125,0.0022929999977350235,194.28205086252171,159.7096405029297,58.13999938964844,392.9560412342703,219.039674741792,163.76287763351303,32.81133270263672,17.64640235900879,8812.4814453125,0.0023719999007880688,194.535855831453,166.33282470703125,58.20000076293945,395.70014762848376,221.2063258160024,165.6878102153864,32.91666793823242,260423404,31313981931,98124199,8829.0,13735193018,31843.0,442227.0,10015300.0,495300.0,326050500.0
2020-01-17,18.13519859313965,8929.0380859375,0.0024900001008063555,196.65420532226562,170.7799530029297,58.54999923706055,401.599853515625,220.77896118164062,166.99349975585938,34.03333282470703,18.361831665039062,8958.1220703125,0.0025160000659525394,197.48397587246765,173.0692138671875,58.779998779296875,401.599853515625,220.9280360746828,168.39518470052457,34.37799835205078,17.088930130004883,8677.31640625,0.002309999894350767,195.97087275502838,162.77560424804688,58.45000076293945,395.7457670043164,219.17882494669027,166.4558663716365,33.54399871826172,17.1127986907959,8725.2099609375,0.002345999935641885,196.0684980770049,164.4893798828125,58.4900016784668,397.8953220280549,220.66963453830988,168.00156967598275,33.840667724609375,347229168,36372139320,117752841,10085.0,14997091826,22307.0,519809.0,15905900.0,190800.0,204436500.0
2020-01-18,17.82391929626465,8942.80859375,0.002506999997422099,,175.3656768798828,,,,,,18.31447982788086,9012.1982421875,0.00253800000064075,,178.52877807617188,,,,,,17.555156707763672,8827.33203125,0.002452000044286251,,166.7890167236328,,,,,,18.12964630126953,8927.2119140625,0.0024900001008063555,,170.7477264404297,,,,,,257317647,32337772627,108133943,,14929342256,,,,,
2020-01-19,17.369253158569336,8706.2451171875,0.0024049999192357063,,166.9698486328125,,,,,,18.437755584716797,9164.3623046875,0.002570000011473894,,177.2476348876953,,,,,,16.84107208251953,8620.080078125,0.0023590000346302986,,163.67686462402344,,,,,,17.830989837646484,8941.4453125,0.0025140000507235527,,175.46759033203125,,,,,,266285621,34217320471,108085147,,13713374132,,,,,
2020-01-20,17.325275421142578,8657.642578125,0.0023739999160170555,197.53280639648438,167.12051391601562,58.59000015258789,393.0931091308594,,,,17.55373764038086,8745.5908203125,0.002423000056296587,197.58160416635266,169.11488342285156,58.59000015258789,400.8680746401376,,,,16.864423751831055,8560.4736328125,0.0023590000346302986,197.14231996879914,162.33160400390625,58.4900016784668,391.9954557755205,,,,17.39252471923828,8704.6318359375,0.0024049999192357063,197.19113263420155,166.9041290283203,58.56999969482422,400.8680746401376,,,,245125919,26422375678,92022277,2599.0,11144529787,41855.0,345795.0,,,
2020-01-21,18.127666473388672,8745.89453125,0.0023759999312460423,197.7768096923828,169.69715881347656,58.529998779296875,388.70263671875,220.083251953125,167.19509887695312,36.47999954223633,18.146684646606445,8755.7060546875,0.0024029999040067196,197.7768096923828,169.9101104736328,58.5099983215332,389.75453846468093,221.00754661588667,167.33911723140278,36.571998596191406,17.16921615600586,8544.5205078125,0.0023350000847131014,196.21489412916227,165.81971740722656,58.22999954223633,377.4060611262532,217.77745918379807,164.8237402045714,35.227333068847656,17.32768440246582,8658.9912109375,0.0023739999160170555,196.45894250494482,167.0604705810547,58.33000183105469,383.9004510871392,220.79884176668858,165.466995818841,35.349998474121094,295922233,24097418512,84321565,14364.0,9789369362,41125.0,674294.0,14275800.0,362800.0,267052500.0
2020-01-22,17.79836082458496,8680.8759765625,0.002322999993339181,198.8506317138672,168.29415893554688,58.56999969482422,387.33056640625,219.9639892578125,166.20623779296875,37.97066879272461,18.35371208190918,8792.994140625,0.0023990001063793898,199.48516648599468,171.00869750976562,58.7400016784668,390.8064227806922,221.3852204306161,168.2799790846966,39.633331298828125,17.598785400390625,8636.7470703125,0.002319999970495701,198.31372225915382,166.77423095703125,58.529998779296875,387.0561390622745,219.9242258435066,165.68780979474218,37.27333450317383,18.124231338500977,8744.2109375,0.0023759999312460423,198.7530212919852,169.60853576660156,58.68000030517578,390.02892051116214,220.94791386504602,168.01116239681457,38.125999450683594,237634401,22600204051,82852580,7949.0,9209827928,22833.0,427634.0,12212800.0,276500.0,470535000.0
2020-01-23,17.021404266357422,8406.515625,0.002268000040203333,198.70419311523438,162.92855834960938,58.15999984741211,376.8114013671875,218.41354370117188,165.38058471679688,38.14666748046875,17.817012786865234,8687.7470703125,0.0023580000270158052,198.99705414907325,168.31224060058594,58.43000030517578,385.4095923321563,220.1329550572462,165.9854295978864,38.79999923706055,16.7874755859375,8333.6376953125,0.0022380000445991755,197.33751325582995,160.29531860351562,58.06999969482422,376.53697409037466,217.9265555953113,163.91168827650318,37.040000915527344,17.81135368347168,8680.650390625,0.002322999993339181,197.97204797840266,168.2957000732422,58.38999938964844,382.2081361707171,219.39748351483465,165.09257729666948,37.616668701171875,221009513,25770680779,91866620,7375.0,10396868698,126298.0,663493.0,11195000.0,268500.0,294765000.0
2020-01-24,17.047409057617188,8445.4345703125,0.00227600010111928,199.82679748535156,163.05117797851562,58.349998474121094,380.7904357910156,216.60470581054688,165.59182739257812,37.654666900634766,17.395034790039062,8514.6669921875,0.0022929999977350235,200.80299094145542,164.3094482421875,58.70000076293945,386.3701236377535,220.42117487434803,167.06552908413263,38.25733184814453,16.48969841003418,8266.8408203125,0.002211000071838498,199.6315617732368,156.74974060058594,58.290000915527344,379.6013343432064,214.78591621796195,164.99659242636366,36.95066833496094,17.031307220458984,8405.5673828125,0.002268000040203333,200.11965850128874,162.8993682861328,58.54999923706055,381.5222141480821,219.4471834827665,166.83991346800082,38.04199981689453,213341615,24397913026,86865882,1449.0,10657671162,18856.0,537172.0,11905800.0,196800.0,215304000.0
2020-01-25,16.976106643676758,8367.84765625,0.002256999956443906,,161.283935546875,,,,,,17.109012603759766,8458.453125,0.00227600010111928,,163.22723388671875,,,,,,16.603246688842773,8296.21875,0.0022350000217556953,,158.63247680664062,,,,,,17.04941177368164,8440.119140625,0.00227600010111928,,163.06729125976562,,,,,,208315919,19647331549,82421399,,8256956802,,,,,
2020-01-26,17.43863296508789,8596.830078125,0.002305000089108944,,168.0771026611328,,,,,,17.494525909423828,8602.4013671875,0.0023070001043379307,,168.22032165527344,,,,,,16.873783111572266,8325.498046875,0.002240000059828162,,160.2811279296875,,,,,,16.973331451416016,8364.41015625,0.002257999964058399,,161.17681884765625,,,,,,248646036,22177678796,73458474,,9261861590,,,,,
2020-01-27,17.691341400146484,8909.8193359375,0.002368000103160739,194.3015594482422,170.93089294433594,57.130001068115234,366.7954406738281,213.55348205566406,161.33872985839844,37.201332092285156,17.89511489868164,8977.7265625,0.0024129999801516533,196.11728006398022,172.92291259765625,57.630001068115234,370.9573229121885,214.73619332662793,161.93396474628256,37.62933349609375,17.279787063598633,8597.30859375,0.00228299992159009,193.28632470081726,166.90109252929688,56.849998474121094,364.2800105943941,211.19800794931302,159.97063596824756,35.95199966430664,17.443195343017578,8597.30859375,0.0023040000814944506,195.58038552290324,168.00885009765625,57.5,368.53336860035824,211.79433780258327,160.7146795781027,36.132667541503906,227584506,28647338393,89023414,32657.0,11004476145,81608.0,1193045.0,13810700.0,453900.0,204121500.0
2020-01-28,18.115135192871094,9358.58984375,0.0024500000290572643,197.04469299316406,176.3703155517578,57.65999984741211,376.857177734375,216.4556121826172,164.41094970703125,37.793331146240234,18.115135192871094,9358.58984375,0.0024500000290572643,197.04469299316406,176.3703155517578,57.68000030517578,376.857177734375,217.39980374418147,165.19820916946352,38.45399856567383,17.499954223632812,8908.447265625,0.002363000065088272,194.55539622193896,170.73806762695312,57.09000015258789,366.70398119795453,212.21178503509026,162.68283168533748,37.2053337097168,17.683528900146484,8912.5244140625,0.002365000080317259,195.580402527212,170.88485717773438,57.29999923706055,368.16750980117945,214.81572766096295,162.74043317782508,37.89933395385742,257579475,34398744403,91528771,4380.0,11772875064,28789.0,911017.0,13413800.0,241100.0,176827500.0
2020-01-29,17.912776947021484,9316.6298828125,0.0023900000378489494,197.87445068359375,175.0503387451172,57.810001373291016,372.8325500488281,221.86227416992188,165.7550048828125,38.732666015625,18.433631896972656,9406.431640625,0.0024709999561309814,198.75303390949983,178.8429718017578,57.90999984741211,384.7694002796963,222.82633223062922,166.25424214761384,39.31999969482422,17.883756637573242,9269.4677734375,0.0023900000378489494,197.19111810491106,175.0503387451172,57.630001068115234,369.9054924102867,217.1115622584338,164.4205168216289,37.82866668701172,18.06624412536621,9357.470703125,0.0024510000366717577,197.7768402555151,176.34788513183594,57.709999084472656,376.8572333659548,220.08324810348307,165.23657689008812,38.37933349609375,221674739,30682598115,80676219,6271.0,10725267311,52707.0,1050070.0,33181300.0,283100.0,267022500.0
2020-01-30,18.590408325195312,9508.9931640625,0.0024399999529123306,196.5078125,184.6904754638672,57.25,364.8745422363281,208.24620056152344,165.59182739257812,42.72066879272461,18.703235626220703,9553.1259765625,0.002445999998599291,196.8006736155018,186.26048278808594,57.400001525878906,370.3627530333082,210.13455312362944,165.66863426715636,43.391998291015625,17.730592727661133,9230.8974609375,0.0023709998931735754,195.58043138052358,172.3746337890625,57.04999923706055,363.5939652999295,203.49548901531762,163.24926899088922,41.20000076293945,17.92017936706543,9316.0166015625,0.002391000045463443,195.58043138052358,174.91770935058594,57.09000015258789,365.9264437228526,205.2645816748521,163.67169947636276,42.16133117675781,264686498,32378792851,83967914,1635.0,12604789338,37500.0,919787.0,48775500.0,337300.0,435085500.0
2020-01-31,18.210979461669922,9350.529296875,0.002394000068306923,194.7506103515625,180.16017150878906,56.810001373291016,361.5816650390625,200.67291259765625,162.07798767089844,43.371334075927734,18.840961456298828,9521.7060546875,0.0024580000899732113,198.9970581896211,185.4058380126953,57.58000183105469,366.9326769609391,207.41137071153415,163.61408105529875,43.53333282470703,17.854555130004883,9230.7763671875,0.0023690001107752323,194.43822127031655,176.29681396484375,56.810001373291016,360.48403946181077,199.82811443300605,161.82836169199211,42.167999267578125,18.590301513671875,9508.3134765625,0.0024399999529123306,198.9970581896211,184.73690795898438,57.58000183105469,366.6125256996411,207.15295401089796,162.64442183171957,42.66666793823242,245035922,29432489719,76519295,5344.0,11728616394,49251.0,852171.0,31359900.0,597500.0,235789500.0
2020-02-01,18.218320846557617,9392.875,0.0024220000486820936,,183.6739501953125,,,,,,18.570148468017578,9439.3232421875,0.0024309998843818903,,183.84555053710938,,,,,,18.067001342773438,9313.2392578125,0.0023819999769330025,,179.74517822265625,,,,,,18.202802658081055,9346.357421875,0.002391000045463443,,180.11376953125,,,,,,238461925,25922656496,78730830,,11569697182,,,,,
2020-02-02,18.448184967041016,9344.365234375,0.0024679999332875013,,188.61753845214844,,,,,,18.769256591796875,9468.7978515625,0.0025059999898076057,,193.0803985595703,,,,,,17.89708709716797,9217.82421875,0.0023950000759214163,,180.1739501953125,,,,,,18.20256233215332,9389.8203125,0.0024210000410676003,,183.53250122070312,,,,,,256209045,30835736946,91552515,,14054425389,,,,,
2020-02-03,18.46275520324707,9293.521484375,0.0024399999529123306,196.99586486816406,189.8650665283203,57.029998779296875,362.907958984375,202.93893432617188,163.4508819580078,52.0,18.787670135498047,9540.3720703125,0.002517000073567033,197.7280100436685,193.4368896484375,57.31999969482422,365.14898968264976,203.88311066186054,169.52808831384743,52.409332275390625,18.2275447845459,9248.6337890625,0.0024270000867545605,194.6920474534222,188.0126953125,56.7599983215332,357.6941472736258,201.25928649637166,161.60275598689668,44.90133285522461,18.450679779052734,9344.68359375,0.0024659999180585146,195.6779975940434,188.60740661621094,56.95000076293945,360.9870795164945,202.1935295613705,161.92438384500795,44.91266632080078,227749150,30934096509,78856631,3393.0,12392875241,60586.0,561461.0,15495600.0,544100.0,705975000.0
2020-02-04,18.177366256713867,9180.962890625,0.0025029999669641256,201.6815948486328,189.25059509277344,57.97999954223633,375.5766296386719,208.5443878173828,161.799560546875,59.137332916259766,18.595590591430664,9331.265625,0.0025029999669641256,201.6815948486328,191.1114959716797,57.97999954223633,375.5766296386719,209.30967432653713,162.2795924750742,64.59933471679688,17.904842376708984,9112.8115234375,0.0024019998963922262,198.50896578815912,185.40362548828125,57.43000030517578,365.3777083871276,203.94275065657752,157.84410214632524,55.59199905395508,18.46612548828125,9292.841796875,0.002437999937683344,198.50896578815912,189.86172485351562,57.43000030517578,365.8807832983674,205.35404859424295,161.53074383903638,58.86399841308594,213533737,29893183716,89790002,2227.0,11714191695,25027.0,721603.0,19628900.0,1526600.0,914082000.0
2020-02-05,19.215049743652344,9613.423828125,0.0025820001028478146,202.9506378173828,204.23023986816406,58.380001068115234,379.601318359375,208.8226776123047,161.17552185058594,48.97999954223633,19.407155990600586,9701.2998046875,0.002630000002682209,205.1958860138238,206.8040008544922,58.54999923706055,382.98572682138666,211.42662028096842,163.0476434052605,56.39866638183594,18.170576095581055,9163.7041015625,0.002492000116035342,201.97444424462861,188.752685546875,57.86000061035156,371.6891518849027,207.43126133865994,160.17704725515176,46.94066619873047,18.19530487060547,9183.416015625,0.0025029999669641256,201.97444424462861,189.29910278320312,57.90999984741211,373.7014794745,211.20796698578138,162.76921668850207,54.88399887084961,301486499,35222060874,105741619,4498.0,14865434435,30563.0,851040.0,12538200.0,833700.0,726357000.0
2020-02-06,20.59526252746582,9729.8017578125,0.002652999944984913,205.24468994140625,212.33908081054688,58.75,382.3911437988281,209.5581512451172,162.05877685546875,49.930667877197266,20.79269027709961,9824.619140625,0.00267699989490211,205.4399256685463,214.59771728515625,58.91999816894531,384.2662995683979,209.89606446274115,163.25885663868547,53.05533218383789,19.077112197875977,9539.818359375,0.0025740000419318676,203.34111553461122,201.90406799316406,58.56999969482422,376.9029320304087,208.05739314368702,160.340254402232,45.79999923706055,19.22905731201172,9617.8212890625,0.002583000110462308,204.9030162472628,204.12969970703125,58.869998931884766,382.66557113594223,209.1804746105374,160.89709317957394,46.66133117675781,394704716,37628823716,108711614,1958.0,16425589683,21602.0,576989.0,10567500.0,512700.0,598212000.0
2020-02-07,22.062257766723633,9795.943359375,0.002768999896943569,206.17205810546875,222.72605895996094,58.619998931884766,378.640869140625,211.02906799316406,160.10023498535156,49.871334075927734,22.479801177978516,9834.716796875,0.0027699999045580626,206.17205810546875,223.14093017578125,58.75,381.5678985219471,211.51607125055685,161.5787414499901,51.31666564941406,20.4676513671875,9726.0029296875,0.0026469998992979527,204.75658055156043,212.30419921875,58.439998626708984,374.1130834924641,208.64376355740467,160.05224351458926,48.66666793823242,20.583084106445312,9726.0029296875,0.0026539999525994062,205.48872565484373,212.31588745117188,58.65999984741211,378.8237927750586,209.01150690086425,160.7338806130538,48.70333480834961,485529457,34522718159,130273878,2309.0,16673443564,34900.0,557450.0,12242500.0,396700.0,255952500.0
2020-02-08,21.782419204711914,9865.119140625,0.0031590000726282597,,223.14651489257812,,,,,,22.165306091308594,9876.7490234375,0.003208999987691641,,226.5880889892578,,,,,,20.977909088134766,9678.91015625,0.002722000004723668,,215.38629150390625,,,,,,22.057981491088867,9793.0703125,0.002767000114545226,,222.51097106933594,,,,,,376067881,35172043762,203803814,,16741203125,,,,,
2020-02-09,24.308561325073242,10116.673828125,0.0032319999299943447,,228.5785675048828,,,,,,24.308561325073242,10129.435546875,0.0035310001112520695,,229.86424255371094,,,,,,21.74898910522461,9850.392578125,0.003152000019326806,,222.98223876953125,,,,,,21.757261276245117,9863.89453125,0.0031560000497847795,,222.98223876953125,,,,,,523664695,35807884663,218861527,,15031356241,,,,,
