Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,MTUM,QUAL,SIZE,USMV,VLUE,MTUM,QUAL,SIZE,USMV,VLUE,MTUM,QUAL,SIZE,USMV,VLUE,MTUM,QUAL,SIZE,USMV,VLUE,MTUM,QUAL,SIZE,USMV,VLUE
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,124.65890502929688,96.79887390136719,91.6225814819336,61.96500015258789,77.69146728515625,124.72470986041175,96.83601937006847,91.69607230248208,61.96500015258789,77.80309059402417,124.01032297545773,96.18599137973034,90.80501537662535,61.546257043034075,76.94443161521455,124.37692530398778,96.73387110233338,91.17246247089736,61.75562512524278,77.43386697109412,988300,865300,208000,3253700,332600
2020-01-24,124.10430145263672,95.79596710205078,90.70398712158203,61.67369079589844,77.16767120361328,125.09127332619833,97.01245099669906,91.7236497025473,62.05602049636156,78.12078302644203,123.65311963776703,95.46166499462828,90.25386801193535,61.47342087323623,76.70399465053063,124.9126766399677,97.01245099669906,91.7236497025473,62.04692236906625,78.12078302644203,673700,903100,130400,4984300,284500
2020-01-27,123.0045166015625,94.2080307006836,89.26173400878906,61.23674392700195,75.5705795288086,123.48389630116678,94.7373412020607,89.63836916901832,61.46432214531198,75.97415030219415,122.20553609274653,93.98516498557044,89.15150479777147,61.02737585543292,75.45036779431692,122.27134089966944,94.16160418095392,89.17906210052587,61.081992405383794,75.71654998482731,709500,1150300,71800,3262000,319200
2020-01-28,124.08551788330078,95.05311584472656,90.07931518554688,61.600860595703125,76.33479309082031,124.40511879850378,95.32241528253752,90.39164768907479,61.75561209252718,76.64391088195731,123.35234193825987,94.38451132116506,89.6291961450649,61.35507921516699,75.76807495671953,123.4651481671371,94.73738278203298,89.73943238309901,61.44610909887908,75.92263385228803,917100,909100,125300,5018000,243600
2020-01-29,123.70011901855469,95.18309020996094,89.8037338256836,61.39150619506836,75.51905822753906,124.46149280089305,95.76811543341566,90.39164640322728,61.764730884735826,76.56662328064722,123.4651264021386,94.9695055243843,89.79454572052707,61.39150619506836,75.51905822753906,124.46149280089305,95.51739236187053,90.38245829807076,61.764730884735826,76.54086455820169,761500,684200,231500,3881300,277800
2020-01-30,124.57429504394531,95.3131103515625,90.05175018310547,61.87396240234375,75.56198120117188,124.6776923774937,95.36882502378654,90.07930748814147,61.94678909350009,75.57056962423799,123.15494468597413,94.09662610950281,88.94941593084374,61.17301765395112,74.42855174519619,123.22073516578914,94.45878564850952,89.23418409417613,61.21853607220772,74.88363990199022,858400,925100,98300,6537900,565100
2020-01-31,122.44056701660156,93.14942169189453,88.34313201904297,61.118412017822266,74.1365966796875,124.21711090335447,94.9137926185906,89.7210534139854,61.86486837257883,75.27861444103034,122.05518996539851,92.90798675475689,88.1502238647675,60.95455540603976,73.85324425818203,124.20771636062723,94.9137926185906,89.7210534139854,61.78294353925596,75.27861444103034,894300,957400,122900,4701400,972400
2020-02-03,123.60612487792969,94.07804107666016,89.03209686279297,61.446102142333984,74.48007202148438,123.94451484294297,94.67235447434393,89.54652563995543,61.764710171822955,75.22710763158535,122.9951497696503,93.7437389048662,88.73814056518768,61.38238053643619,74.44572487895756,122.9951497696503,93.79946065668156,88.73814056518768,61.38238053643619,74.52300758740478,805100,1121600,91900,4735300,509600
2020-02-04,125.13827514648438,95.4616928100586,90.46514892578125,61.8648681640625,75.819580078125,125.49545417735507,95.80527607046366,90.73154093353126,62.147062960294704,76.0685853829966,124.44269182479076,95.1273906052278,90.15281638630798,61.819356682971,75.5963269398793,124.74348926427275,95.21096261404787,90.15281638630798,62.05603305297497,75.5963269398793,1169500,680100,75000,4511000,353300
2020-02-05,125.0536880493164,96.62244415283203,91.42050170898438,62.34733581542969,77.44243621826172,126.00306757826439,96.6503014838484,91.46643523222468,62.39285424376928,77.54547107753376,124.65890210034534,95.85169159910133,90.99793992736585,62.11065943444761,76.48073604176149,126.00306757826439,96.4738622743796,91.27352704986437,62.219892550243316,76.48073604176149,1673400,964900,83100,5457600,513700
2020-02-06,125.68347930908203,96.96604919433594,91.42967987060547,62.420135498046875,77.53690338134766,125.80566573792807,97.17963392153733,91.72363616534378,62.54757870805696,78.00916185845449,125.07248979359763,96.6967497925496,91.37456525548919,62.356413893041825,77.47679751876869,125.39207636567734,97.17963392153733,91.72363616534378,62.50206724455854,77.78590870414074,469000,582600,62600,3507500,672900
2020-02-07,125.2040786743164,96.3252944946289,90.7315444946289,62.25630187988281,76.91865539550781,125.73045990547246,96.7060231875317,91.1081797763539,62.45657183941303,77.32222607190624,125.08189225174915,96.12099793926791,90.62131524805335,62.16527197422452,76.85854954270677,125.4860727175251,96.7060231875317,91.1081797763539,62.38374513683175,77.32222607190624,669500,642700,124000,3666500,184400
2020-02-10,126.48243713378906,96.78962707519531,91.08060455322266,62.620418548583984,77.21060180664062,126.48243713378906,96.78962707519531,91.08060455322266,62.620418548583984,77.21060180664062,125.06308674178213,96.01887426782558,90.61210932199282,62.19257041997418,76.6868193868593,125.14768065049236,96.1024462883765,90.61210932199282,62.21077362017362,76.79844922943221,833400,1313100,129300,3075500,393300
2020-02-11,126.58583068847656,96.96604919433594,91.8246841430664,62.729652404785156,77.82024383544922,127.27200516553897,97.35606608598144,92.10027123512248,62.966328709737084,78.05208537750258,126.36964148062636,96.79889808580565,91.62258787668807,62.69323906283836,77.59699726664182,127.0464214157169,97.24463673681159,91.62258787668807,62.79337401690834,77.67427341329514,724900,627100,64700,3124000,783600
2020-02-12,126.91484069824219,97.55107116699219,92.4493408203125,62.8206901550293,78.4900131225586,127.07463398699925,97.6160739753034,92.4860862326251,62.957238468148,78.87640700679034,126.21925725646402,97.1610472323502,92.22887535490771,62.611315148895855,78.36121297746551,127.07463398699925,97.43034660528942,92.29317807433706,62.93902832232646,78.4041419917982,1702500,3387300,72100,4362300,288000
2020-02-13,127.78903198242188,97.31893920898438,92.38504028320312,63.12108612060547,78.17227172851562,128.1556200338794,97.59751969965028,92.57794844604804,63.22122108406127,78.40410664432541,126.57647591769835,96.91963412939789,91.92573313115211,62.64772652119798,77.89750126668258,126.57647591769835,97.34679654957334,92.07271478387449,62.65683159382183,78.11216589470979,771100,2212100,73600,3494300,965700
2020-02-14,128.65374755859375,97.504638671875,92.50447082519531,63.421478271484375,77.63994598388672,128.68194552393612,97.59749881555992,92.5595924570706,63.421478271484375,78.24101122052431,127.97696770475574,97.03104272887467,92.20133338800507,63.14838865384408,77.37376378756123,128.04277251909494,97.56035334113099,92.54121624362152,63.212110259140225,78.24101122052431,1798700,2023400,111900,3705200,677100
2020-02-18,128.5504150390625,97.23535919189453,92.32073211669922,63.37599182128906,77.16767120361328,128.64441786612997,97.43965580066889,92.44933755101002,63.43060837734661,77.4166830497714,128.16503787084832,96.87319959807682,91.91653960402499,63.22123333723131,76.74692366128735,128.40003059569932,97.35607669490835,92.3666656325833,63.40330009931783,77.3737474879677,827000,741600,121500,3810500,350700
2020-02-19,128.85116577148438,97.56033325195312,92.67899322509766,63.34865951538086,77.579833984375,129.42454838539757,97.71820325696193,92.87190138095909,63.53072622837087,77.70863413569344,128.81355891720116,97.39318219382933,92.59632130478734,63.3213512447161,77.35658082549287,128.83236234434276,97.59747871873323,92.59632130478734,63.503417957706105,77.48538097681133,3795600,5644100,76900,3086900,567200
2020-02-20,128.31536865234375,97.2632064819336,92.7433090209961,63.22123718261719,77.44243621826172,128.91694920266679,97.8018052885437,92.96377451471439,63.36689060114567,77.66568278071549,126.81142444794206,96.42745093456887,91.82469462061958,62.656847548662455,76.72974787007976,128.8135518732607,97.50464854778907,92.62389167199696,63.321372171571205,77.39950065953404,1122000,1375700,167500,3610600,387900
2020-02-21,127.14983367919922,96.3252944946289,91.8246841430664,63.03916931152344,76.66106414794922,128.02399949803282,96.95675335448362,92.40340862621909,63.166612563906945,77.18484659149573,126.80203478602971,96.06527618840391,91.61340677983152,62.85710950672882,76.44639942685794,127.92060215295223,96.95675335448362,92.40340862621909,63.12109414014011,77.18484659149573,1108400,4847600,94400,3561700,408700
2020-02-24,123.99152374267578,93.00084686279297,89.02291870117188,61.764713287353516,73.91336059570312,125.32628025689999,94.00375333679337,89.60164321003202,62.38372618092807,74.70332522119305,123.33354719944032,92.6851138981154,88.5727926302539,61.63727006912945,73.6901074446568,123.37113971213395,92.86155311616388,89.25257228526306,61.691886606901335,74.28258418929805,1250600,1180400,89000,6257800,826600
2020-02-25,120.55122375488281,90.15929412841797,86.06498718261719,60.217185974121094,71.25151062011719,124.70589188946916,93.52088548370982,89.38118579680183,62.01960121528387,74.23963959707261,120.25983517749879,89.89928286824272,85.82614547123903,60.153464363476644,71.03684591856965,124.4520958234714,93.4465945280096,89.38118579680183,61.919466263537636,74.23963959707261,1942400,1325800,153600,8344600,763400
2020-02-26,119.84625244140625,89.96429443359375,85.09123992919922,60.0078239440918,70.50447845458984,122.49697643877829,91.79366865818501,87.20405561869545,61.12751185282546,72.25614328867839,119.7052554160174,89.76928596949497,84.99019179570769,59.95320739322446,70.50447845458984,120.40083165748739,90.83719553603454,86.46916137666088,60.39015369043552,71.60356073063431,2128800,3605500,117300,10318100,1099600
2020-02-27,114.58241271972656,86.13838195800781,81.64643096923828,57.34060287475586,67.5421142578125,118.89687414865905,89.66711686089718,84.81565429615215,59.5799679815866,70.16102005125703,114.55421475034628,86.10123648516377,81.64643096923828,57.33149780242361,67.5421142578125,117.77831405860596,88.15347603756886,83.57552647625995,59.19763828525559,69.07910797029739,2673800,1943600,202700,12483800,1139800
2020-02-28,113.6424331665039,85.3862075805664,80.71863555908203,55.77486038208008,66.99256134033203,113.6424331665039,85.59050416047286,80.81968368586827,56.35745996320567,67.33602619436506,109.47836362759021,82.96252012763121,78.3394210399383,54.74620604333603,64.85450261432335,110.36193817908428,83.2782531378799,79.04675792744202,55.46535392053618,65.29242046699166,2381300,4074200,166000,16727900,1796200
2020-03-02,119.12246704101562,89.1656723022461,83.60309600830078,58.8608283996582,69.6629867553711,119.12246704101562,89.1656723022461,83.60309600830078,58.89723479957899,69.6629867553711,113.73643281115157,85.11691455415696,80.07561317329716,56.20271324420601,66.40008721462925,113.73643281115157,86.63055552513197,81.22388113898675,56.21181484418621,67.43906358649248,2639800,3411300,131100,12385900,727500
2020-03-03,116.81013488769531,86.49126434326172,81.6004867553711,57.841278076171875,67.4133071899414,121.26559320258212,90.33573271278613,84.98098669877285,59.84396352496779,70.86511283543518,115.87956606875827,85.78551443884999,80.92070732050537,57.3588099147209,66.81224207285344,119.67704787963021,89.4814079828419,83.70411374541298,59.1248155555462,69.74886027692389,1653800,2987700,152400,13061400,684100
2020-03-04,122.15858459472656,89.86214447021484,84.66867065429688,60.44477844238281,70.06656646728516,122.34657584479106,89.93643543176809,84.71460416851082,60.44477844238281,70.16101947244157,118.3610953664839,87.16916441928196,82.46399513296312,58.624152627522705,68.04871931821634,119.13187096599873,88.1256375237579,83.1162173941437,58.82442257837913,68.81292523190177,1545300,2320500,89800,6208100,765200
2020-03-05,118.75588989257812,87.02987670898438,81.72911834716797,58.95185470581055,67.61937713623047,121.03061717152232,88.59923972859323,83.29994801594282,59.789340755782945,68.9674711231268,117.77832671577781,86.33341483658184,81.01260028861851,58.42387165229685,67.11277161393433,119.71466398298074,87.55918744861923,82.61098726603431,59.32507931595987,68.43510033523309,1144800,1424900,66100,6288200,720900
2020-03-06,117.12033081054688,85.75765991210938,80.0296859741211,58.42387390136719,66.35714721679688,117.55271640930894,86.1383957561684,80.60841050082087,58.57862540555382,66.91527671505256,113.77403789840179,83.73327736886604,78.21082644832387,56.82172148029633,64.94035896770055,115.29679279340357,84.32759086002228,79.31316088255336,57.668312634853265,65.35251805056446,1258900,1870000,120000,7646200,813500
2020-03-09,109.13058471679688,79.72166442871094,73.00228881835938,54.89186477661133,60.08894729614258,112.94687021155639,82.37750616402658,75.8591802150467,56.45760400740746,64.76863525952727,108.56660379370827,78.70018847315328,72.66239896112188,52.90738246353139,59.69395847277181,109.1775861151403,79.55451330254505,73.17682780024778,54.1636151829508,64.76863525952727,2251600,3206400,365600,9272400,855700
2020-03-10,113.83041381835938,83.8447036743164,76.32768249511719,56.657867431640625,63.24882507324219,113.94321284787952,83.8447036743164,76.38280413597278,56.72158904672179,63.24882507324219,108.4631837037622,79.39663408422044,72.3868320933606,54.1909172250237,59.64245334325531,112.79644781434224,82.6467886958552,75.72140051349044,56.5850407443664,62.579065550480884,5786300,4144600,358700,14800500,2713900
2020-03-11,108.15303039550781,79.72166442871094,72.12040710449219,54.190921783447266,59.77982711791992,111.51812734549564,81.87605278552891,74.30670650779926,55.60190945125021,61.83202109506153,106.7712722686386,78.73733395505417,71.26609556721576,53.517292232334306,59.04138003690991,110.79435303549192,81.5324694763041,74.30670650779926,55.60190945125021,61.57442083850579,2367400,2998000,128400,8619900,1220500
2020-03-12,98.46192169189453,72.2555923461914,64.97358703613281,49.10226821899414,53.0050048828125,105.36130254764804,77.32583370895652,69.1349083423811,52.479531142358105,56.98918428223615,96.81697311947624,72.10701750388857,63.95392468855895,49.10226821899414,52.89337832682161,100.30426323243422,73.71351885296758,66.93942091145333,50.06720097889349,56.47398378519415,2102700,3878100,593100,17075700,1649600
2020-03-13,106.3482666015625,78.80232238769531,70.07191467285156,52.37029266357422,58.26858139038086,106.67725485714645,78.81161052766856,70.07191467285156,52.5614609848516,58.44889893584864,98.18932200604984,72.51559064827245,64.46836748586408,48.90200322458917,53.571717133568534,102.56018646282557,76.44363785351196,68.79504104692806,51.25971344304553,56.2764934176775,2065900,4118200,329700,12226100,1172200
2020-03-16,93.19808197021484,70.7790756225586,60.545867919921875,47.090476989746094,50.875526428222656,103.32156169298072,76.49006245157479,65.77277817954234,50.21284992373045,55.143061085643424,91.34633882928719,69.8783174402631,60.545867919921875,45.515636387448474,49.60471198392221,95.78300099667796,76.49006245157479,61.67575951033095,46.29850588892338,51.141711796318056,2008900,2575100,164300,10590100,853800
2020-03-17,99.69327545166016,73.86207580566406,64.62451934814453,49.557430267333984,53.631839752197266,100.70844537915474,74.73497662016611,65.19406277901088,50.30388652597814,54.670816344415556,93.19808260122905,69.58115789484376,61.10622463879251,46.963040035774156,50.231550936469716,95.9427949195014,71.1690895085116,62.53926781776913,47.89155955879766,52.05190707890101,2252900,3226100,205900,10076100,989000
2020-03-18,94.32605743408203,70.68621826171875,59.526214599609375,47.27254867553711,51.08161926269531,96.75118353868143,71.76340861632487,61.932979788664426,48.5287814365885,51.76854572571415,90.19958667314472,67.21319100146037,56.742810646627994,44.842011452471766,47.84447482547508,93.68687707716607,69.53472987794487,60.58261552933916,46.753670605822684,50.3603456576446,1758600,3259800,171300,11038600,1087200
2020-03-19,93.6962661743164,70.70478820800781,60.922508239746094,46.4532585144043,50.83260726928711,96.0743905555358,72.48772838377957,61.70332909743158,47.65487106642108,52.000383891264285,90.85755822439678,68.3646801129042,57.62468232172525,45.37908919175785,48.60868059889568,93.51766947217689,70.4633461785467,59.406793040432,46.63532175889087,50.35175710861306,2013100,3322700,136900,10031100,857600
2020-03-20,88.17864227294922,66.91605377197266,58.148284912109375,44.013614654541016,48.531402587890625,94.91823712254808,71.73557214849518,62.36472471994815,47.791413490947534,51.983211841944424,88.17864227294922,66.64675433379867,58.148284912109375,43.98630638662482,48.531402587890625,94.91823712254808,71.51270633526639,61.63901857665303,47.18150569037147,51.24476464610633,1170700,2211900,130100,8509000,446800
2020-03-23,84.93575286865234,64.33448791503906,56.43047332763672,42.42967987060547,47.50959777832031,88.23505202754545,66.69317239949974,58.41467995585675,44.02272725960441,48.8576919685381,83.4975988477369,63.331581362318815,55.300578227256516,41.646810312400866,46.53931231910142,88.13165467702406,66.51673316760225,58.41467995585675,44.01362218702934,48.8576919685381,2053900,2590700,132100,17770700,425200
2020-03-24,93.97825622558594,71.00193786621094,62.190181732177734,46.10734939575195,52.27515411376953,94.21324885678759,71.07622880403129,62.37390878670041,46.19837929597787,52.36960711570531,89.09980690698958,67.03675293330268,59.48027250632045,43.977217088325325,49.98253317536279,89.21260595167254,68.07679772369238,59.48027250632045,43.977217088325325,49.98253317536279,2313200,2369300,170400,10179000,1276800
2020-03-25,96.15457916259766,72.514404296875,63.82559585571289,46.9161491394043,53.02558135986328,99.66690403223214,75.35261545495842,66.50656808800133,48.63817626593581,55.63994520730164,92.94439658180528,70.30172516515245,61.50516741104884,45.39563374392446,51.245034223239834,94.58725565830673,71.06729476468377,62.74396449283971,46.25664730719022,52.80844138434107,1863500,3679900,147900,10330300,961000
2020-03-26,102.49942779541016,76.58501434326172,67.64366149902344,50.18617630004883,56.44770812988281,102.83933068226419,77.06116357524442,67.8932730620505,50.35105176817561,56.7951334280287,97.24038400046216,73.05592419285414,64.6483721148643,47.15430351856271,53.68569059412518,97.99572534979758,73.59742668232695,64.67610516560808,47.15430351856271,53.77254526201505,2227900,3189600,278400,9797300,1113800
2020-03-27,100.49778747558594,74.20427703857422,65.61906433105469,49.1419677734375,54.31104278564453,103.62299814411612,76.5943469936907,67.29235738007246,50.68996135570844,55.900508796910884,98.95878070614101,73.57874490750237,64.69459178628628,48.32674862073877,53.616195614036016,98.95878070614101,74.14825487695907,65.35096644669196,48.32674862073877,54.58029751420837,1284300,2472500,142300,11079700,626400
2020-03-30,103.69852447509766,76.97712707519531,67.24612426757812,50.71744155883789,55.84840774536133,103.94400427370488,77.11717179255658,67.38479654618433,50.809040986989125,55.97000560890877,100.93209723943495,74.4843581734516,65.02738896937412,49.30684530691792,53.902831988722426,101.79129094149715,74.98851488217004,65.86866228726402,49.471717289268334,54.832190875313046,1118500,3603000,125000,6507800,769100
2020-03-31,100.5355453491211,75.66069793701172,65.98885345458984,49.47171401977539,54.71927261352539,103.50024802644926,77.34121260138579,67.43103554620697,50.70828001188794,56.07422391011468,100.21452277967869,75.34326287808369,65.62830969497716,49.251882395062495,54.18945055491834,103.50024802644926,76.93042392678828,66.94106618330595,50.70828001188794,55.68337461350962,1086000,2733100,99600,7946500,2001700
2020-04-01,95.63529968261719,72.50508880615234,62.66998291015625,47.57565689086914,51.679317474365234,98.15624027627041,74.01755190553952,63.83482007312842,48.26263693729916,53.147182609843135,94.6911265281281,71.83287981843775,62.14303394052958,46.99859616766399,51.218981757116346,96.70221275394086,73.1119374150335,63.47427641249777,47.57565689086914,52.31336584578326,1007300,1873500,126600,9661700,771500
2020-04-02,97.16484832763672,74.21360778808594,63.53899383544922,48.63818359375,52.39152908325195,97.41032812477751,74.46568970676789,64.21385476614245,48.830540653233236,53.05163641456994,94.54004129782399,72.1409658921245,62.09681203446642,47.09018988676115,51.158175705552146,94.66278839986282,72.30901813025571,62.36490988815447,47.09018988676115,51.25371450442056,671800,1756400,110900,7130000,678500
2020-04-03,95.43701934814453,73.06526947021484,62.35567855834961,47.951202392578125,51.47085952758789,97.81633240735442,74.63375492456017,63.890306570854996,48.85801752604218,52.68684474388746,94.37009912741951,72.21566991774917,61.79174966731249,47.46573764616658,50.819439585990224,97.4481054720418,74.14826743087363,63.31713097826261,48.40003086137893,52.23519318678457,896000,1748300,76500,6831000,432700
2020-04-06,102.26338958740234,77.95742797851562,67.18141174316406,50.973915100097656,55.30121994018555,102.82045548089897,78.69499012791903,67.57893518171625,51.29450435464989,55.613902106106565,98.67553600909112,75.72607222657294,65.03663592550612,49.435079689925296,53.624901996520265,99.55361730969445,75.82877120452592,65.03663592550612,49.480877655695494,53.624901996520265,1619900,2474900,118100,6520300,566500
2020-04-07,101.47972106933594,78.19084930419922,67.74534606933594,50.8914794921875,55.970001220703125,105.70016848894845,81.14109849995697,70.25991248684534,52.64098841339106,58.115345201153715,101.37586145910814,78.1628417814373,67.72685972207441,50.88231780215385,55.94394548435531,105.67184445042608,81.02906128593804,69.74221012553423,52.21963802586737,57.56814823150545,1228200,7883800,150800,7958700,601900
2020-04-08,104.3499984741211,80.80496978759766,70.61123657226562,52.76005554199219,58.24563217163086,104.80320469095948,81.20642744725376,70.9995205452265,52.99821053351913,58.56700176102102,101.56469096056856,78.19082589360879,68.09667624420352,50.9372708093138,56.221892383788614,102.8393230904406,79.33918384382429,68.51268622209999,51.3860957258553,56.76908280471964,1357900,3358700,373200,6343800,543100
2020-04-09,105.18089294433594,81.63591003417969,72.28450775146484,54.18898010253906,59.27053451538086,106.33278536829542,82.51350987136412,73.36613889447068,54.61948867019527,60.443089229052504,104.36890343903563,80.87967136986651,71.45248108255055,53.29132669091444,58.41934939796648,106.07785457756621,81.71993259523083,71.56342032279429,53.55695978560277,59.38345156015113,1222800,19224800,6189000,13717100,12894100
2020-04-13,105.61518859863281,80.32881927490234,70.87930297851562,53.06232833862305,58.39326858520508,105.83234434696445,81.3838093281924,72.04414027211595,54.00577962685907,59.12285551544248,103.63242680987045,79.28316031092916,69.94559085687301,52.59518004475979,57.61156356953336,104.66157188559008,81.19708782028991,72.04414027211595,53.99662143218904,59.10548723802057,1003500,5263600,1263800,10152800,4347400
2020-04-14,109.7317886352539,82.85894012451172,72.63579559326172,54.582847595214844,59.71349334716797,110.10945928084416,83.16703704800851,73.03331900414504,54.73856137476255,60.08697437062098,107.77735078805289,81.85996501863357,71.82226242703835,53.721833974641136,58.80150279814039,107.77735078805289,82.11203978687762,72.19204574148968,53.97830537350123,59.80903546665033,1074500,2715400,488000,5934600,2336400
2020-04-15,108.32498168945312,80.94503021240234,70.5372543334961,53.245521545410156,57.62026596069336,109.14640766680671,81.43051767522263,70.93477778928272,53.67602656085731,58.23694937862021,107.38080860028789,80.24481366342664,69.95483214643347,52.888292566867904,57.029651535117026,108.14558649740165,81.08507494679169,70.63894687240654,53.57527244688311,58.23694937862021,1027800,2006000,284500,6124500,1308900
2020-04-16,110.07170104980469,81.11306762695312,70.56501007080078,53.520320892333984,57.45524215698242,110.5532241413452,81.62656251809743,70.7776348636831,53.63023671139383,57.80266746314125,108.58934958006108,80.07674675425808,69.73298314542551,52.86081898965318,56.6301062265319,108.77818131751198,81.30912737003464,70.73141545587583,53.273007678828684,57.750549359936166,722600,1622500,198100,4493300,861900
