Ticker,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC,^DJI,^DJI,^DJI,^DJI,^DJI,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^RUT,^RUT,^RUT,^RUT,^RUT
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,
2020-02-13,9657.0400390625,9748.3203125,9650.01953125,9711.9697265625,2254870000,29436.029296875,29535.400390625,29345.9296875,29423.310546875,291150000,3365.89990234375,3385.090087890625,3360.52001953125,3373.93994140625,3500890000,1684.5799560546875,1696.5400390625,1680.3800048828125,1693.739990234375,3500890000
2020-02-14,9728.900390625,9746.3603515625,9693.0498046875,9731.1796875,2226720000,29440.470703125,29463.0390625,29283.1796875,29398.080078125,231000000,3378.080078125,3380.68994140625,3366.14990234375,3380.159912109375,3419700000,1694.8699951171875,1695.1700439453125,1683.469970703125,1687.5799560546875,3419700000
2020-02-18,9679.0400390625,9747.6796875,9675.7998046875,9732.740234375,2279420000,29282.779296875,29330.16015625,29116.810546875,29232.189453125,256600000,3369.0400390625,3375.010009765625,3355.610107421875,3370.2900390625,3750400000,1686.030029296875,1687.3800048828125,1674.5999755859375,1683.52001953125,3750400000
2020-02-19,9782.8095703125,9838.3701171875,9777.099609375,9817.1796875,2470860000,29312.69921875,29409.08984375,29274.380859375,29348.029296875,240640000,3380.389892578125,3393.52001953125,3378.830078125,3386.14990234375,3614200000,1685.3299560546875,1698.1600341796875,1685.3299560546875,1692.5699462890625,3614200000
2020-02-20,9799.2001953125,9820.8603515625,9636.9404296875,9750.9697265625,2745730000,29296.25,29368.44921875,28959.650390625,29219.98046875,287780000,3380.449951171875,3389.14990234375,3341.02001953125,3373.22998046875,4019180000,1689.4200439453125,1698.9100341796875,1677.6199951171875,1696.0699462890625,4019180000
2020-02-21,9708.009765625,9715.9501953125,9542.330078125,9576.58984375,2750160000,29146.529296875,29146.529296875,28892.69921875,28992.41015625,311210000,3360.5,3360.760009765625,3328.449951171875,3337.75,3908780000,1694.72998046875,1694.72998046875,1673.199951171875,1678.6099853515625,3908780000
2020-02-24,9188.4404296875,9322.8798828125,9166.009765625,9221.2802734375,3188590000,28402.9296875,28402.9296875,27912.439453125,27960.80078125,452580000,3257.610107421875,3259.81005859375,3214.64990234375,3225.889892578125,4851160000,1676.6500244140625,1676.6500244140625,1620.1400146484375,1628.0999755859375,4851160000
2020-02-25,9301.2001953125,9315.259765625,8940.490234375,8965.6103515625,3595520000,28037.650390625,28149.19921875,26997.619140625,27081.359375,513270000,3238.93994140625,3246.989990234375,3118.77001953125,3128.2099609375,5596760000,1630.8699951171875,1633.1099853515625,1568.969970703125,1571.9000244140625,5596760000
2020-02-26,9011.5498046875,9148.3203125,8927.7998046875,8980.7802734375,3587950000,27159.4609375,27542.779296875,26890.970703125,26957.58984375,472450000,3139.89990234375,3182.510009765625,3108.989990234375,3116.389892578125,5484650000,1572.27001953125,1588.3199462890625,1551.3900146484375,1552.760009765625,5484650000
2020-02-27,8744.0302734375,8904.1103515625,8562.0498046875,8566.48046875,4559900000,26526.0,26775.310546875,25752.8203125,25766.640625,664980000,3062.5400390625,3097.070068359375,2977.389892578125,2978.760009765625,7064710000,1545.25,1553.97998046875,1495.8900146484375,1497.8699951171875,7064710000
2020-02-28,8269.740234375,8591.8203125,8264.16015625,8567.3701171875,5320020000,25270.830078125,25494.240234375,24681.009765625,25409.359375,915990000,2916.89990234375,2959.719970703125,2855.840087890625,2954.219970703125,8569570000,1496.8299560546875,1496.8299560546875,1448.2099609375,1476.4300537109375,8569570000
2020-03-02,8667.1396484375,8952.8095703125,8543.349609375,8952.169921875,4249020000,25590.509765625,26706.169921875,25391.9609375,26703.3203125,637200000,2974.280029296875,3090.9599609375,2945.18994140625,3090.22998046875,6381330000,1476.5899658203125,1518.510009765625,1463.06005859375,1518.489990234375,6381330000
2020-03-03,8965.099609375,9070.3203125,8602.8896484375,8684.08984375,4336700000,26762.470703125,27084.58984375,25706.279296875,25917.41015625,647080000,3096.4599609375,3136.719970703125,2976.6298828125,3003.3701171875,6376510000,1518.52001953125,1539.739990234375,1472.739990234375,1486.0799560546875,6376510000
2020-03-04,8834.099609375,9019.9599609375,8757.66015625,9018.08984375,3634760000,26383.6796875,27102.33984375,26286.310546875,27090.859375,457590000,3045.75,3130.969970703125,3034.3798828125,3130.1201171875,5073020000,1500.1500244140625,1531.199951171875,1494.5799560546875,1531.199951171875,5073020000
