Date,Open,High,Low,Close,Volume
2020-01-02,298.1806919115595,299.4248834903429,297.24984749418456,299.40643310546875,59151200
2020-01-03,295.9871669024704,298.27279219005305,295.93187201149163,297.1391906738281,77709700
2020-01-06,295.36973462444496,298.355800020691,295.2499196258295,298.2728576660156,55653900
2020-01-07,297.7014839906997,298.18074407187913,296.98262199452216,297.4342346191406,40496400
2020-01-08,297.6276638351847,300.2450586111702,297.3788368122305,299.0193176269531,68296000
2020-01-09,300.5953820541723,301.12071185388226,300.0055321473559,301.0469665527344,48473300
2020-01-10,301.6368078824737,301.79346742317296,299.7106267972333,300.1806335449219,53029300
2020-01-13,300.80736268836466,302.25428373831204,300.3742004551012,302.2450866699219,47086800
2020-01-14,301.8026019439326,302.86245826324387,301.22197742210943,301.7841796875,62832800
2020-01-15,301.69199938472303,303.23108743637874,301.6090570459135,302.4661560058594,72056600
2020-01-16,303.85792302795375,304.9822998046875,303.62751818129186,304.9822998046875,54050300
2020-01-17,305.7010832496513,306.14344244119684,304.91770134717683,305.9314880371094,95846000
2020-01-21,304.96381640645586,306.1434879686503,304.8900992387637,305.3324584960937,77742400
2020-01-22,306.1988060438885,306.8531760375154,305.21269470775195,305.3693542480469,48914900
2020-01-23,304.7150122513864,306.1343139351505,303.5906355117586,305.7195739746094,51963000
2020-01-24,306.38311809886915,306.4660604596498,301.70127636937934,303.0007629394531,87578400
2020-01-27,297.7106976435567,299.6368787108793,297.3697029839931,298.14385986328125,84062500
2020-01-28,299.5815484786443,302.15287403833787,298.23599226082933,301.26812744140625,63834000
2020-01-29,302.64137673718955,302.87178158236674,300.8165602381736,301.0193176269531,53888900
2020-01-30,298.9363724725857,302.208137313788,298.1806661488752,301.99615478515625,75491800
2020-01-31,301.3694655767365,301.5261532093272,295.5909235638242,296.5125427246094,113845600
2020-02-03,298.0054819684369,300.59522887108824,297.88566700932296,298.7151184082031,69083000
2020-02-04,302.35567223385743,304.1436160544183,302.0330998305538,303.26806640625,62573200
2020-02-05,306.226420133052,306.98215467327867,304.7518518235987,306.7701721191406,65951100
2020-02-06,307.7379090969748,307.9959613803611,306.71489703118635,307.80242919921875,50359700
2020-02-07,306.7332951302192,307.8115737955059,305.6089186316495,306.1618957519531,64139400
2020-02-10,305.26794037355893,308.512029860322,305.2310677300769,308.447509765625,42070000
2020-02-11,309.8115685009607,310.60414765301005,308.44756171824463,308.98211669921875,54864500
2020-02-12,310.42902867893986,311.18476328486764,310.0603865695281,310.9728088378906,43992700
2020-02-13,309.53500641953264,311.61787478081925,309.25853191386875,310.6409606933594,54501900
2020-02-14,311.0557905344702,311.2585479391228,309.84847130127304,311.13873291015625,64582200
2020-02-18,310.1341261696315,311.20320795519984,308.9360041790649,310.3368835449219,57226200
2020-02-19,311.3137079290561,312.502576257546,311.0280082725432,311.8205871582031,48814700
2020-02-20,311.2677013491961,312.09718124089915,307.5259291454667,310.5396423339844,74163400
2020-02-21,309.1756578729287,309.48900509044205,306.51216433567726,307.3416442871094,113788200
2020-02-24,297.812034951368,307.4152910445765,296.06093601109944,297.1484680175781,161088400
2020-02-25,298.5493459332304,299.1668150883396,287.259509975587,288.1442565917969,218913200
2020-02-26,289.55428303185,293.1762393565182,286.34706655376704,287.0843505859375,194773800
2020-02-27,281.5178045527755,287.1396875294625,274.1909484863281,274.1909484863281,284353500
2020-02-28,266.07150083268465,274.54118437564034,263.1591804950905,273.0389404296875,384975800
2020-03-02,274.83605963928864,284.9278013455216,271.37998756531664,284.86328125,238703600
2020-03-03,285.241142492212,289.2409664464348,274.2462321827983,276.7069396972656,300139100
2020-03-04,282.12618360587135,288.55909845139115,279.554857081757,288.337890625,176613400
2020-03-05,281.0754280246395,284.2918699670353,276.4949795687742,278.7529296875,186366800
2020-03-06,270.17272011709457,275.3614418129207,267.4816072330502,274.1448974609375,228667200
2020-03-09,253.7218292324081,261.9150398336404,252.01685571075168,252.7357177734375,309417300
2020-03-10,262.3296961617116,265.90555494461773,252.0628450249483,265.8134155273437,276444100
2020-03-11,258.69852889628334,259.84132774034595,249.64822131506236,252.85543823242188,255316300
2020-03-12,235.9345080548829,245.758971804426,228.26662979295884,228.66293334960935,392220700
2020-03-13,242.4687524138309,250.2011497411991,229.0407701721688,248.21044921875,329566100
2020-03-16,222.27611041521735,236.76396526708143,218.75553240747965,221.0503692626953,297240000
2020-03-17,225.83357711017769,236.09121802902615,218.4882845513617,232.9853515625,262070500
2020-03-18,217.7325417995453,228.9025623009773,210.1476195190946,221.1886138916016,327597100
2020-03-19,220.49744076965047,227.99021096862612,214.01845753266525,221.6586761474609,289322000
2020-03-20,224.83471432696115,226.63317182460088,211.82836136680064,212.10647583007807,347158800
2020-03-23,211.5409455309009,212.92222402531007,202.33544465385117,206.68325805664065,326025200
2020-03-24,217.31636631906483,226.2901064722597,216.74160696809156,225.40940856933597,235494500
2020-03-25,227.00397704554464,237.64639221436056,222.25754311230955,228.7838897705078,299430300
2020-03-26,231.3146832609632,243.62574100847263,230.8789739725788,242.1425018310547,257632800
2020-03-27,234.79106461758417,241.7809292718924,232.7330378427258,234.93011474609372,224341200
2020-03-30,237.0437547951948,243.2827202862049,235.0320828358493,242.55963134765625,171369500
2020-03-31,241.54917480521604,244.1170615366453,237.5258306852523,238.94419860839844,194881100
2020-04-01,229.8870341380712,238.8607753787008,226.10471485273015,228.1905517578125,189554600
2020-04-02,227.30062499188745,234.2441359201661,226.74439610420825,233.45616149902344,177660400
2020-04-03,232.46417722860392,234.8374077531059,227.3283899845276,230.08169555664065,135561200
2020-04-06,239.02760038859068,247.51927633492232,230.0631399056792,245.535400390625,188061200
2020-04-07,254.2032810412995,254.9634595861737,245.5633016193061,245.7857818603516,201427200
2020-04-08,248.4092311503387,255.8626286901764,245.896964710396,254.03636169433597,153774500
2020-04-09,257.32740337358933,260.68330740774974,255.37136519382477,257.9021911621094,189999200
2020-04-13,256.9194360760763,257.2624357579494,251.6074958527036,255.5474090576172,114839100
2020-04-14,260.479313374444,264.11328880669186,255.4084111521665,263.08428955078125,134143400
2020-04-15,257.3180620963484,263.22329232968303,255.36199631073345,257.49420166015625,121775000
2020-04-16,258.7828518498668,259.5986504463034,255.64020531470376,258.73651123046875,131798300
2020-04-17,264.5582712274334,266.3381694361595,261.7956861083202,265.7263488769531,146684800
2020-04-20,261.99036900579455,265.8654119117226,260.8223195905384,261.0447998046875,100109300
2020-04-21,256.539473774961,257.7538924176312,252.17310037719665,253.1186981201172,126385700
2020-04-22,258.0412321936389,260.4978791322424,256.7062941796476,258.73651123046875,92951600
2020-04-23,260.0250538765477,263.22334843692914,258.4120157283415,258.7179260253906,104709700
2020-04-24,260.24753940411455,263.0008449983385,258.1802332760772,262.3240966796875,85063200
2020-04-27,264.3172068013833,267.2373723541989,263.85368756154054,266.1063842773437,77896600
2020-04-28,269.78679641083886,270.13907564877684,264.57684336380146,264.8827819824219,105270000
2020-04-29,270.2595983335929,273.36518372014734,269.2213194882799,271.8170166015625,118745600
2020-04-30,270.4264945601798,271.9190418174958,267.5341378795694,269.2862548828125,122901700
2020-05-01,264.4933841982016,269.4530464319418,260.9798999362958,262.1572570800781,125180000
2020-05-04,260.25677530232934,263.1862203107072,258.7642569207057,262.8803100585937,80873200
2020-05-05,265.72638282711176,268.145940220566,263.01013797300146,265.3092041015625,79569900
2020-05-06,267.0241957469929,267.4135361007114,263.0750024134462,263.5107116699219,73632600
2020-05-07,266.75539022253605,268.637277682215,266.18063074583256,266.69049072265625,75250400
2020-05-08,269.85173287305935,271.5760398288929,268.711464913702,271.1032409667969,76452400
2020-05-11,269.15637624375523,272.5493408203125,268.7299464210868,271.1587829589844,79514200
2020-05-12,272.3546915364818,272.77184195230114,265.6151024786224,265.7541809082031,95870800
2020-05-13,265.18869241128544,266.2362506852452,258.6067118800236,261.0541076660156,144721100
2020-05-14,258.5975195454944,264.30805442964555,253.07234718084263,264.17828369140625,121977900
2020-05-15,261.76782412877765,265.4388882102646,260.81297572429355,265.3925476074219,111146300
2020-05-18,271.66870349011685,275.09875829664327,271.3442625495084,273.4764404296875,119703800
2020-05-19,272.8737754879038,274.59805343833324,270.6488888492016,270.6674194335937,95189300
2020-05-20,274.2365951047866,276.1370131239572,274.0048354297182,275.2655944824219,85861700
2020-05-21,275.1357899168052,275.95158839920805,272.2619646414217,273.3651428222656,78293900
2020-05-22,273.0777278868126,274.06038639809736,271.8262202987518,273.8842468261719,63958200
2020-05-26,279.90073242169564,280.1417714890313,273.9027920899157,277.2586669921875,88951400
2020-05-27,280.07690534468884,281.421122669662,275.2099525549893,281.384033203125,104817400
2020-05-28,282.42231681138304,284.45253370196565,280.18815028778835,280.8648986816406,90405200
2020-05-29,280.3920875325999,282.70968403671674,277.6202511667875,282.11639404296875,119090800
2020-06-01,281.4674143484205,283.86844057897747,280.94827507105515,283.256591796875,55758300
2020-06-02,284.18377389662703,285.64851125527343,282.83958441693903,285.6021423339844,74267200
2020-06-03,287.6044663110158,290.36705171683786,287.3263660279691,289.4029235839844,92567600
2020-06-04,288.4108795790124,290.16299559212297,286.5289929117627,288.64263916015625,75794400
2020-06-05,294.0844590014843,297.8296744962455,294.0195595110325,296.0404968261719,150524700
2020-06-08,296.85622047407924,299.8134750629526,296.30927124451176,299.6188049316406,73641200
2020-06-09,296.93040599119536,299.6929907734357,296.0589875797158,297.3846740722656,77479200
2020-06-10,297.96888011960505,298.8681090579815,295.00234407995504,295.7254333496094,95000800
2020-06-11,288.73546918460613,289.37512815886856,278.12089291169747,278.6770935058594,209243600
2020-06-12,285.7503687194254,286.5290777477144,276.8137313358466,282.014404296875,194678900
2020-06-15,276.27608822646505,285.78751520353995,275.089479714569,284.6472473144531,135782700
2020-06-16,292.462131813723,292.6104613765761,285.22196300459586,290.1259765625,137627500
2020-06-17,291.15503445256985,291.4516936092393,288.1792200282481,288.9208679199219,83398900
2020-06-18,287.39122594863966,289.5141238291672,286.9277066800749,289.0320739746094,80828700
2020-06-19,292.52942318747995,292.7249500570182,285.4156663592351,287.3803405761719,135549600
2020-06-22,286.7750622552266,289.6242814447814,285.62048487305856,289.2239074707031,74649400
2020-06-23,291.8961710723553,292.83660933997334,290.1456646958039,290.55535888671875,68471200
2020-06-24,288.49763649516166,289.1214981418375,281.2907912992377,283.1437072753906,132813500
2020-06-25,282.5663956052271,286.4491703742672,280.52724480367965,286.1791381835937,89468000
2020-06-26,285.0711663162655,285.28533374295023,278.7954384155237,279.38201904296875,127961000
