Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Datetime,,,,,
2022-12-27 14:30:00+00:00,237.2100067138672,238.92999267578125,235.8300018310547,238.6999969482422,8477879
2022-12-27 18:30:00+00:00,236.9600067138672,237.72999572753906,235.97999572753906,237.22999572753906,5266670
2022-12-28 14:30:00+00:00,236.85000610351562,239.72000122070312,235.2512969970703,236.88999938964844,9181440
2022-12-28 18:30:00+00:00,234.5,236.85740661621094,234.1699981689453,236.8415985107422,5224445
2022-12-29 14:30:00+00:00,240.53689575195312,241.13999938964844,235.64999389648438,235.64999389648438,9912416
2022-12-29 18:30:00+00:00,240.97999572753906,241.9199981689453,240.3300018310547,240.52999877929688,6243636
2022-12-30 14:30:00+00:00,237.9199981689453,239.38999938964844,236.66000366210938,238.2100067138672,9171172
2022-12-30 18:30:00+00:00,239.8300018310547,239.9600067138672,237.02999877929688,237.91000366210938,7087112
2023-01-03 14:30:00+00:00,238.44000244140625,245.75,237.39999389648438,243.0800018310547,14228626
2023-01-03 18:30:00+00:00,239.5399932861328,240.3800048828125,237.91000366210938,238.4499969482422,6847268
2023-01-04 14:30:00+00:00,228.85499572753906,232.8699951171875,226.0,232.27499389648438,31104395
2023-01-04 18:30:00+00:00,229.07969665527344,229.42999267578125,225.9600067138672,228.85499572753906,13947394
2023-01-05 14:30:00+00:00,222.7698974609375,227.5500030517578,221.76019287109375,227.1999969482422,22091870
2023-01-05 18:30:00+00:00,222.27000427246094,224.67999267578125,221.83999633789062,222.77999877929688,12532090
2023-01-06 14:30:00+00:00,222.875,223.64999389648438,219.35000610351562,221.5,23016238
2023-01-06 18:30:00+00:00,224.8699951171875,225.76010131835938,222.88999938964844,222.88999938964844,14174053
2023-01-09 14:30:00+00:00,230.5666961669922,231.23660278320312,226.41000366210938,226.4499969482422,14942584
2023-01-09 18:30:00+00:00,227.14999389648438,230.57000732421875,226.77000427246094,230.55999755859375,7875041
2023-01-10 14:30:00+00:00,228.55999755859375,231.30999755859375,227.3300018310547,227.7550048828125,14987282
2023-01-10 18:30:00+00:00,228.8800048828125,229.10000610351562,227.48460388183594,228.55999755859375,6936381
2023-01-11 14:30:00+00:00,233.97500610351562,234.52999877929688,231.11000061035156,231.2899932861328,14317392
2023-01-11 18:30:00+00:00,235.7899932861328,235.9499969482422,233.6699981689453,233.97999572753906,8463884
2023-01-12 14:30:00+00:00,238.49000549316406,239.7100067138672,233.55999755859375,235.25999450683594,16422802
2023-01-12 18:30:00+00:00,238.47000122070312,239.89999389648438,237.41000366210938,238.5,6824483
2023-01-13 14:30:00+00:00,236.72000122070312,237.3800048828125,234.9199981689453,237.0019989013672,10603642
2023-01-13 18:30:00+00:00,239.1300048828125,239.3699951171875,236.6199951171875,236.72999572753906,7004266
2023-01-17 14:30:00+00:00,239.49000549316406,240.91000366210938,237.08999633789062,238.75,14072912
2023-01-17 18:30:00+00:00,240.35000610351562,240.7899932861328,239.14999389648438,239.49000549316406,8571373
2023-01-18 14:30:00+00:00,236.77499389648438,242.3800048828125,236.25999450683594,241.56500244140625,16424892
2023-01-18 18:30:00+00:00,235.8000030517578,237.97000122070312,235.52000427246094,236.75999450683594,7862723
2023-01-19 14:30:00+00:00,232.2899932861328,235.52000427246094,230.67999267578125,233.77999877929688,14624137
2023-01-19 18:30:00+00:00,232.02999877929688,234.39999389648438,231.5800018310547,232.3000030517578,8548121
2023-01-20 14:30:00+00:00,238.01060485839844,238.83999633789062,234.7100067138672,235.08729553222656,17357909
2023-01-20 18:30:00+00:00,240.1699981689453,240.74000549316406,238.00999450683594,238.02999877929688,10816033
2023-01-23 14:30:00+00:00,244.1300048828125,245.1649932861328,239.67999267578125,240.1300048828125,17071150
2023-01-23 18:30:00+00:00,242.52000427246094,244.50999450683594,241.6300048828125,244.1199951171875,9654966
2023-01-24 14:30:00+00:00,241.8699951171875,243.9499969482422,240.88999938964844,242.5,14692865
2023-01-24 18:30:00+00:00,242.07000732421875,242.86000061035156,240.44000244140625,241.86000061035156,12925978
2023-01-25 14:30:00+00:00,241.01280212402344,241.08999633789062,230.89999389648438,234.125,45680234
2023-01-25 18:30:00+00:00,240.5500030517578,243.3000030517578,239.57000732421875,241.02999877929688,17778642
2023-01-26 14:30:00+00:00,244.15989685058594,246.05999755859375,242.0,243.64999389648438,17833129
2023-01-26 18:30:00+00:00,248.02999877929688,248.30999755859375,244.16000366210938,244.16000366210938,11416468
2023-01-27 14:30:00+00:00,247.99000549316406,249.36000061035156,246.8300018310547,248.99000549316406,13317745
2023-01-27 18:30:00+00:00,248.1699981689453,249.8300018310547,247.7899932861328,248.0,8513152
2023-01-30 14:30:00+00:00,243.27200317382812,245.60000610351562,242.25999450683594,244.50999450683594,12601199
2023-01-30 18:30:00+00:00,242.75999450683594,243.61000061035156,242.1999969482422,243.25999450683594,7415629
2023-01-31 14:30:00+00:00,245.89999389648438,246.47000122070312,242.94500732421875,243.4499969482422,9141471
2023-01-31 18:30:00+00:00,247.86000061035156,247.9499969482422,245.7386016845703,245.89999389648438,7466755
2023-02-01 14:30:00+00:00,247.02999877929688,248.05999755859375,245.6300048828125,247.92999267578125,9559482
2023-02-01 18:30:00+00:00,252.75,255.17999267578125,245.47000122070312,247.0399932861328,14688495
2023-02-02 14:30:00+00:00,262.0299987792969,263.139892578125,257.25,259.3599853515625,20502920
2023-02-02 18:30:00+00:00,264.6099853515625,264.69000244140625,260.8699951171875,262.04998779296875,12972204
2023-02-03 14:30:00+00:00,259.20001220703125,264.20001220703125,259.0199890136719,259.5419921875,14642833
2023-02-03 18:30:00+00:00,258.3500061035156,259.2200012207031,257.1000061035156,259.17999267578125,9075414
2023-02-06 14:30:00+00:00,255.85000610351562,258.29998779296875,254.77999877929688,257.0,11155209
2023-02-06 18:30:00+00:00,256.7699890136719,257.2699890136719,255.69850158691406,255.8300018310547,6337467
2023-02-07 14:30:00+00:00,263.70001220703125,268.32000732421875,260.0899963378906,260.5299987792969,27767521
2023-02-07 18:30:00+00:00,267.55999755859375,268.7749938964844,261.44000244140625,263.7099914550781,17533190
2023-02-08 14:30:00+00:00,269.2049865722656,276.760009765625,267.55999755859375,273.20001220703125,36459450
2023-02-08 18:30:00+00:00,266.67999267578125,269.6000061035156,266.2099914550781,269.20001220703125,12267913
2023-02-09 14:30:00+00:00,266.8599853515625,273.9800109863281,266.82000732421875,273.79998779296875,22601933
2023-02-09 18:30:00+00:00,263.739990234375,267.5299987792969,262.79998779296875,266.8699951171875,10355118
2023-02-10 14:30:00+00:00,262.2666931152344,264.0899963378906,260.6619873046875,261.5299987792969,14496936
2023-02-10 18:30:00+00:00,263.1000061035156,263.5299987792969,261.05999755859375,262.2900085449219,6654311
2023-02-13 14:30:00+00:00,272.3728942871094,274.6000061035156,267.1499938964844,267.6400146484375,28502139
2023-02-13 18:30:00+00:00,271.30999755859375,272.5199890136719,270.2200012207031,272.3949890136719,11307223
2023-02-14 14:30:00+00:00,272.2200012207031,274.9700012207031,269.2799987792969,272.0,23198929
2023-02-14 18:30:00+00:00,272.0400085449219,273.944091796875,271.6600036621094,272.2149963378906,9182635
2023-02-15 14:30:00+00:00,268.11138916015625,270.7300109863281,266.17999267578125,268.32000732421875,16536901
2023-02-15 18:30:00+00:00,269.32000732421875,269.3299865722656,267.55999755859375,268.1400146484375,8616310
2023-02-16 14:30:00+00:00,264.95001220703125,266.739990234375,263.1000061035156,264.0199890136719,14792191
2023-02-16 18:30:00+00:00,262.1400146484375,265.989990234375,261.8999938964844,264.9700012207031,9014623
2023-02-17 14:30:00+00:00,256.4700012207031,260.0899963378906,256.0,259.3052062988281,17186213
