Price,Close,High,Low,Open,Volume
Ticker,V,V,V,V,V
Datetime,,,,,
2022-12-21 14:30:00+00:00,206.83999633789062,207.4499969482422,205.5800018310547,206.35499572753906,1904839
2022-12-21 18:30:00+00:00,206.8300018310547,207.9600067138672,206.2100067138672,206.82000732421875,1364209
2022-12-22 14:30:00+00:00,202.72000122070312,206.64999389648438,202.52000427246094,205.75,2080548
2022-12-22 18:30:00+00:00,205.16000366210938,205.1999969482422,202.1300048828125,202.6999969482422,1445183
2022-12-23 14:30:00+00:00,205.64999389648438,206.24000549316406,203.51539611816406,204.1300048828125,1736819
2022-12-23 18:30:00+00:00,205.86000061035156,206.10000610351562,204.9550018310547,205.6699981689453,1029958
2022-12-27 14:30:00+00:00,206.2899932861328,206.7899932861328,204.60000610351562,205.9199981689453,1382877
2022-12-27 18:30:00+00:00,206.25999450683594,206.8800048828125,205.8000030517578,206.31500244140625,1111377
2022-12-28 14:30:00+00:00,206.4499969482422,208.52999877929688,205.1999969482422,206.67999267578125,1613231
2022-12-28 18:30:00+00:00,204.97000122070312,206.47999572753906,204.8000030517578,206.47000122070312,1038003
2022-12-29 14:30:00+00:00,208.16000366210938,208.42860412597656,205.5,205.9499969482422,1719429
2022-12-29 18:30:00+00:00,208.02999877929688,208.52999877929688,207.86000061035156,208.1699981689453,1182796
2022-12-30 14:30:00+00:00,206.0800018310547,207.49000549316406,205.6999969482422,206.30999755859375,1498140
2022-12-30 18:30:00+00:00,207.85000610351562,208.0399932861328,205.99000549316406,206.07000732421875,1420705
2023-01-03 14:30:00+00:00,207.0500030517578,212.3249969482422,206.16000366210938,209.27999877929688,2140393
2023-01-03 18:30:00+00:00,207.32000732421875,207.74000549316406,206.4300994873047,207.0399932861328,1332856
2023-01-04 14:30:00+00:00,212.94000244140625,213.1999969482422,209.6199951171875,209.6199951171875,3108596
2023-01-04 18:30:00+00:00,212.5800018310547,213.0,210.3300018310547,212.9499969482422,2381644
2023-01-05 14:30:00+00:00,212.0399932861328,214.16000366210938,211.02000427246094,213.8000030517578,2228931
2023-01-05 18:30:00+00:00,211.07000732421875,212.5,210.4600067138672,212.07000732421875,2026552
2023-01-06 14:30:00+00:00,216.43499755859375,217.03500366210938,213.08999633789062,214.14999389648438,3188037
2023-01-06 18:30:00+00:00,217.63999938964844,218.13999938964844,216.2100067138672,216.44500732421875,2249858
2023-01-09 14:30:00+00:00,221.58999633789062,222.2100067138672,218.35000610351562,219.07000732421875,3281320
2023-01-09 18:30:00+00:00,218.6300048828125,221.6540069580078,218.5399932861328,221.61000061035156,2419821
2023-01-10 14:30:00+00:00,220.35000610351562,221.5500030517578,218.17999267578125,218.99000549316406,3542430
2023-01-10 18:30:00+00:00,221.16000366210938,222.38999938964844,220.22999572753906,220.3000030517578,3278859
2023-01-11 14:30:00+00:00,221.50709533691406,222.0,219.6999969482422,221.2899932861328,2312756
2023-01-11 18:30:00+00:00,222.05999755859375,222.17999267578125,220.13999938964844,221.5,1911823
2023-01-12 14:30:00+00:00,221.89849853515625,223.47999572753906,220.61000061035156,222.10000610351562,2101342
2023-01-12 18:30:00+00:00,223.6199951171875,223.80999755859375,221.67999267578125,221.8459014892578,1495923
2023-01-13 14:30:00+00:00,222.33999633789062,222.33999633789062,220.13999938964844,221.91000366210938,2168022
2023-01-13 18:30:00+00:00,223.0399932861328,223.7550048828125,222.27000427246094,222.33999633789062,1589005
2023-01-17 14:30:00+00:00,222.99000549316406,224.39999389648438,222.3699951171875,223.17999267578125,1804820
2023-01-17 18:30:00+00:00,223.0,223.77000427246094,222.68499755859375,223.00999450683594,1297368
2023-01-18 14:30:00+00:00,220.3699951171875,224.99000549316406,219.8070068359375,224.30999755859375,2587734
2023-01-18 18:30:00+00:00,219.44000244140625,220.72000122070312,219.44000244140625,220.3300018310547,1724054
2023-01-19 14:30:00+00:00,220.27000427246094,220.49000549316406,217.5,218.10000610351562,2267744
2023-01-19 18:30:00+00:00,220.41000366210938,221.52000427246094,220.25,220.2899932861328,1432366
2023-01-20 14:30:00+00:00,222.0399932861328,222.86000061035156,220.41000366210938,221.13999938964844,2422916
2023-01-20 18:30:00+00:00,224.27000427246094,224.42999267578125,222.02999877929688,222.05999755859375,1679993
2023-01-23 14:30:00+00:00,225.0500030517578,226.1999969482422,223.15379333496094,224.60000610351562,2387699
2023-01-23 18:30:00+00:00,224.1199951171875,225.39500427246094,223.3800048828125,225.0500030517578,2079407
2023-01-24 14:30:00+00:00,224.8800048828125,250.5800018310547,196.8000030517578,222.02000427246094,3181900
2023-01-24 18:30:00+00:00,223.84500122070312,225.2637939453125,223.16000366210938,224.86500549316406,1367646
2023-01-25 14:30:00+00:00,223.38999938964844,223.4600067138672,221.1699981689453,221.6199951171875,2502940
2023-01-25 18:30:00+00:00,224.89999389648438,224.97000122070312,223.22999572753906,223.3300018310547,1572385
2023-01-26 14:30:00+00:00,224.40870666503906,227.0800018310547,223.6699981689453,226.0,3287946
2023-01-26 18:30:00+00:00,224.69000244140625,225.1300048828125,224.25,224.4199981689453,2486948
2023-01-27 14:30:00+00:00,231.10000610351562,232.83999633789062,227.25,228.0,7008194
2023-01-27 18:30:00+00:00,231.47999572753906,232.75,231.10000610351562,231.13499450683594,2582228
2023-01-30 14:30:00+00:00,229.89999389648438,230.4199981689453,227.92999267578125,230.1999969482422,2927300
2023-01-30 18:30:00+00:00,229.11000061035156,230.0,228.99000549316406,229.875,1720091
2023-01-31 14:30:00+00:00,229.5,230.0050048828125,228.47999572753906,228.80999755859375,3254630
2023-01-31 18:30:00+00:00,230.27000427246094,230.8000030517578,228.77000427246094,229.50999450683594,2571482
