Ticker,XLP,XLP,XLP,XLP,XLP,XLC,XLC,XLC,XLC,XLC,XLE,XLE,XLE,XLE,XLE,XLF,XLF,XLF,XLF,XLF,XLRE,XLRE,XLRE,XLRE,XLRE,XLV,XLV,XLV,XLV,XLV,XLY,XLY,XLY,XLY,XLY,XLB,XLB,XLB,XLB,XLB,XLU,XLU,XLU,XLU,XLU,XLK,XLK,XLK,XLK,XLK,XLI,XLI,XLI,XLI,XLI
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,53.81699148382983,53.81699148382983,53.14321544142535,53.288204193115234,14460700,50.94130006509503,51.215023040771484,50.72420769098182,51.215023040771484,6379500,23.454360203683397,23.54361388060041,23.372867909150337,23.508689880371094,23889400,27.61521079416818,27.78506851196289,27.534751964957106,27.78506851196289,28843300,31.68874910007718,31.737762957669887,31.10055787821316,31.223098754882812,4380100,92.72186397890043,92.83076951423453,92.02307250114632,92.68556213378906,6277400,59.943556041804406,60.276023864746094,59.71083110225683,60.276023864746094,12591000,27.384761357975275,27.43347938983569,26.85327609921243,26.884279251098633,14714800,26.82988005373237,26.838168444078814,26.349071193818244,26.448549270629883,38215400,43.92661723721968,44.34926223754883,43.84113826956521,44.34926223754883,26567000,74.49016194560711,75.36170959472656,74.2904309773088,75.36170959472656,16121300
2020-01-03,53.092031725585436,53.43318664449701,52.955570408719694,53.20290756225586,26388900,50.65812943445198,51.15838918707269,50.55430547131172,50.88466262817383,2351400,23.722120824335494,23.79197177989231,23.3224178052421,23.4388370513916,59005800,27.42747827287436,27.606274368433443,27.347019433073,27.49005699157715,51363600,31.035206061901672,31.52127782515078,31.01886707004583,31.451839447021484,3499000,91.61468545807172,92.40423504088783,91.16092276254116,91.87786865234375,8247500,59.511360964714505,59.93881396020723,59.47336401555428,59.763084411621094,11192800,26.609683043895455,26.769127124075684,26.44137898812458,26.450237274169922,24846400,26.469273564474864,26.597764170555553,26.40709956845812,26.502431869506836,35978600,43.70341175018517,44.15455204978016,43.69866191335088,43.850624084472656,30023600,74.49922578640916,75.3072231962536,74.43567566180715,75.21643829345703,17571300
2020-01-06,53.12615325669084,53.38201784507931,53.03233548179963,53.313785552978516,22541700,50.60149506036032,51.60200728969275,50.59205422765566,51.56425476074219,2535900,23.520332249634016,23.741526476155208,23.438839951511977,23.621227264404297,44916200,27.23973725884375,27.490053809824985,27.230797199329206,27.4721736907959,27956100,31.394659574340885,31.582553336334723,31.329303596424133,31.460012435913086,3097200,91.46040163912244,92.47683250119897,91.43317698704456,92.4496078491211,6441800,59.32613507354277,59.94356924023079,59.250141169193526,59.9293212890625,12823200,26.374942542676287,26.498956857084536,26.312936230244812,26.335081100463867,31528800,26.46927356865217,26.60605572745044,26.427823710917664,26.527301788330078,20889000,43.41373175661181,44.00258831901805,43.33300264860999,43.95509719848633,15630000,74.86238206410644,75.25276343072245,74.68988587783925,75.24368286132812,16153100
2020-01-07,53.151744707616174,53.20291893243786,52.86176394061686,52.9044075012207,15607600,51.62089592683639,51.828551081395986,51.450996909582805,51.63033676147461,2642800,23.555251672115883,23.582415764501903,23.283609267923705,23.559131622314453,22925000,27.409592367589994,27.45429095576157,27.29337501525879,27.29337501525879,39627500,31.37014535676616,31.37014535676616,30.94942335839235,31.11689567565918,3550600,92.19547799026728,92.34976253012421,91.75079259905822,92.26808166503906,6335300,59.891315679491505,59.972056473499755,59.58259682897896,59.83432388305664,18301600,26.2907924710023,26.485669702528387,26.219927869579603,26.304079055786133,40533800,26.46098375375881,26.502432030588295,26.340781537342725,26.48999786376953,26140600,44.031074797984346,44.15454517500418,43.86961297833328,43.93609619140625,15363600,74.96224757357173,75.37078315267017,74.70804704200425,75.08934783935547,16675400
2020-01-08,52.94704309966331,53.32231090837816,52.84469467170018,53.10055923461914,11451400,51.658649401221766,52.258016348032015,51.59257796465385,51.99844741821289,4161200,23.53585338206237,23.563017479551615,23.140031772506124,23.17107582092285,38042800,27.320196089332647,27.624151292259146,27.320196089332647,27.4721736907959,47966600,31.1495779349445,31.321132686185198,31.035208100784036,31.27211570739746,5089000,92.31348202777207,93.28453389970002,92.27718018199627,92.86707305908203,7494700,59.78208367937096,60.342526004360245,59.72508825487443,60.014808654785156,9451800,26.308505716402983,26.503382923282174,26.21992455344148,26.397085189819336,16159200,26.502432191821047,26.593621879931586,26.436113999800163,26.477563858032227,25482800,43.98359743740525,44.60094221857679,43.90286469745205,44.40624237060547,23254400,75.14381304984487,75.6794557901428,75.01671279142391,75.34354400634766,10677700
2020-01-09,53.26261286713597,53.484361302312074,53.13467895032633,53.475833892822266,6854500,52.41375111910563,52.4373496025168,52.00316487248659,52.27217102050781,2297100,23.1594347948927,23.365106244419053,22.88779233606608,23.34182357788086,30733600,27.66884898461207,27.69566745548855,27.561569985680624,27.64202880859375,27705300,31.247599915512478,31.337462792969415,31.165908090375286,31.263938903808594,2885000,93.14839688343939,93.5204855824742,92.94874020823717,93.26637268066406,6660600,60.33302307128906,60.55150008965445,60.18103890096581,60.33302307128906,7643000,26.48123932568282,26.543245635867827,26.41037472982207,26.494525909423828,7572400,26.44440287640352,26.651648996681093,26.44025868132713,26.622634887695312,23286200,44.81463575489578,44.938102521696834,44.58669069845797,44.909610748291016,15554800,75.66130065917969,75.74301193262,75.4252612613413,75.66130065917969,7407200
2020-01-10,53.52700616613875,53.60376586740331,53.37349001710435,53.44171905517578,7410800,52.470383577118305,52.470383577118305,51.98900549686859,52.06451416015625,1941800,23.3301842937693,23.34958701226389,23.18272244894439,23.20988655090332,18302400,27.6599072417157,27.66884729984411,27.400650671417026,27.436410903930664,33458200,31.32929718876521,31.57519542158815,31.259858813689032,31.566207885742188,6513200,93.62031164598311,93.77458928257602,93.13024716162758,93.2936019897461,9300300,60.40901748363901,60.40901748363901,59.943563919784424,60.005306243896484,7407000,26.5565298066801,26.62296609843919,26.343936038414135,26.388227462768555,11274800,26.659943896973303,26.788434530672316,26.647509727557463,26.693103790283203,21165800,45.1043195978296,45.16605298862523,44.72916216976954,44.80514144897461,15330600,75.81565698031885,75.81565698031885,74.99857872355521,75.12567901611328,8856800
2020-01-13,53.45877662490633,53.79993157253667,53.4331911425572,53.79140090942383,9625700,52.30993232155946,52.58365893227101,52.083402685581625,52.55534362792969,2854000,23.174958780462845,23.291376560284295,23.05465956912566,23.2176456451416,17557000,27.498993807221503,27.650971408341444,27.427475036408705,27.6241512298584,27542700,31.582543418100713,31.950162887573242,31.574375481598466,31.950162887573242,2988100,93.44789870695811,93.4660461698463,92.64927186248103,92.96691131591797,7621700,60.12879295024086,60.290278166651255,59.95781030867144,60.19528579711914,6449200,26.41036971491807,26.7381177749605,26.38379486293696,26.729259490966797,8818600,26.684803836869616,26.93349979611632,26.684803836869616,26.854745864868164,25342200,45.00934349602447,45.417742560981615,44.98560155503102,45.36550521850586,15524400,75.3617106713806,75.82471582111049,75.21644926456293,75.74301147460938,7893800
