Ticker,XLC,XLC,XLC,XLC,XLC,XLI,XLI,XLI,XLI,XLI,XLRE,XLRE,XLRE,XLRE,XLRE,XLU,XLU,XLU,XLU,XLU,XLF,XLF,XLF,XLF,XLF,XLP,XLP,XLP,XLP,XLP,XLY,XLY,XLY,XLY,XLY,XLE,XLE,XLE,XLE,XLE,XLK,XLK,XLK,XLK,XLK,XLV,XLV,XLV,XLV,XLV,XLB,XLB,XLB,XLB,XLB
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,51.106208335757884,51.38081741333008,50.888413185548586,51.38081741333008,6379500,74.74528698534587,75.61981964111328,74.54487194857604,75.61981964111328,16121300,32.03507041873432,32.08461994101168,31.440450948190133,31.5643310546875,4380100,54.061767443373036,54.078468413727435,53.092945491231106,53.293392181396484,19107700,27.711724086536424,27.88217544555664,27.630984059163758,27.88217544555664,28843300,54.24875073937,54.24875073937,53.56956917290241,53.715721130371094,14460700,120.12472395401868,120.79097747802734,119.65835157029036,120.79097747802734,6295500,47.308581522651025,47.48861051572336,47.14420761409394,47.41816711425781,11944700,87.98647397958993,88.83304595947266,87.8152567669665,88.83304595947266,13283500,93.11669476891127,93.22606404878962,92.41492767807762,93.08023834228516,6277400,55.05225491353673,55.150193963426766,53.983797110829684,54.04612350463867,7357400
2020-01-03,50.822129943143935,51.324009235507305,50.717969860550404,51.04939651489258,2351400,74.75440615990014,75.56517118348349,74.69063835861276,75.47407531738281,17571300,31.374385566716562,31.865769541511305,31.35786800826265,31.79557228088379,3499000,53.335152653479646,53.59405911999671,53.2098730699447,53.4019660949707,17989300,27.52332891534202,27.702749848535085,27.442588896519737,27.58612632751465,51363600,53.517976301912185,53.8618682245261,53.38042018878591,53.62974166870117,26388900,119.2586016377592,120.115201884871,119.18245713442586,119.76304626464844,5596400,47.84867224271207,47.989565019670266,47.042451799917494,47.27727508544922,29502900,87.5394182447231,88.44306758905897,87.52990416020248,87.83428955078125,15011800,92.00481533514002,92.79772711780589,91.54912034694547,92.26911926269531,8247500,53.494087326882486,53.814621605131705,53.15574162610793,53.17354965209961,12423200
2020-01-06,50.765324403719966,51.76907592986288,50.75585300501284,51.731201171875,2535900,75.11878940797651,75.51050784999074,74.94570241377976,75.50139617919922,16153100,31.737756400148573,31.927703560847895,31.67168617882626,31.803823471069336,3097200,53.335150051852,53.610763847787894,53.25162927157203,53.45207595825195,10444500,27.334935144277228,27.586126505691322,27.325963840894456,27.56818389892578,27956100,53.5523632589025,53.81028054714026,53.45779282130953,53.74150085449219,22541700,118.8873978453616,120.1247132600159,118.73510884947486,120.09616088867188,6411600,47.44165053833017,47.88781001789611,47.27727662183792,47.64516067504883,22458100,86.9591752661838,88.13867490708091,86.797472128311,88.04354858398438,7815000,91.84986607518884,92.870625189333,91.82252549278944,92.8432846069336,6441800,53.022170074013395,53.271478979976955,52.89751731929803,52.94203567504883,15764400
2020-01-07,51.788013953067875,51.99634137258807,51.61756490296592,51.7974853515625,2642800,75.2189915183878,75.62892632229033,74.96392035594462,75.34652709960938,16675400,31.712989568198992,31.712989568198992,31.28766950054229,31.456972122192383,3550600,53.318440586557074,53.401958172528694,53.076235126851024,53.37690353393555,13070300,27.505392697891068,27.550247513833327,27.388769149780273,27.388769149780273,39627500,53.57816750707421,53.629752289561104,53.28586029884267,53.3288459777832,15607600,120.02000170773204,120.18180329991299,119.40134044532111,119.90579223632812,9150800,47.51209429986977,47.56688560233514,46.964178289314034,47.519920349121094,11462500,88.19573089353867,88.44304623151137,87.87231741201768,88.00548553466797,7681800,92.58809788037713,92.74303945006247,92.14151877015672,92.6610107421875,6335300,52.853008441583746,53.2447747975915,52.71054763971426,52.87971878051758,20266900
2020-01-08,51.82588054174009,52.42718777965872,51.75959521646581,52.166778564453125,4161200,75.40118559868279,75.93866295093001,75.27365001343797,75.60160064697266,10677700,31.489997503394648,31.663427098477687,31.374377773339287,31.613874435424805,5089000,53.40196933404633,53.58571507077019,53.268339256966776,53.35186004638672,12741400,27.415675163621003,27.72069263423056,27.415675163621003,27.56818389892578,47966600,53.371821616807544,53.75010008851668,53.26865207758083,53.52656936645508,11451400,119.80110661398297,120.92421251118003,119.68688987033048,120.2674789428711,4725900,47.47295663223066,47.52774793302299,46.67456526738282,46.7371826171875,19021400,88.10062494465127,89.33718730417482,87.93891455128262,88.94719696044922,11627200,92.70657150255329,93.68175830972511,92.67011507617694,93.26251983642578,7494700,52.88862271802554,53.28038906089882,52.710545872525564,53.06669616699219,8079600
2020-01-09,52.58342942508869,52.60710430354129,52.171513993336,52.44139099121094,2297100,75.92044067382812,76.00243180844467,75.6835928408653,75.92044067382812,7407200,31.589109500450096,31.679954502424263,31.506524853420316,31.605627059936523,2885000,53.285041877995305,53.702639441065884,53.27669139229033,53.6441764831543,11643100,27.765555655344613,27.792467860696064,27.657901700634127,27.7386417388916,27705300,53.68991838987471,53.91344582773034,53.560958108298955,53.904850006103516,6854500,120.9051742553711,121.3429942191586,120.60060353006071,120.9051742553711,3821500,46.713705520505904,47.12855482975021,46.16578947933848,47.08159255981445,15366800,89.76523671767512,90.01254484284384,89.30865503169035,89.95547485351562,7777400,93.54505788911247,93.91873108216431,93.34455100048496,93.66353607177734,6660600,53.23587434641076,53.360527127842026,53.09341353955595,53.2625846862793,3786200
2020-01-10,52.640253772067055,52.640253772067055,52.15731725479514,52.233070373535156,1941800,76.07530604864209,76.07530604864209,75.25542950961638,75.38296508789062,8856800,31.671692069074773,31.920277700069732,31.60149480866581,31.911191940307617,6513200,53.71933907274116,53.978245541037666,53.694284430258826,53.786155700683594,10582900,27.75658417352148,27.765555478948823,27.49642144943321,27.532306671142578,33458200,53.95644712860569,54.033822664050994,53.80169933731223,53.87047576904297,7410800,121.05749691596553,121.05749691596553,120.12474472568015,120.24847412109375,3703500,47.058110386893595,47.09724660876083,46.76067271198081,46.81546401977539,9151200,90.34547210494647,90.46912616703632,89.59401913427813,89.74620819091797,7665300,94.01899603788259,94.17393066957248,93.52684460190832,93.6908950805664,9300300,53.38723525427253,53.520793741145,52.95985285142739,53.048892974853516,5637400
2020-01-13,52.479261967877854,52.753874644162856,52.25199904509505,52.725467681884766,2854000,75.61983459683809,76.0844256010515,75.47407565029881,76.00244140625,7893800,31.927713503855074,32.29935073852539,31.91945629881908,32.29935073852539,2988100,53.769443220210356,54.270561509914074,53.769443220210356,54.111873626708984,12671100,27.5951006574849,27.74760940853188,27.523331934115813,27.72069549560547,27542700,53.887660963219616,54.23155289854804,53.861870215928775,54.22295379638672,9625700,120.49591640016861,120.81952690657863,120.15327339881186,120.62916564941406,3224600,46.74501424922686,46.97983454936931,46.50236491373514,46.83111572265625,8778500,90.15521800286524,90.97325496749303,90.1076621022495,90.86862182617188,7762200,93.84582855178297,93.86405329214011,93.0438009089927,93.36279296875,7621700,53.09341746098908,53.752297467656796,53.039993380772586,53.73448944091797,4409300
