Ticker,SPY,SPY,SPY,SPY,SPY,XLC,XLC,XLC,XLC,XLC,RSP,RSP,RSP,RSP,RSP,XLB,XLB,XLB,XLB,XLB,XLK,XLK,XLK,XLK,XLK,XLRE,XLRE,XLRE,XLRE,XLRE,XLP,XLP,XLP,XLP,XLP,XLF,XLF,XLF,XLF,XLF,XLY,XLY,XLY,XLY,XLY,XLV,XLV,XLV,XLV,XLV,XLE,XLE,XLE,XLE,XLE,XLU,XLU,XLU,XLU,XLU,XLI,XLI,XLI,XLI,XLI
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,172.984921975653,173.19731935478111,172.22029659627466,172.6705780029297,62408200,,,,,,65.49720021130727,65.61541044837494,65.15945391598189,65.43809509277344,634300,18.19926457090242,18.36285408996388,18.182905306975222,18.29741859436035,7898600,19.579136962149384,19.606044316929218,19.475994668186605,19.511869430541992,12816000,22.049045885638584,22.376119115113855,22.049045885638584,22.319236755371094,2600,40.08541292873873,40.33795409868162,40.08541292873873,40.2537727355957,7363500,15.053646661344358,15.127770227440095,15.00647812610397,15.080601692199707,36121356,34.94117515626253,35.20212903257186,34.914177323595595,35.049156188964844,10265200,57.17735204655448,57.23658539289446,56.77963966857868,56.8642578125,7156300,20.618202208992404,20.674863324218556,20.35822528698088,20.501544952392578,23129800,17.818996118429837,17.913564579819273,17.688054104575887,17.72442626953125,22489200,46.27489086598744,46.400795592644386,46.07343882057603,46.28328323364258,6591700
2016-03-29,172.26279020292168,174.3782730668679,171.95693741492593,174.267822265625,92922900,,,,,,65.26921608455007,66.11357848439172,65.08345532586908,66.10513305664062,749100,18.170635115018147,18.403749146059827,18.109288660489224,18.399660110473633,8191200,19.47598895277316,19.830261321996645,19.453567019045423,19.81680679321289,20163000,22.553884895762028,22.802745819091797,22.404569155473926,22.802745819091797,17300,40.23081516570833,40.56753769808524,40.17724573826916,40.5522346496582,10354700,15.019955097513273,15.114293751692331,14.93235638776883,15.107555389404297,44438115,34.99966129120797,35.43608902969758,34.99966129120797,35.40459442138672,10979200,56.76273464352499,57.57508067516629,56.568107047216586,57.52431106567383,10455600,20.271567503701185,20.614870527180535,20.151577751798303,20.59820556640625,28733800,17.778979017018095,18.000852744817234,17.709869987862458,17.986303329467773,35107200,46.19094835110596,46.59384921528577,45.930743344098765,46.58545684814453,9271800
2016-03-30,175.27024782136928,175.75450690564574,174.66703380850706,175.03236389160156,86365300,,,,,,66.44290141404618,66.6202168039783,66.11360048388997,66.30780029296875,797300,18.481454849243164,18.55916057282821,18.403750685763395,18.481454849243164,8072600,19.91995420492174,20.032065613217835,19.88856314745358,19.933408737182617,21976600,22.987607190182644,22.987607190182644,22.74941137291819,22.752965927124023,4200,40.689980543639535,40.8200798034668,40.59049613712336,40.8200798034668,8932300,15.188415827735126,15.309707931792026,15.174939103078424,15.195154190063477,37636102,35.54857954544635,35.71055283980756,35.48109010068655,35.62956619262695,10548400,57.81199484700982,57.96431008064222,57.431209990903945,57.53274917602539,7607700,20.78484969661766,20.871508227431455,20.518206596281445,20.638195037841797,31489600,17.986310067640126,18.02632028108578,17.877192186657798,17.942663192749023,29033800,46.99675925709288,47.03033193189807,46.66939926147461,46.66939926147461,8197600
2016-03-31,174.93900545586632,175.36380027482747,174.44624191022632,174.607666015625,94584100,,,,,,66.25714059355272,66.46823126375419,66.19803546357535,66.30780029296875,1901200,18.501906097450835,18.52644343507225,18.26470143307455,18.326047897338867,11115600,19.906502062147585,19.991707830196066,19.857172767105702,19.893049240112305,29189800,22.752968815442788,22.86673355102539,22.752968815442788,22.86673355102539,11300,40.75120293088949,40.82007832022133,40.55988272933602,40.60580062866211,8297400,15.154725374555419,15.255802400687763,15.127771922825922,15.161463737487793,39946073,35.57556835146117,35.719544209050696,35.530576539587294,35.58906555175781,10140800,57.44814630716078,57.786625411423124,57.329679589061755,57.355064392089844,8602700,20.55820884215007,20.78818834601673,20.52487892151605,20.628202438354492,28092800,17.96812244696126,18.066327560180625,17.902651446475673,18.048141479492188,29406800,46.76171336677158,46.82886509454174,46.501508426588764,46.560264587402344,12949100
2016-04-01,173.6136198276081,175.98396883290673,173.29926289671315,175.79705810546875,114423500,,,,,,65.92785368367929,66.62867640386006,65.60699167387357,66.56956481933594,3030700,18.19517812677959,18.501907348632812,18.060216520313535,18.501907348632812,17181000,19.754026668138206,20.05448608429742,19.73608843509024,20.045516967773438,19309800,22.769323425251066,22.91437530517578,22.769323425251066,22.91437530517578,700,40.43744084045241,41.14915227522815,40.38387141368992,41.034358978271484,14840300,15.087340454654699,15.316446356904343,15.026693611304355,15.296231269836426,45753316,35.364095092866556,35.81401997555609,35.33710069835461,35.73753356933594,16283600,57.118145760049046,58.218201520031435,57.00814276643225,58.00665283203125,9120200,20.271561303319196,20.41154972820652,20.20156772660284,20.35155487060547,29609600,17.975395683787703,18.142711232849475,17.917199393355915,18.117250442504883,35745200,46.29167750245176,46.77851486206055,45.95592517019143,46.77851486206055,16184500
2016-04-04,175.72059242996414,175.9244985706201,174.92197625036152,175.2278289794922,63497000,,,,,,66.56108958653788,66.62864012466078,66.06291242034872,66.13890838623047,641400,18.383305776991257,18.489637891899477,18.227895861258727,18.2606143951416,11321200,20.0141258253383,20.058969697072627,19.928920074085408,19.969280242919922,15292400,22.94637459425854,22.94637459425854,22.824076725630782,22.88096046447754,5300,41.087930819861214,41.13384872520553,40.835389638754904,41.04966735839844,12949000,15.282756646305199,15.316448462717247,15.188417978204653,15.2221097946167,38544826,35.778041678143325,35.81403650921268,35.413603453370236,35.458595275878906,18943600,58.14203938271264,58.9120796893022,58.133575627707955,58.700531005859375,17381200,20.314895923171488,20.528210456868866,20.141577546678636,20.20157241821289,31619000,18.120879608975926,18.142703729177452,17.94992746950175,18.04085922241211,30572200,46.61903447585916,46.67779065397434,46.16576978585216,46.24970626831055,12014900
2016-04-05,173.88549100305198,175.23633527129175,173.2228121935869,173.47769165039062,99662200,,,,,,65.71672823425837,65.77583334556532,65.32832229681645,65.39586639404297,929700,18.12565459960008,18.236077322363087,18.101115696728613,18.146102905273438,10966400,19.839233021061943,19.88856059741278,19.73608903325208,19.77644920349121,21452200,22.681867716340207,22.681867716340207,22.66480286872961,22.676179885864258,300,40.881301143177886,40.97313694604544,40.68232940892764,40.77416229248047,11748800,15.080602835018539,15.107556285769883,14.979525812554318,15.006479263305664,61644172,35.278635806878675,35.341625058886315,35.07616741171974,35.15715408325195,17096000,58.01508490718617,58.285866851856376,57.80353631116411,57.93893051147461,16555000,20.031581613643212,20.20823370160637,19.97825299329414,20.064912796020508,32097600,18.000854152380235,18.029951597845795,17.688048635450293,17.70259666442871,37316800,45.93913320505861,46.174157895849014,45.796440557641944,45.96431350708008,11244900
2016-04-06,173.47770275458515,175.43176143021483,173.2992832342897,175.37228393554688,91839800,,,,,,65.42120095650859,66.11357786016252,65.28609988166205,66.08824157714844,533600,18.101115132876593,18.354679107666016,17.982514339623247,18.354679107666016,11345400,19.78093392881489,19.969280242919922,19.709182707629537,19.969280242919922,22277000,22.703197578072754,22.73874855041504,22.646315208615498,22.73874855041504,600,40.667022739978876,41.10323257847039,40.667022739978876,41.0955810546875,11672400,14.979524028930722,15.100816125016108,14.932355495732262,15.087339401245117,38129610,35.20214142088908,35.52158785318355,35.112157767412675,35.49009323120117,13554200,57.95585607714116,59.52131451856725,57.95585607714116,59.49592971801758,24546600,20.22823213069542,20.5015414823075,20.07824625273988,20.49820899963379,36437600,17.677140454600206,17.70623929510597,17.571660626539515,17.68077850341797,40589000,45.94753520945683,46.19095230102539,45.53623874099321,46.19095230102539,10962400
