Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^N225,^N225,^N225,^N225,^N225,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,^RUT,^RUT,^RUT,^RUT,^RUT,^DJI,^DJI,^DJI,^DJI,^DJI,^HSI,^HSI,^HSI,^HSI,^HSI
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-12,3977.570068359375,3997.760009765625,3937.56005859375,3983.169921875,4440260000.0,7725.0,7809.10009765625,7724.60009765625,7794.0,738395600.0,14972.2802734375,15095.0302734375,14934.509765625,15058.2998046875,65971500.0,26524.939453125,26547.609375,26381.9296875,26449.8203125,77000000.0,10969.259765625,11027.75,10797.1201171875,11001.099609375,5681240000.0,6947.33984375,7015.7001953125,6946.2998046875,6975.68017578125,82168400.0,1850.25,1876.06005859375,1839.0899658203125,1876.06005859375,4440260000.0,34047.859375,34292.671875,33792.1015625,34189.96875,308190000.0,21599.8203125,21698.939453125,21223.83984375,21514.099609375,2834600000.0
2023-01-13,3960.60009765625,4003.949951171875,3947.669921875,3999.090087890625,3939700000.0,7794.0,7865.0,7793.60009765625,7844.10009765625,754267100.0,15063.2099609375,15132.3701171875,15041.16015625,15086.51953125,66451100.0,26391.779296875,26409.2109375,26090.83984375,26119.51953125,98300000.0,10906.3701171875,11084.009765625,10900.16015625,11079.16015625,5077990000.0,6989.58984375,7035.81982421875,6977.85986328125,7023.5,76364900.0,1867.5,1889.1500244140625,1861.739990234375,1887.030029296875,3939700000.0,34075.30859375,34342.3203125,33915.48828125,34302.609375,274110000.0,21605.0703125,21770.080078125,21474.98046875,21738.66015625,2463600000.0
2023-01-16,,,,,,7844.10009765625,7867.2001953125,7841.89990234375,7860.10009765625,662559400.0,15112.0498046875,15153.1904296875,15083.9404296875,15134.0400390625,42102700.0,25836.669921875,25938.0390625,25748.099609375,25822.3203125,71700000.0,,,,,,7036.47998046875,7052.52001953125,7016.31982421875,7043.31005859375,56440600.0,,,,,,,,,,,21818.650390625,21947.55078125,21572.509765625,21746.720703125,2559100000.0
2023-01-17,3999.280029296875,4015.389892578125,3984.570068359375,3990.969970703125,4235560000.0,7860.10009765625,7875.60009765625,7830.39990234375,7851.0,992753700.0,15130.0302734375,15269.7099609375,15083.9501953125,15187.0703125,57914400.0,25915.509765625,26198.689453125,25895.30078125,26138.6796875,68100000.0,11070.0,11145.4404296875,11024.7197265625,11095.1103515625,5138410000.0,7036.91015625,7104.89990234375,7020.81982421875,7077.16015625,82336900.0,1886.6400146484375,1892.4200439453125,1880.739990234375,1884.2900390625,4235560000.0,34222.3203125,34269.96875,33860.671875,33910.8515625,353050000.0,21678.05078125,21797.619140625,21417.25,21577.640625,2307500000.0
2023-01-18,4002.25,4014.159912109375,3926.590087890625,3928.860107421875,4298710000.0,7851.0,7867.39990234375,7824.7001953125,7830.7001953125,963849600.0,15182.9501953125,15250.3603515625,15156.8896484375,15181.7998046875,58258000.0,26251.33984375,26816.6796875,26211.83984375,26791.119140625,93400000.0,11170.9501953125,11223.41015625,10952.0498046875,10957.009765625,5288630000.0,7073.6201171875,7115.2001953125,7072.4501953125,7083.39013671875,68097000.0,1890.0899658203125,1903.8699951171875,1854.3199462890625,1854.3599853515625,4298710000.0,33948.48828125,34016.53125,33269.8984375,33296.9609375,351670000.0,21514.80078125,21691.669921875,21422.189453125,21678.0,2485300000.0
2023-01-19,3911.840087890625,3922.93994140625,3885.5400390625,3898.85009765625,3991500000.0,7830.7001953125,7830.7998046875,7726.2001953125,7747.2998046875,732044900.0,15115.5498046875,15134.0703125,14906.26953125,14920.3603515625,64167400.0,26541.080078125,26592.869140625,26368.970703125,26405.23046875,68700000.0,10890.400390625,10932.51953125,10804.5703125,10852.26953125,4660800000.0,7047.64013671875,7056.14013671875,6946.740234375,6951.8701171875,80486000.0,1846.3499755859375,1846.3499755859375,1825.5799560546875,1836.3499755859375,3991500000.0,33171.3515625,33227.48828125,32982.05078125,33044.55859375,319770000.0,21452.259765625,21754.080078125,21383.029296875,21650.98046875,1664900000.0
2023-01-20,3909.0400390625,3972.9599609375,3897.860107421875,3972.610107421875,4013360000.0,7747.2998046875,7790.89990234375,7747.2998046875,7770.60009765625,801110300.0,14986.51953125,15034.4296875,14940.6796875,15033.5595703125,64031100.0,26346.689453125,26553.529296875,26320.9609375,26553.529296875,60400000.0,10924.66015625,11143.169921875,10885.650390625,11140.4296875,5980110000.0,6996.22021484375,7015.9599609375,6965.4501953125,6995.990234375,64034900.0,1847.6800537109375,1867.3399658203125,1836.6300048828125,1867.3399658203125,4013360000.0,33073.4609375,33381.94921875,32948.9296875,33375.48828125,367330000.0,21812.4609375,22051.76953125,21754.349609375,22044.650390625,1956200000.0
2023-01-23,3978.139892578125,4039.31005859375,3971.639892578125,4019.81005859375,3945210000.0,7770.60009765625,7811.2001953125,7768.5,7784.7001953125,562127700.0,15077.400390625,15145.900390625,15022.830078125,15102.9501953125,39903900.0,26880.2109375,26938.279296875,26788.759765625,26906.0390625,60200000.0,11171.9404296875,11405.5,11144.0302734375,11364.41015625,5997810000.0,7014.91015625,7044.509765625,6988.509765625,7032.02001953125,51105500.0,1868.9599609375,1896.199951171875,1867.489990234375,1890.77001953125,3945210000.0,33439.55859375,33782.87890625,33316.25,33629.55859375,355220000.0,,,,,
2023-01-24,4001.739990234375,4023.919921875,3989.7900390625,4016.949951171875,3320430000.0,7784.7001953125,7800.89990234375,7741.7998046875,7757.39990234375,754271900.0,15140.5,15147.4501953125,15022.5498046875,15093.1103515625,48335400.0,27150.4296875,27381.0,27150.4296875,27299.189453125,70800000.0,11302.9296875,11378.150390625,11282.650390625,11334.26953125,5670860000.0,7053.0400390625,7064.68994140625,7011.39990234375,7050.47998046875,57820900.0,1887.81005859375,1892.7099609375,1878.3299560546875,1885.6099853515625,3320430000.0,33444.71875,33782.921875,33310.55859375,33733.9609375,299310000.0,,,,,
2023-01-25,3982.7099609375,4019.550048828125,3949.06005859375,4016.219970703125,3724020000.0,7757.39990234375,7773.60009765625,7710.7998046875,7744.89990234375,717266400.0,15095.7197265625,15114.41015625,14969.650390625,15081.6396484375,53589900.0,27175.880859375,27473.900390625,27175.880859375,27395.009765625,63400000.0,11146.5302734375,11334.2197265625,11069.1796875,11313.3603515625,5485570000.0,7057.81982421875,7070.83984375,6999.93017578125,7043.8798828125,55620400.0,1873.6199951171875,1890.72998046875,1858.989990234375,1890.3199462890625,3724020000.0,33538.359375,33773.08984375,33273.2109375,33743.83984375,341720000.0,,,,,
2023-01-26,4036.080078125,4061.570068359375,4013.2900390625,4060.429931640625,3809590000.0,7744.89990234375,7787.60009765625,7744.89990234375,7761.10009765625,828610300.0,15146.2900390625,15151.5400390625,15068.7197265625,15132.849609375,62001200.0,27444.640625,27502.150390625,27284.080078125,27362.75,63300000.0,11458.400390625,11516.0498046875,11341.1904296875,11512.41015625,5732890000.0,7095.10986328125,7117.52978515625,7078.02001953125,7095.990234375,68505600.0,1899.8800048828125,1909.4200439453125,1882.7099609375,1903.06005859375,3809590000.0,33771.66015625,33953.7890625,33635.6015625,33949.41015625,327000000.0,22386.369140625,22566.779296875,22329.0703125,22566.779296875,2455100000.0
2023-01-27,4053.719970703125,4094.2099609375,4048.699951171875,4070.56005859375,3907760000.0,7761.10009765625,7777.39990234375,7742.10009765625,7765.2001953125,709941200.0,15115.75,15186.490234375,15077.6201171875,15150.0302734375,55135800.0,27428.41015625,27452.669921875,27326.91015625,27382.560546875,71500000.0,11470.4697265625,11691.8896484375,11470.26953125,11621.7099609375,6243800000.0,7085.47021484375,7117.47998046875,7062.68994140625,7097.2099609375,68167800.0,1899.8199462890625,1918.5899658203125,1896.239990234375,1911.4599609375,3907760000.0,33952.9296875,34164.328125,33830.8515625,33978.078125,441260000.0,22614.919921875,22700.849609375,22483.779296875,22688.900390625,2012100000.0
2023-01-30,4049.27001953125,4063.85009765625,4015.550048828125,4017.77001953125,3802000000.0,7765.2001953125,7790.7001953125,7718.2998046875,7784.89990234375,1123538000.0,15070.2998046875,15161.0703125,14988.98046875,15126.080078125,54664400.0,27384.76953125,27486.419921875,27337.25,27433.400390625,65800000.0,11512.33984375,11553.3095703125,11388.5400390625,11393.8095703125,5122320000.0,7054.240234375,7103.66015625,7030.9501953125,7082.009765625,60633400.0,1903.0999755859375,1909.3399658203125,1885.4300537109375,1885.719970703125,3802000000.0,33909.2109375,34055.2890625,33695.1796875,33717.08984375,343920000.0,22579.880859375,22623.810546875,21992.509765625,22069.73046875,3802800000.0
2023-01-31,4020.85009765625,4077.159912109375,4020.43994140625,4076.60009765625,4679320000.0,7784.89990234375,7784.89990234375,7708.2998046875,7771.7001953125,838335600.0,15081.169921875,15136.2197265625,14993.58984375,15128.26953125,57047200.0,27458.560546875,27494.169921875,27302.220703125,27327.109375,74600000.0,11398.580078125,11586.009765625,11398.3701171875,11584.5498046875,5695150000.0,7075.08984375,7088.97021484375,7025.52978515625,7082.419921875,78055900.0,1888.8299560546875,1931.949951171875,1888.8299560546875,1931.93994140625,4679320000.0,33803.55859375,34095.23046875,33664.91015625,34086.0390625,360240000.0,22190.26953125,22284.3203125,21631.55078125,21842.330078125,3304400000.0
2023-02-01,4070.070068359375,4148.9501953125,4037.199951171875,4119.2099609375,4856930000.0,7771.7001953125,7798.5,7745.39990234375,7761.10009765625,924663100.0,15125.1201171875,15222.33984375,15107.830078125,15180.740234375,57095200.0,27483.41015625,27547.669921875,27322.7890625,27346.880859375,65800000.0,11573.1396484375,11904.01953125,11500.330078125,11816.3203125,6336040000.0,7087.2001953125,7110.2099609375,7059.60986328125,7077.10986328125,63651600.0,1929.469970703125,1976.8699951171875,1921.52001953125,1960.81005859375,4856930000.0,34039.6015625,34334.69921875,33581.421875,34092.9609375,370120000.0,21920.80078125,22072.1796875,21703.599609375,22072.1796875,2548600000.0
2023-02-02,4158.68017578125,4195.43994140625,4141.8798828125,4179.759765625,5624360000.0,7761.10009765625,7837.7998046875,7758.5,7820.2001953125,726760200.0,15275.0,15520.9697265625,15264.3095703125,15509.1904296875,122979300.0,27453.669921875,27472.439453125,27338.4296875,27402.05078125,73200000.0,12065.150390625,12269.5498046875,12024.1396484375,12200.8203125,7038210000.0,7110.02978515625,7184.68994140625,7079.41015625,7166.27001953125,95949900.0,1968.030029296875,2007.31005859375,1968.030029296875,2001.219970703125,5624360000.0,34129.30078125,34145.140625,33814.78125,34053.94140625,429910000.0,22276.23046875,22311.9609375,21930.529296875,21958.359375,2401200000.0
2023-02-03,4136.68994140625,4182.35986328125,4123.35986328125,4136.47998046875,4694510000.0,7820.2001953125,7906.60009765625,7806.89990234375,7901.7998046875,713859100.0,15408.400390625,15476.669921875,15347.8603515625,15476.4296875,76253700.0,27455.029296875,27612.5703125,27445.689453125,27509.4609375,92800000.0,11946.8603515625,12231.3095703125,11946.8603515625,12006.9501953125,5954490000.0,7136.39990234375,7233.93994140625,7113.419921875,7233.93994140625,89988400.0,1989.1199951171875,2005.550048828125,1976.06005859375,1985.530029296875,4694510000.0,33926.30078125,34179.578125,33813.859375,33926.01171875,425150000.0,21811.080078125,21820.779296875,21459.650390625,21660.470703125,2414700000.0
2023-02-06,4119.56982421875,4124.6298828125,4093.3798828125,4111.080078125,4114240000.0,7901.7998046875,7901.7998046875,7808.39990234375,7836.7001953125,665926500.0,15367.0400390625,15406.9296875,15275.5703125,15345.91015625,54430400.0,27764.66015625,27821.220703125,27656.470703125,27693.650390625,88400000.0,11904.41015625,11973.41015625,11843.490234375,11887.4501953125,5538350000.0,7181.97021484375,7187.27001953125,7104.52001953125,7137.10009765625,68293300.0,1976.0899658203125,1976.0899658203125,1952.18994140625,1957.719970703125,4114240000.0,33874.44140625,33962.83984375,33683.578125,33891.01953125,296400000.0,21349.169921875,21349.169921875,21085.720703125,21222.16015625,2314500000.0
2023-02-07,4105.35009765625,4176.5400390625,4088.389892578125,4164.0,4355860000.0,7836.7001953125,7890.7998046875,7835.39990234375,7864.7001953125,777311900.0,15359.58984375,15363.41015625,15273.599609375,15320.8798828125,56184100.0,27744.900390625,27814.9609375,27662.109375,27685.470703125,74300000.0,11891.25,12150.2197265625,11836.7802734375,12113.7900390625,5720240000.0,7145.83984375,7154.509765625,7108.4599609375,7132.35009765625,73508000.0,1952.6500244140625,1975.8299560546875,1936.3299560546875,1972.6099853515625,4355860000.0,33769.78125,34240.0,33634.1015625,34156.69140625,361620000.0,21288.390625,21512.2109375,21259.2109375,21298.69921875,1777900000.0
2023-02-08,4153.47021484375,4156.85009765625,4111.669921875,4117.85986328125,4029820000.0,7864.7001953125,7934.2998046875,7864.7001953125,7885.2001953125,587150400.0,15450.669921875,15486.1298828125,15371.9296875,15412.0498046875,61344800.0,27690.740234375,27719.44921875,27458.529296875,27606.4609375,69000000.0,12069.1201171875,12096.3896484375,11890.08984375,11910.51953125,5052870000.0,7181.580078125,7190.85986328125,7119.830078125,7119.830078125,84748800.0,1964.8900146484375,1968.9200439453125,1940.2900390625,1942.5999755859375,4029820000.0,34132.8984375,34161.6484375,33899.7890625,33949.01171875,324090000.0,21283.900390625,21443.48046875,21178.869140625,21283.51953125,1894500000.0
2023-02-09,4144.25,4156.22998046875,4069.669921875,4081.5,4270200000.0,7885.2001953125,7949.60009765625,7874.2001953125,7911.2001953125,1061015400.0,15560.150390625,15658.5595703125,15519.6298828125,15523.419921875,66247500.0,27453.400390625,27635.380859375,27424.689453125,27584.349609375,61700000.0,12069.099609375,12070.9599609375,11745.1103515625,11789.580078125,5536290000.0,7179.64013671875,7225.8798828125,7179.64013671875,7188.35986328125,81784900.0,1954.8800048828125,1963.8499755859375,1912.239990234375,1915.3399658203125,4270200000.0,34105.609375,34252.5703125,33607.12890625,33699.87890625,347520000.0,21154.25,21637.55078125,21151.26953125,21624.359375,1933800000.0
2023-02-10,4068.919921875,4094.360107421875,4060.7900390625,4090.4599609375,3891520000.0,7911.2001953125,7913.2998046875,7850.89990234375,7882.5,974265500.0,15438.9404296875,15487.98046875,15246.3896484375,15307.98046875,65755600.0,27711.25,27814.01953125,27609.330078125,27670.98046875,88800000.0,11714.599609375,11775.7998046875,11630.5400390625,11718.1201171875,4885030000.0,7165.41015625,7182.919921875,7074.6298828125,7129.72998046875,79146100.0,1910.6600341796875,1920.8499755859375,1903.719970703125,1918.81005859375,3891520000.0,33671.5390625,33897.30859375,33591.98828125,33869.26953125,288150000.0,21559.439453125,21579.990234375,21157.51953125,21190.419921875,1782700000.0
2023-02-13,4096.6201171875,4138.89990234375,4092.669921875,4137.2900390625,3448620000.0,7882.5,7947.60009765625,7881.89990234375,7947.60009765625,570125100.0,15322.0595703125,15409.26953125,15305.9404296875,15397.33984375,38580400.0,27550.349609375,27570.3203125,27266.939453125,27427.3203125,70400000.0,11759.08984375,11910.919921875,11719.73046875,11891.7900390625,4752880000.0,7147.47998046875,7213.93994140625,7138.91015625,7208.58984375,57944800.0,1919.8900146484375,1942.699951171875,1913.5999755859375,1941.1400146484375,3448620000.0,33887.390625,34249.6015625,33887.390625,34245.9296875,302600000.0,20910.080078125,21230.150390625,20799.91015625,21164.419921875,1772600000.0
2023-02-14,4126.7001953125,4159.77001953125,4095.010009765625,4136.1298828125,3929200000.0,7947.60009765625,7996.39990234375,7947.60009765625,7953.89990234375,697856100.0,15419.0,15526.2802734375,15366.3701171875,15380.5595703125,56427200.0,27705.369140625,27721.8203125,27553.1796875,27602.76953125,55800000.0,11808.2001953125,11999.849609375,11760.5595703125,11960.150390625,5032430000.0,7225.2998046875,7271.47998046875,7204.509765625,7213.81005859375,73276800.0,1933.9000244140625,1951.97998046875,1920.5,1939.9100341796875,3929200000.0,34194.08984375,34331.46875,33827.44921875,34089.26953125,288820000.0,21235.919921875,21237.880859375,21074.939453125,21113.759765625,1408700000.0
2023-02-15,4119.5,4148.10986328125,4103.97998046875,4147.60009765625,4075980000.0,7953.89990234375,8003.7001953125,7921.2998046875,7997.7998046875,841595900.0,15394.4404296875,15520.3896484375,15388.849609375,15506.33984375,49065600.0,27686.009765625,27720.26953125,27444.130859375,27501.859375,72100000.0,11905.1201171875,12071.2900390625,11876.8203125,12070.58984375,5056640000.0,7206.830078125,7318.77978515625,7200.72998046875,7300.85986328125,75504300.0,1929.72998046875,1960.969970703125,1924.9100341796875,1960.969970703125,4075980000.0,34008.62890625,34130.48828125,33833.1015625,34128.05078125,267530000.0,21116.83984375,21117.580078125,20726.830078125,20812.169921875,2143000000.0
2023-02-16,4114.75,4136.5400390625,4089.489990234375,4090.409912109375,4143660000.0,7997.7998046875,8047.10009765625,7978.60009765625,8012.5,731954200.0,15612.4296875,15634.0400390625,15417.169921875,15533.6396484375,66113500.0,27654.720703125,27727.66015625,27597.119140625,27696.439453125,68100000.0,11896.3095703125,12040.33984375,11853.3603515625,11855.830078125,5159410000.0,7346.2998046875,7387.2900390625,7325.75,7366.16015625,91730300.0,1946.050048828125,1962.4599609375,1933.1400146484375,1942.2099609375,4143660000.0,33992.08984375,34041.16015625,33686.58984375,33696.8515625,317530000.0,20947.0703125,21306.5390625,20887.69921875,20987.669921875,2180500000.0
2023-02-17,4077.389892578125,4081.510009765625,4047.949951171875,4079.090087890625,4045480000.0,8012.5,8012.5,7957.7001953125,8004.39990234375,1270492000.0,15372.0595703125,15514.7197265625,15300.419921875,15482.0,70462400.0,27484.599609375,27608.58984375,27466.609375,27513.130859375,68800000.0,11777.5,11803.2197265625,11673.2099609375,11787.26953125,4925230000.0,7311.14013671875,7368.0,7267.77001953125,7347.72021484375,80226800.0,1943.6400146484375,1947.8499755859375,1928.3900146484375,1946.3599853515625,4045480000.0,33677.01171875,33846.640625,33517.73046875,33826.69140625,302900000.0,20958.630859375,21056.6796875,20703.740234375,20719.810546875,1631700000.0
2023-02-20,,,,,,8004.39990234375,8020.10009765625,7995.5,8014.2998046875,696068100.0,15524.16015625,15532.4404296875,15436.7900390625,15477.5498046875,33610800.0,27497.130859375,27531.939453125,27426.48046875,27531.939453125,62500000.0,,,,,,7361.2099609375,7363.41015625,7318.72998046875,7335.60986328125,48622700.0,,,,,,,,,,,20681.470703125,20973.669921875,20606.849609375,20886.9609375,1915400000.0
2023-02-21,4052.35009765625,4052.35009765625,3995.18994140625,3997.340087890625,4121590000.0,8014.2998046875,8014.39990234375,7952.5,7977.7998046875,889518400.0,15450.6201171875,15470.51953125,15286.7099609375,15397.6201171875,47050500.0,27486.08984375,27538.2890625,27359.119140625,27473.099609375,61600000.0,11640.3701171875,11684.1396484375,11491.1796875,11492.2998046875,5002540000.0,7319.93017578125,7342.68017578125,7241.2099609375,7308.64990234375,68754800.0,1937.050048828125,1937.050048828125,1888.2099609375,1888.2099609375,4121590000.0,33699.69140625,33699.69140625,33115.73828125,33129.58984375,348320000.0,20859.5,20941.30078125,20503.05078125,20529.490234375,2004600000.0
2023-02-22,4001.830078125,4017.3701171875,3976.89990234375,3991.050048828125,4079320000.0,7977.7998046875,7977.7998046875,7879.0,7930.60009765625,682684900.0,15342.599609375,15408.580078125,15247.5,15399.8896484375,54879700.0,27265.990234375,27300.529296875,27046.080078125,27104.3203125,74700000.0,11517.2001953125,11582.51953125,11445.169921875,11507.0703125,4671270000.0,7282.490234375,7307.81982421875,7231.6298828125,7299.259765625,83809200.0,1890.8299560546875,1904.47998046875,1885.1099853515625,1894.6800537109375,4079320000.0,33169.328125,33245.96875,32948.26953125,33045.08984375,321910000.0,20512.490234375,20620.98046875,20344.859375,20423.83984375,1766400000.0
2023-02-23,4018.60009765625,4028.300048828125,3969.18994140625,4012.320068359375,3952940000.0,7930.60009765625,7935.60009765625,7888.89990234375,7907.7001953125,974842600.0,15453.2900390625,15552.76953125,15433.9697265625,15475.6904296875,51347600.0,,,,,,11636.9296875,11638.98046875,11432.580078125,11590.400390625,4714580000.0,7309.02978515625,7357.68017578125,7301.419921875,7317.43017578125,79939200.0,1902.719970703125,1915.31005859375,1884.31005859375,1908.0899658203125,3952940000.0,33175.390625,33272.3984375,32795.671875,33153.91015625,288120000.0,20339.150390625,20601.220703125,20323.240234375,20351.349609375,1729700000.0
2023-02-24,3973.239990234375,3978.25,3943.080078125,3970.0400390625,3877700000.0,7907.7001953125,7939.2001953125,7870.39990234375,7878.7001953125,879172000.0,15501.8203125,15530.4599609375,15162.48046875,15209.740234375,141484400.0,27144.720703125,27465.900390625,27128.3203125,27453.48046875,76000000.0,11404.1796875,11434.3603515625,11334.4697265625,11394.9404296875,4432650000.0,7359.759765625,7366.06982421875,7187.27001953125,7187.27001953125,94517800.0,1891.3800048828125,1891.6199951171875,1875.81005859375,1890.489990234375,3877700000.0,32999.19140625,32999.19140625,32643.48046875,32816.921875,277120000.0,20223.669921875,20233.640625,20006.779296875,20010.0390625,2061900000.0
2023-02-27,3992.360107421875,4018.050048828125,3973.550048828125,3982.239990234375,3836950000.0,7878.7001953125,7950.0,7878.7001953125,7935.10009765625,755879000.0,15351.6298828125,15481.0595703125,15351.6298828125,15381.4296875,58764200.0,27322.73046875,27456.220703125,27292.740234375,27423.9609375,59400000.0,11517.1904296875,11565.23046875,11444.599609375,11466.98046875,4494000000.0,7243.02978515625,7324.02978515625,7243.02978515625,7295.5498046875,69314300.0,1902.0,1914.5999755859375,1891.8900146484375,1896.27001953125,3836950000.0,32906.16015625,33189.28125,32814.1796875,32889.08984375,243660000.0,19821.029296875,20086.529296875,19804.560546875,19943.509765625,1897600000.0
