Ticker,XLC,XLC,XLC,XLC,XLC,XLI,XLI,XLI,XLI,XLI,XLRE,XLRE,XLRE,XLRE,XLRE,XLF,XLF,XLF,XLF,XLF,XLY,XLY,XLY,XLY,XLY,XLK,XLK,XLK,XLK,XLK,XLB,XLB,XLB,XLB,XLB,SPY,SPY,SPY,SPY,SPY,XLV,XLV,XLV,XLV,XLV,XLE,XLE,XLE,XLE,XLE,XLU,XLU,XLU,XLU,XLU,XLP,XLP,XLP,XLP,XLP,^SPXEW,^SPXEW,^SPXEW,^SPXEW,^SPXEW
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,42.1232041721654,42.48330339530152,41.763104949029284,42.43305587768555,15037900,19.491260528564453,19.491260528564453,19.491260528564453,19.491260528564453,100,14.052698371024409,14.0999014588254,13.911093857378713,14.039212226867676,97496185,31.79681832235878,32.10212538612601,31.608247219122056,32.09314727783203,20940800,17.740235398353487,17.860856697492817,17.64195270231844,17.85638999938965,20586600,16.513989170022356,16.620424704226185,16.305211115320525,16.599956512451172,13573600,159.98984648240122,160.87128083333212,159.02365310839127,160.84585571289062,120250700,55.08213792111854,55.54779032030093,54.89587696144558,55.52239227294922,17303000,18.723759819047963,18.780388112275684,18.327366849213334,18.59718132019043,67600400,16.64634816733603,16.70451399204645,16.493662010732017,16.66815948486328,29277200,38.665459031951244,38.696085839091104,38.35154156060037,38.64249038696289,15217700,2843.4599609375,2879.169921875,2838.43994140625,2878.75,0.0
2016-02-17,,,,,,42.70940956420588,43.24537027113405,42.5837923758918,43.08625793457031,15619900,20.13646989667662,20.171922240082214,20.08541933359374,20.10101890563965,2600,14.17407228798503,14.295449143268975,14.17407228798503,14.22801685333252,79846353,32.4298883728435,32.86988768854206,32.38947831502104,32.78458023071289,19549400,17.95913783584284,18.2584559760789,17.936800940991706,18.22271728515625,22257400,16.735045441458325,17.021604743580852,16.730950867095434,16.927448272705078,14988400,162.01546877530157,163.8461551070072,161.88833023613745,163.47323608398438,136009500,55.954156556977544,56.29281216663486,55.53083865973552,56.2250862121582,12140000,18.820360142883768,19.29003633632991,18.74707691800754,19.20676040649414,58560000,16.72268642061924,16.72268642061924,16.526376290679867,16.63543701171875,38160600,38.810932206448285,39.155476486907006,38.696086060117445,39.04063034057617,11040500,2878.75,2939.31005859375,2878.75,2933.030029296875,0.0
2016-02-18,,,,,,43.11138185467174,43.220249876017256,42.90202199531849,43.061134338378906,9587800,20.193902606382736,20.349180221557617,20.193902606382736,20.349180221557617,3900,14.281963449455125,14.281963449455125,14.079669739811106,14.147100448608398,79491948,32.802541268607875,32.8115228042618,32.456827505879936,32.56907272338867,13948400,18.28526247727534,18.307599373598304,18.115498997668098,18.1512393951416,23156800,16.952015063184625,16.952015063184625,16.755517610871294,16.878328323364258,10820400,163.7444487476786,163.80378265499522,162.49009528814037,162.80368041992188,102343000,56.292817605240444,56.521412909054725,55.74250299379469,55.877967834472656,9722100,19.369986963219667,19.399966356797833,18.873661729690088,18.966930389404297,57664600,16.602717847978973,16.96625449158822,16.588177436189103,16.90808868408203,37768600,38.91046504895025,38.987029140953446,38.65780120875337,38.864524841308594,13101900,2934.02001953125,2936.06005859375,2913.0,2923.780029296875,0.0
2016-02-19,,,,,,42.69266455139121,43.0276416231396,42.617294869976725,42.977394104003906,12613600,20.320816040039062,20.320816040039062,20.320816040039062,20.320816040039062,200,14.032466660400857,14.20778808652596,14.01223744776167,14.147100448608398,91481888,32.36254885535793,32.66785604929349,32.16948690293613,32.65887451171875,15183200,18.08423003771472,18.218253142346455,18.039556237569553,18.164644241333008,17158600,16.788270736412798,16.800552903966654,16.61224299212318,16.681835174560547,11860800,162.023897605953,162.87990664568497,161.4136689865215,162.72735595703125,114793000,55.60704373203503,55.97956557868233,55.47157889350182,55.818702697753906,8875100,18.71376832546276,18.930286266018456,18.553878681800523,18.92362403869629,50257600,16.835386066045853,16.882644841340976,16.686336065754045,16.79539680480957,34040200,38.757336730603456,39.00234534750765,38.54295492099557,38.92578125,9795000,2908.25,2917.27001953125,2890.39990234375,2916.64990234375,0.0
2016-02-22,,,,,,43.37935469257909,43.915315328399544,43.37935469257909,43.705955505371094,12143800,20.632793426513672,20.671790330988273,20.61506792967123,20.632793426513672,800,14.31568051805542,14.430312736737214,14.31568051805542,14.369625091552734,52408225,32.950697191513036,33.34131167981964,32.9237594424751,33.29192352294922,11290000,18.329940095376315,18.43269120326285,18.303136495873233,18.405887603759766,13181400,16.870140388278575,17.05845024768008,16.845579183257534,17.00113868713379,10721000,164.3122331974536,165.22757604156243,164.24442858688178,165.08349609375,103640300,56.27588447729482,56.62300180766163,56.182754019541065,56.614540100097656,7515700,19.283370123398917,19.493225778998994,19.200094210777095,19.406618118286133,49416600,16.8862789713426,16.9917049407959,16.791758658459507,16.9917049407959,24873200,39.14781430188259,39.232036546693415,39.00999661414352,39.1171875,9152000,2936.8798828125,2968.590087890625,2936.8798828125,2968.590087890625,0.0
2016-02-23,,,,,,43.52171925735994,43.680831566320556,43.178369289387994,43.270484924316406,9727900,20.526437759399414,20.526437759399414,20.526437759399414,20.526437759399414,300,14.295449698876485,14.315678911668023,14.086411333526282,14.113385200500488,71553352,33.19764352729148,33.43111205071474,33.01805051095336,33.107845306396484,12913400,18.329934844691092,18.34780504203836,18.07975889861261,18.115497589111328,16379000,16.86604635066571,16.87423393904993,16.554924238556467,16.583580017089844,13067400,164.42246993069756,164.69368845979014,162.87994364440885,162.9986114501953,111455300,56.46215402170853,56.75847531470219,56.13196651532705,56.19123077392578,8211900,19.2200822521634,19.31335087430262,18.710432766656314,18.743743896484375,42910000,16.93717129306088,17.04623200242428,16.860828935184717,17.006242752075195,23577600,39.04061875225291,39.186091662718205,38.94873835758113,39.109527587890625,9986500,2959.18994140625,2964.159912109375,2930.239990234375,2932.360107421875,0.0
2016-02-24,,,,,,42.7596592306946,43.40448798697968,42.4916788637421,43.29561996459961,17347300,20.50445822099249,20.543455123901367,20.498076393248457,20.543455123901367,800,13.911092536857735,14.120129334696546,13.789715667716504,14.079670906066895,89023089,32.833974186032016,33.35479370918086,32.465809960357106,33.3009147644043,21643200,17.918935366242586,18.289732688179793,17.825119361147223,18.25399398803711,20288800,16.415738165611877,16.775984242153783,16.337958419313548,16.755516052246094,20284800,161.56626338930866,164.02411979021895,160.45599005788205,163.7444305419922,150812200,55.869503102777735,56.45368396031699,55.2768605366651,56.37748336791992,11118600,18.39398337605106,18.976914745056916,18.344017321860456,18.933610916137695,50559600,17.00623939533723,17.118936225278222,16.93353319463402,17.086217880249023,33501800,38.925778197790976,39.277977691882796,38.726709807440386,39.23204040527344,13271700,2932.070068359375,2953.3701171875,2887.719970703125,2949.780029296875,0.0
2016-02-25,,,,,,43.42122535268812,43.8818195119524,43.28723519578687,43.86507034301758,9312700,20.675331115722656,20.675331115722656,20.675331115722656,20.675331115722656,100,14.079670846415857,14.288707643369046,14.079670846415857,14.275219917297363,87713797,33.33682682894635,33.642133932209326,33.148255701315314,33.633155822753906,11096400,18.31652605829267,18.490756155444227,18.173567942466,18.481821060180664,18806800,16.796455314289744,16.98476675397348,16.649081823069018,16.972484588623047,10271400,164.19357327049826,165.7360990152582,163.43079405693118,165.7276153564453,110728300,56.63147277403581,57.11405496110699,56.35208138696326,57.0801887512207,9496400,18.876994076783365,19.00024341296298,18.580531861332986,18.95027732849121,37177800,17.14075293064343,17.260719299316406,17.08985663674043,17.260719299316406,24323800,39.33157647560296,39.69908940330918,39.23969897385968,39.67612075805664,9512000,2954.64990234375,2982.31005859375,2941.030029296875,2982.300048828125,0.0
