Ticker,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,^DJI,^DJI,^DJI,^DJI,^DJI,AMZN,AMZN,AMZN,AMZN,AMZN,BABA,BABA,BABA,BABA,BABA,TSLA,TSLA,TSLA,TSLA,TSLA,^N225,^N225,^N225,^N225,^N225,GC=F,GC=F,GC=F,GC=F,GC=F,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,SI=F,SI=F,SI=F,SI=F,SI=F,ZM,ZM,ZM,ZM,ZM,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC,^RUT,^RUT,^RUT,^RUT,^RUT,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL,^HSI,^HSI,^HSI,^HSI,^HSI,META,META,META,META,META,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,NFLX,NFLX,NFLX,NFLX,NFLX,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,CL=F,CL=F,CL=F,CL=F,CL=F,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,RACE,RACE,RACE,RACE,RACE,NVDA,NVDA,NVDA,NVDA,NVDA,MC.PA,MC.PA,MC.PA,MC.PA,MC.PA,PFE,PFE,PFE,PFE,PFE,WMT,WMT,WMT,WMT,WMT,V,V,V,V,V
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01,700.9868774414062,709.198974609375,699.7586059570312,706.512939453125,1420234997,189.2669219970703,194.81849670410156,187.87945556640625,193.8737335205078,2324231668,0.31568199396133423,0.3264780044555664,0.311722993850708,0.32430601119995117,1532271286,103.06864166259766,107.728759765625,102.0866928100586,104.81208801269531,532072625,3332.406494140625,3366.531494140625,3310.255859375,3353.504150390625,14195410493,2.0801210403442383,2.3467729091644287,2.079150915145874,2.322340965270996,7677226237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93425.1015625,94929.8671875,92788.125,94419.7578125,24519888919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02,706.512451171875,714.4386596679688,697.7047119140625,705.6785888671875,1880664942,193.87213134765625,209.0667266845703,193.25852966308594,207.7670440673828,4230329837,0.32430601119995117,0.3441779911518097,0.32429200410842896,0.3386099934577942,3205163576,104.81171417236328,107.70021057128906,104.62227630615234,105.0898208618164,628792957,3353.412109375,3493.4482421875,3348.35205078125,3451.392578125,22243574698,2.3224079608917236,2.435502052307129,2.322395086288452,2.403369903564453,8345904442,42660.08984375,42905.08984375,42174.80078125,42392.26953125,459850000.0,222.02999877929688,225.14999389648438,218.19000244140625,220.22000122070312,33956600.0,82.9873579200982,84.01007303845718,82.80051349866541,83.53804779052734,10635700.0,390.1000061035156,392.7300109863281,373.0400085449219,379.2799987792969,109710700.0,,,,,,2633.0,2663.10009765625,2633.0,2658.89990234375,1728.0,189.90623605246924,191.25097555403835,186.76853081449056,188.6909942626953,20370800.0,29.260000228881836,29.71500015258789,29.260000228881836,29.621999740600586,307.0,82.51000213623047,82.79000091552734,80.87999725341797,81.58000183105469,1774100.0,19403.900390625,19517.869140625,19117.58984375,19280.7890625,8737550000.0,2241.820068359375,2261.75,2219.919921875,2231.669921875,3621680000.0,19923.0703125,20024.7890625,19833.8203125,20024.66015625,52445600.0,422.4139505741353,422.9500047735069,411.81216477472935,415.51483154296875,16896500.0,247.57754859678104,247.74663833648884,240.50619200781614,242.52516174316406,55740700.0,19932.80078125,19932.80078125,19542.98046875,19623.3203125,4033400000.0,587.8662291946306,603.0084829766075,585.9722382113614,597.3563232421875,12682300.0,8173.0,8270.599609375,8160.60009765625,8260.099609375,422219900.0,94416.2890625,97739.8203125,94201.5703125,96886.875,46009564411,89.55000305175781,89.85800170898438,87.69999694824219,88.6729965209961,23123000.0,7374.58984375,7399.25,7285.2998046875,7393.759765625,52769000.0,71.8499984741211,73.7300033569336,71.79000091552734,73.12999725341797,306498.0,5903.259765625,5935.08984375,5829.52978515625,5868.5498046875,3621680000.0,417.6013598840732,419.81373637577246,413.08735251263073,413.1270446777344,283400.0,135.96280522543205,138.84202245285945,134.5931847895647,138.2721710205078,198247200.0,622.9601256597465,624.4249950009068,604.7957100659461,620.5186767578125,374039.0,24.534108657513304,24.634997140756596,24.35984720900657,24.40570640563965,32899200.0,89.12687569042124,89.74099244610794,88.67123043954294,89.14668273925781,14820400.0,314.88951348615774,316.77222528673946,309.56836314198955,311.5402526855469,5369500.0
2025-01-03,705.6785888671875,715.0968627929688,697.5460815429688,713.6435546875,1822243906,207.76760864257812,219.5595245361328,205.65240478515625,217.74732971191406,4064420852,0.3386099934577942,0.3877969980239868,0.33588600158691406,0.3792789876461029,4823481336,105.09010314941406,114.67105865478516,104.1868896484375,112.68724822998047,638586297,3451.680908203125,3627.0556640625,3421.83154296875,3605.009765625,21877299255,2.4033749103546143,2.4745519161224365,2.3971331119537354,2.4528961181640625,5804528036,42495.76171875,42782.76171875,42436.921875,42732.12890625,455810000.0,222.50999450683594,225.36000061035156,221.6199951171875,224.19000244140625,27515600.0,83.68555878681661,84.12808387743229,83.35121349854377,84.11824798583984,7689500.0,381.4800109863281,411.8800048828125,379.45001220703125,410.44000244140625,95423300.0,,,,,,2658.699951171875,2658.699951171875,2641.800048828125,2645.0,591.0,190.62341890024783,192.45625220914977,189.23884220230838,191.04177856445312,18596200.0,30.079999923706055,30.079999923706055,29.805999755859375,29.805999755859375,91.0,81.43000030517578,82.77999877929688,81.4000015258789,82.69999694824219,1639700.0,19395.509765625,19638.66015625,19379.5703125,19621.6796875,8214050000.0,2237.72998046875,2269.050048828125,2237.72998046875,2268.469970703125,3667340000.0,20028.400390625,20031.109375,19868.140625,19906.080078125,44372900.0,417.99651176266025,420.9249216883709,416.46781065088146,420.2499084472656,16662900.0,242.03781127929688,242.853348279154,240.57579666249651,242.03781127929688,40244100.0,19708.740234375,19891.859375,19634.0703125,19760.26953125,3393800000.0,602.8589663338769,607.5840565630332,594.5351777814667,602.7293701171875,11436800.0,8260.099609375,8269.0,8219.7001953125,8224.0,742503900.0,96881.7265625,98956.9140625,96034.6171875,98107.4296875,35611391163,89.31300354003906,89.88300323486328,87.98899841308594,88.1050033569336,29673000.0,7387.97021484375,7387.97021484375,7270.56982421875,7282.22021484375,61578200.0,73.12999725341797,74.3499984741211,72.69999694824219,73.95999908447266,296040.0,5891.06982421875,5949.33984375,5888.66015625,5942.47021484375,3667340000.0,413.21633308727854,416.52495210635146,409.90274876299134,414.119140625,243000.0,139.9717090810043,144.86037131104774,139.69178686675932,144.4304962158203,229322500.0,620.1280415362568,620.9092932894956,595.3228960325313,596.9830932617188,415336.0,24.488253835244542,24.61665610088226,24.323164208367665,24.387365341186523,33417000.0,89.29527213556986,90.43437027723988,89.2853648315042,89.91929626464844,10834600.0,311.3222528766725,313.0464466292302,309.17200784502637,312.0456237792969,4271300.0
2025-01-04,713.6435546875,721.15625,708.851318359375,713.8411865234375,1524500208,217.748046875,217.90504455566406,213.83145141601562,216.6229248046875,2432220391,0.37928301095962524,0.3979969918727875,0.378042995929718,0.39474600553512573,4431717187,112.68858337402344,112.72618865966797,110.31645965576172,111.16759490966797,435541346,3605.20068359375,3669.19677734375,3574.326904296875,3657.706787109375,16060610759,2.452897071838379,2.5043840408325195,2.4067139625549316,2.4195950031280518,4395986073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98106.9921875,98734.4296875,97562.9765625,98236.2265625,22342608078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,713.8411865234375,713.8411865234375,703.0022583007812,709.25830078125,1411808759,216.6227569580078,218.87840270996094,211.76522827148438,213.3936309814453,2403765299,0.39474600553512573,0.3973050117492676,0.37631601095199585,0.3825629949569702,2594267525,111.16714477539062,116.04695892333984,110.69940185546875,115.46582794189453,481946519,3657.7431640625,3673.81298828125,3594.616943359375,3634.103759765625,12830306908,2.4195799827575684,2.4255449771881104,2.3343610763549805,2.3997271060943604,4125625773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98233.90625,98813.3046875,97291.765625,98314.9609375,20525254825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,709.25830078125,745.153564453125,706.1865844726562,729.4000854492188,2056633884,213.39483642578125,222.95297241210938,211.65313720703125,218.72312927246094,3408034919,0.3824940025806427,0.3937020003795624,0.3765510022640228,0.38795700669288635,2937148475,115.4661636352539,116.9095230102539,111.7595443725586,114.01073455810547,715869331,3634.11376953125,3743.941650390625,3611.21435546875,3688.611328125,23973574043,2.399725914001465,2.4552509784698486,2.376384973526001,2.418807029724121,4383804466,42835.51953125,43115.30859375,42611.16015625,42706.55859375,557040000.0,226.77999877929688,228.83999633789062,224.83999633789062,227.61000061035156,31849800.0,85.11145848563014,85.90799310320244,83.6658901036755,84.09857177734375,18077100.0,423.20001220703125,426.42999267578125,401.70001220703125,411.04998779296875,85516500.0,39945.421875,39993.5,39232.78125,39307.05078125,137900000.0,2645.5,2647.0,2617.300048828125,2638.39990234375,960.0,193.2232644718959,197.44672936937255,193.09378194764346,196.10198974609375,29563600.0,30.3700008392334,30.459999084472656,29.959999084472656,30.341999053955078,186.0,83.16999816894531,84.19000244140625,81.99500274658203,82.33999633789062,2425600.0,19851.990234375,20007.94921875,19785.0,19864.98046875,9586840000.0,2275.7099609375,2292.300048828125,2264.419921875,2266.64990234375,4940120000.0,19982.66015625,20216.189453125,19921.119140625,20216.189453125,70784900.0,424.865875513533,431.13960318889787,422.3643396757335,424.71697998046875,20573600.0,242.98266113735735,245.98625772407811,241.87869116125097,243.66891479492188,45045600.0,19848.7109375,19851.55078125,19627.83984375,19688.2890625,2465700000.0,609.906744646259,629.0064888916852,603.7162437232414,628.218994140625,14560800.0,8224.0,8249.7001953125,8197.5,8249.7001953125,766244700.0,98314.953125,102482.875,97926.1484375,102078.0859375,51823432705,88.8759994506836,89.28299713134766,87.16899871826172,88.17900085449219,34577000.0,7313.35986328125,7454.8701171875,7304.47021484375,7445.68994140625,78726100.0,74.05000305175781,74.98999786376953,73.19999694824219,73.55999755859375,306042.0,5982.81005859375,6021.0400390625,5960.009765625,5975.3798828125,4940120000.0,421.88720289302387,425.0817409490252,420.2700877825906,423.3951721191406,235200.0,148.54936300568127,152.11839407781596,147.77958455274808,149.38912963867188,265377400.0,600.3034682173284,628.8196033267668,598.9362329893135,619.7373657226562,611624.0,24.497424104829516,24.99269298907144,24.359849997878875,24.662513732910156,43951000.0,89.9688083187143,91.59325825547123,89.81032171168563,90.56311798095703,14519900.0,312.1447092335696,312.5212576287812,309.231448769556,310.192626953125,6567300.0
2025-01-07,729.3932495117188,733.0914306640625,691.5519409179688,697.368896484375,2200352831,218.41293334960938,219.14230346679688,202.12490844726562,202.23025512695312,4360983978,0.3879519999027252,0.3978079855442047,0.34842199087142944,0.34843701124191284,5280516863,114.01121520996094,114.75484466552734,102.33089447021484,102.8379898071289,858089236,3688.34130859375,3701.10693359375,3358.08984375,3381.577392578125,32235312545,2.4187939167022705,2.460566997528076,2.2659060955047607,2.2723500728607178,7375576966,42809.7109375,42931.5390625,42380.75,42528.359375,621630000.0,227.89999389648438,228.3800048828125,221.4600067138672,222.11000061035156,28084200.0,82.90377236183619,83.69539280913965,82.38749685227535,83.07586669921875,11144100.0,405.8299865722656,414.3299865722656,390.0,394.3599853515625,75699500.0,39584.359375,40288.80078125,39584.359375,40083.30078125,127000000.0,2653.39990234375,2657.5,2653.0,2656.699951171875,643.0,196.3410311167276,200.2158547626208,193.84082865087865,194.72735595703125,26487200.0,30.44700050354004,30.44700050354004,30.44700050354004,30.44700050354004,6.0,83.80000305175781,84.02999877929688,80.12000274658203,80.44999694824219,2150000.0,19938.080078125,19940.2109375,19421.01953125,19489.6796875,13371130000.0,2271.31005859375,2286.179931640625,2236.550048828125,2249.800048828125,4517330000.0,20206.0390625,20391.169921875,20152.69921875,20340.5703125,62020000.0,425.85852385294453,427.49643519355806,417.7185585987197,419.2770690917969,18139100.0,241.6598791297847,244.215923537777,240.0387452815234,240.89407348632812,40856000.0,19501.44921875,19668.650390625,19252.609375,19447.580078125,3581000000.0,629.7142790484268,630.112985152474,606.3180247667793,615.9476928710938,12071500.0,8249.7001953125,8251.7998046875,8190.5,8245.2998046875,741506800.0,102248.8515625,102712.484375,96132.875,96922.703125,58685738547,87.93800354003906,88.80000305175781,86.91100311279297,87.91899871826172,26498000.0,7451.33984375,7516.9501953125,7417.419921875,7489.35009765625,68128400.0,73.44000244140625,74.52999877929688,73.11000061035156,74.25,277328.0,5993.259765625,6000.68017578125,5890.68017578125,5909.02978515625,4517330000.0,427.62149302147213,428.1968931668611,423.4447934025902,424.585693359375,169000.0,152.98814312185272,153.08812187242287,139.97169998670535,140.10166931152344,351782200.0,621.3976136360858,631.0657759240898,617.5889887996683,629.4055786132812,432713.0,24.772574620951602,25.28618544805988,24.708373486231782,24.882633209228516,35030000.0,90.83055850432619,91.06828842486809,89.59241017380343,89.9489974975586,11238000.0,310.0440178128232,312.3230852897886,308.48829102063627,308.8351135253906,4958600.0
2025-01-08,697.368896484375,706.7611083984375,677.1226196289062,695.837158203125,2189465209,202.22787475585938,203.06031799316406,188.9578857421875,197.55905151367188,5028291858,0.34843599796295166,0.3551110029220581,0.32681000232696533,0.34224799275398254,4416730765,102.8375244140625,104.85659790039062,97.75127410888672,101.49867248535156,697152698,3381.615478515625,3413.682861328125,3209.214599609375,3326.329345703125,34337730882,2.27236008644104,2.3951570987701416,2.2129290103912354,2.375304937362671,8537147723,42542.1015625,42656.21875,42327.7890625,42635.19921875,463430000.0,223.19000244140625,223.52000427246094,220.1999969482422,222.1300048828125,25033300.0,81.70896253332738,82.39733237720947,81.34511708260854,82.29899597167969,9661800.0,392.95001220703125,402.5,387.3999938964844,394.94000244140625,73038800.0,39879.359375,40105.71875,39705.80859375,39981.05859375,118800000.0,2655.5,2676.89990234375,2653.5,2664.5,999.0,191.818768515616,195.52424236393108,191.62950729663424,193.19337463378906,24864800.0,30.524999618530273,30.649999618530273,30.280000686645508,30.45199966430664,46.0,80.12000274658203,80.65599822998047,78.86000061035156,79.9000015258789,2850700.0,19469.369140625,19544.509765625,19308.5390625,19478.880859375,8851720000.0,2236.1201171875,2241.889892578125,2211.7099609375,2238.9599609375,4441740000.0,20322.169921875,20480.490234375,20242.560546875,20329.939453125,62954900.0,420.3590683350305,423.8433749158129,418.4531451224049,421.4510192871094,15054600.0,240.605632433071,242.3859157551251,238.74579711055483,241.3813934326172,37628900.0,19390.759765625,19483.58984375,19111.5390625,19279.83984375,3232400000.0,611.4718611566152,614.5022833089956,600.895166417742,608.8002319335938,10085800.0,8245.2998046875,8267.400390625,8189.5,8251.0,899645300.0,96924.1640625,97258.3203125,92525.84375,95043.5234375,63875859171,88.0,88.62200164794922,87.30000305175781,87.5,23479000.0,7489.2001953125,7496.509765625,7396.68017578125,7452.419921875,68013600.0,74.5199966430664,75.29000091552734,73.16000366210938,73.31999969482422,328617.0,5910.66015625,5927.89013671875,5874.77978515625,5918.25,4441740000.0,424.9329264340713,431.0541181814283,424.07971142238716,430.43902587890625,238100.0,142.54101155921632,143.91063203422854,137.5223800692543,140.07168579101562,227349900.0,628.6242820796127,629.8938236013929,615.5380919795726,620.8116455078125,380525.0,24.809258029042873,24.891802837589374,24.057184661707684,24.634998321533203,35430700.0,90.24615852055985,90.97914023575296,89.95890719338979,90.92961883544922,13453600.0,308.1712000954382,311.1835572709654,307.3883773257462,309.75665283203125,5161600.0
