Ticker,ORCL,ORCL,ORCL,ORCL,ORCL
Price,Open,High,Low,Close,Volume
Date,,,,,
1986-03-12,0.050722185522317886,0.051340260740567016,0.050722185522317886,0.050722185522317886,393012000
1986-03-13,0.05195912346243858,0.052577198527844836,0.05195912346243858,0.05195912346243858,125290800
1986-03-14,0.05381495133042336,0.05443302641842244,0.05381495133042336,0.053814951330423355,57866400
1986-03-17,0.05319606165054396,0.05319606165054396,0.0525771863758564,0.0525771863758564,28285200
1986-03-18,0.05195912762837178,0.05195912762837178,0.051340252161026,0.051340252161026,32335200
1986-03-19,0.051340261298062906,0.051340261298062906,0.050103310495615005,0.050103310495615005,22712400
1986-03-20,0.050103310495615005,0.05072218607310219,0.050103310495615005,0.050103310495615005,17787600
1986-03-21,0.04948442192953442,0.04948442192953442,0.04824747145175934,0.04824747145175934,16232400
1986-03-24,0.04824747145175934,0.04886634686680508,0.04824747145175934,0.04824747145175934,20736000
1986-03-25,0.04824747145175934,0.04886634686680508,0.04824747145175934,0.04824747145175934,21675600
1986-03-26,0.048866353929042816,0.05010330458558383,0.048866353929042816,0.048866353929042816,23328000
1986-03-27,0.050722185522317886,0.05195913631133393,0.050722185522317886,0.050722185522317886,21513600
1986-03-31,0.051340252161026,0.05195912762837178,0.051340252161026,0.051340252161026,9882000
1986-04-01,0.04948442908109729,0.04948442908109729,0.048866353929042816,0.048866353929042816,20314800
1986-04-02,0.04886634686680508,0.04948442192953442,0.04824747145175934,0.04824747145175934,12960000
1986-04-03,0.050103310495615005,0.051340261298062906,0.050103310495615005,0.050103310495615005,11955600
1986-04-04,0.05010332236892926,0.0507221980930755,0.04948444664478302,0.04948444664478302,10659600
1986-04-07,0.050103310495615005,0.05072218607310219,0.050103310495615005,0.050103310495615005,9007200
1986-04-08,0.050103310495615005,0.051340261298062906,0.050103310495615005,0.050103310495615005,15001200
1986-04-09,0.050103310495615005,0.05072218607310219,0.050103310495615005,0.050103310495615005,8942400
1986-04-10,0.050103310495615005,0.05072218607310219,0.050103310495615005,0.050103310495615005,9428400
1986-04-11,0.051340252161026,0.05195912762837178,0.051340252161026,0.051340252161026,18273600
1986-04-14,0.051340252161026,0.05195912762837178,0.051340252161026,0.051340252161026,46785600
1986-04-15,0.05134024804471246,0.05195912346243858,0.05134024804471246,0.05195912346243858,12020400
1986-04-16,0.05195913507635141,0.05443303659558296,0.05134025952029414,0.05443303659558296,22550400
1986-04-17,0.0544330276903058,0.0593816302716732,0.0544330276903058,0.0593816302716732,19699200
1986-04-18,0.05938165987738053,0.06556721609990905,0.05938165987738053,0.06433026492595673,27799200
1986-04-21,0.06433024247807335,0.07144330951078678,0.0637113669306689,0.07051579654216766,33534000
1986-04-22,0.07051580107480937,0.07051580107480937,0.06618607302213296,0.06680414825677872,38264400
1986-04-23,0.06680415118940836,0.06680415118940836,0.06494912505149841,0.06494912505149841,4114800
1986-04-24,0.0649491196685855,0.06618607044219971,0.0649491196685855,0.06618607044219971,10789200
1986-04-25,0.066186057844151,0.0674230083823204,0.066186057844151,0.0674230083823204,4633200
1986-04-28,0.06742301535038164,0.06927884152561016,0.06742301535038164,0.06804189085960388,46008000
1986-04-29,0.06804188382758285,0.0686599589204898,0.06680413293705796,0.0674230083823204,2786400
1986-04-30,0.0661860478085784,0.0661860478085784,0.06185552105307579,0.06185552105307579,9720000
1986-05-01,0.06185555328624832,0.06371137995536601,0.06185555328624832,0.06309330463409424,21546000
1986-05-02,0.06309328229579071,0.06371135739823175,0.0593816302716732,0.0593816302716732,10627200
1986-05-05,0.059381654404742475,0.060618605464696884,0.059381654404742475,0.060618605464696884,4924800
1986-05-06,0.06061857761664382,0.062474403530359275,0.05938162712494199,0.06247440353035927,7257600
1986-05-07,0.062474431405071175,0.06371138244867325,0.062474431405071175,0.06371138244867325,11826000
1986-05-08,0.06371138916259712,0.06556721609990905,0.06309331375200439,0.06433026492595673,21254400
1986-05-09,0.06433023001171906,0.06556718051433563,0.06433023001171906,0.06556718051433563,7581600
1986-05-12,0.06556720031327701,0.06556720031327701,0.06433024943714567,0.06494912505149841,11404800
1986-05-13,0.06494912220030241,0.06680414825677872,0.06433024661311762,0.06680414825677872,35510400
1986-05-14,0.06680415118940836,0.06680415118940836,0.06494912505149841,0.06494912505149841,2559600
