Ticker,MSTR,MSTR,MSTR,MSTR,MSTR,ADBE,ADBE,ADBE,ADBE,ADBE,NVO,NVO,NVO,NVO,NVO,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,
2020-02-06,15.276000022888184,15.385000228881836,15.194999694824219,15.223999977111816,561000.0,366.1600036621094,368.25,363.010009765625,367.4599914550781,2224500.0,28.999107226031658,29.444268750762973,28.88554555953448,29.376131057739258,2717000.0,9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,37628823716
2020-02-07,15.128999710083008,15.357000350952148,15.119999885559082,15.265999794006348,746000.0,366.0,369.3399963378906,364.3800048828125,366.0899963378906,2092700.0,28.862833940435987,28.944598479980506,28.70384656562674,28.731101989746094,2695800.0,9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,34522718159
2020-02-08,,,,,,,,,,,,,,,,9793.0703125,9876.7490234375,9678.91015625,9865.119140625,35172043762
2020-02-09,,,,,,,,,,,,,,,,9863.89453125,10129.435546875,9850.392578125,10116.673828125,35807884663
2020-02-10,15.305999755859375,15.357000350952148,15.112000465393066,15.145000457763672,285000.0,365.44000244140625,370.80999755859375,365.2200012207031,370.0,2426800.0,28.635711123234262,28.926428721185708,28.62208254452096,28.90825843811035,1972000.0,10115.5595703125,10165.765625,9784.5634765625,9856.611328125,39386548075
2020-02-11,15.170000076293945,15.333999633789062,15.121999740600586,15.210000038146973,480000.0,373.0299987792969,373.70001220703125,367.25,369.2799987792969,2004700.0,28.93551129016061,28.940052994118876,28.58574116971797,28.65842056274414,2423200.0,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,37648059389
2020-02-12,15.244000434875488,15.354000091552734,14.944999694824219,14.984000205993652,543000.0,370.6400146484375,374.42999267578125,367.1499938964844,374.2900085449219,2355600.0,28.767442396087134,28.803781228565025,28.599369880834605,28.771984100341797,2166400.0,10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,43444303830
2020-02-13,14.928000450134277,14.972999572753906,14.692999839782715,14.807000160217285,599000.0,372.55999755859375,377.7099914550781,372.3900146484375,374.8399963378906,1917100.0,28.426757933006275,28.594828718631273,28.39950250852105,28.49943733215332,1998000.0,10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,49356071373
2020-02-14,14.831999778747559,14.968000411987305,14.711999893188477,14.883999824523926,565000.0,376.2799987792969,379.8299865722656,375.8500061035156,379.6700134277344,1690300.0,28.749275321293947,28.840125011846006,28.644798783643882,28.82195472717285,1614600.0,10211.55078125,10321.99609375,10125.5341796875,10312.1162109375,43338264162
2020-02-15,,,,,,,,,,,,,,,,10313.8564453125,10341.5556640625,9874.427734375,9889.4248046875,43865054831
2020-02-16,,,,,,,,,,,,,,,,9889.1796875,10053.96875,9722.38671875,9934.43359375,43374780305
2020-02-17,,,,,,,,,,,,,,,,9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,45998298413
2020-02-18,14.86299991607666,14.866999626159668,14.753000259399414,14.79699993133545,234000.0,380.20001220703125,382.5899963378906,378.5899963378906,378.8500061035156,2074400.0,28.999107150352927,29.235315623988246,28.999107150352927,29.112667083740234,1456800.0,9691.23046875,10161.935546875,9632.3828125,10141.99609375,47271023953
2020-02-19,14.826000213623047,15.017000198364258,14.815999984741211,14.960000038146973,454000.0,383.8299865722656,385.0,381.4800109863281,383.2799987792969,2580400.0,29.108131818012236,29.1898963695201,29.053620961797805,29.135385513305664,1396800.0,10143.798828125,10191.67578125,9611.2236328125,9633.38671875,46992019710
2020-02-20,14.914999961853027,15.027999877929688,14.821000099182129,14.979999542236328,923000.0,384.0,386.75,373.4800109863281,378.9599914550781,3789300.0,29.126297493623557,29.2262288490926,28.72655994205277,28.849205017089844,2233200.0,9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,44925260237
2020-02-21,14.954999923706055,15.067999839782715,14.916000366210938,14.994999885559082,597000.0,378.0199890136719,378.3399963378906,368.75,372.95001220703125,2742800.0,28.953683080536024,29.094500169968754,28.853748260111928,29.00364875793457,1747000.0,9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,40930547513
2020-02-22,,,,,,,,,,,,,,,,9687.70703125,9698.2314453125,9600.728515625,9663.181640625,35838025154
2020-02-23,,,,,,,,,,,,,,,,9663.318359375,9937.404296875,9657.791015625,9924.515625,41185185761
2020-02-24,14.631999969482422,14.78600025177002,14.380999565124512,14.588000297546387,530000.0,355.3900146484375,363.4599914550781,349.0,357.4100036621094,3924000.0,28.045191750663726,28.32682421676681,27.790812977297755,27.83623695373535,2926600.0,9921.5830078125,9951.74609375,9537.04296875,9650.1748046875,45080496648
2020-02-25,14.571000099182129,14.586000442504883,14.005000114440918,14.005000114440918,990000.0,361.0,363.9700012207031,346.2799987792969,347.79998779296875,4188100.0,27.76355752114891,27.868034053091144,27.39107536976752,27.536434173583984,2224000.0,9651.3125,9652.7373046875,9305.021484375,9341.705078125,42515259129
2020-02-26,14.064000129699707,14.241000175476074,14.005999565124512,14.01200008392334,507000.0,349.3999938964844,360.07000732421875,348.6000061035156,351.3399963378906,3489700.0,27.727220944965712,27.8952917506652,27.60457411935351,27.754474639892578,3106400.0,9338.2900390625,9354.7783203125,8704.4267578125,8820.5224609375,50420050762
2020-02-27,13.756999969482422,14.071999549865723,13.609999656677246,13.621999740600586,708000.0,340.0,352.239990234375,337.2699890136719,337.5199890136719,4737700.0,27.6136603827864,27.799901481205932,27.018596515731872,27.02313995361328,3162600.0,8825.09375,8932.892578125,8577.19921875,8784.494140625,45470195695
2020-02-28,13.34000015258789,13.600000381469727,13.26200008392334,13.515999794006348,997000.0,324.4200134277344,345.4599914550781,324.0,345.1199951171875,6463400.0,26.409902880102432,26.73241762146349,26.014708736000664,26.40536117553711,7481000.0,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,44605450443
2020-02-29,,,,,,,,,,,,,,,,8671.212890625,8775.6318359375,8599.5087890625,8599.5087890625,35792392544
2020-03-01,,,,,,,,,,,,,,,,8599.7587890625,8726.796875,8471.212890625,8562.4541015625,35349164300
2020-03-02,13.572999954223633,13.77299976348877,13.515999794006348,13.67199993133545,748000.0,349.80999755859375,360.75,342.6099853515625,360.2799987792969,5398100.0,27.304770911707635,27.78172962630244,26.827812197112834,27.763559341430664,8582800.0,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,42857674409
2020-03-03,13.623000144958496,13.881999969482422,13.210000038146973,13.439000129699707,660000.0,361.760009765625,364.95001220703125,344.0400085449219,348.3399963378906,4204500.0,28.331364700991763,28.535776051783763,27.595485570954114,27.93617057800293,5715800.0,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,42386715821
2020-03-04,13.604999542236328,13.649999618530273,13.416000366210938,13.616999626159668,777000.0,354.3800048828125,364.2699890136719,350.0799865722656,363.8500061035156,4146300.0,28.74472974792895,29.44427006054475,28.544861829815975,29.42609977722168,5441800.0,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,34746706368
2020-03-05,13.395999908447266,13.722999572753906,13.395999908447266,13.687999725341797,983000.0,355.05999755859375,360.45001220703125,347.19000244140625,351.0299987792969,3199000.0,28.762900349892494,29.030905967029188,28.38133305994895,28.594829559326172,3773400.0,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,39698054597
2020-03-06,13.390000343322754,13.673999786376953,13.390000343322754,13.628000259399414,734000.0,340.45001220703125,344.1600036621094,326.6000061035156,336.7699890136719,5622900.0,27.96342655864396,28.467638923542896,27.822609462449687,28.413129806518555,5919000.0,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,40826885651
2020-03-07,,,,,,,,,,,,,,,,9121.6005859375,9163.220703125,8890.744140625,8909.9541015625,36216930370
2020-03-08,,,,,,,,,,,,,,,,8908.2060546875,8914.34375,8105.2529296875,8108.1162109375,39973102121
2020-03-09,13.135000228881836,13.281000137329102,12.90999984741211,12.942999839782715,808000.0,311.67999267578125,322.44000244140625,305.3299865722656,305.7900085449219,5291900.0,27.37745082589614,27.840782701833092,26.78238698141742,27.004968643188477,5248400.0,8111.146484375,8177.79345703125,7690.09814453125,7923.64453125,46936995808
2020-03-10,13.192999839782715,13.192999839782715,12.62600040435791,12.998000144958496,1430000.0,318.9800109863281,332.94000244140625,309.30999755859375,332.3800048828125,5973700.0,27.545517362287203,27.78626753913508,26.74150056097918,27.727216720581055,4868000.0,7922.14697265625,8136.9453125,7814.76318359375,7909.7294921875,42213940994
2020-03-11,12.76099967956543,12.776000022888184,12.199999809265137,12.414999961853027,716000.0,324.32000732421875,326.3599853515625,309.0,315.2300109863281,4869200.0,26.827808531629636,27.082185553824008,26.019248293446598,26.29633903503418,5434600.0,7910.08984375,7950.814453125,7642.8125,7911.43017578125,38682762605
2020-03-12,11.998000144958496,12.260000228881836,10.805999755859375,10.852999687194824,1351000.0,290.4100036621094,310.1300048828125,283.0,285.0,7230200.0,25.31516619948863,25.48323697880377,24.206804970903853,24.26585578918457,6396000.0,7913.6162109375,7929.1162109375,4860.35400390625,4970.7880859375,53980357243
2020-03-13,11.192000389099121,11.369999885559082,10.626999855041504,11.133000373840332,1497000.0,312.8800048828125,336.0,298.0,335.5,8935200.0,25.810295571024273,25.84209269920094,24.23405907649432,25.76487159729004,5985600.0,5017.8310546875,5838.11474609375,4106.98095703125,5563.70703125,74156772075
2020-03-14,,,,,,,,,,,,,,,,5573.07763671875,5625.2265625,5125.0693359375,5200.3662109375,36154506008
2020-03-15,,,,,,,,,,,,,,,,5201.06689453125,5836.64501953125,5169.283203125,5392.31494140625,33997889639
2020-03-16,10.288000106811523,10.845000267028809,9.979000091552734,10.666000366210938,1368000.0,288.3599853515625,307.1099853515625,283.25,286.0299987792969,7140100.0,22.80772819050241,25.042623031883807,22.562434537275102,23.888835906982422,5833600.0,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,45368026430
2020-03-17,10.803999900817871,11.281000137329102,10.562999725341797,10.935999870300293,1061000.0,291.20001220703125,312.95001220703125,278.3500061035156,311.80999755859375,6189100.0,23.65716628144411,25.156179874666154,23.302852717363663,25.06987190246582,5165400.0,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,38622642935
2020-03-18,10.335000038146973,10.414999961853027,9.121999740600586,9.220000267028809,1151000.0,290.0,296.8699951171875,255.1300048828125,294.6099853515625,7293300.0,23.829779699161495,24.365790904041692,22.562431084259323,23.847949981689453,6396200.0,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,37878801016
2020-03-19,9.175999641418457,10.723999977111816,9.0,10.538000106811523,902000.0,291.7699890136719,318.7099914550781,281.1000061035156,307.510009765625,6023800.0,23.961512970154974,24.302197988687983,23.434586877469798,23.484554290771484,4790600.0,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,51000731797
2020-03-20,10.574999809265137,10.909000396728516,9.934000015258789,10.074000358581543,1046000.0,312.9200134277344,324.79998779296875,293.7699890136719,295.3399963378906,7461800.0,23.688963717478522,23.816152226196216,22.367106022632527,22.467039108276367,7517000.0,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,54442976103
2020-03-21,,,,,,,,,,,,,,,,6206.521484375,6378.13525390625,5932.8232421875,6185.06640625,42494390880
2020-03-22,,,,,,,,,,,,,,,,6185.55810546875,6359.697265625,5823.7138671875,5830.2548828125,40099664740
2020-03-23,10.230999946594238,10.430999755859375,9.652999877929688,10.246999740600586,624000.0,296.6700134277344,312.489990234375,287.7799987792969,307.2699890136719,6016800.0,22.934917305246216,23.57994680605234,22.61240082202946,22.898576736450195,6649000.0,5831.37451171875,6443.9345703125,5785.00439453125,6416.31494140625,46491916000
2020-03-24,10.592000007629395,10.732999801635742,10.305000305175781,10.689000129699707,750000.0,322.9599914550781,326.989990234375,301.5899963378906,310.0,6592200.0,23.579943774480213,23.63899632477477,22.73504471954841,22.957626342773438,6003800.0,6436.642578125,6789.02294921875,6411.06640625,6734.8037109375,48221910672
2020-03-25,10.758000373840332,10.87600040435791,10.305000305175781,10.413000106811523,861000.0,308.0,317.6499938964844,298.1300048828125,305.9100036621094,4830400.0,23.92517436372385,24.42030336721273,23.48001277763141,24.08416175842285,8887000.0,6738.716796875,6892.51123046875,6536.92626953125,6681.06298828125,44590107888
2020-03-26,10.5,11.163999557495117,10.5,11.053999900817871,719000.0,305.989990234375,324.42999267578125,305.69000244140625,322.6700134277344,4531000.0,24.87000776851427,25.887521177554532,24.729190662359063,25.783042907714844,5629000.0,6675.1708984375,6735.4638671875,6590.962890625,6716.4404296875,35319797642
2020-03-27,10.732000350952148,10.935999870300293,10.454999923706055,10.630999565124512,752000.0,311.70001220703125,314.2900085449219,300.6300048828125,305.8299865722656,4862100.0,25.528309998774464,26.54631145983936,25.33945031725157,26.13174057006836,4762400.0,6719.38916015625,6793.83642578125,6466.70166015625,6469.79833984375,34585598367
2020-03-28,,,,,,,,,,,,,,,,6467.25390625,6467.5009765625,6117.837890625,6242.19384765625,34885225901
2020-03-29,,,,,,,,,,,,,,,,6245.62451171875,6250.46728515625,5920.0859375,5922.04296875,28373690931
2020-03-30,10.720000267028809,11.067000389099121,10.467000007629395,11.02400016784668,712000.0,308.8900146484375,322.9700012207031,308.010009765625,318.3900146484375,4340200.0,27.06682947585697,27.734748545146022,27.06682947585697,27.720930099487305,5827600.0,5925.53857421875,6517.19580078125,5903.234375,6429.841796875,37101651525
2020-03-31,10.99899959564209,11.817999839782715,10.99899959564209,11.8100004196167,1206000.0,316.4100036621094,326.3299865722656,312.67999267578125,318.239990234375,6413700.0,27.67947261710887,27.992703600283168,27.426124492911995,27.73014259338379,8613400.0,6430.6064453125,6504.51513671875,6374.162109375,6438.64453125,32786468812
2020-04-01,11.505000114440918,11.663000106811523,10.86400032043457,11.33899974822998,799000.0,307.0,309.6099853515625,298.32000732421875,301.2099914550781,3903000.0,27.315570301099246,27.983489327849703,27.228050555538474,27.522855758666992,5072200.0,6437.3193359375,6612.57373046875,6202.37353515625,6606.7763671875,40346426266
2020-04-02,11.223999977111816,11.78600025177002,11.149999618530273,11.449000358581543,380000.0,297.760009765625,306.5,293.17999267578125,303.9599914550781,3589700.0,26.965487143572766,27.430726233569256,26.725957498216047,27.320175170898438,3023400.0,6606.7763671875,7088.24755859375,6595.91845703125,6793.62451171875,47660646124
2020-04-03,11.343999862670898,11.5600004196167,10.939000129699707,11.222999572753906,429000.0,302.05999755859375,303.4700012207031,289.7099914550781,293.6099853515625,3934700.0,27.44915359253592,27.817660084829207,27.29253811366408,27.564311981201172,3951600.0,6797.396484375,7003.220703125,6673.3359375,6733.38720703125,38976504903
2020-04-04,,,,,,,,,,,,,,,,6738.3828125,6878.95361328125,6696.48486328125,6867.52734375,33185988584
2020-04-05,,,,,,,,,,,,,,,,6862.53759765625,6883.4140625,6715.92919921875,6791.12939453125,29510409856
2020-04-06,11.755999565124512,11.755999565124512,11.24899959564209,11.602999687194824,675000.0,306.55999755859375,320.510009765625,299.9599914550781,319.1300048828125,5145100.0,27.587341922854897,28.02954969141187,27.444546652670706,27.94202995300293,3250000.0,6788.0498046875,7271.78125,6782.8896484375,7271.78125,46896904615
2020-04-07,11.777999877929688,11.979999542236328,11.51099967956543,11.770999908447266,545000.0,327.4100036621094,328.32000732421875,306.29998779296875,308.92999267578125,5422300.0,27.647225876853092,27.766989826673278,26.937849788258983,26.96548843383789,7768800.0,7273.64404296875,7427.939453125,7136.71435546875,7176.41455078125,44243482668
2020-04-08,11.939000129699707,12.460000038146973,11.87399959564209,12.300000190734863,588000.0,313.8800048828125,317.7200012207031,308.20001220703125,317.17999267578125,4002500.0,27.209624147240227,27.72553324050818,26.914818951087113,27.472185134887695,7711200.0,7179.283203125,7356.2236328125,7153.3056640625,7334.0986328125,37563249549
2020-04-09,12.484999656677246,12.732999801635742,12.281999588012695,12.541999816894531,524000.0,318.6499938964844,320.7799987792969,310.7900085449219,318.70001220703125,3290200.0,27.826873530672675,27.974276130576982,27.426122822006437,27.63801383972168,6012000.0,7337.96630859375,7341.4482421875,7179.09423828125,7302.08935546875,34815139178
2020-04-10,,,,,,,,,,,,,,,,7303.8154296875,7303.8154296875,6802.47509765625,6865.4931640625,43622840992
2020-04-11,,,,,,,,,,,,,,,,6867.4404296875,6926.06982421875,6789.9208984375,6859.0830078125,31222085946
2020-04-12,,,,,,,,,,,,,,,,6858.06787109375,7119.947265625,6811.078125,6971.091796875,35759567632
2020-04-13,12.430000305175781,12.430000305175781,11.956999778747559,12.208999633789062,491000.0,315.94000244140625,320.8999938964844,313.75,320.6499938964844,1839000.0,27.762387764328846,27.845301954341,26.8825776433579,27.103681564331055,7375400.0,6965.61669921875,6965.61669921875,6668.259765625,6845.03759765625,38619308647
2020-04-14,12.60200023651123,12.76099967956543,12.482999801635742,12.649999618530273,761000.0,328.7699890136719,342.1000061035156,328.4700012207031,340.7699890136719,3858900.0,27.36623950309717,27.780810406541264,27.21883690568984,27.54128074645996,11586600.0,6843.28173828125,6958.55712890625,6793.8212890625,6842.427734375,34110434052
2020-04-15,12.161999702453613,12.489999771118164,12.048999786376953,12.260000228881836,598000.0,335.3399963378906,339.2200012207031,329.6499938964844,332.54998779296875,2818600.0,27.82687558294396,27.82687558294396,27.297146242409973,27.568920135498047,11505400.0,6845.5615234375,6928.66455078125,6633.40283203125,6642.10986328125,32288311031
2020-04-16,12.279000282287598,12.545999526977539,12.206999778747559,12.413000106811523,597000.0,339.7099914550781,345.5199890136719,336.0400085449219,342.70001220703125,3918600.0,28.204594194084237,28.485580962036796,28.061797150173586,28.407272338867188,7156000.0,6640.4541015625,7134.45068359375,6555.50439453125,7116.80419921875,46783242377
2020-04-17,12.722999572753906,12.741999626159668,12.545000076293945,12.652999877929688,720000.0,350.0899963378906,350.3800048828125,340.5,344.1099853515625,3342400.0,28.808025023647158,29.116648684251906,28.674440861365543,29.052160263061523,2620000.0,7116.552734375,7167.18310546875,7050.33203125,7096.1845703125,32513423567
2020-04-18,,,,,,,,,,,,,,,,7092.29150390625,7269.95654296875,7089.2470703125,7257.6650390625,32447188386
2020-04-19,,,,,,,,,,,,,,,,7260.92236328125,7280.52197265625,7167.0546875,7189.4248046875,31311210215
2020-04-20,12.406000137329102,12.736000061035156,12.300000190734863,12.692000389099121,460000.0,340.7900085449219,348.5,338.75,344.8800048828125,2772000.0,29.56346560230194,29.9227592603252,29.37460589011307,29.531221389770508,5325200.0,7186.87353515625,7240.29052734375,6835.5029296875,6881.95849609375,37747113936
