Ticker,PINS,PINS,PINS,PINS,PINS,SMCI,SMCI,SMCI,SMCI,SMCI,DIS,DIS,DIS,DIS,DIS,MU,MU,MU,MU,MU,CRM,CRM,CRM,CRM,CRM,PYPL,PYPL,PYPL,PYPL,PYPL,ACN,ACN,ACN,ACN,ACN,LULU,LULU,LULU,LULU,LULU,ADBE,ADBE,ADBE,ADBE,ADBE,NVO,NVO,NVO,NVO,NVO,RACE,RACE,RACE,RACE,RACE
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,18.799999237060547,19.100000381469727,18.565000534057617,18.799999237060547,6334600,2.384999990463257,2.4179999828338623,2.3420000076293945,2.36299991607666,4178000,142.9076253474271,145.76991271972656,142.7207534473039,145.76991271972656,9502100,53.538598963656064,54.16330043760571,53.20672781828906,54.06568908691406,20173200,162.21365915963585,165.33087802963985,161.8772020422238,165.251708984375,5189300,109.47000122070312,111.20999908447266,109.2750015258789,110.75,7418800,193.16545563991443,194.1365023571215,191.28748081107167,192.51502990722656,2431100,232.89999389648438,233.47000122070312,231.77000427246094,233.4199981689453,1449300,330.0,334.4800109863281,329.1700134277344,334.42999267578125,1990100,26.487128021169767,26.52801029706373,26.35085261298069,26.50984001159668,2224800,160.37866475187647,162.03381384712537,159.9754397036685,161.7803497314453,195800
2020-01-03,18.600000381469727,18.709999084472656,18.2549991607666,18.360000610351562,5203200,2.3399999141693115,2.374000072479248,2.3399999141693115,2.3440001010894775,302000,143.99941205863965,145.47481593222645,143.6551601599533,144.0977783203125,7320200,52.865081853411986,53.98758785356741,52.70890746172431,53.226234436035156,16815800,163.3418005563724,165.03400690399093,163.28242754416686,164.44024658203125,3205400,109.48999786376953,110.41999816894531,108.76000213623047,108.76000213623047,7098300,191.00350032106732,192.9547635743918,189.6293744194769,192.1944122314453,1802100,231.24000549316406,234.5,230.22999572753906,232.63999938964844,1315400,329.1700134277344,332.9800109863281,328.69000244140625,331.80999755859375,1577600,25.851178363534224,26.07375999808772,25.828466376207597,25.942028045654297,2491200,160.10021187087622,161.05068017520566,159.62787097698595,160.0714111328125,134600
2020-01-06,18.270000457763672,19.350000381469727,18.219999313354492,18.90999984741211,7978900,2.3399999141693115,2.3499999046325684,2.322999954223633,2.3269999027252197,933000,143.15350661181225,143.63547725796707,141.94367969386954,143.26170349121094,8262500,52.46489269712984,52.84556760187127,51.8889988423054,52.2891960144043,18768700,163.28238991436692,171.86213549969162,162.73811226132926,171.64442443847656,8836200,107.56999969482422,110.22000122070312,107.44000244140625,110.16999816894531,6764500,190.79279877102587,191.26915233713447,189.45531011952136,190.93936157226562,2841400,231.49000549316406,235.52999877929688,230.8000030517578,235.42999267578125,1460700,328.2900085449219,333.9100036621094,328.19000244140625,333.7099914550781,1874700,25.887521128512475,25.973827380810334,25.833010274921897,25.896604537963867,2495000,158.18012746157066,159.64902409906836,158.18012746157066,159.2266082763672,169900
2020-01-07,18.8799991607666,19.420000076293945,18.760000228881836,19.260000228881836,7471500,2.3010001182556152,2.3450000286102295,2.3010001182556152,2.309999942779541,387000,143.59615098995437,144.46171108424986,143.03549029597465,143.31089782714844,6906500,54.0559137597909,57.00370865236614,54.03639149545039,56.87681579589844,49908200,171.42672310248201,175.0288311833706,170.29859076670783,174.1678924560547,8272700,111.5,111.55999755859375,109.52999877929688,109.66999816894531,6898700,186.14821833160357,188.95143241716468,186.1390625261481,186.81695556640625,3097400,235.5,236.85000610351562,233.33999633789062,233.6999969482422,1367900,334.1499938964844,334.7900085449219,332.30999755859375,333.3900146484375,2500800,25.892058604198606,25.892058604198606,25.692190705452713,25.869346618652344,2080600,159.3513931274228,159.48580147994554,158.5833391204022,158.6217498779297,309300
2020-01-08,19.25,19.979999542236328,19.114999771118164,19.719999313354492,7363500,2.305000066757202,2.319999933242798,2.299999952316284,2.306999921798706,3537000,143.10434374355944,143.73384878991277,142.44533182070396,143.01580810546875,6984200,56.701127904622375,56.99395446800983,55.695755338378454,56.14475631713867,29730800,173.40590883796185,176.98823609102593,172.93090970880777,175.4840545654297,7225100,110.4000015258789,112.63999938964844,109.81999969482422,111.81999969482422,8293600,186.88111653740418,188.2094354034009,186.450555983978,187.1834259033203,2271300,234.8800048828125,238.00999450683594,234.00999450683594,237.27000427246094,1883900,333.80999755859375,339.2300109863281,333.3999938964844,337.8699951171875,2248500,25.85117853562344,25.97836705175009,25.742158569790906,25.823923110961914,1826200,160.3690625191172,162.22199340729864,160.09065044235007,161.8091583251953,261400
2020-01-09,20.100000381469727,20.299999237060547,19.510000228881836,19.6299991607666,12930300,2.306999921798706,2.3289999961853027,2.306999921798706,2.319999933242798,2098000,144.06827737897072,144.22565740069743,142.2387759000064,142.45516967773438,6664200,56.92563154237489,57.081805966385154,55.129623804510864,55.939781188964844,22376100,176.97833987988844,178.0273032663684,175.44447177137775,177.73043823242188,5952900,112.98999786376953,113.55999755859375,111.58999633789062,112.56999969482422,5944700,188.25522858725148,189.88585669957052,187.94376343733214,188.85067749023438,2910600,239.22000122070312,239.47000122070312,235.2899932861328,235.89999389648438,1141300,340.1400146484375,341.80999755859375,338.19000244140625,340.45001220703125,1626300,26.05105002056623,26.2236642681116,26.037423172775267,26.09193229675293,1842000,163.94051149363634,164.17093211073833,162.25080424979402,163.1244659423828,283500
2020-01-10,19.649999618530273,20.149999618530273,19.520000457763672,19.780000686645508,7780900,2.436000108718872,2.684999942779541,2.430999994277954,2.6089999675750732,8350000,142.9174690614085,143.11418659108807,141.89451389333786,142.2486114501953,5152500,56.095958432845734,56.12523997522836,54.92464833214254,55.31508255004883,19122800,177.9679198537763,178.79917210012485,176.8298970236527,178.3241729736328,5111800,113.63999938964844,113.70999908447266,112.2699966430664,112.93000030517578,6965100,189.56522698735625,190.82942719087092,189.3820130104935,190.23397827148438,1573100,236.2100067138672,236.27999877929688,233.25999450683594,234.83999633789062,1178100,342.04998779296875,343.3599853515625,339.6199951171875,339.80999755859375,1480400,26.568892793439318,26.83235500364269,26.51438193658581,26.65519905090332,2943000,167.4543355469111,167.55034779201284,163.52767790248558,164.46853637695312,602200
2020-01-13,19.950000762939453,20.0,19.40999984741211,19.6200008392334,7934900,2.625,2.865000009536743,2.625,2.8510000705718994,5657000,142.3764967940424,142.3764967940424,141.00928958406658,141.52076721191406,9921300,55.64694126065972,56.39853170979805,55.500529857939064,56.07642364501953,16163000,179.37315236387698,182.5299481892345,179.24451587848418,181.9362030029297,6202600,113.9800033569336,115.87999725341797,113.86000061035156,115.27999877929688,9652500,190.0782464281536,192.23103512670397,190.0782464281536,192.00201416015625,2202800,238.57000732421875,245.35000610351562,238.11000061035156,245.17999267578125,4118600,341.5400085449219,345.7300109863281,341.2200012207031,345.6300048828125,2069200,26.886861271534627,26.923201838909897,26.69153505392661,26.786928176879883,2380400,165.8126256346253,167.3295135498047,165.28458761381677,167.3295135498047,375600
