Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,BABA,BABA,BABA,BABA,BABA,META,META,META,META,META,^FCHI,^FCHI,^FCHI,^FCHI,^FCHI,CL=F,CL=F,CL=F,CL=F,CL=F,V,V,V,V,V,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^DJI,^DJI,^DJI,^DJI,^DJI,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,RACE,RACE,RACE,RACE,RACE,^RUT,^RUT,^RUT,^RUT,^RUT,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,AMZN,AMZN,AMZN,AMZN,AMZN,WMT,WMT,WMT,WMT,WMT,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,GC=F,GC=F,GC=F,GC=F,GC=F,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC,^N225,^N225,^N225,^N225,^N225,NFLX,NFLX,NFLX,NFLX,NFLX,TSLA,TSLA,TSLA,TSLA,TSLA,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,MSFT,MSFT,MSFT,MSFT,MSFT,AAPL,AAPL,AAPL,AAPL,AAPL,LTC-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD,MC.PA,MC.PA,MC.PA,MC.PA,MC.PA,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,PFE,PFE,PFE,PFE,PFE,SI=F,SI=F,SI=F,SI=F,SI=F
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,1196.713623046875,1203.475341796875,1192.8853759765625,1200.96484375,2399674550,9.96103572845459,10.052801132202148,9.7210111618042,9.982172966003418,194221164,0.3399229943752289,0.3399229943752289,0.3363319933414459,0.3387629985809326,290828851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16547.9140625,16630.439453125,16521.234375,16625.080078125,9244361700,,,,,,,,,,,70.00282287597656,71.32891082763672,69.2348861694336,70.81565856933594,344383885,,,,,,0.07028699666261673,0.0706849992275238,0.06928899884223938,0.07022500038146973,185279750,246.33290100097656,246.48580932617188,243.57528686523438,244.13697814941406,278651737,,,,,,,,,,
2023-01-02,1201.103271484375,1219.860595703125,1195.2149658203125,1214.6566162109375,3765758498,9.983222007751465,11.372013092041016,9.845211029052734,11.272967338562012,558570124,0.3387739956378937,0.35410499572753906,0.32162800431251526,0.3485560119152069,1325787126,,,,,,,,,,,6521.06982421875,6601.10986328125,6518.2099609375,6594.56982421875,47388200.0,,,,,,,,,,,13992.7099609375,14095.91015625,13976.4404296875,14069.259765625,34978500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16625.509765625,16759.34375,16572.228515625,16688.470703125,12097775227,,,,,,,,,,,70.82049560546875,75.75517272949219,70.22737884521484,74.86290740966797,699498243,650.4415011597947,655.7250178374612,646.384451383501,654.8758544921875,194703.0,0.07022500038146973,0.0724790021777153,0.06935799866914749,0.0714540034532547,405800240,244.1522216796875,247.71527099609375,241.69248962402344,245.53590393066406,357733262,,,,,,,,,,
2023-01-03,1214.7440185546875,1219.0953369140625,1207.4915771484375,1214.77880859375,3392972131,11.274726867675781,13.50026798248291,11.053266525268555,13.344045639038086,1149255381,0.34854400157928467,0.35104900598526,0.3420099914073944,0.34382399916648865,811872325,86.52671377472583,89.69869166081159,86.18482298818273,87.35295104980469,27891000.0,121.9680154005033,125.49339260262421,121.4317603919951,123.87469482421875,35528500.0,6580.08984375,6696.10009765625,6580.08984375,6623.89013671875,73986700.0,80.56999969482422,81.5,76.5999984741211,76.93000030517578,338520.0,204.60296452539998,207.58480545545115,201.55269572759414,202.7552032470703,4202800.0,14116.0703125,14293.8701171875,14083.759765625,14181.669921875,57907500.0,33148.8984375,33387.51953125,32850.5703125,33136.37109375,355930000.0,88.91815977701387,90.36721788133093,87.8561840239744,88.45169067382812,28131200.0,212.04908435564698,214.10438357217416,209.41633006333083,210.78652954101562,316400.0,1769.75,1785.949951171875,1737.260009765625,1750.72998046875,3959140000.0,3853.2900390625,3878.4599609375,3794.330078125,3824.139892578125,3959140000.0,85.45999908447266,86.95999908447266,84.20999908447266,85.81999969482422,76706000.0,45.80996137673698,46.18273846365554,45.662136994732954,46.14739227294922,17249700.0,,,,,,,1836.199951171875,1839.699951171875,1836.199951171875,1839.699951171875,29.0,10562.0595703125,10613.0595703125,10309.16015625,10386.98046875,4780650000.0,,,,,,29.805999755859375,29.839000701904297,28.8700008392334,29.4950008392334,67640000.0,118.47000122070312,118.80000305175781,104.63999938964844,108.0999984741211,231402800.0,16688.84765625,16760.447265625,16622.37109375,16679.857421875,13903079207,237.40392951699792,240.01158153417768,231.85655337253039,233.98565673828125,25740000.0,128.3437644584535,128.9545451464431,122.32457128587431,123.21119689941406,112117500.0,74.86341094970703,76.1574935913086,74.21105194091797,75.60272216796875,562329324,652.4228115860847,671.103887081759,652.2341022202671,663.084228515625,316482.0,0.07145600020885468,0.07219699770212173,0.06977400183677673,0.0704680010676384,283398864,245.55213928222656,246.83145141601562,244.78404235839844,246.13336181640625,377452410,42.88228312015176,43.151298637624336,42.722558062887146,43.09244918823242,15603800.0,24.454999923706055,24.530000686645508,23.979999542236328,24.05900001525879,148.0
2023-01-04,1214.7186279296875,1264.8074951171875,1213.1688232421875,1256.526611328125,6404416893,13.351509094238281,14.09533977508545,12.922945976257324,13.435112953186035,1142852070,0.34383100271224976,0.3508799970149994,0.34283900260925293,0.3477939963340759,803671745,93.87735297018081,99.262122091707,92.09192890881076,98.69230651855469,53291800.0,126.49637537128699,128.1547965119214,124.97699003546767,126.4864501953125,32397100.0,6660.60009765625,6780.830078125,6659.830078125,6776.43017578125,94387100.0,77.25,77.41999816894531,72.7300033569336,72.83999633789062,352434.0,204.93533666728223,208.43533140827304,204.93533666728223,207.8585205078125,6606200.0,14266.98046875,14492.7802734375,14264.599609375,14490.7802734375,76221600.0,33165.140625,33409.1015625,33033.48046875,33269.76953125,379400000.0,89.67245303705022,89.97020633006692,86.6155485078444,87.41947937011719,34854800.0,214.53504211125681,214.9950408935547,212.00016537241925,214.9950408935547,354700.0,1758.0899658203125,1781.969970703125,1758.0899658203125,1772.5400390625,4414080000.0,3840.360107421875,3873.159912109375,3815.77001953125,3852.969970703125,4414080000.0,86.55000305175781,86.9800033569336,83.36000061035156,85.13999938964844,68885100.0,46.089538929586126,46.29199522951179,45.6557013742595,46.19879913330078,13338300.0,,,,,,,1845.5999755859375,1859.0999755859375,1845.5999755859375,1852.800048828125,25.0,10467.8203125,10515.2197265625,10337.6396484375,10458.759765625,5085380000.0,25834.9296875,25840.6796875,25661.890625,25716.859375,83300000.0,29.823999404907227,31.11400032043457,29.551000595092773,30.94099998474121,93451000.0,109.11000061035156,114.58999633789062,107.5199966430664,113.63999938964844,180389000.0,16680.205078125,16964.5859375,16667.763671875,16863.23828125,18421743322,226.8560729685779,227.43229241486299,220.68365782870086,223.75033569335938,50623400.0,125.00416235162118,126.7478608503369,123.22106494631889,124.48204040527344,89113600.0,75.60233306884766,77.644287109375,74.65835571289062,75.43390655517578,577893231,674.5005251354056,696.2951049804688,670.7265679268394,696.2951049804688,570725.0,0.0704680010676384,0.07325000315904617,0.07030999660491943,0.07323700189590454,343264145,246.14089965820312,260.51605224609375,245.70497131347656,259.11968994140625,632924961,42.27701181629287,42.56283782955233,41.62969986841469,42.14250564575195,21808400.0,24.084999084472656,24.104999542236328,23.75,23.79199981689453,24.0
2023-01-05,1256.484619140625,1258.571533203125,1245.173095703125,1250.4385986328125,4001786456,13.43493938446045,13.769200325012207,12.990192413330078,13.419329643249512,564255825,0.34779301285743713,0.3483389914035797,0.33751699328422546,0.33803901076316833,669029812,96.29907659843555,100.38276084222132,95.57730635355884,99.31910705566406,30400400.0,125.25505429699473,127.62848223213497,123.67608750105978,126.05944061279297,25447100.0,6744.5,6792.08984375,6732.0400390625,6761.5,71666600.0,73.25,74.91999816894531,72.45999908447266,73.66999816894531,300731.0,209.02194489231803,209.37390011525545,205.75659166259842,206.39205932617188,5246000.0,14451.23046875,14501.599609375,14403.73046875,14436.3095703125,60947500.0,33191.71875,33191.71875,32812.328125,32930.078125,337920000.0,86.81406171973046,86.9133103030513,85.25583548783042,85.55358123779297,27194400.0,212.6265438948991,213.80100283063746,211.17804503862362,211.4814453125,205900.0,1766.0799560546875,1766.0799560546875,1745.3800048828125,1753.18994140625,3893450000.0,3839.739990234375,3839.739990234375,3802.419921875,3808.10009765625,3893450000.0,85.33000183105469,85.41999816894531,83.06999969482422,83.12000274658203,67930800.0,46.102396728133115,46.317706540779675,45.84209417062504,46.04133987426758,13274400.0,,,,,,,1855.199951171875,1855.199951171875,1834.800048828125,1834.800048828125,24.0,10390.3095703125,10393.2197265625,10295.25,10305.240234375,4764270000.0,25825.5,25947.099609375,25750.4609375,25820.80078125,72300000.0,30.700000762939453,31.417999267578125,30.454999923706055,30.969999313354492,83284000.0,110.51000213623047,111.75,107.16000366210938,110.33999633789062,157986300.0,16863.47265625,16884.021484375,16790.283203125,16836.736328125,13692758566,221.89469521656235,222.23652839748988,216.58172118519306,217.11888122558594,39585600.0,125.24058317585433,125.87107085400619,122.90581107632524,123.16194152832031,80962700.0,75.43116760253906,76.17188262939453,73.91404724121094,74.25080871582031,432215597,687.803558222124,693.1814576431194,681.2934603568131,687.2374877929688,327709.0,0.07323300093412399,0.0750269964337349,0.0714000016450882,0.07154999673366547,424927580,259.07647705078125,259.07647705078125,255.5965576171875,256.4228515625,342934041,41.8062255337457,42.02479999677732,41.12528645459515,41.747379302978516,20057400.0,23.5,23.5,23.145000457763672,23.257999420166016,8.0
2023-01-06,1250.458984375,1273.2203369140625,1240.947509765625,1269.3790283203125,4977252792,13.420552253723145,13.54129409790039,12.771324157714844,13.52584171295166,517147909,0.3380410075187683,0.34546899795532227,0.3328309953212738,0.3446449935436249,741263420,98.87274832807076,102.5670613469376,97.30575010837295,101.99724578857422,21072400.0,128.0753531918348,129.42591965584387,125.16567791552465,129.11807250976562,27584500.0,6772.93994140625,6860.9501953125,6757.4599609375,6860.9501953125,0.0,73.97000122070312,75.47000122070312,73.23999786376953,73.7699966430664,258128.0,209.21747295673077,213.26495057516374,208.32780629052567,212.8836669921875,6829700.0,14476.7197265625,14610.23046875,14388.98046875,14610.01953125,55433700.0,33055.30078125,33710.66015625,32997.390625,33630.609375,360740000.0,86.13914952357796,87.03240180139032,84.22362258367278,86.68502044677734,41381500.0,212.22526222198246,220.02074951654942,211.5988831379393,219.31118774414062,212900.0,1764.3299560546875,1795.56005859375,1758.5,1792.800048828125,3923560000.0,3823.3701171875,3906.18994140625,3809.56005859375,3895.080078125,3923560000.0,83.02999877929688,86.4000015258789,81.43000030517578,86.08000183105469,83303400.0,46.468746497994225,47.41676057442639,46.35305770426975,47.1693115234375,21231900.0,,,,,,,1838.4000244140625,1868.199951171875,1835.300048828125,1864.199951171875,26.0,10363.9599609375,10604.1396484375,10265.0400390625,10569.2900390625,5199780000.0,25740.080078125,26034.060546875,25719.609375,25973.849609375,68200000.0,31.156999588012695,31.677000045776367,30.368999481201172,31.55500030517578,89598000.0,103.0,114.38999938964844,101.80999755859375,113.05999755859375,220911100.0,16836.47265625,16991.994140625,16716.421875,16951.96875,14413662913,217.79280825495562,220.48835513572715,214.2280440359925,219.677734375,43613600.0,124.1372616720093,128.35364427912103,123.03390422681609,127.693603515625,87754700.0,74.25939178466797,76.26553344726562,73.01207733154297,75.9925765991211,537790219,692.5210519533248,706.4846801757812,687.6148967438105,706.4846801757812,318415.0,0.0715550035238266,0.07257000356912613,0.0703440010547638,0.07247000187635422,306914647,256.4501953125,260.22174072265625,255.0677032470703,259.8671569824219,417893264,42.01639083202104,43.37826575985105,41.663313453534336,42.80661392211914,29635900.0,23.295000076293945,23.82200050354004,23.290000915527344,23.82200050354004,6.0
2023-01-07,1269.4197998046875,1270.5982666015625,1262.2711181640625,1264.2703857421875,2565213548,13.52675724029541,13.52675724029541,13.055072784423828,13.092267990112305,210349250,0.34463798999786377,0.3455219864845276,0.3420090079307556,0.34426799416542053,334559534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16952.1171875,16975.017578125,16914.19140625,16955.078125,7714767174,,,,,,,,,,,75.99344635009766,76.60201263427734,75.66865539550781,76.37344360351562,332539243,,,,,,0.07246900349855423,0.072843998670578,0.07187599688768387,0.07222200185060501,173703551,259.8548889160156,262.9636535644531,259.5932922363281,261.2828369140625,327712514,,,,,,,,,,
2023-01-08,1264.181884765625,1287.3594970703125,1260.226806640625,1287.3594970703125,3495088905,13.09150505065918,14.333256721496582,12.924285888671875,14.31993293762207,535020165,0.34426599740982056,0.34552299976348877,0.3392300009727478,0.3453580141067505,515669684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16954.146484375,17091.14453125,16924.05078125,17091.14453125,9768827914,,,,,,,,,,,76.36907958984375,77.6822738647461,75.52995300292969,77.6822738647461,384160222,,,,,,0.07220999896526337,0.07361199706792831,0.07154600322246552,0.07360100001096725,246133445,261.2529296875,274.38507080078125,260.51690673828125,274.38507080078125,491734030,,,,,,,,,,
2023-01-09,1287.4508056640625,1342.1441650390625,1286.6807861328125,1321.5389404296875,7990438824,14.325532913208008,17.361557006835938,14.325532913208008,16.30246353149414,2029272608,0.34534698724746704,0.3566089868545532,0.34428998827934265,0.3493399918079376,1420062936,106.35634986026994,107.42001095708365,102.68103454200535,105.25470733642578,42085300.0,130.25016326294266,132.0277395914627,128.38319973683383,128.57188415527344,26649100.0,6861.58984375,6928.43017578125,6851.66015625,6907.35986328125,78531000.0,73.47000122070312,76.73999786376953,73.47000122070312,74.62999725341797,329290.0,214.17415812202682,217.24398376359144,213.47024772747108,213.71466064453125,6294500.0,14650.73046875,14832.8896484375,14628.6103515625,14792.830078125,64976500.0,33664.390625,33935.109375,33487.66015625,33517.6484375,327840000.0,87.69737855387638,89.37470746783313,87.20112811279385,87.35992431640625,29003900.0,225.10520173490102,227.79667697303572,223.90138244628906,223.90138244628906,564700.0,1801.0699462890625,1817.0899658203125,1794.5400390625,1795.9100341796875,4311770000.0,3910.820068359375,3950.570068359375,3890.419921875,3892.090087890625,4311770000.0,87.45999908447266,89.4800033569336,87.08000183105469,87.36000061035156,65266100.0,47.02149255842496,47.51638703956106,46.53302298576229,46.58122634887695,17756700.0,,,,,,,1867.0,1880.0,1867.0,1872.699951171875,62.0,10662.099609375,10807.259765625,10619.1201171875,10635.650390625,5132190000.0,,,,,,31.683000564575195,32.16999816894531,31.32200050354004,31.517000198364258,67666000.0,118.95999908447266,123.5199966430664,117.11000061035156,119.7699966430664,190284000.0,17093.9921875,17389.95703125,17093.9921875,17196.5546875,18624736866,221.1622360976978,225.8403946978241,221.12317668189198,221.81658935546875,27369800.0,128.53098019432045,131.427288863226,127.95959824320164,128.21572875976562,70790800.0,77.67666625976562,83.28827667236328,77.67666625976562,81.747314453125,879528523,705.7299256923465,718.5613558523484,703.937273167547,716.6743774414062,486846.0,0.07359199970960617,0.07921099662780762,0.07325799763202667,0.07578399777412415,853703837,274.44244384765625,283.0254211425781,271.8993835449219,272.7015380859375,783671054,42.07524732183267,42.251786054125056,40.61249324443894,40.679744720458984,30839100.0,23.711999893188477,23.711999893188477,23.711999893188477,23.711999893188477,2.0
