Datetime,Ticker,Close
2023-11-10 14:30:00+00:00,TSLA,207.0998992919922
2023-11-10 14:30:00+00:00,TSLL,11.399999618530273
2023-11-10 15:30:00+00:00,TSLA,210.42999267578125
2023-11-10 15:30:00+00:00,TSLL,11.687199592590332
2023-11-10 16:30:00+00:00,TSLA,212.64999389648438
2023-11-10 16:30:00+00:00,TSLL,11.869500160217285
2023-11-10 17:30:00+00:00,TSLA,213.22999572753906
2023-11-10 17:30:00+00:00,TSLL,11.90999984741211
2023-11-10 18:30:00+00:00,TSLA,214.80999755859375
2023-11-10 18:30:00+00:00,TSLL,12.059599876403809
2023-11-10 19:30:00+00:00,TSLA,214.8697052001953
2023-11-10 19:30:00+00:00,TSLL,12.0600004196167
2023-11-10 20:30:00+00:00,TSLA,214.69000244140625
2023-11-10 20:30:00+00:00,TSLL,12.039999961853027
2023-11-13 14:30:00+00:00,TSLA,219.98500061035156
2023-11-13 14:30:00+00:00,TSLL,12.479999542236328
2023-11-13 15:30:00+00:00,TSLA,223.52999877929688
2023-11-13 15:30:00+00:00,TSLL,12.779999732971191
2023-11-13 16:30:00+00:00,TSLA,224.1300048828125
2023-11-13 16:30:00+00:00,TSLL,12.824999809265137
2023-11-13 17:30:00+00:00,TSLA,222.12130737304688
2023-11-13 17:30:00+00:00,TSLL,12.670000076293945
2023-11-13 18:30:00+00:00,TSLA,224.86000061035156
2023-11-13 18:30:00+00:00,TSLL,12.889900207519531
2023-11-13 19:30:00+00:00,TSLA,224.0010986328125
2023-11-13 19:30:00+00:00,TSLL,12.819700241088867
2023-11-13 20:30:00+00:00,TSLA,223.7050018310547
2023-11-13 20:30:00+00:00,TSLL,12.79010009765625
2023-11-14 14:30:00+00:00,TSLA,232.7899932861328
2023-11-14 14:30:00+00:00,TSLL,13.5600004196167
2023-11-14 15:30:00+00:00,TSLA,233.99000549316406
2023-11-14 15:30:00+00:00,TSLL,13.669899940490723
2023-11-14 16:30:00+00:00,TSLA,234.0491943359375
2023-11-14 16:30:00+00:00,TSLL,13.680000305175781
2023-11-14 17:30:00+00:00,TSLA,236.08999633789062
2023-11-14 17:30:00+00:00,TSLL,13.851499557495117
2023-11-14 18:30:00+00:00,TSLA,236.0850067138672
2023-11-14 18:30:00+00:00,TSLL,13.849900245666504
2023-11-14 19:30:00+00:00,TSLA,237.8699951171875
2023-11-14 19:30:00+00:00,TSLL,14.000399589538574
2023-11-14 20:30:00+00:00,TSLA,237.40499877929688
2023-11-14 20:30:00+00:00,TSLL,13.969900131225586
2023-11-15 14:30:00+00:00,TSLA,242.16380310058594
2023-11-15 14:30:00+00:00,TSLL,14.369999885559082
2023-11-15 15:30:00+00:00,TSLA,246.07859802246094
2023-11-15 15:30:00+00:00,TSLL,14.729599952697754
2023-11-15 16:30:00+00:00,TSLA,243.89010620117188
2023-11-15 16:30:00+00:00,TSLL,14.529999732971191
2023-11-15 17:30:00+00:00,TSLA,242.30999755859375
2023-11-15 17:30:00+00:00,TSLL,14.390000343322754
2023-11-15 18:30:00+00:00,TSLA,243.9250030517578
2023-11-15 18:30:00+00:00,TSLL,14.539999961853027
2023-11-15 19:30:00+00:00,TSLA,244.02000427246094
2023-11-15 19:30:00+00:00,TSLL,14.545000076293945
2023-11-15 20:30:00+00:00,TSLA,242.9250030517578
2023-11-15 20:30:00+00:00,TSLL,14.44909954071045
2023-11-16 14:30:00+00:00,TSLA,237.10000610351562
2023-11-16 14:30:00+00:00,TSLL,13.920000076293945
2023-11-16 15:30:00+00:00,TSLA,235.57989501953125
2023-11-16 15:30:00+00:00,TSLL,13.780200004577637
2023-11-16 16:30:00+00:00,TSLA,235.8000030517578
2023-11-16 16:30:00+00:00,TSLL,13.809900283813477
2023-11-16 17:30:00+00:00,TSLA,233.72999572753906
2023-11-16 17:30:00+00:00,TSLL,13.620100021362305
2023-11-16 18:30:00+00:00,TSLA,232.04519653320312
2023-11-16 18:30:00+00:00,TSLL,13.479900360107422
2023-11-16 19:30:00+00:00,TSLA,232.7100067138672
2023-11-16 19:30:00+00:00,TSLL,13.530599594116211
2023-11-16 20:30:00+00:00,TSLA,233.5
2023-11-16 20:30:00+00:00,TSLL,13.600000381469727
2023-11-17 14:30:00+00:00,TSLA,231.53550720214844
2023-11-17 14:30:00+00:00,TSLL,13.430000305175781
2023-11-17 15:30:00+00:00,TSLA,235.75990295410156
2023-11-17 15:30:00+00:00,TSLL,13.788999557495117
2023-11-17 16:30:00+00:00,TSLA,234.7100067138672
2023-11-17 16:30:00+00:00,TSLL,13.704999923706055
2023-11-17 17:30:00+00:00,TSLA,236.52000427246094
2023-11-17 17:30:00+00:00,TSLL,13.86139965057373
