datetime,SPY
2021-12-13 17:30:00,466.57
2021-12-14 17:30:00,463.36
2021-12-15 17:30:00,470.6
2021-12-16 17:30:00,466.45
2021-12-17 17:30:00,459.87
2021-12-20 17:30:00,454.98
2021-12-21 17:30:00,463.06
2021-12-22 17:30:00,467.69
2021-12-23 17:30:00,470.6
2021-12-27 17:30:00,477.26
2021-12-28 17:30:00,476.87
2021-12-29 17:30:00,477.48
2021-12-30 17:30:00,476.16
2021-12-31 17:30:00,474.96
2022-01-03 17:30:00,477.71
2022-01-04 17:30:00,477.55
2022-01-05 17:30:00,468.38
2022-01-06 17:30:00,467.94
2022-01-07 17:30:00,466.09
2022-01-10 17:30:00,465.51
2022-01-11 17:30:00,469.75
2022-01-12 17:30:00,471.02
2022-01-13 17:30:00,464.53
2022-01-14 17:30:00,464.72
2022-01-18 17:30:00,456.49
2022-01-19 17:30:00,451.75
2022-01-20 17:30:00,446.75
2022-01-21 17:30:00,437.98
2022-01-24 17:30:00,439.84
2022-01-25 17:30:00,434.47
2022-01-26 17:30:00,433.38
2022-01-27 17:30:00,431.24
2022-01-28 17:30:00,441.95
2022-01-31 17:30:00,449.91
2022-02-01 17:30:00,452.95
2022-02-02 17:30:00,457.35
2022-02-03 17:30:00,446.6
2022-02-04 17:30:00,448.7
2022-02-07 17:30:00,447.26
2022-02-08 17:30:00,450.94
2022-02-09 17:30:00,457.54
2022-02-10 17:30:00,449.32
2022-02-11 17:30:00,440.46
2022-02-14 17:30:00,439.02
2022-02-15 17:30:00,446.1
2022-02-16 17:30:00,446.6
2022-02-17 17:30:00,437.06
2022-02-18 17:30:00,434.23
2022-02-22 17:30:00,429.57
2022-02-23 17:30:00,421.95
2022-02-24 17:30:00,428.3
2022-02-25 17:30:00,437.75
2022-02-28 17:30:00,436.63
2022-03-01 17:30:00,429.98
2022-03-02 17:30:00,437.89
2022-03-03 17:30:00,435.71
2022-03-04 17:30:00,432.17
2022-03-07 17:30:00,419.43
2022-03-08 17:30:00,416.25
2022-03-09 17:30:00,427.41
2022-03-10 17:30:00,425.48
2022-03-11 17:30:00,420.07
2022-03-14 16:30:00,417.0
2022-03-15 16:30:00,426.17
2022-03-16 16:30:00,435.62
2022-03-17 16:30:00,441.07
2022-03-18 16:30:00,444.52
2022-03-21 16:30:00,444.39
2022-03-22 16:30:00,449.59
2022-03-23 16:30:00,443.8
2022-03-24 16:30:00,450.49
2022-03-25 16:30:00,452.69
2022-03-28 16:30:00,455.91
2022-03-29 16:30:00,461.55
2022-03-30 16:30:00,458.7
2022-03-31 16:30:00,451.64
2022-04-01 16:30:00,452.92
2022-04-04 16:30:00,456.8
2022-04-05 16:30:00,451.03
2022-04-06 16:30:00,446.52
2022-04-07 16:30:00,448.77
2022-04-08 16:30:00,447.57
2022-04-11 16:30:00,439.92
2022-04-12 16:30:00,438.29
2022-04-13 16:30:00,443.31
2022-04-14 16:30:00,437.79
2022-04-18 16:30:00,437.97
2022-04-19 16:30:00,445.04
2022-04-20 16:30:00,444.71
2022-04-21 16:30:00,438.06
2022-04-22 16:30:00,426.04
2022-04-25 16:30:00,428.51
